科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"34,761,453.94","28,111,040.54","161,098,984.71","158,935,384.56","555,785,071.48","664,279,577.03","704,850,866.17","782,365,552.09","742,879,369.26","683,957,407.78","680,514,715.74","2,244,750,389.13","2,569,228,947.27","3,445,629,597.99","2,751,523,259.38","2,644,577,589.68","2,584,698,785.82","2,675,386,027.07","2,323,949,894.66","2,796,391,151.85","3,821,607,434.62","4,192,943,122.78","4,069,518,701.16","5,444,212,539.91","6,585,194,940.04","10,086,511,907.00","10,334,459,034.92","10,271,899,810.91","15,336,752,373.84","15,388,938,487.47","15,140,190,751.81","16,843,261,793.52","18,916,073,143.40","18,504,142,834.01","19,727,971,901.66"
短期借款,"89,100,000.00","156,000,000.00","197,000,000.00","217,000,000.00","120,000,000.00","80,000,000.00","143,000,000.00","363,073,863.53","393,424,574.15","658,355,648.18","667,406,112.83","700,195,212.94","1,084,349,327.25","1,334,349,327.25","1,184,349,327.25","1,260,791,809.20","1,679,497,252.73","1,910,764,627.26","1,875,100,254.40","1,888,541,565.70","1,681,741,019.64","1,799,176,765.55","1,871,196,637.04","2,206,174,304.96","2,918,667,882.45","3,356,301,280.00","3,448,055,036.69","4,050,380,921.28","4,361,694,547.28","4,817,944,740.37","4,269,177,043.71","5,759,251,461.07","6,681,305,925.44","6,565,490,467.10","7,277,878,781.99"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336,790,989.60",,"850,000.00","850,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,070,000.00","570,000.00","800,000.00","3,080,000.00","3,865,030.00","4,870,000.00","15,318,276.81","14,195,864.20","16,033,557.21","25,842,313.30","17,642,178.90","11,601,836.12","21,435,910.07","28,945,010.79","39,152,261.62","41,379,158.47","35,622,619.00","52,690,668.96","87,666,446.66","23,709,486.19","31,412,111.81","35,516,097.55","47,920,822.80","41,669,500.69","54,287,371.23","52,297,676.37","62,390,405.99","55,942,662.43","73,650,747.01","195,613,019.54","151,147,366.16","139,949,179.79","100,983,537.56","432,048,433.19","304,490,782.61"
应付票据,"2,900,000.00",,,,"5,265,800.00","1,877,600.00",,,"110,618,565.46","57,741,130.01","110,000,000.00","110,000,000.00","10,000,000.00","33,701,358.10","41,825,267.29","115,653,592.38","125,295,242.00","73,282,382.90","78,431,981.22","232,506,050.00","145,441,264.99","275,744,167.79","234,772,487.93","260,125,984.33","286,317,581.12","393,341,929.14","437,134,424.25","478,443,792.22","463,552,032.36","501,219,149.10","621,571,363.83","643,363,053.80","697,084,591.39","465,301,242.41","418,393,162.92"
应收账款,"21,711,897.66","21,610,589.60","33,708,208.58","56,207,446.47","61,730,933.01","49,517,963.13","64,960,325.53","43,788,635.05","109,870,965.13","127,022,332.72","155,659,719.16","211,646,916.71","239,880,423.06","320,919,035.22","345,724,326.47","336,636,148.82","475,827,325.01","431,104,965.58","598,827,952.29","938,102,399.92","1,201,094,542.33","1,770,341,668.21","1,868,709,641.20","2,013,528,718.30","2,734,979,953.64","2,793,848,738.86","2,948,341,169.41","3,130,859,653.41","3,581,128,811.37","4,799,989,215.05","4,264,105,192.00","4,900,436,735.13","5,385,316,361.62","4,408,748,773.77","4,813,729,753.25"
应付账款,"6,925,663.18","13,466,587.42","26,368,793.11","21,062,842.35","15,399,105.80","44,431,070.49","63,198,547.78","75,773,225.02","56,957,643.25","60,869,945.60","106,178,512.22","112,608,251.90","137,429,578.57","208,423,394.96","133,686,876.98","161,709,163.95","301,037,355.69","541,045,863.33","275,398,749.45","719,776,239.77","687,811,889.40","578,409,309.27","519,262,924.49","528,347,614.81","831,133,393.54","789,115,568.27","815,414,880.64","708,724,418.29","748,507,566.32","625,241,036.93","769,750,703.14","867,708,295.70","904,239,783.27","944,499,623.33","1,012,332,983.64"
预付款项,"22,928,298.07","92,297,982.37","40,007,126.87","40,524,225.82","65,013,507.27","51,738,442.47","73,044,254.89","203,084,894.72","210,249,495.25","171,642,649.42","185,342,297.04","276,465,031.03","420,577,958.51","84,529,346.46","646,530,882.41","86,268,684.01","99,605,184.66","155,941,476.72","196,808,232.46","137,828,234.39","181,254,101.14","162,256,611.29","106,206,471.05","245,756,507.31","371,240,815.43","589,928,931.62","652,476,203.99","707,652,934.57","837,197,587.79","740,614,826.56","630,850,602.55","515,699,993.36","368,606,262.98","247,775,099.28","380,697,233.50"
预收款项,"564,086.50","4,701,503.28","246,752.76","422,759.84","3,276,427.56","19,730,976.67","66,332,286.61","128,324,092.74","46,274,020.05","40,645,213.75","33,635,802.07","25,810,791.04","35,687,237.93","10,703,672.47","16,691,135.13","24,076,132.88","37,187,107.85","19,853,051.51","26,798,823.95","44,663,025.89","53,526,819.92","36,139,706.82","50,715,015.17","60,187,808.84","51,740,963.95","63,918,154.59","90,381,788.59","26,019,345.91","42,962,165.23","64,597,715.49","60,197,103.09","125,725,112.00","37,533,101.42","116,677,612.90","81,205,948.14"
其他应收款,"2,814,082.67","4,272,647.96","3,717,178.02","4,511,018.57","926,232.75","5,743,026.02","7,961,527.21","5,808,920.55","11,492,155.55","7,288,648.60","6,883,183.84","6,026,189.94","6,824,270.00","2,395,768.89","3,191,446.77","2,847,544.70","3,302,022.64","5,459,449.40","6,825,548.65","8,293,086.53","18,385,018.39","15,880,211.34","9,767,937.16","15,413,663.62","14,679,924.04","14,462,223.62","19,393,414.46","495,563,322.04","43,908,848.99","22,468,439.19","32,558,515.87","24,021,517.17","28,226,824.98","13,308,563.11","20,099,131.71"
