科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"24,648,128.68","37,912,275.30","54,381,520.53","27,842,934.25","37,959,290.38","464,696,580.10","445,057,581.13","424,546,147.22","444,285,246.06","533,912,593.73","400,865,827.54","354,115,803.14","332,492,409.92","358,261,121.13","348,739,102.41","284,580,411.78","234,227,829.66","322,523,092.82","226,752,899.31","229,877,907.59","203,205,598.33","270,600,726.45","273,611,451.70","258,143,217.07","234,186,701.93","272,872,832.36","235,555,593.94","212,726,212.07","225,525,788.45","262,256,031.98","247,498,549.31","206,312,099.16","218,773,687.15","322,212,552.24","283,704,391.80","218,946,604.65"
短期借款,,,"3,000,000.00",,,,,,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,"20,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"100,000.00",,,"2,641,800.00",,,"240,000.00","6,395,723.70","1,885,451.28","450,000.00","456,440.00","1,125,944.00","1,860,000.00","6,902,004.80","200,000.00","7,509,830.30","200,000.00","837,044.98","270,000.00","1,533,700.00","7,887,400.00","6,146,450.00","1,150,000.00","2,090,580.00","6,771,000.00","2,977,000.00","4,537,375.60","16,581,839.77","16,755,600.00","6,557,407.48","6,621,557.02","4,177,197.48","8,449,114.08","5,949,120.76"
应付票据,,,,,,,,,,,,,,,,,"1,740,000.00","1,740,000.00",,,,,,,,,,"64,394,584.60","70,968,029.20","16,192,479.60","10,479,035.00","6,795,789.23","60,052,420.11","103,147,615.37","105,920,792.25","150,685,720.06"
应收账款,"24,602,330.06","31,719,255.75","29,695,940.37","58,879,903.33","56,595,610.54","48,521,053.77","68,689,518.84","85,024,730.58","76,673,589.27","42,096,144.21","60,050,152.97","87,079,507.90","117,947,539.79","78,355,657.50","118,750,436.90","195,982,960.06","256,527,580.41","196,089,623.00","242,172,599.27","269,645,647.69","300,382,886.69","239,570,761.23","291,300,278.10","285,343,400.50","264,673,902.99","261,370,811.81","247,352,444.41","244,095,300.06","296,450,601.44","300,184,538.06","328,502,071.00","359,065,809.45","441,140,938.86","502,505,197.77","506,065,995.90","602,435,789.01"
应付账款,"36,818,222.14","23,309,059.90","23,761,767.18","19,618,228.10","31,157,675.72","33,784,772.61","29,375,170.78","54,366,228.70","49,533,677.36","141,536,169.46","132,872,163.07","120,701,832.94","143,791,112.63","122,702,527.23","130,183,803.66","125,215,700.46","141,244,424.59","137,377,863.89","83,346,861.44","114,646,978.59","107,563,369.20","109,169,306.07","102,362,175.46","82,845,053.71","68,369,084.88","110,009,598.65","84,200,641.71","104,115,286.59","87,126,257.94","103,460,902.08","99,511,044.21","94,505,683.82","120,542,848.34","175,833,213.96","168,399,912.39","196,211,924.34"
预付款项,"689,987.23","2,260,441.23","859,020.29","2,742,571.49","9,325,118.24","3,270,098.39","4,035,488.73","13,369,647.75","15,216,657.05","12,426,539.73","7,833,093.46","17,764,382.26","11,805,324.36","12,535,519.37","9,783,353.12","12,234,686.45","11,298,868.43","11,232,268.51","13,239,472.20","15,334,546.36","13,724,895.14","24,134,704.77","18,155,943.06","14,967,063.93","9,554,188.39","67,130,420.55","13,788,386.19","86,995,578.95","73,779,396.96","18,226,854.42","19,073,752.73","27,282,550.16","32,876,749.56","70,989,761.08","127,352,556.26","165,404,138.96"
预收款项,"1,055,422.80","3,569,640.55","833,358.87","184,854.30","6,845,914.22","461,737.06","772,764.51","435,086.30","3,803,025.75","45,666,385.04","24,263,628.10","4,785,029.67","7,704,549.95","16,182,174.10","6,789,022.50","8,117,958.37","10,378,871.37","10,605,028.91","15,774,155.24","9,030,172.82","6,187,379.03","14,075,854.02","15,765,085.64","7,081,698.43","10,666,347.95","18,179,644.70","23,103,652.75","16,790,344.28","28,227,385.09","48,600,223.23","28,658,019.83","43,038,715.95","45,662,493.12","4,683,980.80","9,079,238.49","6,732,749.53"
