科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"17,983,034.30","21,752,625.82","41,356,153.19","12,667,589.93","24,001,383.25","33,300,750.95","40,000,385.37","13,921,935.64","22,111,838.41","33,054,993.02","49,863,399.03","24,080,532.10","42,798,586.88","59,721,437.15","81,227,322.40","30,243,404.11","52,164,665.71","67,524,652.70","80,736,655.27","29,480,890.90","50,797,498.68","74,091,810.41","99,803,017.40","54,112,623.08","88,748,793.02","123,145,917.21","164,348,488.88","69,833,677.80","115,520,643.40","160,960,119.74","213,328,617.16","86,310,384.45","147,889,890.39","228,974,489.42"
取得借款收到的现金,"121,000,000.00","161,000,000.00","271,000,000.00","50,000,000.00","65,000,000.00","150,000,000.00","275,000,000.00","125,000,000.00","265,000,000.00","418,496,000.00","582,000,000.00","257,000,000.00","359,000,000.00","707,000,000.00","859,000,000.00","418,000,000.00","554,300,000.00","1,172,200,000.00","1,638,700,000.00","415,300,000.00","555,300,000.00","830,300,000.00","1,525,300,000.00","456,000,000.00","1,206,900,000.00","1,856,900,000.00","1,986,000,000.00","590,500,000.00","1,105,500,000.00","1,995,500,000.00","3,222,500,000.00","1,220,000,000.00","2,646,488,404.91","3,010,838,718.44"
支付的各项税费,"19,105,298.52","21,079,864.97","51,557,019.59","3,589,127.96","12,877,807.73","22,509,815.03","42,096,474.92","17,393,147.98","33,687,858.64","47,141,935.23","57,898,890.12","13,858,996.94","29,124,025.48","44,198,696.17","60,866,845.65","14,464,420.83","44,609,982.79","58,113,894.14","75,313,476.47","35,294,926.28","56,388,962.37","94,626,927.12","130,141,341.41","50,478,783.53","100,889,027.17","187,878,793.35","232,633,217.55","158,055,239.89","239,002,589.04","407,730,548.08","551,253,562.69","160,659,290.25","448,255,008.20","680,221,262.76"
收到其他与筹资活动有关的现金,,,,,"12,888,635.00","12,888,635.00",,,,,,,,,,,,,,,,,,"32,802,740.00","32,802,740.00","416,802,740.00","416,802,740.00",,,,"67,571,424.61","1,141,160.73","1,141,160.73","1,141,160.73"
支付其他与经营活动有关的现金,"65,924,256.10","198,214,887.26","92,192,988.44","18,599,382.29","34,292,542.67","44,983,127.27","65,416,860.40","17,145,990.40","63,505,225.81","85,644,270.44","72,031,887.49","22,999,029.65","53,342,914.17","77,878,498.72","93,439,879.16","22,637,820.58","45,834,050.43","65,932,381.96","99,598,627.66","26,270,419.01","49,097,213.07","160,562,456.04","206,630,194.33","151,499,285.29","260,932,863.41","412,744,546.70","348,969,406.49","56,780,487.49","297,703,503.22","386,375,555.43","487,549,757.65","213,185,785.63","487,599,073.97","578,851,830.80"
筹资活动现金流入小计,"142,580,000.00","246,782,472.18","271,000,000.00","50,000,000.00","842,600,000.00","927,600,000.00","1,052,600,000.00","125,000,000.00","265,000,000.00","418,496,000.00","582,000,000.00","307,000,000.00","429,000,000.00","777,000,000.00","929,000,000.00","418,000,000.00","554,300,000.00","1,172,200,000.00","1,658,300,000.00","906,050,000.00","1,075,450,000.00","1,448,940,000.00","2,144,450,000.00","488,802,740.00","1,239,702,740.00","4,242,762,594.08","4,371,862,594.08","911,323,900.00","2,926,273,900.00","3,928,797,287.30","5,246,262,530.38","1,221,734,341.32","2,705,646,208.09","3,093,166,521.10"
经营活动现金流出小计,"232,208,912.80","458,945,204.47","334,388,172.84","74,554,206.43","158,404,232.67","278,827,654.48","388,173,014.98","118,690,611.36","300,149,496.07","527,025,051.29","723,875,456.03","208,459,482.91","396,279,753.39","718,888,478.04","781,267,000.70","296,511,913.90","528,710,207.34","842,118,500.72","1,087,564,783.59","441,265,555.86","711,562,205.12","1,189,800,411.37","1,743,999,606.83","649,970,192.27","1,470,813,284.78","2,698,962,681.11","4,104,789,159.11","1,819,483,237.58","5,232,626,514.42","8,549,285,319.46","14,871,391,940.15","5,505,774,019.35","10,600,767,378.23","15,330,151,462.55"
偿还债务支付的现金,"130,000,000.00","131,000,000.00","211,000,000.00","30,000,000.00","65,000,000.00","156,000,000.00","226,000,000.00","116,424,000.00","120,000,000.00","140,000,000.00","245,000,000.00","227,000,000.00","310,000,000.00","468,000,000.00","602,000,000.00","297,000,000.00","377,000,000.00","750,356,725.56","1,159,000,000.00","398,000,000.00","498,000,000.00","828,000,000.00","1,310,000,000.00","373,400,000.00","681,400,000.00","1,075,715,000.00","2,003,876,489.82","129,540,975.02","744,999,550.00","1,302,999,550.00","1,452,999,550.00","691,300,000.00","1,274,800,000.00","1,664,800,000.00"
经营活动产生的现金流量净额,"23,711,716.27","-8,217,406.81","30,045,891.02","-35,568,059.62","-74,614,108.57","-101,377,673.85","-47,108,292.50","-42,788,669.21","-159,206,301.75","-228,175,919.72","-202,056,810.68","-125,696,440.91","-156,007,130.69","-329,745,078.46","-39,104,087.64","-57,655,083.67","-8,504,245.43","-165,663,899.76","29,844,866.72","-284,340,600.99","-166,533,440.00","-264,830,048.24","318,638,816.51","-173,079,704.11","-281,426,282.02","-1,125,590,860.00","60,730,591.75","-1,156,771,263.03","-1,095,116,914.43","-916,696,371.73","321,400,428.16","-883,408,788.65","-2,036,622,543.06","-2,727,714,936.01"
分配股利、利润或偿还利息支付的现金,"8,744,459.39","10,631,272.96","10,437,254.50","2,777,793.75","5,888,273.75","8,738,302.26","12,031,464.74","4,659,462.10","25,094,397.11","32,883,389.32","42,721,293.71","11,377,044.00","41,381,259.68","52,623,563.62","62,691,282.07","10,824,246.68","43,405,069.96","73,000,012.82","88,345,647.55","14,648,577.22","64,988,391.05","101,094,497.75","122,628,990.64","63,902,086.21","145,443,396.42","183,311,057.06","196,452,131.43","70,414,808.78","286,309,507.99","306,334,685.80","335,317,772.62","81,234,178.60","450,952,450.99","529,087,068.86"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","29,502,389.84","29,142,328.09","29,151,328.09",,,,,,"14,000,000.00","14,000,000.00"
支付其他与筹资活动有关的现金,"1,890,000.00","2,820,000.00","3,141,700.00","300,000.00","1,320,000.00","14,287,635.00","7,838,635.00","882,900.00","962,649.98","962,649.98","882,900.00","882,900.00","882,900.00","1,682,900.00","1,682,900.00",,"882,900.00","1,682,900.00","1,682,900.00",,"882,900.00","882,900.00","2,092,900.00","37,702,740.00","39,152,740.00","38,780,559.98","78,143,459.98","24,276,489.82","93,332,979.64","117,438,312.38","431,397,986.36","52,656,037.84","851,656,037.84","851,656,037.84"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"21,493.15","817,142.46","1,225,985.03","1,225,985.03",,,,,,,
筹资活动现金流出小计,"140,634,459.39","144,451,272.96","224,578,954.50","33,077,793.75","72,208,273.75","179,025,937.26","245,870,099.74","121,966,362.10","146,057,047.09","173,846,039.30","288,604,193.71","239,259,944.00","352,264,159.68","522,306,463.62","666,374,182.07","307,824,246.68","421,287,969.96","825,039,638.38","1,249,028,547.55","412,648,577.22","563,871,291.05","929,977,397.75","1,434,721,890.64","475,004,826.21","865,996,136.42","1,297,806,617.04","2,278,472,081.23","224,232,273.62","1,124,642,037.63","1,726,772,548.18","2,219,715,308.98","825,190,216.44","2,577,408,488.83","3,045,543,106.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,"458,684.50",500.00,"252,437.36",,,,,,"71,000.00","77,000.00","120,000.00",430.40,,,"220,990.00",,,"22,000.00","1,970,791.57","10,000.00","20,500.00","20,500.00","20,500.00",,"1,963,219.75","1,963,219.75","1,997,219.75",,"68,000.00","129,000.00","129,000.00",,"24,725.00","25,994.30"
筹资活动产生的现金流量净额,"1,945,540.61","102,331,199.22","46,421,045.50","16,922,206.25","770,391,726.25","748,574,062.74","806,729,900.26","3,033,637.90","118,942,952.91","244,649,960.70","293,395,806.29","67,740,056.00","76,735,840.32","254,693,536.38","262,625,817.93","110,175,753.32","133,012,030.04","347,160,361.62","409,271,452.45","493,401,422.78","511,578,708.95","518,962,602.25","709,728,109.36","13,797,913.79","373,706,603.58","2,944,955,977.04","2,093,390,512.85","687,091,626.38","1,801,631,862.37","2,202,024,739.12","3,026,547,221.40","396,544,124.88","128,237,719.26","47,623,414.40"
处置子公司及其他营业单位收到的现金净额,"6,100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-29,000.00","1,276,367.61","-228,493.86","-1,041,765.77","3,001,879.72"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"1,493,813.51","1,493,813.51","1,493,813.51",,,,,,,"16,916,604.63","296,646,681.51"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,558,684.50",500.00,"252,437.36",,,,,,"71,000.00","77,000.00","120,000.00",430.40,,,"220,990.00",,,"22,000.00","1,970,791.57","10,000.00","20,500.00","20,500.00","20,500.00","3,515,306.66","33,776,565.56","33,825,346.38","32,374,532.87",,"68,000.00","129,000.00","129,000.00",,"30,941,329.63","310,672,675.81"
五、现金及现金等价物净增加额,"-21,814,224.63","-5,868,635.54","62,293,392.62","-23,876,226.05","683,836,448.46","629,839,571.70","727,811,472.65","-64,161,927.26","-125,515,729.34","-146,316,316.34","-153,327,533.62","-72,903,976.76","-114,641,219.29","-154,308,780.66","87,912,937.75","13,381,089.42","-28,420,969.99","-88,183,000.16","26,125,865.53","57,303,955.56","65,504,154.18","-172,662,470.22","438,865,234.59","-235,987,381.42","18,320,694.71","1,698,910,177.37","1,924,156,150.71","-555,275,098.36","488,069,571.14","1,047,330,352.34","3,004,470,728.38","-525,988,812.90","-2,741,264,551.30","-2,601,717,410.68"
购建固定资产、无形资产和其他长期资产支付的现金,"39,030,166.01","86,951,207.95","14,425,981.26","5,230,372.68","11,941,169.22","17,356,817.19","31,810,135.11","24,406,895.95","85,323,380.50","162,867,357.32","214,786,529.23","14,948,022.25","35,369,928.92","79,257,238.58","133,954,443.54","39,139,580.23","134,928,754.60","251,701,462.02","396,961,245.21","151,766,866.23","252,561,614.77","399,815,524.23","557,422,191.28","80,220,897.76","107,736,192.41","154,280,286.05","263,833,300.27","48,990,105.83","158,951,466.08","178,536,104.33","258,320,378.07","38,895,655.27","125,735,886.45","168,745,444.60"
期初现金及现金等价物余额,"71,095,974.22","49,281,749.59","43,413,114.05","105,706,506.67","105,706,506.67","105,706,506.67","105,706,506.67","833,517,979.32","833,517,979.32","833,517,979.32","833,517,979.32","680,190,445.70","680,190,445.70","680,190,445.70","680,190,445.70","768,103,383.45","768,103,383.45","768,103,383.45","768,103,383.45","794,229,248.98","794,229,248.98","794,229,248.98","794,229,248.98","1,233,094,483.57","1,233,094,483.57","1,233,094,483.57","1,233,094,483.57","3,157,250,634.28","3,157,250,634.28","3,157,250,634.28","3,157,250,634.28","6,161,721,362.66","6,161,721,362.66","6,161,721,362.66"
投资支付的现金,"15,000,000.00","13,031,720.00",,,,,,,,,"30,000,000.00",,,,"1,875,339.00",,"18,000,000.00","18,000,000.00","18,000,000.00",,"27,000,000.00","27,000,000.00","32,100,000.00",,,,,,,,"27,000,000.00",,"737,043,404.91","66,555,000.00"
期末现金及现金等价物余额,"49,281,749.59","43,413,114.05","105,706,506.67","81,830,280.62","789,542,955.13","735,546,078.37","833,517,979.32","769,356,052.06","708,002,249.98","687,201,662.98","680,190,445.70","607,286,468.94","565,549,226.41","525,881,665.04","768,103,383.45","781,484,472.87","739,682,413.46","679,920,383.29","794,229,248.98","851,533,204.54","859,733,403.16","621,566,778.76","1,233,094,483.57","997,107,102.15","1,251,415,178.28","2,932,004,660.94","3,157,250,634.28","2,601,975,535.92","3,645,320,205.42","4,204,580,986.62","6,161,721,362.66","5,635,732,549.76","3,420,456,811.36","3,560,003,951.98"
