科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"35,121,855.76","41,170,030.29","38,701,170.45","15,659,268.76","374,667,472.86","217,249,317.93","112,523,924.47","80,200,068.90","76,793,023.35","108,383,576.05","79,230,830.74","77,490,688.75","62,418,017.51","65,130,738.18","25,703,547.23","48,938,357.75","65,757,476.56","41,790,717.25","226,335,016.23","198,669,461.75","236,791,382.65","247,477,733.66","291,077,754.85","284,269,669.69","297,163,774.08","386,320,512.72","478,783,470.04","517,151,930.27","1,756,259,714.93","1,561,497,072.56","1,330,657,921.85"
短期借款,"126,800,000.00","119,800,000.00","168,300,000.00","204,300,000.00","238,300,000.00","142,500,000.00","96,200,000.00","115,600,000.00","132,600,000.00","166,200,000.00","146,500,000.00","190,500,000.00","177,500,000.00","197,500,000.00","197,500,000.00","234,950,000.00","322,350,000.00","296,150,000.00","322,150,000.00","333,450,000.00","336,450,000.00","336,450,000.00","336,450,000.00","336,450,000.00","321,450,000.00","284,950,000.00","319,950,000.00",,"21,720,000.00","298,200,000.00","687,664,000.00"
交易性金融资产,"72,621.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,096,597.00","985,050.00","1,800,000.00","220,000.00","1,470,000.00","1,710,000.00","1,660,000.00","707,464.50","1,425,453.00","5,498,000.00","150,000.00","2,450,000.00","3,303,175.00","2,630,000.00","4,470,000.00","2,250,000.00",,"850,100.00",,"350,000.00",,"100,000.00","1,176,594.00","1,866,400.00","1,100,000.00","294,926.00","700,000.00",,,,
应付票据,"28,000,000.00","2,280,000.00","500,000.00","10,000,000.00","23,812,589.00","13,812,589.00",,,"10,000,000.00","40,400,000.00","42,670,000.00","64,447,162.32","66,727,162.32","25,820,000.00","19,570,000.00","43,300,000.00","57,490,000.00","37,768,482.00","29,728,482.00","14,450,000.00","2,000,000.00","5,800,000.00","3,500,000.00",,"3,000,000.00","10,000,000.00","7,000,000.00",,,,
应收账款,"83,591,810.63","107,547,699.24","119,876,322.27","132,183,268.76","174,832,441.49","188,145,257.29","204,116,742.33","238,999,512.07","240,583,928.42","243,335,397.65","211,571,646.99","256,947,382.82","265,352,134.79","302,606,553.38","302,953,019.90","323,452,048.10","309,522,872.82","308,802,686.83","334,209,419.37","354,433,761.52","362,218,178.72","406,794,438.03","369,994,204.12","406,768,807.43","417,613,228.77","456,729,121.69","407,442,029.16","143,630,295.17","316,590,671.44","385,051,110.10","455,990,100.37"
应付账款,"17,286,597.49","44,989,576.56","40,977,870.62","32,417,549.24","72,539,550.20","23,387,618.09","37,274,727.71","19,550,056.83","23,134,417.75","24,989,352.66","21,399,028.79","39,224,952.94","70,885,147.52","54,962,265.29","49,391,079.71","50,892,296.73","45,218,912.19","63,537,036.66","95,592,285.34","53,555,425.96","48,033,028.94","37,473,743.51","33,267,079.49","31,641,868.41","38,804,055.47","51,459,580.98","52,977,232.89","1,559,211.31","24,396,557.43","41,769,190.85","40,116,593.15"
预付款项,"10,841,446.55","3,953,439.16","2,738,718.83","20,846,452.59","44,768,261.41","12,671,226.33","45,150,564.89","28,479,816.53","28,091,633.91","59,333,671.72","62,223,806.94","44,272,187.31","45,268,495.35","13,622,575.20","12,615,494.60","27,152,834.20","19,235,625.99","10,636,863.49","24,215,899.04","15,757,675.32","10,983,217.97","12,319,850.63","18,931,569.47","14,142,787.12","21,207,806.60","20,443,792.74","41,465,639.81","12,708,196.30","17,434,613.51","17,990,695.36","19,980,668.44"
预收款项,"4,663,576.36","857,408.98","18,149,975.78","4,660,541.43","10,529,329.86","3,956,787.93","28,244,221.43","6,935,536.28","9,889,629.01","13,000,176.11","28,204,356.30","23,933,788.96","24,586,458.73","39,960,945.05","46,236,932.02","23,882,790.00","39,622,025.49","21,300,224.91","29,957,501.17","27,117,471.99","36,228,845.29","23,459,717.64","37,878,817.54","37,362,942.94","41,980,128.45","33,817,482.74","43,924,975.41","8,689,268.54","12,286,238.34","12,535,901.22","17,618,740.66"
其他应收款,"15,892,119.71","15,810,144.15","32,614,520.94","14,938,340.77","15,664,398.59","13,210,374.29","32,655,875.21","15,854,181.49","26,028,075.01","13,763,795.28","8,940,961.65","8,557,460.20","9,712,735.66","6,276,314.58","21,963,785.54","15,733,482.73","21,179,499.26","16,779,366.35","43,332,694.60","47,385,214.41","52,852,984.90","20,024,756.55","19,933,400.90","23,922,683.65","41,639,885.20","18,675,859.29","30,507,406.38","2,262,251.75","11,483,487.63","245,167,683.90","269,570,513.43"
应付职工薪酬,"3,274,819.26","6,356,611.37","6,890,652.37","5,283,531.00","2,802,401.71","5,265,128.86","3,814,144.86","4,024,979.33","3,885,705.40","5,149,122.69","3,168,015.80","3,253,402.60","5,458,571.59","8,181,537.67","3,345,471.66","4,793,548.14","6,829,528.78","4,882,659.12","3,931,577.58","4,676,942.02","2,928,858.14","8,829,035.94","4,091,245.41","4,977,226.20","3,056,325.14","10,320,683.68","5,756,396.98","2,291,067.01","3,440,673.48","7,481,716.84","4,618,815.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,791,502.63","15,398,439.46","10,439,741.31","3,719,079.46","-1,971,058.14","7,236,302.00","792,777.25","-405,383.61","-2,774,186.31","10,152,147.85","4,048,453.62","2,653,201.36","1,176,899.36","8,607,093.72","11,052,457.24","4,922,321.67","2,950,295.58","12,478,665.02","11,791,029.06","20,694,522.21","14,242,698.49","26,649,040.18","16,757,893.94","10,693,059.57","8,578,288.99","21,098,097.82","9,349,369.27","6,396,503.10","12,106,423.90","28,266,708.02","20,539,005.78"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,"391,666.67","391,666.67","391,666.67","391,666.67","191,666.67","167,666.67"
应付利息,"486,466.11","316,068.28","351,042.08","412,430.12",,"171,548.55",,,,"338,399.70",,"345,933.00","296,838.00","398,749.82","398,749.82","422,878.52","581,595.80","666,215.75","678,586.92","660,371.91","554,138.20","592,399.50","592,399.50","490,032.07","475,150.40","448,136.89","507,329.46",,"125,788.40","448,369.90","2,076,389.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"737,144.10","8,055,208.70"
应付股利,,,,,,,,,,,,,,,,"72,930,000.00",,,,,,,,,,,,,,,
存货,"30,904,230.72","32,278,868.44","48,153,528.59","83,506,974.57","92,093,167.91","86,707,281.28","100,819,057.35","96,084,087.41","106,719,893.11","99,828,647.93","143,979,363.70","175,773,829.98","202,758,281.58","192,085,768.99","207,701,439.29","179,390,734.81","205,504,545.60","186,525,860.51","209,341,601.24","211,035,516.08","209,503,572.86","183,728,849.29","185,517,227.72","198,297,220.46","208,969,641.67","188,374,200.15","197,922,650.91",,,,
其他应付款,"13,077,545.62","1,689,815.80","360,920.81","713,199.50","8,689,149.22","1,314,683.64","2,288,493.12","1,200,862.91","2,548,829.64","12,309,465.46","13,360,268.16","16,398,373.46","14,200,683.85","12,080,407.68","15,054,307.11","20,047,390.63","12,444,143.30","16,942,390.09","24,020,808.46","14,957,451.47","11,592,543.52","19,576,446.06","19,837,875.40","40,431,196.38","31,192,437.23","29,481,707.24","35,543,301.70","13,404,683.05","821,417,394.80","722,226,200.52","702,507,137.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,"37,748.00",,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"33,000,000.00","16,000,000.00",,,,"12,500,000.00","12,500,000.00","12,500,000.00","12,500,000.00",,,,,,,,,,,,,,,,,,,,,,
