科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"443,662,503.96","560,835,177.93","1,330,867,429.14","1,363,874,309.66","1,860,250,426.81","1,775,581,731.60","2,839,342,630.32","3,031,882,276.61","2,825,324,543.82","2,886,177,609.60","3,328,837,599.52","2,668,709,506.64","2,659,193,386.90","2,343,874,645.11","2,098,779,135.25","1,878,764,291.88","1,258,506,274.02","2,117,103,348.51","2,881,003,755.22","1,830,247,197.49","2,151,163,974.92","1,689,649,515.95","1,695,627,360.91","1,357,669,935.57","1,157,122,956.39","1,601,022,424.91","1,370,510,252.08","1,587,648,329.31","1,453,016,779.66","1,244,318,915.44","1,056,687,790.18","1,366,355,202.91","2,006,911,685.67","1,601,872,327.60","1,206,590,109.71","1,420,366,668.43","1,554,154,372.83","2,173,219,569.76","1,426,447,652.10","2,354,058,871.69","2,367,153,892.42","2,403,564,463.75","2,340,259,106.37","1,672,716,085.01"
短期借款,"1,373,655,795.44","1,420,655,795.44","1,484,755,795.44","1,788,500,000.00","2,305,500,000.00","2,528,000,000.00","3,073,500,000.00","2,659,500,000.00","3,370,500,000.00","3,690,500,000.00","3,695,000,000.00","3,101,561,076.56","3,740,752,714.48","3,812,910,194.02","3,870,907,187.57","2,965,789,915.18","2,769,699,396.19","2,335,936,850.91","1,940,014,894.67","1,431,180,000.00","2,386,000,000.00","2,805,788,021.81","2,929,188,021.64","2,358,971,780.00","2,350,745,000.00","2,880,200,000.00","3,235,200,000.00","3,295,521,580.95","2,867,473,676.93","2,329,944,800.00","1,790,444,800.00","1,845,000,000.00","2,545,000,000.00","2,499,858,320.00","3,055,038,918.81","2,821,657,482.80","3,644,000,000.00","3,731,543,770.00","4,720,727,670.00","5,084,197,590.00","5,277,037,838.82","5,397,626,409.32","5,122,860,833.83","4,216,822,398.60"
交易性金融资产,,,,,,"4,255,505.28","2,439,052.80","1,604,640.00","2,503,238.40","2,856,259.20","2,573,842.56","3,543,045.12","3,254,209.92","270,066,960.00","307,686,960.00","331,755,050.88","393,211,232.64","366,647,134.08","150,810,000.00","122,760,000.00","129,580,000.00","165,000,000.00","169,180,000.00","151,360,000.00","141,240,000.00","125,180,000.00","177,320,000.00","109,820,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,408,543.54","45,403,162.14","56,529,225.58","47,454,460.92","36,405,547.70","85,819,077.04","71,889,351.25","20,575,640.00","47,346,504.84","78,741,423.14","77,828,239.00","74,048,614.00","176,996,446.40","166,117,548.00","46,422,273.96","82,634,653.36","207,230,983.00","149,221,077.08","90,850,550.80","309,137,652.28","280,118,048.79","194,546,824.08","150,989,539.83","166,003,548.00","86,903,673.37","105,754,255.58","155,998,467.48","30,968,202.18","157,783,957.97","171,486,008.81","173,934,102.76","64,359,315.83","139,506,341.49","170,626,666.39","18,086,900.00","29,598,825.00","98,735,478.82","96,123,193.73","83,156,694.61","18,648,826.01","66,501,349.98","170,099,984.00","41,730,930.27","103,617,085.80"
应付票据,"43,000,000.00",,"3,509,095.00","265,080,721.26","14,344,217.66","19,852,509.16","253,354,860.89","360,656,434.99","597,406,171.36","904,619,620.36","896,250,564.96","1,233,735,618.16","907,930,616.00","687,611,700.00","887,248,716.10","709,264,200.48","774,829,537.28","375,534,051.61","488,025,038.63","394,308,441.21","469,326,698.91","543,997,383.71","542,368,126.00","661,830,796.85","573,864,153.13","443,378,735.00","294,412,616.44","475,241,251.80","430,440,981.28","303,774,847.40","339,231,648.74","183,767,736.85","128,562,619.06","149,182,740.00","156,349,610.84","250,127,490.45","418,290,087.50","287,553,121.35","538,853,895.98","429,185,712.44","492,133,879.34","483,999,752.52","375,710,422.21","568,054,089.52"
应收账款,"846,586,050.63","883,619,844.25","851,749,825.36","832,471,867.51","1,104,053,422.92","1,273,942,810.68","1,295,736,857.40","1,073,358,819.64","1,418,953,125.48","2,123,720,015.54","1,909,514,807.32","1,733,477,870.21","2,247,835,720.85","2,578,442,418.99","2,751,425,196.33","2,723,665,362.90","3,219,918,415.36","3,169,332,469.10","3,073,492,110.19","3,009,809,183.74","2,650,634,128.89","2,655,403,480.47","2,292,761,287.45","2,246,586,940.13","2,516,094,851.49","2,455,136,591.71","2,111,901,792.39","2,036,733,752.91","2,157,561,506.54","2,212,605,714.55","1,840,182,460.74","1,649,187,348.87","1,838,972,455.51","2,266,206,920.66","2,361,167,629.97","2,052,864,776.12","2,499,601,287.56","2,632,514,792.03","2,454,449,139.32","2,890,088,216.00","2,702,916,589.87","2,003,382,358.84","2,025,880,752.16","2,434,425,582.52"
应付账款,"250,748,941.28","209,799,884.27","295,777,795.66","373,535,726.36","430,565,590.91","436,451,321.02","330,784,096.70","286,615,302.59","493,199,600.48","871,315,415.25","803,251,538.75","635,828,096.94","1,226,085,853.86","1,342,857,643.71","1,258,266,601.35","1,551,225,027.40","1,920,766,719.71","1,650,756,053.30","1,503,226,061.10","1,527,676,680.18","1,475,707,230.71","1,301,633,760.05","1,266,890,335.35","1,291,156,067.69","1,580,314,011.33","1,590,890,904.63","1,635,457,904.72","998,195,841.31","971,791,625.11","966,909,657.57","928,213,209.00","954,788,190.14","1,005,888,617.37","1,024,289,085.38","981,021,429.20","1,192,714,204.47","1,144,983,173.20","1,199,218,374.38","1,162,971,943.66","1,263,824,597.29","1,217,612,740.13","1,404,338,487.12","1,629,648,008.63","1,654,787,716.11"
预付款项,"734,521,651.26","708,053,347.13","739,157,743.12","989,053,681.83","1,217,669,596.11","899,610,128.28","1,284,180,686.06","1,848,322,301.46","2,385,075,915.26","1,420,498,321.65","1,119,012,258.64","874,658,855.44","1,021,697,717.75","996,794,610.46","1,237,643,481.36","1,027,535,502.96","1,156,386,982.24","1,035,965,380.93","1,451,456,381.66","1,399,543,737.20","1,744,639,859.35","1,433,759,804.94","1,178,698,280.74","983,391,157.49","1,056,580,338.31","890,666,344.34","832,875,632.57","511,058,674.23","434,510,223.26","350,060,055.60","356,268,079.92","343,294,473.85","430,359,232.03","429,471,412.97","469,505,762.44","321,977,809.67","304,996,884.73","349,407,890.40","549,623,757.28","385,732,540.63","582,633,190.90","705,567,472.48","692,332,753.65","517,242,412.12"
预收款项,"773,384,418.61","762,715,007.21","874,998,234.24","1,305,439,707.78","1,316,099,057.51","1,304,845,639.42","1,335,561,965.62","1,264,691,998.21","739,063,557.95","853,937,842.21","931,983,588.99","1,355,975,593.99","894,360,610.72","749,423,547.40","457,424,336.55","491,734,333.54","759,259,156.86","713,400,439.32","945,326,821.85","1,078,050,790.58","928,477,665.51","457,146,940.80","650,764,142.78","796,633,959.72","784,832,005.89","535,241,077.56","568,827,270.96","901,382,838.70","768,898,573.48","577,588,136.78","703,677,902.35","746,960,494.39","509,519,356.84","873,163,591.47","860,001,474.63","589,064,311.31","530,709,055.18","1,374,785,259.37","1,211,033,581.25","1,575,566,865.93","1,556,189,419.89","1,272,445,946.12","995,852,016.23","771,160,810.06"
