科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"65,297,350.29","107,915,828.64","139,734,761.37","82,676,871.38","126,078,957.47","208,527,076.74","40,764,097.00","125,217,131.08","203,276,989.95","341,596,897.96","78,542,361.74","177,890,319.02","313,169,965.83","495,075,044.67","84,392,098.61","207,038,979.55","295,318,091.21","499,177,767.74","77,774,440.35","280,079,545.30","402,007,676.08","678,200,326.93","114,355,912.53","343,317,374.79","562,850,122.56","977,566,389.51","193,408,967.35","536,085,683.13","720,387,894.16","1,126,545,907.37","194,976,650.30","505,247,799.78","749,032,201.80","1,236,913,539.17","258,796,521.75","892,348,199.22","1,523,472,767.56","2,319,327,318.57","649,144,694.98"
二、营业利润,"28,522,299.89","30,466,742.89","34,767,739.92","22,438,482.48","31,937,236.00","48,487,816.85","7,166,054.98","29,680,548.36","40,385,224.51","58,942,921.95","12,880,065.67","24,487,549.90","35,548,255.64","38,266,973.23","3,156,307.51","13,634,677.96","20,843,886.89","22,310,613.40","1,777,936.28","38,137,078.89","23,251,349.54","35,832,045.47","-2,903,529.53","16,280,890.17","12,027,325.84","29,658,771.33","-2,914,247.52","14,419,769.87","33,347,355.64","59,028,129.29","-2,599,160.95","30,721,331.14","47,329,268.04","94,976,826.62","9,848,341.54","68,238,259.84","145,736,003.21","261,577,627.10","67,483,975.25"
减:营业成本,"21,423,324.12","46,537,045.60","57,791,563.40","37,297,635.37","58,766,185.27","97,995,951.11","18,037,193.19","57,335,090.45","94,705,731.15","160,292,089.18","40,609,279.33","93,656,650.55","178,079,813.33","294,528,706.61","58,034,010.56","132,757,912.27","184,634,942.13","309,530,557.90","44,624,251.44","160,451,148.76","233,983,674.91","388,957,724.06","70,306,187.46","212,335,737.35","360,647,247.60","608,664,489.99","116,106,709.36","324,877,960.11","419,581,051.90","636,671,852.53","117,307,805.38","304,439,435.01","452,219,107.29","758,368,608.25","175,015,908.92","619,638,471.64","1,022,084,147.73","1,577,455,302.93","455,695,319.98"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,153,260.67","925,813.97","1,201,724.31","532,917.66","813,679.35","1,587,935.55","591,491.67","1,699,938.50","2,853,749.24","5,479,077.60","784,547.89","1,955,397.91","3,439,245.85","6,452,021.70","561,487.13","1,537,623.20","2,368,566.78","4,209,043.78","497,396.66","1,854,996.78","3,029,046.31","5,129,772.00","1,292,102.96","3,634,951.49","6,042,491.90","8,781,532.90","1,249,173.93","3,673,523.51","6,430,975.97","12,791,119.89","2,247,022.22","5,203,183.76","8,175,241.70","13,734,254.04","2,564,831.38","5,880,088.83","9,293,508.51","13,795,991.84","3,771,117.42"
营业外收入,"8,200.00","3,776,576.49","11,827,705.61","3,488,021.01","8,308,318.72","11,153,494.92","5,713,207.24","5,734,207.24","7,657,136.59","25,129,546.26","4,254,704.03","13,938,839.36","18,628,932.59","30,343,854.77","3,149,776.40","14,902,073.61","22,372,130.79","34,471,501.52","4,195,514.80","11,279,969.40","23,428,845.83","42,382,710.90","8,853,172.64","20,831,161.79","35,535,583.12","58,348,072.41","7,976,231.82","21,706,571.51","38,739,335.98","76,959,573.09","9,055,615.25","3,502,891.46","3,796,754.91","346,674.93","3,374.68","91,306.07","96,507.59","97,840.84","4,578.79"
销售费用,"6,316,088.80","13,532,009.00","21,888,958.65","7,986,990.02","12,517,646.85","30,528,646.44","5,977,223.68","15,664,406.93","35,912,986.82","59,969,577.45","12,641,612.79","29,172,887.88","47,334,985.20","75,653,382.18","10,390,224.68","33,180,530.02","42,571,393.71","76,460,971.07","13,446,727.27","34,707,567.11","56,263,714.26","98,295,524.31","14,817,013.15","33,769,945.08","60,867,778.80","108,175,920.53","20,912,535.44","51,392,827.92","75,503,504.19","125,210,095.85","18,684,853.12","46,744,270.34","70,539,023.56","113,547,239.45","20,617,485.48","53,276,154.21","93,809,918.89","137,013,893.60","37,146,813.94"
减:营业外支出,"11,095.00","87,399.67","120,605.08","20,400.00","20,400.00","34,914.67","20,000.00","42,800.00","42,951.67","93,831.67",730.00,"5,824.60","16,579.76","499,587.72","2,474.00","19,430.34","23,413.54","183,016.15","65,421.35","342,492.95","355,756.52","881,818.86","37,787.83","91,809.57","156,231.14","731,328.22","52,985.21","428,399.19","465,866.66","927,071.46","119,376.63","670,921.45","762,270.57","1,868,646.44","12,124.94","46,970.81","207,890.77","461,807.82","72,510.15"
管理费用,"7,376,872.41","17,129,621.82","24,875,754.35","13,382,445.94","21,116,409.78","31,296,596.55","8,226,696.27","18,266,155.62","35,424,554.75","66,023,224.05","14,210,613.68","31,283,532.15","53,183,767.78","93,999,504.84","19,429,147.41","42,805,631.81","66,540,155.88","109,144,189.66","22,541,106.69","52,647,654.56","93,368,700.46","156,945,062.59","33,242,581.18","76,715,250.45","121,194,227.25","211,711,652.53","52,021,008.99","120,671,022.00","188,923,509.35","266,694,943.29","51,009,822.98","121,161,818.25","179,824,450.48","261,442,895.38","63,555,757.15","160,700,503.77","134,806,114.09","154,636,182.86","41,840,870.22"
其中:非流动资产处置净损失,,,,,,"14,514.67",,,,,,,,"23,972.02",,,,,,,,"479,361.17",,,,"5,756.16","15,185.21","265,169.01","265,169.01","428,177.09",,"236,910.34","236,910.34",,,,,,
