科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"198,822,226.47","578,400,477.26","570,648,996.89","206,093,082.23","484,834,935.02","792,823,711.06","1,209,802,822.86","505,229,678.17","1,050,661,237.28","1,457,647,129.41","1,635,082,870.63","178,980,559.52","447,381,122.08","672,254,506.79","867,939,657.48","183,518,679.75","499,481,654.05","954,236,525.78","1,547,704,536.03","507,827,840.84","950,953,187.28","1,319,643,658.77","2,259,034,655.38","410,579,997.39","747,202,789.83","1,177,950,512.46","1,708,760,928.06","564,067,231.61","1,159,475,861.89","1,616,284,053.43","2,401,627,909.06","277,807,294.50","560,543,983.26","1,017,751,126.68","1,825,753,777.60","817,111,202.66"
二、营业利润,"33,490,791.04","96,806,624.36","110,361,094.23","40,920,505.38","81,125,272.30","119,614,132.58","157,148,259.62","66,355,274.60","129,858,550.81","158,985,488.19","126,556,003.84","-14,887,434.37","6,962,116.73","-3,617,890.61","-86,638,165.32","-7,336,418.27","-791,888.79","10,587,408.94","69,227,905.30","21,637,306.97","49,688,009.22","66,758,535.45","17,345,565.10","2,636,401.44","-29,699,769.52","-31,357,020.59","-7,489,605.07","9,779,590.72","10,228,660.90","26,075,061.18","46,798,267.09","2,719,584.13","-273,248,092.86","-359,452,704.35","-989,868,696.80","49,790,973.27"
减:营业成本,"153,652,303.27","438,618,455.99","413,326,007.74","149,941,805.55","363,012,477.35","610,687,198.41","949,049,169.38","403,974,036.67","838,031,442.57","1,182,666,797.22","1,333,893,325.01","151,669,273.54","358,042,123.05","551,594,955.47","724,388,567.13","162,385,378.96","420,511,932.74","793,336,000.77","1,217,414,498.64","412,929,952.57","717,337,317.60","973,677,771.33","1,762,677,063.95","319,666,123.30","577,184,279.63","924,058,885.95","1,336,951,717.81","456,459,502.28","935,198,269.78","1,283,089,355.27","1,861,388,159.56","184,662,742.37","429,673,669.26","860,715,579.76","1,510,807,513.83","662,143,227.08"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"548,224.61","3,121,225.63","1,606,572.64","64,552.30","735,707.81","1,068,362.08","2,033,534.88","980,349.07","2,493,623.10","3,061,827.21","3,702,403.14",,"1,199,397.22","1,271,153.69","1,405,435.43","143,661.44","658,333.43","1,406,126.74","3,137,807.89","1,154,976.59","1,759,099.76","2,027,679.47","7,139,493.01","4,235,475.06","6,004,204.26","7,114,001.47","7,568,541.75","1,826,783.72","4,309,364.62","5,086,095.45","18,126,073.65","4,922,951.87","10,667,599.78","13,906,173.50","17,887,076.20","3,536,611.77"
营业外收入,"581,848.00","4,423,827.03","8,970,454.47","2,454,722.30","3,500,771.08","16,229,471.43","17,555,138.80","2,175,416.00","5,223,777.29","8,589,011.07","21,265,007.01","3,139,350.18","7,410,639.45","16,277,879.71","18,406,958.23","837,623.64","1,284,009.29","3,291,079.19","7,876,474.34","630,895.03","1,191,959.50","1,933,698.03","17,080,142.24","13,146.22","1,709,718.11","24,385,084.07","29,977,800.73","159,019.32","1,727,081.59","2,968,696.97","14,474,947.20","2,277,817.44","1,857,629.63","3,962,103.42","1,500,833.33","99,127.99"
销售费用,"7,011,753.22","16,266,706.33","17,232,901.36","5,342,314.02","14,764,837.80","23,799,720.24","35,631,229.03","13,201,559.87","26,387,821.31","43,124,715.73","56,876,999.21",,"23,117,822.06","38,230,825.27","51,525,044.19","7,419,433.10","29,860,359.50","43,756,183.44","71,868,201.26","18,337,705.67","44,449,898.69","60,175,272.98","97,560,671.69","12,862,444.64","25,518,155.87","36,628,248.35","63,259,588.61","14,566,824.27","32,344,773.39","48,348,058.03","63,606,225.92","10,551,057.03","19,347,920.54","27,084,176.97","39,493,479.01","5,557,697.82"
减:营业外支出,"512,998.94","2,182,248.86","348,416.26","55,080.96","433,186.76","581,521.76","593,389.56","16,155.04","257,540.24","293,953.10","425,055.40","291,223.42","292,073.42","729,109.66","878,755.59","18,216.92","2,659,206.46","2,811,606.98","4,044,690.17",,"174,192.78","265,696.47","1,056,870.35","45,831.34","78,128.20","597,296.83","22,451,723.15","430,775.75","479,882.75","14,980,136.84","21,984,559.61","334,546.14","406,367.14","764,412.04","2,286,196.05","203,652.78"
管理费用,"2,431,509.56","11,430,928.80","19,319,027.28","5,511,280.44","15,380,534.26","25,851,571.34","48,029,893.27","16,089,230.73","34,093,488.30","56,627,894.63","96,992,061.37",,"39,370,409.74","57,566,397.97","81,260,040.90","20,729,179.90","52,472,367.21","92,592,306.71","169,241,543.11","37,458,779.89","87,250,620.09","149,130,164.78","233,657,118.46","53,125,668.23","100,855,969.11","151,992,716.63","202,358,063.53","54,145,744.81","105,450,273.95","163,136,275.02","230,960,107.21","47,688,468.22","115,528,733.00","168,979,044.96","289,200,038.22","48,354,260.57"
其中:非流动资产处置净损失,"122,416.00","1,529,369.50","278,330.89","46,521.45","215,375.74","215,375.74","215,375.74",,,"240,958.29","334,534.71",,,,"493,547.42",,,,,,,,"80,731.93",,,,"178,129.03",,"67,165.39","67,165.39","209,055.55","14,864.39","14,864.39","14,864.39",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"386,222.14","1,945,964.91","9,580,907.53","3,223,160.74","6,210,212.87","8,196,833.78","8,882,624.77","4,629,227.23","8,214,956.76","1,599,052.00","7,644,136.07","6,176,506.11","12,728,182.23","21,247,993.95","30,452,014.55","20,236,223.31","33,312,687.97","59,402,222.16","67,189,625.28","17,036,792.40","46,332,705.82","64,423,241.24","102,883,653.51","18,053,884.72","37,966,234.42","63,242,808.75","87,598,710.54","27,284,162.59","57,060,770.29","84,008,235.95","111,869,856.32","27,189,774.88","80,462,030.20","128,854,063.56","182,831,904.66","51,637,707.22"
