科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"1,163,184,925.38","1,127,777,930.80","1,051,657,914.77","1,295,423,349.71","1,240,323,457.02","1,140,221,441.65","1,390,113,252.58","1,417,994,211.70","1,125,205,831.73","1,227,332,289.57","1,394,685,149.35","1,378,094,576.75","1,555,326,436.07","1,262,782,882.92","1,724,315,104.46","1,984,021,168.50","2,078,059,075.86","1,700,200,114.65","1,882,190,926.43","2,277,548,224.59","1,989,964,869.29","2,120,011,159.67","2,348,487,160.58","2,173,909,129.25","2,524,220,047.64","1,655,631,837.03","1,982,335,268.27","2,126,703,639.80","1,823,709,900.36","1,677,523,338.71","1,420,631,361.92","2,281,891,751.87","1,697,538,358.43","1,520,431,795.13","1,687,222,677.33","2,061,676,608.98","2,696,487,126.58","2,067,630,739.29","2,253,892,528.41","2,235,729,656.37","2,304,816,214.18","1,705,909,519.81","2,539,808,369.04","2,012,118,406.87","1,879,091,924.04","2,313,930,675.42"
短期借款,"862,250,000.00","787,500,000.00","729,500,000.00","677,500,000.00","553,000,000.00","506,000,000.00","684,000,000.00","672,000,000.00","657,500,000.00","667,500,000.00","634,000,000.00","562,000,000.00","602,000,000.00","567,000,000.00","730,000,000.00","685,000,000.00","645,000,000.00","525,000,000.00","582,000,000.00","750,000,000.00","920,000,000.00","820,000,000.00","752,000,000.00","614,000,000.00","614,000,000.00","484,000,000.00","414,000,000.00","614,000,000.00","814,000,000.00","864,000,000.00","864,000,000.00","2,473,990,000.00","2,373,990,000.00","2,941,000,000.00","3,041,000,000.00","2,870,940,000.00","2,855,950,000.00","2,124,000,000.00","1,874,000,000.00","1,324,000,000.00","1,624,000,000.00","1,044,000,000.00","1,344,000,000.00","1,250,000,000.00","2,303,678,500.00","2,347,678,500.00"
交易性金融资产,,,"4,877,646.00",,,,,,,,"186,845.00","244,150.00",,,,,,,,,,,,,"198,000,000.00",,"34,470,000.00","48,000,000.00",,,"199,000,000.00",,"42,000,000.00","4,000,000.00","128,140,000.00",,"4,600,000.00","34,600,000.00","20,000,000.00",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"300,000.00",,"28,395.80",,,,"570,000.00","1,109,000.00","2,050,000.00","1,501,016.30","1,471,016.30","1,060,000.00","1,400,000.00","2,200,000.00","3,628,620.73","2,100,000.00","2,350,000.00","3,990,000.00","4,640,241.40","6,380,902.28","4,839,000.00","1,902,062.40","1,245,700.00","4,917,000.00","1,050,000.00","1,920,149.46","5,200,000.00","2,700,000.00","7,780,352.00","700,000.00","2,200,000.00","5,180,000.00","4,006,040.00","100,000.00",,"2,088,000.00","5,282,500.00","6,214,000.00","250,000.00","2,100,000.00","400,000.00"
应付票据,"30,124,479.28","34,024,000.00","24,769,419.56","14,682,314.46","5,244,314.46","3,697,133.95","3,345,288.30","5,329,019.43","3,646,681.77","454,895.29","1,602,584.53","4,007,259.30","3,222,807.21","2,495,807.71","2,395,629.82","868,566.96","10,079,516.18","25,939,165.10","36,868,842.29","26,577,121.59","13,407,260.83","22,699,793.60","26,353,506.72","26,139,974.10","13,994,697.89","12,209,189.27","13,759,647.04","7,307,930.08","3,749,948.52","11,640,941.92","15,158,637.11","7,230,274.37","3,298,066.85","4,445,566.61","4,602,626.03","16,169,884.27","12,770,000.00",,"4,830,000.00","6,730,000.00","3,850,000.00","1,950,000.00",,"5,965,410.00","13,755,410.00","11,160,000.00"
应收账款,"11,869,365.97","4,108,605.90","3,820,470.62","9,008,821.06","8,669,093.56","7,920,170.80","27,637,897.01","16,319,415.74","31,697,216.74","16,728,632.66","30,784,040.23","21,514,311.18","44,314,965.19","42,613,839.81","39,749,528.28","16,934,863.09","21,204,400.71","27,789,952.20","18,573,868.29","11,977,522.06","17,674,268.52","18,245,986.33","35,359,480.43","8,005,404.36","14,146,245.13","12,254,603.61","13,432,274.72","8,959,433.74","12,993,705.80","8,816,874.83","8,200,766.04","10,782,056.47","13,167,458.70","11,555,101.86","15,737,396.26","9,246,827.32","13,506,540.49","8,847,472.58","8,404,352.95","7,976,413.65","12,991,945.14","11,662,294.62","16,155,028.45","9,351,500.41","14,505,339.85","13,042,693.97"
应付账款,"522,455,743.44","453,587,055.69","516,204,345.96","788,599,651.63","706,052,294.48","605,604,569.21","737,299,583.37","916,965,709.26","771,299,500.07","776,264,420.17","970,750,087.68","1,116,326,790.21","1,099,248,015.79","1,061,766,503.97","1,240,609,504.14","1,498,394,636.77","1,291,549,171.04","1,211,432,240.42","1,432,209,627.19","1,882,721,126.04","1,542,207,867.25","1,541,980,152.75","1,741,665,480.53","2,039,928,083.91","1,843,753,204.11","1,687,210,042.89","1,858,237,800.85","2,310,240,324.08","1,896,108,789.14","1,761,193,022.84","1,907,100,865.02","2,244,724,802.07","1,992,751,977.23","1,853,591,329.15","1,913,400,635.38","2,136,587,219.42","1,833,837,292.67","1,783,105,899.72","1,950,428,496.84","2,334,618,966.08","1,744,764,086.52","1,741,381,108.83","1,949,118,054.07","2,256,488,802.57","1,925,482,907.22","1,720,691,886.60"
预付款项,"151,982,841.86","156,860,586.31","317,439,119.06","149,841,051.67","83,908,269.24","67,111,203.03","292,110,601.71","658,329,007.11","1,071,041,371.33","72,724,593.23","163,401,872.64","101,566,339.92","129,133,181.57","92,569,274.49","109,017,632.32","118,154,718.95","177,816,798.48","193,232,455.37","233,414,218.43","490,274,033.89","719,303,259.70","836,794,684.02","956,196,683.79","1,217,528,069.23","1,269,090,986.60","1,575,237,186.86","1,627,732,003.29","1,692,787,283.24","1,826,548,793.43","1,801,590,083.78","1,393,938,254.25","1,064,204,974.84","1,515,499,841.50","2,395,319,422.55","3,144,037,118.62","492,992,836.96","483,244,363.19","456,066,831.82","502,612,630.69","491,512,184.62","495,785,648.71","496,530,511.10","507,744,210.54","481,698,212.42","489,643,263.11","469,407,362.10"
预收款项,"334,516,638.23","293,078,092.93","346,636,821.14","370,619,157.50","423,501,974.48","348,509,570.37","423,830,549.13","587,151,268.69","657,953,329.54","592,777,300.93","828,947,190.71","965,812,593.66","1,307,126,735.48","1,169,891,181.99","1,425,331,430.58","1,695,610,980.49","1,962,608,633.57","1,800,310,804.43","2,014,256,884.48","2,592,105,526.41","2,731,675,391.34","2,565,272,705.93","2,993,298,676.00","3,348,950,425.70","3,673,371,249.76","3,331,159,997.41","3,570,600,353.32","3,597,588,084.98","3,622,104,580.97","3,325,747,071.53","3,354,814,714.15","3,209,802,810.01","3,346,393,839.13","3,019,476,109.79","3,003,953,120.45","2,873,658,414.03","2,957,290,703.09","2,755,490,330.99","2,830,562,083.79","2,802,185,353.38","2,920,417,600.62","2,730,474,783.49","2,850,715,588.76","2,660,173,929.77","3,207,878,181.89","3,546,835,915.85"
其他应收款,"105,431,660.83","122,277,571.22","149,990,239.30","152,471,470.80","165,671,270.71","136,437,466.79","177,323,272.59","147,837,113.38","149,518,372.50","56,861,658.37","85,532,173.43","179,896,197.43","239,460,380.37","255,744,379.53","272,812,438.60","141,359,048.91","152,957,074.74","109,882,323.48","146,999,098.56","163,646,474.81","117,966,398.05","131,332,221.13","182,704,321.63","213,550,412.42","156,239,421.83","165,952,090.77","190,677,728.05","165,032,901.14","137,410,796.70","130,875,472.96","141,516,558.40","164,467,829.82","112,150,885.80","130,673,999.74","161,545,783.93","175,828,769.30","136,693,034.22","177,945,000.69","179,250,856.20","203,111,121.77","100,448,444.23","99,867,941.14","174,681,589.41","182,322,830.98","106,795,304.95","103,616,205.75"
应付职工薪酬,"26,964,337.56","27,772,873.19","31,549,351.87","37,702,232.37","43,673,558.05","75,908,013.86","74,055,850.02","91,348,951.10","82,981,770.93","119,816,185.80","107,916,410.16","122,868,359.89","97,686,656.64","108,083,659.48","97,513,527.18","176,810,567.11","158,949,424.88","209,489,434.56","179,028,860.50","246,671,842.90","199,009,882.96","261,926,147.14","232,339,174.92","280,497,735.93","267,539,719.67","351,557,250.92","352,232,333.11","419,687,903.75","354,964,485.79","477,714,456.30","423,527,873.02","495,650,326.91","419,809,789.72","498,788,040.64","441,698,297.02","471,055,075.95","386,375,040.37","431,186,179.64","373,957,506.06","433,836,765.20","280,604,980.75","346,409,590.51","285,950,868.13","342,950,878.47","265,625,071.16","324,930,961.98"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"72,629,140.32","76,836,338.17","110,863,672.00","214,283,438.29","171,207,684.81","138,156,564.96","152,757,215.65","232,501,032.71","164,699,838.09","110,616,603.47","161,303,356.79","175,751,619.01","60,207,731.52","75,231,443.91","116,296,284.45","196,476,801.89","117,914,286.48","101,870,300.63","118,788,384.58","194,791,990.51","101,208,787.80","155,469,327.68","212,440,904.61","324,842,645.94","171,136,182.44","189,189,121.14","237,417,073.25","434,291,096.31","272,494,129.23","192,828,669.28","222,723,942.03","348,619,698.80","227,657,387.04","182,315,630.09","137,382,979.50","157,457,490.11","46,147,079.06","67,694,978.18","105,587,662.00","223,093,497.58","146,952,651.93","157,297,063.45","240,016,029.23","527,996,892.13","282,802,329.58","190,561,649.23"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,"1,281,500.00","4,854,166.66","8,311,397.26","14,846,874.71","6,835,561.64","10,623,945.21","14,412,328.77",,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,"59,040.00",,,,"200,700.00","200,700.00",,,"66,900.00","66,900.00","66,900.00",,"267,600.00","267,600.00",,,"234,250.00","234,250.00",,,"200,700.00","200,700.00",
应付股利,"2,900,785.97","2,900,785.97","2,896,597.85","2,893,037.97","2,893,037.97","2,893,037.97","2,893,037.97","2,893,037.97","2,893,037.97","2,887,069.89","104,336,787.89","2,887,069.89","2,850,423.91","2,850,423.91","2,850,423.91","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","2,846,864.03","8,974,911.83","8,974,911.83","8,848,281.83","8,848,281.83","67,411,778.11"
