科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"2,641,355.50","37,349,433.00","35,533,280.59","21,044,634.43","510,779,937.05","386,932,413.21","468,928,528.93","285,680,585.07","213,218,578.36","212,036,348.27","119,813,175.84","125,105,837.73","123,989,946.43","73,298,699.13","73,708,160.87","19,737,710.04","40,520,034.16","47,687,760.03","50,272,348.23","56,250,261.28","97,632,066.06","135,300,556.90","161,775,534.32","44,628,422.08","133,506,350.48","106,272,818.11","88,144,516.56","156,530,530.55","205,746,200.17"
短期借款,"91,920,000.00","146,200,000.00","202,300,000.00","217,000,000.00","144,800,000.00","10,000,000.00","102,806,075.31","15,377,874.47","34,163,173.75","42,228,325.00","15,000,000.00","161,685,097.74","149,880,423.41","124,177,275.15","186,212,108.29","199,872,327.72","260,239,675.63","223,000,000.00","228,000,000.00","238,000,000.00","232,000,000.00","258,000,000.00","243,000,000.00","198,000,000.00","283,111,100.00","273,526,000.00","275,526,000.00","382,061,000.00","370,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,619,607.46","21,228,195.90","26,908,202.04","65,831,618.50","68,137,001.36","66,979,248.02","64,342,603.79","54,835,625.27","56,861,048.76","60,156,787.48","67,132,590.00","69,706,552.85","64,027,982.44","61,272,082.36","73,558,377.12","64,439,050.64","77,636,976.08","68,128,238.75","95,362,048.82","103,153,496.09","106,449,711.69","88,409,423.45","101,865,551.21","125,593,958.52","103,504,904.07","114,378,389.02","134,732,108.29","117,938,897.35","115,425,754.66"
应付票据,,,,,,,,"1,627,055.97","5,316,922.06","6,688,973.22","5,490,389.36","8,482,733.62","11,810,312.20","15,495,798.90","18,098,273.11","15,715,751.15","15,818,062.63","21,402,367.80","20,606,067.26","17,330,119.88","20,841,883.07","22,820,064.33","22,604,918.84","21,041,994.73","24,339,333.62","34,980,749.29","47,999,035.14","33,004,639.17","41,805,350.02"
应收账款,"42,619,282.15","56,344,517.76","77,327,870.34","74,035,367.49","71,231,987.34","81,255,517.13","87,627,955.78","82,618,558.80","86,321,556.09","96,858,894.45","93,894,407.95","106,800,815.55","98,037,556.55","119,573,948.49","112,269,144.47","131,746,689.35","117,441,630.21","134,527,678.67","136,068,026.13","158,114,414.61","138,653,047.19","171,493,352.89","151,244,599.34","159,226,906.59","185,607,058.70","202,625,894.77","214,357,249.19","218,486,283.35","209,082,503.95"
应付账款,"18,858,191.34","19,017,769.93","34,251,498.29","29,242,794.59","33,174,953.12","33,749,102.16","33,981,502.12","42,808,916.96","50,045,515.28","47,446,268.79","48,904,620.58","48,248,451.71","43,049,467.73","44,742,101.96","50,105,868.31","48,759,398.34","55,858,117.35","66,495,984.04","75,141,960.25","68,824,444.04","75,730,515.34","69,485,550.26","67,043,712.76","71,535,197.33","88,899,532.48","113,510,350.19","106,587,489.36","105,753,039.26","101,958,652.50"
预付款项,"36,796,782.87","35,470,576.84","43,491,714.08","70,648,412.10","100,354,196.91","87,715,477.02","115,819,193.82","160,461,151.76","177,227,137.64","18,366,552.86","24,459,917.61","25,157,530.31","22,789,327.69","18,690,433.44","29,767,703.35","32,964,968.23","25,472,964.92","28,668,222.01","29,248,916.09","29,084,230.52","26,084,924.05","18,768,377.67","22,251,475.85","31,813,736.72","17,128,938.49","20,856,082.88","30,782,036.39","40,612,914.15","24,948,041.34"
预收款项,,,,"10,147.00","1,282,852.38","2,032.30","227,855.45","151,685.00","245,421.22","201,710.00","240,605.25","477,415.91","366,406.82","269,456.36","284,260.70","524,655.35","712,314.83","867,761.46","656,304.85","547,529.46","1,126,219.14","725,187.63","921,904.03","735,263.35","1,276,976.61","744,754.25","430,246.99","768,042.33","1,125,873.16"
