科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"443,618,370.96","757,676,999.99","812,699,568.93","552,196,044.35","922,796,861.54","1,178,199,538.96","245,680,605.22","616,217,623.69","1,023,908,282.18","1,400,342,634.64","326,522,981.83","823,415,997.48","1,219,428,883.54","1,684,287,314.85","489,234,909.73","1,159,772,186.99","1,697,700,032.93","2,147,362,829.30","435,537,025.43","1,070,851,563.14","1,638,365,683.02","2,191,722,062.10","519,501,629.39","1,327,017,523.68","2,055,248,171.50","2,623,583,195.02","577,033,609.29","1,356,309,779.03","2,111,868,928.41","2,907,213,468.33","730,471,751.28","1,989,790,850.26","2,789,718,572.22"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"4,455,774.16",,"22,805,082.58","9,174,124.47","9,174,124.47","11,698,590.56","1,821,090.81","1,821,090.81","5,298,930.90","5,701,617.23","5,865,016.65","12,388,756.63","21,565,585.88","28,581,015.78","2,746,625.52","3,765,924.67","6,311,498.47","7,257,040.47","2,953,060.58","4,738,422.72","5,163,131.64","5,581,064.99","683,793.39","683,793.39","1,264,936.65","1,360,222.24","1,570,008.80","1,570,008.80","1,570,008.80","1,570,008.80",,"43,894.50","43,894.50"
支付其他与投资活动有关的现金,,,,,,"123,339,344.54",,"13,696,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"400,000.00","9,355,978.71","10,382,878.95","1,693,881.85","14,210,283.65","20,755,389.47","3,912,477.99","5,952,379.16","21,234,009.62","55,695,243.95","66,037,474.05","29,758,892.33","24,633,958.16","59,542,383.79","115,690,586.25","158,015,852.86","317,561,656.51","338,951,213.37","34,018,896.29","87,954,908.11","90,038,019.71","123,033,677.86","5,212,495.62","20,927,048.99","39,649,376.74","51,825,898.11","228,393,538.24","297,375,096.40","338,081,298.11","330,044,870.17","18,980,255.25","185,715,257.60","368,549,131.41"
投资活动现金流出小计,"100,672,476.22","25,543,423.81","149,698,875.35","62,454,906.61","80,437,844.16","222,101,494.27","8,881,571.03","78,832,569.42","170,009,399.48","732,130,424.03","193,959,830.10","323,984,030.50","703,725,343.62","1,018,339,987.34","180,922,255.12","486,668,381.97","710,101,524.83","807,976,199.54","82,007,881.12","393,641,310.54","648,484,361.51","832,932,985.88","164,038,953.38","381,771,762.24","646,605,873.49","3,965,116,028.70","718,956,207.91","859,852,904.34","1,297,603,547.76","2,938,259,043.94","898,144,570.37","1,374,443,010.00","1,478,798,284.30"
经营活动现金流入小计,"448,474,145.12","767,032,978.70","845,887,530.46","563,064,050.67","946,181,269.66","1,210,653,518.99","251,414,174.02","623,991,093.66","1,050,441,222.70","1,461,739,495.82","398,425,472.53","865,563,646.44","1,265,628,427.58","1,772,410,714.42","607,672,121.50","1,321,553,964.52","2,021,573,187.91","2,493,571,083.14","472,508,982.30","1,163,544,893.97","1,733,566,834.37","2,320,336,804.95","525,397,918.40","1,348,628,366.06","2,096,162,484.89","2,676,769,315.37","806,997,156.33","1,655,254,884.23","2,451,520,235.32","3,238,828,347.30","749,452,006.53","2,175,550,002.36","3,158,311,598.13"
投资活动产生的现金流量净额,"-100,560,713.81","-25,543,423.81","-149,698,875.35","-62,454,906.61","-80,437,844.16","-222,101,494.27","-8,881,571.03","-78,832,569.42","-169,969,399.48","-732,090,424.03","-193,959,830.10","-323,982,665.50","-703,663,418.62","-1,018,278,062.34","-180,922,255.12","-486,668,381.97","-710,101,524.83","-807,976,199.54","-82,007,881.12","-393,641,310.54","-648,484,361.51","-832,932,985.88","-164,038,953.38","-381,771,762.24","-646,604,143.49","-3,965,114,298.70","-718,956,207.91","-859,852,904.34","-1,297,603,547.76","-2,913,259,043.94","-898,144,570.37","-1,374,443,010.00","-1,478,798,284.30"
购买商品、接受劳务支付的现金,"324,055,610.40","698,852,908.74","523,815,637.00","455,953,658.24","717,532,044.09","1,000,523,777.68","202,149,709.36","438,459,484.62","797,399,598.10","1,392,209,498.09","89,649,278.18","379,988,271.44","675,863,414.12","751,780,321.78","325,300,596.44","901,266,947.41","1,237,455,713.06","1,531,718,710.68","295,758,329.34","705,259,199.49","1,073,159,011.66","1,389,925,641.16","244,536,311.58","776,581,024.57","1,527,186,926.07","1,565,259,603.46","282,057,592.37","583,044,386.26","999,978,837.37","1,540,424,521.40","326,555,837.07","1,007,801,670.67","1,888,865,224.77"
吸收投资收到的现金,"14,977,250.00","125,142,750.00",,,,"767,440,000.00",,,,,,,,,,"1,414,403,235.52","1,414,403,235.52","1,412,753,235.52",,,,,,,,,"170,323,084.44","170,323,084.44","170,323,084.44","170,023,084.44","2,957,999,992.68","2,957,999,992.68","2,957,999,992.68"
