科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"84,007,474.69","109,656,713.08","139,178,983.97","138,090,128.51","139,051,900.02",,"379,764,126.72","356,075,156.88","369,800,271.58","362,208,002.84","374,899,254.86","276,543,925.54","244,713,109.15","245,497,784.47","282,418,552.60"
短期借款,"24,000,000.00","10,000,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"198,500.00",,,
应付票据,,,,,,,,,,,,,,,
应收账款,"6,019,746.89","6,467,445.80","6,264,877.52","9,007,880.10","5,698,564.00",,"6,540,373.03","9,707,508.41","8,882,940.94","7,872,041.54","5,038,733.67","9,326,974.02","6,535,242.78","9,611,807.11","9,514,221.89"
应付账款,"12,847,968.59","4,889,819.54","6,589,346.93","5,950,870.79","6,452,966.77",,"7,741,528.99","9,236,341.86","5,289,767.72","5,928,727.78","10,048,779.20","9,314,592.61","7,824,612.32","8,124,255.30","7,711,694.76"
预付款项,"13,352,039.03","22,367,002.96","5,986,059.14","4,383,875.33","11,052,515.35",,"10,445,266.75","23,672,998.35","16,484,255.19","24,056,099.80","20,720,258.75","32,405,396.52","20,796,677.58","17,070,529.10","8,148,056.52"
预收款项,"6,773,439.20","10,193,633.99","4,529,373.32","2,652,372.46","6,857,142.61",,"10,898,738.68","6,147,077.48","9,606,089.45","9,794,202.68","24,197,218.71","7,402,748.72","9,752,802.05","7,001,545.13","19,410,684.25"
其他应收款,"3,613,723.72","4,214,512.59","4,756,304.67","5,149,801.74","6,115,825.83",,"1,478,085.95","1,758,230.77","1,706,416.76","2,022,814.43","1,677,147.90","624,751.92","810,982.94","702,952.73","583,212.87"
应付职工薪酬,"3,601,295.36","3,292,884.22","3,387,781.13","1,210,881.62","1,652,080.89",,"3,658,744.75","1,615,080.05","1,906,432.75","1,763,628.31","4,251,198.06","1,790,631.12","1,853,859.90","1,905,152.19","4,240,652.44"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"3,016,524.61","3,562,555.46","5,728,702.91","4,166,217.10","3,238,905.48",,"3,077,529.19","2,646,102.13","2,190,393.59","2,708,732.00","2,788,188.80","3,127,454.42","2,471,380.41","4,807,916.48","6,233,115.80"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"37,653,705.45","43,660,484.80","37,960,175.31","34,327,908.49","37,369,755.75",,"50,417,213.27","52,307,703.36","57,376,281.29","53,823,678.83","46,406,417.98","43,723,951.11","42,950,597.58","41,668,173.32","37,449,055.30"
其他应付款,"5,833,576.23","6,702,642.07","5,547,652.50","2,934,262.18","3,447,877.36",,"5,211,703.20","2,253,206.51","2,542,662.08","3,356,392.58","5,216,279.96","2,770,093.45","2,659,006.02","4,452,052.14","6,627,828.58"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
