科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"375,251,741.48","353,551,677.81","488,223,403.27","474,086,639.10","485,517,341.04","900,472,179.41","662,361,079.25","1,328,054,825.50","1,619,132,993.71","1,880,374,547.49","1,610,682,166.65","1,477,686,236.80","960,468,057.81","971,823,687.08","1,293,739,847.67","1,776,174,786.69","2,283,814,285.79","2,272,999,826.55","2,790,938,893.23","2,563,486,694.83","3,160,991,289.28","3,975,440,300.82","2,437,869,872.34","2,957,383,984.43","2,924,555,401.34","4,402,900,616.37","4,164,018,479.06","4,006,405,225.09","2,829,887,930.79","2,641,224,071.21","3,025,186,462.82","2,065,330,296.20","2,515,531,881.48","2,815,451,604.32","2,574,462,715.61","2,332,981,182.51","2,321,437,219.78","3,763,890,266.23","3,853,623,691.83","2,878,044,162.40","5,051,054,984.78","5,284,304,653.45","7,042,779,528.65","5,033,501,000.23","5,540,104,730.45","2,638,474,102.36","2,611,977,507.55","3,235,878,795.92","2,870,136,599.33"
短期借款,"423,800,000.00","332,400,000.00","411,500,000.00","452,217,140.00","489,000,000.00","1,296,000,000.00","1,217,809,506.00","2,123,340,245.71","2,221,200,000.00","1,440,800,000.00","1,366,310,000.00","1,514,367,060.00","1,011,160,000.00","1,430,546,000.00","1,309,757,000.00","1,357,954,000.00","1,245,500,000.00","1,222,900,000.00","1,827,900,000.00","1,769,572,901.90","2,954,572,901.90","2,810,000,000.00","3,322,689,800.00","4,841,102,940.00","4,448,000,000.00","5,302,395,200.00","4,270,300,000.00","4,990,300,000.00","4,974,500,000.00","5,219,974,633.33","5,093,500,000.00","4,385,500,000.00","4,374,000,000.00","3,548,000,000.00","3,210,000,000.00","2,590,000,000.00","2,526,500,000.00","3,559,500,000.00","3,497,000,000.00","3,548,200,000.00","3,888,200,000.00","4,130,200,000.00","3,956,200,000.00","4,309,700,000.00","4,274,700,000.00","3,959,000,000.00","4,037,000,000.00","4,026,279,861.57","3,856,279,861.57"
交易性金融资产,"193,256.78",,,,,"261,510.00","261,510.00","266,719.45","266,719.45","327,199.45","327,199.45","347,366.51","347,366.51","283,800.00","283,800.00","349,650.00","349,650.00","328,020.00","328,020.00","219,360.00","219,360.00","221,040.00","221,040.00","213,090.00","213,090.00","174,450.00","174,450.00","157,410.00","157,410.00","154,590.00","152,940.00","195,000.00","195,000.00","268,560.00","268,560.00","259,230.00","259,230.00","239,280.00","239,280.00","234,600.00","234,600.00","228,810.00","228,810.00","234,960.00","234,960.00","194,850.00","2,181,541.79",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"123,628,729.12","156,519,782.28","97,486,591.72","113,070,627.11","74,716,600.32","145,498,497.21","297,609,365.70","825,576,701.00","231,268,706.43","206,771,971.62","282,441,992.11","655,523,103.34","503,811,498.11","762,365,243.51","825,679,647.89","629,330,016.51","712,767,246.14","798,224,355.07","452,459,497.80","164,147,268.98","280,585,895.16","511,044,174.70","427,408,994.32","102,068,209.53","284,893,488.89","187,223,908.40","334,121,719.55","509,980,959.47","369,852,037.66","682,392,003.72","370,573,198.27","883,636,553.08","761,473,952.25","631,086,270.91","648,262,620.71","503,728,322.34","365,723,352.69","543,560,802.19","676,484,511.00","858,019,636.14","925,588,042.54","906,669,737.13","1,112,522,349.08","573,711,969.42","959,531,023.44","1,292,068,262.31","1,410,188,524.50","1,698,934,407.67","1,103,943,996.63"
应付票据,"35,000,000.00",,"70,000,000.00","255,000,000.00","212,070,000.00","216,760,000.00","242,000,000.00","242,618,021.94","486,070,000.00","816,460,040.00","666,828,967.65","404,366,731.41","191,016,145.50","160,816,171.74","184,977,830.00","260,717,300.00","221,114,035.00","185,306,755.00","174,266,220.00","167,293,340.00","446,300,000.00","1,063,950,000.00","1,035,060,000.00","477,640,000.00","1,501,830,000.00","1,241,400,000.00","1,118,579,785.00","670,429,785.00","501,800,000.00","575,448,553.90","379,521,553.90","388,138,000.00","188,780,000.00","199,950,000.00","401,280,000.00","254,880,000.00","245,600,000.00","643,350,000.00","627,900,000.00","385,974,310.00","433,184,310.00","178,160,000.00","389,000,000.00","124,280,000.00","116,506,928.92","237,027,646.70",,"329,092,949.58",
应收账款,"160,569,055.67","202,823,512.96","226,916,957.92","359,999,940.91","293,525,732.69","278,144,315.86","667,040,034.87","413,080,141.92","227,013,208.81","214,416,264.55","223,880,335.59","296,624,260.60","269,243,140.80","250,360,023.68","323,220,494.85","492,122,057.12","409,194,742.41","1,163,598,057.14","914,939,300.23","503,742,939.00","3,145,654,327.64","503,402,423.22","1,590,754,749.46","475,183,659.02","1,662,065,630.41","1,720,084,803.05","740,627,097.67","702,019,800.46","828,184,943.95","712,482,431.72","944,654,650.54","1,565,578,672.93","1,448,854,390.62","802,683,664.58","885,784,211.03","964,512,725.26","956,044,714.42","1,168,043,296.73","1,606,021,667.23","922,078,089.08","1,325,521,461.10","1,244,941,522.02","1,886,109,302.74","1,438,654,313.38","1,471,766,641.15","1,450,208,323.42","1,618,038,382.80","1,292,666,438.29","2,344,050,010.45"
应付账款,"215,363,085.15","212,977,250.98","266,387,681.63","501,384,398.99","333,275,893.39","336,911,603.97","535,803,534.53","385,489,523.68","321,277,062.37","342,374,899.82","332,236,731.08","357,255,270.21","352,310,284.43","331,247,041.65","402,150,230.68","539,806,877.68","550,671,403.72","908,972,666.34","1,264,766,413.49","999,462,535.85","1,296,042,359.64","1,151,214,283.13","1,423,067,250.36","1,529,116,575.96","1,619,514,455.02","1,745,993,979.72","1,202,285,001.98","798,292,481.70","974,964,780.65","758,043,712.88","968,538,314.73","1,329,460,809.14","1,316,388,526.14","847,024,018.80","822,958,764.69","859,173,843.19","769,691,341.02","821,343,884.86","851,296,742.43","937,747,777.08","936,034,720.62","825,598,604.36","2,381,258,591.35","864,736,877.40","1,824,799,149.62","924,893,996.86",,"658,771,772.67",
预付款项,"175,525,574.35","216,604,692.30","210,194,750.99","231,539,037.32","215,507,901.07","279,801,813.41","205,839,814.11","172,193,963.39","174,102,524.59","122,933,340.73","164,023,038.76","94,297,749.58","120,338,553.12","114,501,543.57","208,147,517.74","137,713,805.34","343,243,447.35","443,481,190.01","218,787,617.81","164,149,901.93","180,343,136.27","230,863,851.11","428,141,110.27","300,925,924.38","313,710,281.58","296,059,869.38","457,365,769.86","278,761,897.84","278,020,050.89","314,776,503.01","242,047,169.49","121,697,499.83","211,118,107.73","146,443,482.19","180,736,471.33","110,031,847.78","91,914,609.41","102,719,775.69","188,955,159.17","87,775,416.94","111,379,333.75","328,866,464.90","317,238,588.26","93,961,816.56","305,667,598.81","536,360,639.68","945,724,991.17","348,272,005.58","935,497,800.51"
预收款项,"176,184,397.99","241,145,980.40","119,401,872.90","113,111,244.72","173,022,320.38","140,110,074.11","115,304,730.04","132,067,434.38","116,261,454.42","81,090,847.07","158,804,072.17","170,227,764.06","203,517,642.96","214,979,704.67","322,166,318.82","383,985,764.19","738,263,261.71","1,114,068,508.82","565,028,360.32","450,318,856.95","1,105,837,475.86","516,607,132.68","457,156,920.98","323,182,810.55","293,640,672.69","360,515,690.86","418,982,101.98","142,670,458.62","148,207,558.93","250,564,034.21","215,152,454.77","193,069,596.12","262,495,534.17","199,376,728.65","189,346,728.74","74,328,319.45","113,091,719.99","121,640,016.64","126,437,256.49","151,478,088.94","152,030,480.95","253,398,006.21","238,426,424.26","101,248,493.61","218,128,921.01","421,010,809.21","243,281,859.58","368,594,141.13","420,079,602.73"
其他应收款,"52,939,316.08","77,695,536.74","90,650,075.35","97,388,520.14","95,710,236.92","167,113,896.26","143,667,740.45","116,220,251.93","115,180,683.45","122,254,781.03","150,615,426.29","123,155,905.21","155,107,962.60","142,457,311.72","158,380,350.19","122,291,167.28","74,215,249.69","118,199,212.31","99,485,129.74","90,356,929.97","129,047,998.66","91,342,253.43","98,224,996.84","50,876,601.57","49,929,227.64","95,504,660.35","135,569,331.83","44,635,620.83","56,427,995.71","41,164,071.10","65,844,828.56","164,715,956.44","142,704,538.56","129,337,548.43","138,574,585.85","127,172,794.33","126,701,684.87","135,621,785.13","145,525,405.39","49,152,757.96","60,627,458.26","61,415,608.38","64,569,944.80","50,167,454.48","47,559,167.78","50,114,569.72","73,054,823.10","45,616,192.59","55,728,341.29"
应付职工薪酬,"32,028,472.38","31,779,392.76","35,834,259.80","59,139,608.10","56,206,740.29","55,394,012.72","45,042,668.76","46,795,606.41","42,672,653.21","49,398,552.59","49,839,930.54","53,478,734.75","52,255,522.96","56,439,823.37","44,388,770.80","121,686,816.77","111,185,248.79","117,685,548.84","120,109,603.69","149,097,078.81","131,719,604.81","140,265,014.94","134,097,112.01","166,795,356.77","132,669,138.38","144,752,647.87","136,195,087.45","122,534,459.41","108,104,568.00","108,273,515.65","101,752,352.82","104,447,741.32","97,900,782.26","89,412,118.14","88,292,546.30","93,645,256.77","94,044,122.82","59,120,889.07","56,628,362.24","103,867,821.81","89,258,781.99","84,125,577.56","80,831,123.17","101,004,318.70","95,537,858.79","87,958,368.86","88,995,596.59","123,579,921.59","109,431,443.30"
