科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应交税费,"-10,633,104.79","-12,485,978.36","-41,808,272.84","-6,981,091.59","-48,942,690.72","52,678,084.55","65,534,745.69","33,705,401.49","23,640,533.88","24,763,797.60","-23,892,173.51","7,224,121.26","20,368,873.24","24,437,051.63","10,527,448.55","16,980,762.19","16,012,257.69","42,347,642.65","41,928,394.39"
应收利息,"6,453,236.75","6,013,097.28","12,565,850.60","3,392,963.97","4,025,084.15","7,267,950.79","9,508,801.57","6,843,446.18","7,120,949.63","11,506,328.75","5,630,769.50","5,797,408.86","4,649,204.15","6,005,262.32","4,232,695.87","5,473,109.65","3,214,415.30","5,965,230.06","3,233,696.72"
应付利息,,,,,,,,,,"160,233.34",,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,"32,455,380.82",,"172,220.77","597,217.70",,,,,,,,,,,,,,,
存货,"83,814,498.29","143,430,515.60","128,472,124.13","110,893,300.52","120,835,375.49","101,143,279.35","99,488,305.48","93,692,489.15","99,401,281.39","108,297,263.70","110,372,094.45","85,661,827.02","92,011,993.27","80,348,640.58","89,015,667.62","76,262,827.63","81,549,340.78","69,843,135.53","87,430,065.61"
其他应付款,"170,339,101.96","320,755,586.45","221,156,494.78","227,167,626.09","287,195,133.73","202,390,660.97","270,187,710.75","242,788,636.55","265,732,433.43","199,162,791.47","269,183,625.64","251,335,008.43","292,233,437.72","229,673,646.87","272,877,896.69","291,800,878.41","246,523,970.94","243,189,391.72","335,977,161.15"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"12,184,921.57","10,947,554.57","8,656,191.16","22,471,907.52","23,700,066.78","24,767,489.77","8,000,000.00","24,748,041.85","20,767,489.77","32,034,495.98","24,000,000.00","35,218,031.04","25,680,472.94","8,863,692.15","10,566,203.83","14,201,606.54","18,463,005.19","8,587,063.45","10,099,140.12"
其他流动资产,,,,,,"53,605,226.49","53,605,226.49","37,488,142.06","53,605,226.49","50,314,554.13","46,268,545.65","45,229,868.96","46,268,545.65","57,705,664.23","48,999,588.71","63,259,254.83","49,010,314.34","74,208,367.95","60,329,785.18"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"2,420,483,509.02","2,662,228,610.27","2,639,714,446.23","2,420,111,743.10","2,913,800,051.86","2,800,920,977.92","2,986,975,816.69","2,939,152,634.74","3,144,541,652.40","2,943,560,855.01","2,911,599,317.73","2,817,469,197.45","3,116,216,048.51","2,527,002,773.29","2,613,736,257.33","2,471,062,975.56","2,558,088,012.10","2,373,908,366.44","2,482,841,734.70"
流动负债合计,"998,952,166.02","1,359,798,667.79","1,418,021,689.38","1,592,081,026.13","1,805,004,030.22","1,703,411,760.57","1,838,974,703.67","1,929,059,560.14","2,044,327,797.28","2,104,797,243.86","2,072,290,411.74","2,264,877,422.53","2,375,558,728.26","1,967,458,301.59","2,063,936,797.91","2,148,367,840.01","2,226,757,682.76","2,028,766,289.81","2,202,622,597.64"
可供出售金融资产,"43,156,173.24","37,199,791.83","45,374,936.33","42,699,148.27","46,340,213.53","87,634,311.07","87,634,311.07","102,290,988.95","97,430,035.47","95,990,592.69","95,990,592.69","85,130,083.22","86,537,781.51","87,621,003.75","99,205,329.11","102,346,612.16","102,384,147.61","72,491,970.25","72,491,970.25"
长期借款,"311,300,889.02","270,191,011.44","245,617,849.94","240,207,861.00","220,918,564.17","199,668,888.05","215,956,800.79","191,665,390.85","203,426,049.08","176,711,939.51","197,245,117.35","207,032,103.77","217,062,597.91","187,143,151.86","192,028,499.74","185,729,595.92","177,319,234.67","173,700,168.57","176,377,539.22"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,"31,000,000.00",,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,"15,695,665.52","22,495,665.52","14,551,754.81","14,551,754.81","188,451,754.81","175,957,727.23","175,957,727.23","175,121,328.29","174,300,508.17","209,086,868.10","231,789,350.45","307,330,005.31","307,649,039.82","408,154,314.81","426,541,025.73","436,497,123.42","444,644,518.52","494,091,188.72","504,043,642.25"
专项应付款,"16,186,006.84","5,380,606.84","1,775,006.84","1,775,006.84","1,775,006.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","1,730,381.84","23,540,381.84","1,730,381.84","1,730,381.84","1,730,381.84"
投资性房地产,,,,,,"25,334,802.68","30,748,548.25","37,451,011.72","37,110,996.86","51,474,382.17","50,997,190.50","48,450,124.82","48,197,949.78","51,025,652.84","60,928,967.11","60,179,286.40","59,910,035.62","61,702,855.01","57,692,536.49"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"1,885,202,538.21","2,184,475,443.19","2,262,080,889.99","2,189,846,651.59","2,154,382,728.90","2,150,869,115.01","2,166,003,724.78","2,114,568,062.01","2,109,535,066.84","2,686,563,481.25","2,669,594,224.58","2,649,111,439.02","2,632,712,975.36","2,999,846,594.01","2,942,817,655.11","2,892,493,220.33","2,838,873,779.06","3,180,444,190.89","3,142,679,846.71"
递延所得税负债,"6,654,726.44","5,703,445.13","5,214,433.93","4,781,949.26","5,359,225.51","7,090,566.25","7,090,566.25","10,736,459.35","9,069,643.34","9,863,057.00","9,863,057.00","7,975,981.11","8,189,051.55","8,598,431.69","8,603,196.78","9,012,527.04","9,019,739.67","8,477,285.44","8,477,285.44"
在建工程,"537,013,299.98","600,042,633.81","1,002,258,078.10","1,336,785,422.25","1,511,816,188.09","1,579,176,687.61","1,658,015,419.73","1,759,014,202.75","1,788,726,476.73","1,526,313,530.98","1,663,458,743.61","1,799,690,538.39","1,856,862,524.57","1,579,898,578.59","1,707,410,208.67","1,763,193,403.09","1,846,309,597.67","1,483,772,347.90","1,648,111,290.38"
其他非流动负债,"1,233,503,300.02","1,436,123,602.61","1,628,857,606.76","1,669,620,390.05","1,698,568,064.75",,,,,,,,,,,,,,
工程物资,"16,899,733.54","23,195,323.78","19,677,826.92","28,300,450.04","34,442,491.76","22,008,811.23","27,791,451.53","25,241,016.76","24,781,585.21","18,038,251.80","21,135,536.95","17,245,278.65","21,045,186.51","18,837,297.48","24,248,266.72","27,571,273.18","26,632,599.99","24,197,257.10","27,544,763.53"
非流动负债合计,"1,567,644,922.32","1,717,398,666.02","1,881,464,897.47","1,916,385,207.15","1,926,620,861.27","1,952,789,699.63","1,987,153,517.36","2,010,281,585.72","2,045,498,115.10","2,050,008,230.34","2,078,220,592.86","2,120,478,284.96","2,157,487,677.39","2,120,263,263.50","2,122,031,596.28","2,103,094,005.18","2,056,396,620.55","2,060,603,804.24","2,022,695,991.93"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"2,566,597,088.34","3,077,197,333.81","3,299,486,586.85","3,508,466,233.28","3,731,624,891.49","3,656,201,460.20","3,826,128,221.03","3,939,341,145.86","4,089,825,912.38","4,154,805,474.20","4,150,511,004.60","4,385,355,707.49","4,533,046,405.65","4,087,721,565.09","4,185,968,394.19","4,251,461,845.19","4,283,154,303.31","4,089,370,094.05","4,225,318,589.57"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,400,000,000.00","1,400,000,000.00","1,400,000,000.00","1,400,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00","1,556,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"721,803,460.46","711,870,618.57","706,515,174.22","703,753,752.89","1,018,392,458.72","993,485,496.29","993,485,496.29","992,998,494.82","993,485,496.29","992,511,493.35","992,511,493.35","992,024,491.88","992,511,493.35","1,008,231,002.08","1,008,231,002.08","1,008,212,227.56","1,008,231,002.08","1,008,193,453.05","1,008,193,453.05"
无形资产,"181,089,242.68","182,372,973.87","192,746,827.84","228,485,565.04","250,745,773.64","253,776,101.13","260,820,539.84","252,229,388.97","259,790,163.66","264,934,605.71","260,312,633.79","261,088,868.97","257,112,890.49","280,040,469.52","285,255,216.15","279,226,498.90","285,372,571.90","291,341,686.23","297,383,792.78"
盈余公积,"40,724,461.45","44,244,373.65","75,409,300.20","75,409,300.20","75,409,300.20","122,211,232.42","122,211,232.42","122,211,232.42","122,211,232.42","151,007,386.85","151,007,386.85","151,007,386.85","151,007,386.85","182,727,934.88","182,727,934.88","182,727,934.88","182,727,934.88","214,041,022.60","214,041,022.60"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,"72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43","72,285,040.43"
未分配利润,"243,290,101.91","332,428,387.03","525,163,740.01","428,780,612.38","538,371,615.39","557,943,200.23","641,836,792.00","565,135,835.31","627,892,587.30","701,768,460.47","796,684,991.42","673,460,471.21","751,642,669.64","807,874,147.97","902,910,427.33","793,730,283.76","914,136,055.82","937,710,256.37","1,044,846,833.49"
长期待摊费用,"59,730.98","208,357.44","351,417.77","143,342.80","136,175.65","129,008.50","121,841.35","114,674.20","107,507.05","87,000.00","86,054.34","85,108.68","84,163.02","83,217.36","82,271.70","81,326.04","158,596.14","189,958.39","281,759.31"
少数股东权益,"234,509,672.33","253,394,351.52","247,808,107.56","246,619,981.81","257,055,003.88","270,178,130.57","274,672,991.63","276,678,696.82","277,902,313.14","278,298,191.64","280,033,571.15","278,803,759.85","373,266,727.97","372,957,729.20","371,670,587.21","371,995,125.08","365,680,601.01","367,928,534.51","366,830,041.74"
递延所得税资产,"35,039,850.89","36,116,666.65","25,317,385.20","52,859,875.09","42,468,967.74","52,125,899.03","27,094,094.48","56,487,523.17","49,505,307.95","43,025,944.76","44,346,663.13","49,188,360.89","45,896,516.08","60,546,552.81","61,400,073.42","140,407,999.11","137,730,610.23","154,074,496.24","154,216,302.12"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"350,000.00",,,,"34,592,290.00","31,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,786,441,275.47","3,158,391,896.52","3,634,644,157.39","3,965,957,250.32","4,301,069,334.55","4,419,297,503.92","4,506,472,698.69","4,594,803,237.25","4,613,572,688.37","4,967,799,697.89","5,109,996,030.47","5,289,604,848.38","5,328,384,067.57","5,558,688,721.60","5,680,174,054.15","5,774,281,783.06","5,845,301,497.17","5,869,183,281.16","6,007,730,944.25"
所有者权益(或股东权益)合计,"2,640,327,696.15","2,743,423,172.98","2,974,872,016.77","2,877,602,760.14","3,483,244,494.92","3,564,017,021.64","3,667,320,294.35","3,594,614,726.13","3,668,288,428.39","3,756,555,078.70","3,871,084,343.60","3,721,718,338.34","3,911,553,710.43","3,997,969,929.80","4,107,941,917.29","3,993,882,913.43","4,120,235,205.96","4,153,721,553.55","4,265,254,089.38"
资产总计,"5,206,924,784.49","5,820,620,506.79","6,274,358,603.62","6,386,068,993.42","7,214,869,386.41","7,220,218,481.84","7,493,448,515.38","7,533,955,871.99","7,758,114,340.77","7,911,360,552.90","8,021,595,348.20","8,107,074,045.83","8,444,600,116.08","8,085,691,494.89","8,293,910,311.48","8,245,344,758.62","8,403,389,509.27","8,243,091,647.60","8,490,572,678.95"
负债和所有者(或股东权益)合计,"5,206,924,784.49","5,820,620,506.79","6,274,358,603.62","6,386,068,993.42","7,214,869,386.41","7,220,218,481.84","7,493,448,515.38","7,533,955,871.99","7,758,114,340.77","7,911,360,552.90","8,021,595,348.20","8,107,074,045.83","8,444,600,116.08","8,085,691,494.89","8,293,910,311.48","8,245,344,758.62","8,403,389,509.27","8,243,091,647.60","8,490,572,678.95"
