科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"33,606,011.46","17,680,953.18","25,885,938.13","21,527,142.46","24,767,521.48","24,270,587.93","48,775,182.62","38,909,676.81","37,397,387.00","95,461,622.54","24,426,084.36","34,699,325.10","29,416,163.25","26,039,618.02","39,740,093.14","33,821,771.59","34,096,452.50","97,370,238.54","37,074,374.66","38,540,144.36","32,846,214.63","39,995,003.39","61,562,666.76","43,160,274.10","77,880,702.25","55,350,123.34","86,460,245.15","101,112,651.54","115,224,478.12","120,153,167.99","95,105,794.83","133,985,173.86","121,915,634.22","170,969,302.61","477,101,611.34","343,556,582.43","296,233,753.80","498,228,104.04","813,280,841.65","812,485,322.71","839,683,321.74","450,373,173.11","491,145,001.66","595,282,587.75"
短期借款,"85,000,000.00","60,000,000.00","30,000,000.00","30,000,000.00",,,"30,000,000.00","30,000,000.00","30,000,000.00","60,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","130,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","70,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","55,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","136,537,957.51","116,537,957.51","116,537,957.51","116,537,957.51","100,000,000.00","285,544,500.00","235,235,500.00","235,235,500.00","100,000,000.00","100,000,000.00","131,674,715.43"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"200,000.00",,,,,,,,,,,,,"300,000.00","800,000.00","1,000,000.00","500,000.00","1,500,000.00","600,000.00","600,000.00","800,000.00","300,000.00","850,000.00",,,,,,"2,000,000.00","10,082,900.00","10,128,800.00","6,500,000.00","4,076,500.00","296,192.85",,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,500,000.00","14,500,000.00","5,000,000.00","10,000,000.00","10,000,000.00","210,000,000.00","360,000,000.00","360,020,000.00","360,020,000.00","160,020,000.00","160,020,000.00","160,000,000.00"
应收账款,"60,634,267.82","58,978,231.29","65,034,464.61","73,006,199.34","71,442,462.99","72,536,966.87","83,724,674.81","67,584,999.90","62,504,253.67","55,356,839.79","63,327,618.69","58,846,842.30","55,264,842.23","42,415,374.30","51,546,175.48","55,351,105.41","51,668,738.81","49,485,006.50","56,372,715.23","58,131,971.91","56,864,513.32","62,500,754.57","61,396,642.36","78,560,557.93","66,972,824.16","91,109,951.57","91,059,520.92","86,546,567.50","80,341,545.78","91,493,170.40","100,876,377.61","116,868,377.13","129,028,735.03","127,867,577.02","146,990,658.60","112,372,453.75","122,386,180.98","127,851,858.32","150,483,304.29","121,950,966.36","106,837,723.34","119,861,637.44","158,232,417.60","140,872,241.07"
应付账款,"23,454,965.84","17,905,963.09","40,744,024.83","39,482,902.36","29,013,241.39","21,000,003.44","35,841,284.20","38,292,728.22","25,763,341.29","14,966,530.33","24,307,532.98","47,308,883.38","20,250,268.12","17,891,150.54","31,053,291.10","50,611,089.09","24,809,301.91","33,593,845.60","53,847,054.07","53,880,937.96","52,747,772.42","74,080,948.11","60,591,464.34","75,505,634.45","77,500,204.04","65,298,361.93","65,671,007.44","120,782,552.13","83,382,650.86","79,731,903.50","108,849,965.45","124,870,904.57","113,072,571.17","113,929,032.40","131,751,328.92","153,801,303.55","113,839,995.95","110,122,176.48","95,607,985.92","126,232,833.41","101,398,031.80","111,005,141.41","123,080,148.82","130,192,369.81"
预付款项,"2,427,147.39","4,019,912.16","5,480,450.06","1,864,397.22","4,225,311.49","4,546,560.79","4,452,141.08","1,732,390.33","3,049,228.39","6,503,511.69","11,531,088.26","7,759,832.69","7,503,083.78","14,290,723.44","7,079,784.63","16,523,865.85","18,306,583.39","14,652,991.99","22,192,816.24","13,170,952.01","23,050,613.79","10,387,525.55","16,864,016.50","9,371,954.80","18,261,264.83","9,452,839.47","38,300,015.58","60,633,861.90","61,976,641.76","38,654,704.84","96,350,841.46","33,955,957.87","45,057,898.87","41,736,437.83","36,108,584.70","187,054,317.69","22,740,901.65","20,892,596.88","76,308,739.57","32,172,711.89","26,325,085.28","25,573,737.79","38,061,066.61","22,187,995.66"
预收款项,,,"709,944.50","2,340,931.51","1,562,320.27","1,079,143.50","629,634.00","2,651,942.14","941,919.20","1,587,509.37","525,798.26","5,213,966.85","1,494,363.96","1,270,108.23",,"7,790,707.02","513,902.42","299,785.82","114,237.63","5,416,074.79","6,816,942.32","8,043,573.92","116,942.32","10,778,232.43","116,942.32","9,552,313.91","116,942.32","4,113,952.02","1,287,730.00","7,223,243.73","2,055,634.17","13,800,789.98","4,413,628.96","5,791,916.77","11,668,108.59","14,837,629.25","6,219,930.44","2,943,229.50","9,053,640.32","8,519,839.70","5,072,129.06","5,198,391.38","8,609,821.46","13,389,546.72"
