科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"43,474,284.75","111,244,161.76","129,662,812.46","122,750,041.92","143,305,765.79","724,793,135.37","644,337,488.97","674,888,337.93","761,475,245.25","707,813,360.37","762,589,439.08","519,516,133.09","735,069,934.99","268,477,733.87","248,528,322.53","179,435,782.89","288,798,180.13","439,686,437.06","435,921,487.19","283,173,467.42","378,416,636.01","361,887,976.58","682,005,964.28","682,340,476.99","812,696,189.94","694,661,378.41","576,254,197.52","907,092,209.92","1,737,292,186.20","730,290,849.02","257,704,664.58","221,060,168.99","177,674,896.03","137,362,993.83"
短期借款,"20,000,000.00","44,500,000.00","38,500,000.00","17,000,000.00","8,000,000.00",,"1,000,000.00",,,,,,,,,,,,,,"71,500,000.00","71,500,000.00","53,000,000.00","53,000,000.00","53,000,000.00","50,000,000.00","40,000,000.00","50,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","35,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,671,806.30","9,784,452.50","13,108,893.11","15,653,675.37","31,696,780.70","11,175,134.20","25,619,828.81","19,678,209.00","45,781,680.05","32,462,546.97","10,749,287.90","23,233,112.90","58,573,658.44","34,460,257.08","20,194,337.24","24,285,456.54","43,383,924.55","43,249,869.50","24,536,897.53","26,087,167.43","68,249,929.14","47,526,089.04","45,147,958.86","51,696,251.81","95,356,088.85","76,684,068.79","56,414,619.74","60,802,091.15","121,775,863.63","86,769,978.66","54,638,795.18","62,067,853.64","112,317,392.74","102,871,526.66"
应付票据,,"5,669,300.10","14,254,231.26","51,251,337.35","63,039,814.62","50,484,905.48","56,731,232.93","31,192,165.25","28,942,259.42","43,483,047.78","97,448,528.08","82,351,286.46","72,890,118.35","58,282,494.82","60,016,082.66","39,208,375.69","56,912,717.41","47,578,576.49","70,119,926.38","76,770,402.25","50,628,415.28","70,331,109.51","59,699,101.34","96,408,219.41","100,229,686.91","95,454,380.98","97,562,810.21","106,727,908.26","90,370,893.35","69,838,677.03","91,357,828.89","118,738,141.92","134,393,692.11","117,762,595.16"
应收账款,"41,839,966.44","35,429,614.78","62,865,160.24","58,697,864.29","81,538,517.48","115,953,336.39","129,391,211.56","145,511,681.74","134,915,404.25","128,678,653.87","167,076,576.67","213,447,459.84","183,499,010.33","203,077,936.06","195,306,922.89","194,156,919.50","165,582,635.69","188,310,367.85","272,755,467.93","289,756,758.21","327,292,837.09","338,573,454.49","421,222,184.71","467,685,731.01","443,592,156.21","470,515,347.88","520,757,937.65","505,947,604.94","379,816,427.42","379,811,173.32","405,183,724.66","410,421,615.04","324,672,534.79","336,718,852.88"
应付账款,"31,029,459.17","34,254,655.93","51,388,398.63","33,155,465.30","46,683,261.36","48,319,278.06","57,127,746.96","38,903,013.86","59,137,341.19","59,059,648.77","62,919,176.82","56,963,887.38","63,136,568.45","79,107,584.48","61,267,322.06","66,710,989.28","81,941,859.09","99,545,057.24","108,020,826.75","87,484,804.87","133,203,057.56","94,256,776.95","124,072,209.31","107,972,323.80","149,958,900.05","151,219,653.88","175,380,676.12","123,100,217.32","115,424,216.97","123,905,508.64","133,871,908.54","110,375,027.98","135,571,134.45","132,438,284.75"
预付款项,"486,479.67","8,119,018.38","7,264,841.81","8,813,797.65","11,346,330.55","14,829,190.26","12,967,839.20","3,256,524.81","4,545,641.37","12,441,359.92","12,852,201.70","8,466,507.20","6,410,227.35","166,805,315.35","68,943,565.63","64,172,670.82","57,916,358.19","66,932,842.34","65,156,470.27","3,241,644.60","9,554,975.38","5,279,911.69","8,052,848.22","8,869,606.60","3,081,904.21","8,073,684.90","10,576,684.33","5,911,370.70","3,641,247.67","12,275,302.65","10,183,811.27","14,297,495.27","4,294,815.93","10,185,060.92"
预收款项,"1,132,615.25","375,758.25","735,208.00","5,655,125.13","13,535,029.00","1,435,539.00","3,020,834.00","2,356,749.00","2,977,339.04","3,497,997.76","24,247,777.85","2,799,622.92","4,804,979.99","2,655,778.40","3,892,055.70","1,399,721.59","4,675,598.55","4,013,071.12","2,120,867.93","1,701,981.24","10,651,008.91","16,142,486.17","1,107,178.60","1,669,028.27","4,509,017.97","1,323,852.27","3,541,527.56","2,043,495.85","8,518,369.67","19,480,736.60","23,424,125.52","22,356,612.50","29,145,997.39","30,866,803.45"
其他应收款,"2,612,016.39","3,971,103.48","11,525,178.20","9,219,836.20","13,744,147.02","18,952,209.59","20,631,206.37","13,854,027.71","9,252,551.70","17,287,364.41","17,909,690.01","16,866,776.84","10,444,713.80","17,255,270.39","11,460,710.11","12,435,067.51","8,715,742.19","12,021,607.19","10,560,210.22","10,193,896.15","26,204,624.89","29,029,296.32","15,736,722.14","14,105,850.12","5,507,177.51","13,977,236.07","14,531,426.18","15,577,627.97","13,641,126.36","19,481,523.33","19,302,566.93","18,611,873.30","9,846,503.56","16,220,523.93"
应付职工薪酬,"2,454,834.50","2,296,298.73","2,431,741.29","1,908,031.12","1,893,205.42","1,590,020.03","1,576,840.02","1,569,898.13","2,164,382.40","160,386.05","1,133,875.48","1,135,202.78","3,566,610.32","1,625,431.72","1,626,632.02","1,613,074.28","5,537,915.24","2,774,035.90","2,775,354.00","2,777,603.40","6,767,464.60","1,750,456.42","1,744,276.32","1,746,341.32","9,020,296.84","1,343,447.23","1,524,324.51","1,744,569.81","8,598,728.10","4,923,753.41","2,154,501.41","1,979,254.38","9,009,441.13","1,910,617.36"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,690,629.79","7,233,907.92","15,289,083.70","3,988,159.76","12,478,750.77","-1,267,547.69","423,810.24","12,376,985.77","31,737,713.90","6,845,347.36","8,837,333.46","10,489,053.86","33,211,694.77","4,005,567.12","6,030,299.37","6,076,267.78","22,929,145.23","10,560,510.46","11,133,925.40","5,316,643.83","30,360,814.79","4,379,729.43","16,835,266.27","13,947,622.07","20,517,413.14","5,843,106.74","10,147,123.65","3,317,877.15","17,092,886.22","8,198,813.17","8,206,781.29","10,394,506.39","22,465,275.36","1,125,304.06"
应收利息,,,,,,,"4,977,777.78","1,874,166.67","6,312,833.34","7,350,000.00","10,558,333.33","635,555.55","934,226.94","306,456.94","326,516.67",,"331,912.43","319,267.76","1,021,504.44","338,384.45","15,094.44",,"170,806.39","1,869,475.69","798,301.37","3,337,105.68","1,578,510.11","2,396,819.07","1,845,056.83","4,165,023.10","1,812,764.38","150,882.20","96,478.08","46,545.21"
应付利息,,,,,,,,,,,,,,,,,,,,,"462,111.33","136,833.33","136,833.33","76,752.74","83,696.58","72,806.85","49,537.60","48,963.50","58,767.12","57,217.81","42,725.34","51,484.93","62,926.03","50,233.56"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"30,342,931.61","31,042,067.46","29,087,004.94","63,153,709.21","63,429,891.30","92,763,459.24","127,745,664.25","90,558,050.45","74,025,974.48","78,967,179.15","114,107,061.36","101,776,760.03","61,541,203.47","85,607,492.35","75,617,453.52","75,989,138.68","44,117,687.86","56,654,433.09","63,590,154.13","62,437,357.65","83,605,060.83","93,475,526.33","88,291,108.01","91,810,867.52","78,978,498.46","80,428,072.85","82,170,295.92","87,343,046.97","72,314,620.27","97,989,097.17","115,077,688.01","132,463,802.84","126,448,126.78","146,071,050.14"
其他应付款,"42,970.97","41,217.54","85,500.35","544,491.49","574,651.49","1,548,487.49","970,769.43","977,277.65","1,245,180.97","1,005,170.33","951,763.47","1,179,165.17","1,080,466.53","6,821,125.98","3,695,809.07","2,026,649.73","1,328,891.16","5,720,066.39","4,254,703.07","7,715,195.75","23,435,653.64","16,103,433.02","13,929,341.01","15,768,526.73","11,627,887.05","13,698,128.23","11,508,425.31","10,412,807.12","9,768,686.50","9,719,760.51","11,839,164.33","11,031,238.64","8,165,941.17","8,148,508.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"715,382.88","367,350.00","122,840.00",,,,,,,
其他流动资产,,,,,,,,,,,,,"127,419,739.71","350,572,164.38","426,250,736.99","503,051,709.59","554,006,775.16","380,234,476.40","318,480,613.01","470,143,253.80","422,377,310.47","418,452,749.85","93,622.58","160,806.63",,"96,007.97","1,483,499,358.85","1,092,803,090.09","359,434,959.58","1,348,599,887.08","1,872,867,154.80","1,907,468,415.91","2,101,887,335.74","2,074,125,852.50"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"123,427,485.16","199,590,418.36","253,513,890.76","278,288,924.64","345,061,432.84","978,466,465.05","965,671,016.94","949,620,998.31","1,036,309,330.44","985,000,464.69","1,095,842,590.05","883,942,305.45","1,183,892,715.03","1,126,562,626.42","1,046,628,565.58","1,053,526,745.53","1,162,853,216.20","1,187,409,301.19","1,192,022,804.72","1,145,371,929.71","1,315,716,468.25","1,294,225,004.30","1,260,721,215.19","1,318,539,066.37","1,440,010,316.55","1,347,772,902.55","2,745,783,030.30","2,677,873,860.81","2,689,761,487.96","2,679,382,834.33","2,736,771,169.81","2,766,542,107.19","2,857,238,083.65","2,823,602,406.07"
