科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,985,464,464.19","2,728,707,429.34","1,610,940,755.46","2,402,985,263.47","3,374,200,024.97","1,356,623,698.42","2,163,111,698.63","3,183,435,159.85","4,427,121,216.77","1,801,460,578.51","2,931,769,548.58","4,146,145,096.49","5,868,289,612.94","1,875,172,516.84","3,317,775,420.93","4,883,370,436.74","6,862,544,440.87","2,359,984,507.88","3,880,280,288.04","5,279,010,540.71","7,145,375,757.69","2,113,005,245.81","3,589,144,284.31","4,994,302,337.27","6,905,571,223.26","2,246,305,641.66","3,734,576,135.00","5,086,458,183.77","6,988,211,831.97","2,202,903,273.85","3,893,023,082.81","5,490,469,867.22","7,624,523,446.03","2,303,013,721.73","4,196,695,512.24","5,982,610,734.63","8,216,112,773.99","2,349,348,997.72","4,086,335,488.78"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,"188,563,418.04","388,563,418.04","388,563,418.04","180,000,000.00","195,000,000.00","229,000,000.00","244,000,000.00","36,200,000.00","51,200,000.00","189,200,000.00","399,000,000.00","43,000,000.00","88,000,000.00","123,000,000.00","133,000,000.00","62,000,000.00","94,000,000.00","94,000,000.00","104,000,000.00",,"29,000,000.00","31,200,000.00","71,200,000.00","10,000,000.00","221,111,781.73","281,111,781.73","311,111,781.73","100,000,000.00","195,000,000.00"
收到其他与经营活动有关的现金,"311,086,697.61","3,299,498.11","3,916,855.85","1,006,927.00","16,472,081.36","18,652,089.28","20,868,407.53","21,000,336.11","17,752,161.40","24,979,082.01","26,004,399.12","59,477,764.56","77,291,242.01","37,409,467.11","62,542,947.35","104,487,400.32","162,413,003.01","97,769,737.11","94,312,499.66","137,358,801.27","185,415,191.60","72,574,695.72","92,391,041.21","136,614,181.10","159,885,718.57","39,730,131.48","55,405,289.10","36,886,635.51","60,198,075.51","28,695,990.81","48,432,384.39","80,778,835.36","207,565,063.42","38,022,302.55","44,605,138.96","57,221,735.78","95,881,762.91","110,692,177.46","148,072,417.04"
投资活动现金流出小计,"168,147,305.50","235,996,743.07","60,320,760.15","95,972,444.92","122,745,571.36","37,773,872.40","139,768,585.59","430,010,442.30","609,918,251.58","72,335,024.45","356,661,213.39","592,874,691.41","732,101,221.30","254,740,831.76","287,304,352.44","352,932,731.92","518,896,033.03","106,236,967.32","156,946,011.66","371,182,532.29","867,542,921.22","606,577,962.40","863,940,410.27","1,170,265,421.54","1,760,349,795.00","230,816,124.18","747,263,278.16","1,025,009,079.82","1,729,639,781.08","298,263,092.00","539,917,844.73","625,432,038.51","763,752,052.13","414,271,667.05","806,327,528.99","970,791,365.82","1,599,855,634.19","197,798,715.80","466,089,570.00"
经营活动现金流入小计,"2,296,551,161.80","2,732,006,927.45","1,614,857,611.31","2,403,992,190.47","3,390,672,106.33","1,375,275,787.70","2,183,980,106.16","3,204,435,495.96","4,444,873,378.17","1,826,439,660.52","2,957,773,947.70","4,205,622,861.05","5,945,580,854.95","1,912,581,983.95","3,380,318,368.28","4,987,857,837.06","7,024,957,443.88","2,457,754,244.99","3,974,592,787.70","5,416,369,341.98","7,330,790,949.29","2,185,579,941.53","3,681,535,325.52","5,130,916,518.37","7,065,456,941.83","2,286,035,773.14","3,789,981,424.10","5,175,878,948.60","7,102,358,176.51","2,248,618,216.61","3,975,584,802.13","5,618,046,477.57","7,882,646,865.44","2,349,561,354.21","4,255,959,821.28","6,069,808,860.72","8,341,379,047.19","2,491,976,370.00","4,257,698,762.36"
投资活动产生的现金流量净额,"-131,960,303.30","-217,168,950.30","-60,320,760.15","-95,958,254.88","-122,422,790.82","-35,258,872.40","-135,170,746.72","-425,411,423.43","-600,950,265.69","-72,335,024.45","-356,661,213.39","-527,117,155.66","-649,457,160.27","-157,975,135.42","-56,615,646.96","20,692,538.65","-128,809,866.43","-103,957,285.81","-138,664,947.26","-288,895,494.79","-765,759,479.44","-551,455,311.71","-760,393,059.57","-1,004,209,158.06","-1,538,462,575.65","-146,425,154.28","-611,470,488.48","-825,594,257.23","-1,447,809,076.94","-153,766,716.66","-135,543,625.75","-25,925,869.25","-138,768,842.43","-373,177,982.67","-720,380,308.18","-617,091,499.09","-1,219,813,658.34","-117,321,312.84","-316,389,215.07"
购买商品、接受劳务支付的现金,"1,627,803,123.08","2,022,144,768.91","1,277,111,795.83","1,852,912,768.76","2,521,396,772.61","892,908,857.99","1,788,049,716.79","2,649,975,567.71","3,393,978,196.60","1,359,882,019.34","2,321,618,278.31","3,374,093,780.13","4,629,200,861.55","1,593,977,100.07","2,787,519,261.02","4,075,569,007.06","5,494,140,407.01","2,000,741,920.11","3,535,552,942.22","4,805,756,755.58","6,031,261,546.72","2,062,211,300.40","3,511,957,906.61","4,931,701,234.45","6,520,401,144.29","2,365,639,620.13","3,998,483,448.74","5,442,253,477.57","7,066,874,794.87","2,115,013,835.95","3,494,635,374.32","4,865,690,017.72","6,285,517,706.08","1,967,344,502.70","3,488,801,594.51","4,896,727,990.67","6,684,176,551.97","2,140,189,518.37","3,748,600,361.54"
吸收投资收到的现金,,,,"925,196,000.00","925,196,000.00",,,,"20,000,000.00",,,,,"16,000,000.00","16,000,000.00","52,000,000.00","59,890,900.00",,,"82,625,000.00","121,244,686.00",,"810,600.00","10,810,600.00","62,720,710.00","898,470.00","7,952,130.00","8,220,330.00","8,220,330.00",,"1,487,202,800.00","1,487,202,800.00","1,487,202,800.00",,,"24,000,000.00","235,030,588.00",,"125,715.00"
