科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"425,767,775.50","389,476,202.53","660,495,117.70","143,847,871.44","311,240,455.62","502,527,974.54","706,239,489.14","211,964,046.07","433,417,165.74","689,667,566.65","898,771,126.51","206,005,827.54","413,290,856.59","662,999,431.36","910,522,911.19","257,414,173.00","498,404,131.56","796,365,883.69","1,018,277,410.52","279,938,388.27","548,552,566.38","849,599,043.36","1,153,826,183.38","271,058,109.81","573,557,794.03","935,970,222.95","1,324,894,296.33","430,302,672.59","913,108,903.46","1,498,669,560.17","2,151,850,843.03","635,019,465.27"
取得子公司及其他营业单位支付的现金净额,,"10,584,719.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,354,040.97","295,186.58","39,267.08",,"109,120.34","109,120.34","168,550.29",,,,,"3,580,319.08","3,580,319.08","3,580,319.08","5,595,873.90",,,,"81,815.12","155,933.12","263,875.26","339,297.65","402,026.51","296,709.08","622,894.90","622,894.90","870,308.68","273,594.48","1,088,723.95","45,779,432.79","45,718,349.61",
支付其他与投资活动有关的现金,,"11,025,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"9,946,475.99","15,327,582.55","9,649,074.09","6,758,774.85","7,204,842.60","11,860,574.04","17,639,177.02","1,741,777.43","7,221,258.50","8,949,136.61","25,535,413.27","1,739,210.85","5,530,171.22","8,310,326.84","11,468,919.19","4,248,223.31","7,581,590.93","33,870,017.58","76,022,296.81","846,527.21","6,959,215.49","7,617,546.37","19,301,017.05","1,348,341.91","25,100,285.55","44,283,928.13","52,833,642.15","18,397,602.28","22,020,582.16","38,164,554.04","44,931,157.42","12,245,768.26"
投资活动现金流出小计,"10,749,042.50","30,046,921.67","17,449,946.82","4,441,875.59","14,790,660.93","20,617,758.63","50,930,115.72","63,775,813.27","74,762,967.40","86,864,176.83","116,656,240.16","9,274,691.70","37,793,335.10","80,745,526.58","136,518,524.66","32,126,423.79","51,797,483.80","88,164,435.86","144,577,711.44","9,763,446.57","18,937,816.75","25,823,767.86","43,044,074.34","12,330,936.69","14,984,129.77","17,469,965.34","23,275,186.85","187,116,462.97","368,996,117.59","396,385,448.80","410,909,747.76","29,082,471.25"
经营活动现金流入小计,"437,068,292.46","405,098,971.66","670,183,458.87","150,606,646.29","318,554,418.56","514,497,668.92","724,047,216.45","213,705,823.50","440,638,424.24","698,616,703.26","924,306,539.78","211,325,357.47","422,401,346.89","674,890,077.28","927,587,704.28","261,662,396.31","505,985,722.49","830,235,901.27","1,094,381,522.45","280,940,848.60","555,775,657.13","857,555,887.38","1,173,529,226.94","272,703,160.80","599,280,974.48","980,877,045.98","1,378,598,247.16","448,973,869.35","936,218,209.57","1,582,613,547.00","2,242,500,350.06","647,265,233.53"
投资活动产生的现金流量净额,"-10,664,396.56","-18,921,921.67","-17,449,946.82","-4,411,875.59","-14,760,660.93","-20,587,758.63","-50,900,115.72","-63,735,863.27","-74,723,017.40","-86,824,226.83","-116,594,290.16","-9,224,691.70","-37,743,335.10","-80,655,526.58","-136,424,524.66","-32,126,423.79","-51,797,483.80","-88,164,435.86","-144,576,211.44","-9,763,446.57","-18,928,316.75","-25,814,267.86","-43,023,674.34","-12,324,436.69","-14,977,629.77","-17,453,465.34","-23,258,686.85","-187,116,462.97","-368,116,117.59","-395,505,448.80","-410,029,747.76","-29,082,471.25"
购买商品、接受劳务支付的现金,"352,563,004.06","312,478,026.02","541,509,492.55","217,283,297.13","347,458,012.41","543,283,258.54","724,310,120.55","185,936,195.77","363,279,809.18","583,982,513.93","743,624,614.21","201,529,191.70","404,720,155.63","615,748,434.64","812,495,283.69","222,330,890.17","439,339,391.53","699,596,889.06","903,644,068.03","208,819,403.76","446,423,838.98","673,562,360.37","871,577,623.69","216,787,677.89","460,423,495.89","738,542,356.97","1,037,892,485.65","387,728,615.75","748,715,788.24","1,259,519,412.64","1,691,095,699.27","566,433,162.76"
吸收投资收到的现金,,,,,"423,400,000.00","423,400,000.00","423,400,000.00",,,,,,,,,,"808,000.00","3,030,000.00","13,965,000.00",,"12,355,200.00","12,355,200.00","12,355,200.00",,"6,820,000.00","7,310,000.00","7,310,000.00","372,860,000.00","415,699,975.03","415,699,975.03","417,333,525.03","600,000.00"
