科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"51,294,126.02","51,021,760.94","70,847,051.58","24,674,644.48","57,122,355.36","92,889,553.62","143,610,190.92","29,320,336.24","83,433,691.09","107,473,020.86","175,903,367.65","36,036,079.54","61,259,577.58","92,329,623.24","130,850,241.92","30,288,461.09","54,943,787.47","80,687,949.13","118,073,927.06","32,325,279.83","66,570,098.05","98,387,607.43","147,382,258.84","39,857,813.56","77,082,860.07","115,456,075.63","152,560,782.59","42,752,881.68","80,452,640.77","118,125,194.15","147,625,640.74","52,082,507.76","99,362,928.47","149,554,118.50","199,519,835.51","68,495,763.20","123,841,634.72"
取得借款收到的现金,"60,568,000.00","91,800,000.00","151,800,000.00",,,,"170,000,000.00",,"30,000,000.00","30,000,000.00","145,000,000.00",,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,"2,000,000.00","5,000,000.00","5,000,000.00",,"11,800,000.00"
支付的各项税费,"28,046,048.45","28,472,325.28","54,732,562.98","40,955,601.02","72,865,026.19","99,329,254.83","107,900,036.87","20,784,375.41","28,296,494.28","39,256,549.86","46,684,431.57","7,341,061.63","16,311,202.20","23,879,670.09","34,078,153.36","8,010,179.54","18,745,694.16","24,818,055.11","22,328,520.70","9,245,499.98","15,467,483.34","21,316,834.14","18,754,525.75","9,351,610.38","20,478,388.62","31,347,451.04","31,897,222.86","9,168,560.53","17,511,492.30","27,499,271.49","40,595,794.25","11,774,255.46","26,221,338.72","37,186,121.98","56,361,064.33","15,181,427.01","34,263,454.83"
收到其他与筹资活动有关的现金,,,,"13,047,801.68","13,047,801.68","13,047,801.68",,,,,,"940,000.00","5,940,000.00","5,940,000.00","5,000,000.00",,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"67,535,353.66","58,667,911.47","144,803,123.21","69,847,527.78","153,491,452.86","248,881,214.22","298,843,876.74","82,519,633.07","98,414,889.35","145,282,761.77","194,876,043.75","16,291,603.28","47,889,114.64","84,773,249.19","102,374,936.93","16,735,735.01","30,476,874.37","47,161,354.60","92,720,215.43","10,269,571.42","29,824,857.52","43,248,028.39","46,321,813.72","14,266,588.81","25,701,513.65","47,531,700.65","103,219,646.83","13,143,474.10","26,178,034.10","47,895,871.73","66,903,790.70","23,043,600.23","40,320,045.55","63,213,929.35","107,511,973.76","23,222,961.77","48,275,374.12"
筹资活动现金流入小计,"60,568,000.00","91,800,000.00","154,250,000.00","1,089,048,000.00","1,089,048,000.00","1,089,048,000.00","1,252,779,469.60",,"30,000,000.00","30,000,000.00","145,000,000.00","940,000.00","5,940,000.00","5,940,000.00","5,000,000.00",,,,,"40,000,000.00","40,000,000.00","40,000,000.00","43,645,000.00","5,550,000.00","5,550,000.00","5,550,000.00","5,550,000.00",,,"3,200,000.00","33,971,480.00","8,865,640.00","10,668,200.00","13,668,200.00","18,372,360.00",,"11,950,000.00"
经营活动现金流出小计,"259,964,851.33","224,372,531.35","594,237,419.69","401,981,855.71","903,692,906.24","1,485,889,734.75","1,825,539,428.86","257,951,782.55","397,744,212.80","534,829,052.26","733,936,174.98","120,865,471.58","265,305,029.95","403,602,109.00","512,530,571.31","100,201,522.94","199,428,435.05","295,695,923.95","371,925,154.25","82,187,436.87","176,237,063.88","268,469,150.56","358,507,815.44","101,754,539.86","200,529,624.34","308,887,762.95","437,049,883.94","105,962,676.12","207,030,775.76","309,196,541.95","433,314,521.21","159,766,370.35","306,525,611.23","465,543,878.88","686,128,149.39","196,801,075.74","392,251,896.35"
偿还债务支付的现金,"65,176,143.99","45,391,856.01","121,600,000.00","45,709,947.00","144,800,000.00","144,800,000.00","159,800,000.00",,,"20,000,000.00","195,000,000.00",,"120,000,000.00","120,000,000.00","120,000,000.00",,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,"5,000,000.00"
经营活动产生的现金流量净额,"32,722,492.93","62,020,978.94","114,811,009.84","11,370,179.17","-21,891,693.88","-100,147,314.05","-313,904,439.27","-64,939,814.32","-60,546,069.45","-78,385,136.80","-126,714,359.00","-11,759,086.61","-38,700,559.59","-49,604,621.88","-51,979,128.76","12,724,050.06","-5,419,544.61","9,252,799.35","33,963,642.18","28,799,690.61","23,798,060.99","27,915,646.47","57,906,641.74","-6,920,706.86","-2,622,740.52","645,037.78","36,096,888.16","939,423.15","4,542,274.26","12,379,250.37","51,941,914.55","1,274,894.14","2,638,513.01","14,153,709.85","41,544,713.61","-29,144,747.75","-34,035,407.50"
分配股利、利润或偿还利息支付的现金,"13,742,649.36","15,268,466.04","8,688,743.65","1,097,400.00","2,391,989.70","2,496,478.70","3,041,260.23","1,931,708.82","4,968,062.22","8,090,676.72","11,203,841.17","2,056,195.56","4,230,365.02","4,230,365.02","4,230,365.02",,,,,"160,000.00","160,000.00","160,000.00","160,000.00",,,"62,020.00","62,020.00",,,,,,"1,595.00","28,969.80","91,246.26","61,443.75","186,656.63"
收回投资收到的现金,,,,,,,,,,,,"160,800,000.00","160,800,000.00","213,600,000.00","102,499,628.08",,"126,370,532.92","296,345,571.28","244,211,812.60","110,507,150.00","280,804,725.34","281,704,725.34","362,622,803.57","140,904,775.70","220,086,842.69","278,922,886.19","684,469,241.12","300,110,465.75","442,175,747.94","629,237,720.54","963,000,000.00","165,000,000.00","437,328,976.84","548,828,976.84","1,181,000,000.00","87,551,164.38","373,644,479.45"
支付其他与筹资活动有关的现金,"49,800.00","324,586.00","3,834,875.37","708,010.84","3,379,001.40","7,879,001.40","1,113,741.42","2,000.00",,"8,600.00","8,600.00",,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00",,,,,,,,,"895,295.00","895,295.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,"6,205,516.80",,,"627,949.32","4,033,926.24","2,802,664.97","4,343,724.33","4,455,882.73","8,143,057.18","4,445,441.12","7,617,436.87","8,522,868.72","12,640,067.47","2,205,178.10","2,514,197.62","4,299,096.28","10,039,275.94","1,442,781.78","5,256,031.81","7,317,678.76","13,933,303.72","1,555,456.80","7,767,816.16"
筹资活动现金流出小计,"78,968,593.35","60,984,908.05","134,123,619.02","47,515,357.84","150,570,991.10","155,175,480.10","163,955,001.65","1,933,708.82","4,968,062.22","28,099,276.72","206,212,441.17","2,056,195.56","124,230,365.02","124,230,365.02","124,230,365.02",,,,,"40,160,000.00","40,160,000.00","40,160,000.00","40,160,000.00",,,"5,062,020.00","5,062,020.00",,,,,,"1,595.00","28,969.80","91,246.26","956,738.75","6,081,951.63"
处置固定资产、无形资产和其他长期资产收回的现金净额,200.00,"16,195.70","25,065,161.42","132,500.01","132,500.01","262,500.01","264,000.00","8,385.00","9,915.00","809,915.00","1,020,905.57",,"11,579.40","14,419.91","15,702.65",,,,"8,288.00",,"5,235.09","34,176.28","132,685.48",929.85,"1,171.35","10,137.59","39,882.90",,,"690,000.00","697,274.83",,"46,770.80","46,770.80","1,350.00","4,055.00","4,055.00"
筹资活动产生的现金流量净额,"-18,400,593.35","30,815,091.95","20,126,380.98","1,041,532,642.16","938,477,008.90","933,872,519.90","1,088,824,467.95","-1,933,708.82","25,031,937.78","1,900,723.28","-61,212,441.17","-1,116,195.56","-118,290,365.02","-118,290,365.02","-119,230,365.02",,,,,"-160,000.00","-160,000.00","-160,000.00","3,485,000.00","5,550,000.00","5,550,000.00","487,980.00","487,980.00",,,"3,200,000.00","33,971,480.00","8,865,640.00","10,666,605.00","13,639,230.20","18,281,113.74","-956,738.75","5,868,048.37"
处置子公司及其他营业单位收到的现金净额,"-53,697.68",770.00,,,,,,,,,,,,,"54,408,103.47","32,480,000.00","32,480,000.00","32,480,000.00","32,480,000.00",,,,"23,700,000.00",,,,"5,600,000.00",,,,"1,240,980.00",,,,,,
四、汇率变动对现金的影响,"-694,140.55","-971,111.88","-41,130.78","83,075.44","-166,423.10","687,604.07","-339,478.84","-124,517.70","-357,424.51","-590,584.95","-751,486.89","-58,683.67","-58,683.67","-58,683.67","-58,683.67",,"-617,393.12","-649,452.68","-919,517.33","-105,039.47","48,872.59","13,429.12","-23,213.81","421,030.65","433,928.76","816,632.68","895,139.18","-146,813.47","97,301.79","125,166.13","293,560.65","133,000.94","-183,821.82","-517,702.01","-1,528,817.61","-1,386,119.94","-34,372.12"
收到其他与投资活动有关的现金,,,,,,,,"8,361,205.61",,"10,286,637.43",,"956,040.67","4,457,868.61","4,911,500.68",,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"-53,497.68","16,965.70","25,065,161.42","132,500.01","132,500.01","262,500.01","264,000.00","8,369,590.61","9,915.00","11,096,552.43","1,020,905.57","161,756,040.67","165,269,448.01","218,525,920.59","163,128,951.00","32,480,000.00","158,850,532.92","329,453,520.60","280,734,026.84","113,309,814.97","285,153,684.76","286,194,784.35","394,598,546.23","145,351,146.67","227,705,450.91","287,455,892.50","702,749,191.49","302,315,643.85","444,689,945.56","634,226,816.82","974,977,530.77","166,442,781.78","442,631,779.45","556,193,426.40","1,194,934,653.72","89,110,676.18","381,416,350.61"
五、现金及现金等价物净增加额,"-5,475,602.34","47,500,122.10","97,614,293.21","1,013,326,863.76","796,222,850.62","628,748,622.36","545,038,702.42","-91,127,901.22","-93,464,400.83","-144,346,469.71","-427,724,545.66","79,789,821.94","-87,170,801.33","-62,487,760.67","-93,840,063.22","-76,725,512.28","-118,404,252.68","-111,203,093.75","-105,118,290.06","25,246,224.63","29,050,855.83","24,070,505.20","104,893,387.84","-129,484,737.85","-137,505,828.76","-152,493,725.13","-92,669,658.67","170,416,213.17","-48,201,188.17","-61,978,782.58","48,988,383.85","-96,018,945.87","-31,287,982.80","-84,908,971.88","-42,416,645.23","27,838,903.55","37,267,760.92"
购建固定资产、无形资产和其他长期资产支付的现金,"19,049,863.69","36,534,254.49","62,347,128.25","39,791,533.02","120,328,541.31","205,926,687.57","229,805,847.42","32,499,450.99","57,602,759.65","78,368,023.67","79,267,164.17","14,637,917.06","42,590,641.06","60,260,010.69","70,700,836.77","7,889,401.34","17,177,686.87","26,529,800.02","43,146,441.75","6,598,241.48","9,575,262.51","13,893,354.74","20,636,676.34","1,706,208.31","3,392,467.91","7,479,268.09","18,158,857.50","4,692,040.36","10,530,709.78","13,910,015.90","12,569,107.99","2,855,262.73","4,161,058.44","11,497,636.32","6,614,793.34","3,808,587.81","10,068,782.82"
期初现金及现金等价物余额,"35,380,571.52","29,904,969.18","77,405,091.28","176,972,884.49","176,972,884.49","176,972,884.49","175,019,384.49","720,058,086.91","720,058,086.91","720,058,086.91","720,058,086.91","292,333,541.25","292,333,541.25","292,333,541.25","292,333,541.25","198,493,478.03","198,493,478.03","213,493,478.03","198,493,478.03","93,420,907.97","93,375,187.97","93,375,187.97","93,375,187.97","198,268,575.81","198,268,575.81","198,268,575.81","198,268,575.81","105,598,917.14","105,598,917.14","105,598,917.14","105,598,917.14","158,333,785.64","158,333,785.64","158,333,785.64","154,587,300.99","112,206,905.76","112,170,655.76"
投资支付的现金,,"7,847,548.12",,,,,,,,,"160,800,000.00","54,394,335.83","52,800,000.00","52,800,000.00","15,000,000.00","114,040,161.00","254,040,161.00","422,730,161.00","375,750,000.00","110,000,000.00","270,214,500.00","276,000,000.00","330,436,909.98","272,180,000.00","365,180,000.00","434,420,000.00","814,740,000.00","128,000,000.00","487,000,000.00","698,000,000.00","999,626,994.13","269,880,000.00","482,880,000.00","656,880,000.00","1,292,780,000.00","19,795,000.00","305,878,075.62"
期末现金及现金等价物余额,"29,904,969.18","77,405,091.28","175,019,384.49","1,190,299,748.25","973,195,735.11","805,721,506.85","720,058,086.91","628,930,185.69","626,593,686.08","575,711,617.20","292,333,541.25","372,123,363.19","205,162,739.92","229,845,780.58","198,493,478.03","121,767,965.75","80,089,225.35","102,290,384.28","93,375,187.97","118,667,132.60","122,426,043.80","117,445,693.17","198,268,575.81","68,783,837.96","60,762,747.05","45,774,850.68","105,598,917.14","276,015,130.31","57,397,728.97","43,620,134.56","154,587,300.99","62,314,839.77","127,045,802.84","73,424,813.76","112,170,655.76","140,045,809.31","149,438,416.68"
