科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"162,320,734.40","128,586,539.16","139,680,449.80","92,521,198.76","89,011,784.47","213,441,562.07","379,852,688.03","253,849,549.25","167,595,891.33","238,605,284.26","268,793,051.80","240,469,620.45","197,407,686.60","385,365,435.45","352,307,013.14"
短期借款,"136,364,480.00","145,000,000.00","180,000,000.00","190,000,000.00","210,000,000.00","200,000,000.00","200,000,000.00","170,000,000.00","95,000,000.00","115,000,000.00","165,000,000.00","205,000,000.00","237,000,000.00","247,000,000.00","287,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"400,000.00","1,875,400.00",,"2,622,000.00","1,846,000.00","1,831,000.00",,"600,000.00","5,396,196.00","7,163,097.00","3,345,761.70","1,590,860.70","1,370,561.07","4,958,568.80","3,526,845.25"
应付票据,,,,,,,,,,,,,,,
应收账款,"183,315,579.03","224,299,863.88","282,464,356.80","274,021,908.56","246,061,723.17","302,431,924.70","282,492,709.44","308,611,751.07","247,969,350.84","395,913,923.02","331,559,915.24","335,296,999.54","338,015,603.13","419,936,216.50","322,168,987.85"
应付账款,"15,497,792.31","22,677,510.16","21,511,463.97","16,105,913.18","21,017,804.67","9,910,136.62","12,630,957.55","13,393,569.76","8,118,083.21","25,338,162.32","33,878,487.75","26,896,452.43",,"21,273,836.81",
预付款项,"520,467.13",,,,,,,,,,,"339,010.34","381,250.34",,
预收款项,"47,731,155.39","28,219,893.17","31,880,691.40","44,246,050.77","47,413,202.76","33,987,211.51","36,471,354.86","32,835,875.39","35,261,205.74","18,965,143.83","20,275,880.62","29,178,364.00","29,456,922.03","41,145,844.70","52,982,178.76"
其他应收款,"11,250,688.94","6,613,668.74","7,756,245.28","8,127,039.25","8,776,294.38","7,827,832.34","5,974,150.32","7,848,496.13","8,361,296.38","8,933,953.28","7,499,138.33","8,739,222.59","12,271,033.19","10,400,520.73","11,705,364.61"
应付职工薪酬,"62,704,382.06","60,176,294.11","70,800,543.44","61,493,527.18","53,194,498.29","80,529,899.21","83,026,429.14","73,988,656.34","61,419,815.60","88,242,968.38","75,011,453.57","78,427,945.20","79,366,183.95","95,981,789.96","91,136,216.10"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"14,411,907.33","13,675,226.21","25,119,681.03","10,681,052.93","4,756,432.22","25,420,377.37","3,329,783.32","7,298,297.35","7,375,047.98","29,720,829.55","5,671,086.39","8,217,525.29","7,341,182.23","28,911,953.47","3,539,292.51"
应收利息,,,,,,,,,,,,,,,
应付利息,"270,754.99","267,266.68","317,120.83","273,333.33","295,530.56","308,607.99","276,982.64","231,670.14","125,666.67","154,545.83","198,529.17","297,612.50",,"373,302.50","437,175.00"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"219,962.40",,,
存货,"154,182,334.28","169,610,437.31","202,777,946.48","222,107,274.14","258,162,091.44","179,870,297.48","205,007,204.31","240,257,510.69","268,389,419.53","167,734,009.79","210,113,278.05","228,207,800.86","268,039,265.06","191,735,222.94","234,111,105.08"
其他应付款,"34,783,799.10","2,260,582.28","9,320,935.75","6,586,648.64","6,846,798.62","8,542,342.85","8,198,624.44","9,082,605.77","10,253,411.58","31,924,439.98","32,234,677.98","28,177,001.74","30,564,047.72","41,092,601.16","17,909,086.49"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,"379,411.65","58,286.98","60,704.04","117,548.41","920,916.87","716,363.41","454,334.89","666,837.25","648,833.69",,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"1,299,644.06","966,244.16","3,928,536.95","4,601,313.43","24,904,035.70","6,463,648.74","212,264.14","41,044,618.51","63,620,756.28","73,889,538.85","45,841,052.30","95,566,724.00","96,983,789.99","24,445,770.31","63,680,618.68"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"513,668,859.49","532,010,440.23","636,668,239.35","604,118,282.55","629,682,846.03","712,582,628.74","873,993,351.13","852,878,762.90","761,981,744.05","892,239,806.20","867,152,197.42","910,210,238.48","914,469,189.38","1,036,841,734.73","987,499,934.61"
流动负债合计,"311,764,271.18","272,276,772.61","338,950,436.42","329,386,526.03","343,524,267.12","358,698,575.55","343,934,131.95","306,830,674.75","217,553,230.78","309,346,089.89","332,270,115.48","376,414,863.56","413,964,395.06","475,406,026.10","469,678,340.34"
可供出售金融资产,,,,,,,,,,,,"3,000,000.00","3,000,000.00","5,000,000.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"11,884,611.92","11,935,442.15"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,"29,997,577.83","7,886,562.88","7,292,574.26","7,881,373.16","7,876,551.29","11,369,256.87","10,073,084.60","2,198,381.21","2,360,934.06","1,340,282.22","4,482,261.86","2,248,236.81","1,566,380.43","340,635.68","4,133,705.41"
固定资产,"21,820,661.30","19,770,222.80","19,794,131.78","19,248,703.79","18,877,447.25","19,688,227.43","19,369,227.22","18,957,315.96","19,299,637.24","19,081,983.65","19,797,371.34","69,329,907.53","69,796,031.67","66,960,502.19","69,095,698.85"
递延所得税负债,,,,,,,,,,,,,,"1,733,865.98","1,648,413.48"
在建工程,,,,,,,,,,"41,938,500.03","44,044,127.88",,"35,465,709.54","35,465,709.54","38,138,027.97"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"29,997,577.83","7,886,562.88","7,292,574.26","7,881,373.16","7,876,551.29","11,369,256.87","10,073,084.60","2,198,381.21","2,360,934.06","1,340,282.22","4,482,261.86","2,248,236.81","1,566,380.43","2,074,501.66","5,782,118.89"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"341,761,849.01","280,163,335.49","346,243,010.68","337,267,899.19","351,400,818.41","370,067,832.42","354,007,216.55","309,029,055.96","219,914,164.84","310,686,372.11","336,752,377.34","378,663,100.37","415,530,775.49","477,480,527.76","475,460,459.23"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"43,715,000.00","50,565,000.00","50,565,000.00","50,565,000.00","50,565,000.00","50,565,000.00","67,420,000.00","87,646,000.00","87,646,000.00","88,431,500.00","88,431,500.00","106,117,800.00","106,117,800.00","106,117,800.00","105,175,200.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"39,362,500.00","84,440,500.00","84,440,500.00","84,440,500.00","96,229,033.05","97,300,717.88","315,528,160.00","295,302,160.00","295,302,160.00","315,888,566.74","316,350,170.66","299,162,104.57","299,601,387.07","300,506,980.55","283,791,704.55"
无形资产,"853,838.26","740,101.18","787,108.96","1,604,897.77","1,543,838.14","1,482,778.51","1,453,037.41","1,387,853.50","1,355,180.11","1,279,331.20","1,225,070.14","1,782,605.07","1,699,809.68","8,666,529.52","12,144,672.33"
盈余公积,"12,221,428.98","17,901,059.60","23,116,289.09","23,116,289.09","22,258,941.23","28,775,046.18","28,775,046.18","28,775,046.18","28,775,046.18","36,120,755.77","36,120,755.77","36,120,755.77","36,120,755.77","44,768,531.88","44,768,531.88"
开发支出,,,,,,,,,,"902,610.94","1,024,579.53","1,269,017.69","3,384,091.63","4,745,292.00","1,598,864.93"
减:库存股,,,,,,,,,,"21,208,500.00","21,208,500.00","20,992,760.00","20,998,276.00","21,208,500.00","3,997,624.96"
商誉,,,,,,,,,,,,,,"11,560,469.12","11,560,469.12"
未分配利润,"106,080,143.55","127,045,127.15","163,405,680.04","143,167,708.65","140,588,067.06","194,518,383.77","137,219,066.38","166,276,412.80","181,273,200.06","232,398,876.23","183,152,293.55","194,665,722.60","210,802,194.02","284,525,881.96","243,003,047.85"
长期待摊费用,"534,524.70","3,237,736.35","4,756,915.57","3,578,864.93","2,957,298.82","2,657,276.41","3,063,433.15","2,603,523.72","2,424,877.97","3,888,524.14","3,374,756.93","2,794,909.82","3,300,990.80","3,351,172.78","3,239,011.80"
少数股东权益,,,,,,,,,,"2,000,000.00","1,999,581.79","2,000,965.39","1,958,976.38","3,774,883.64","3,354,737.81"
递延所得税资产,"6,263,037.79","4,356,521.68","5,774,078.87","10,031,037.34","8,016,352.94","4,874,610.52","5,123,524.08","4,338,014.97","4,171,612.72","5,000,416.48","4,967,914.29","4,714,047.00","4,477,868.86","5,214,094.02","5,077,306.77"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"6,901,533.33","23,701,354.27",,,"2,651,670.43","13,575,277.61","6,308,906.42","6,291,482.62"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"29,472,062.05","28,104,582.01","31,112,235.18","34,463,503.83","31,394,937.15","28,702,892.87","29,009,221.86","34,188,241.48","50,952,662.31","72,091,366.44","74,433,820.11","85,542,157.54","134,699,779.79","159,157,287.51","164,080,976.54"
