科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"381,741,774.97","843,771,662.25","1,170,735,402.83","1,574,097,883.09","446,369,873.89","768,830,178.21","1,176,308,037.08","1,694,735,691.92","501,779,952.02","930,223,532.20","1,422,030,679.90","2,032,778,963.83","554,147,625.81","984,888,091.27","1,393,247,528.73","1,979,743,055.13","657,765,351.56","1,158,264,279.76","1,648,046,179.35","2,327,292,612.27","684,090,606.95","1,213,728,241.48","1,737,286,145.36","2,433,195,680.80","693,561,441.20","1,234,724,288.17","1,821,978,780.65","2,456,749,675.27","697,257,224.72","1,232,601,668.01","1,703,667,016.50","2,262,286,793.15","648,992,752.93","1,136,530,026.58","1,578,897,359.03","2,129,896,950.11","1,902,817,206.60","3,990,200,111.64","6,729,064,025.30","10,307,962,163.52","3,564,173,567.21","6,450,252,710.58","9,313,239,933.27"
取得子公司及其他营业单位支付的现金净额,,,,"2,320,300.00",,,,,,,,,,,,,"110,000,000.00","134,100,000.00","134,100,000.00","134,100,000.00",,,,,,,,,,,,,,,,,"482,079,391.22","1,759,471,074.18","2,089,061,074.18","2,532,121,074.18","96,418,460.00","96,418,460.00","96,418,460.00"
收到的税费返还,,,,,,,,"2,534,000.00",,,,"230,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,93.40,"5,036.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266,727,486.64",,,,,,
收到其他与经营活动有关的现金,"87,820,577.59","166,834,020.34","329,004,454.37","91,635,480.80","20,592,129.67","11,828,516.62","20,765,514.70","155,285,659.13","19,262,552.28","13,163,882.64","33,753,797.79","5,696,732.70","32,580,722.03","35,049,757.56","40,598,965.80","40,193,068.94","3,048,104.67","11,313,422.39","15,623,450.66","24,216,753.78","3,932,944.50","12,959,096.69","17,566,623.47","26,272,098.38","3,929,756.38","8,632,002.15","12,867,269.73","20,745,852.64","3,635,016.12","8,725,501.09","13,048,226.83","68,568,458.26","7,884,967.94","16,627,976.34","20,418,406.57","25,593,198.40","10,551,333.91","70,466,184.78","270,142,737.93","418,137,442.87","7,490,896.41","162,258,557.47","187,640,135.64"
投资活动现金流出小计,"5,416,573.93","26,732,050.66","108,630,049.44","134,115,963.70","4,064,795.32","59,978,792.05","83,187,174.10","332,556,961.96","12,626,095.21","45,107,944.82","96,457,232.78","222,132,062.02","106,148,911.25","156,459,972.49","281,283,855.83","423,744,322.90","403,316,956.55","666,324,791.14","1,302,936,218.69","1,588,306,928.22","290,410,020.94","333,928,871.62","384,916,659.40","560,200,955.11","52,469,123.52","80,725,466.45","214,188,486.30","258,416,040.62","26,907,372.47","48,010,986.49","72,355,596.74","103,944,041.67","97,394,189.42","123,516,595.82","155,856,505.34","743,612,044.34","1,249,890,508.09","3,176,815,025.61","3,842,357,789.66","5,934,925,955.86","520,938,390.55","638,967,368.96","730,356,844.95"
经营活动现金流入小计,"469,562,352.56","1,010,605,682.59","1,499,739,857.20","1,665,733,363.89","466,962,003.56","780,658,694.83","1,197,073,551.78","1,852,555,351.05","521,042,504.30","943,387,414.84","1,455,784,477.69","2,038,705,696.53","586,728,347.84","1,019,937,848.83","1,433,846,494.53","2,019,936,124.07","660,813,456.23","1,169,577,702.15","1,663,669,630.01","2,351,509,366.05","688,023,551.45","1,226,687,338.17","1,754,852,768.83","2,459,467,779.18","697,491,197.58","1,243,356,290.32","1,834,846,050.38","2,477,495,527.91","700,892,240.84","1,241,327,169.10","1,716,715,243.33","2,330,855,251.41","656,877,720.87","1,153,158,002.92","1,599,315,765.60","2,155,490,148.51","1,913,368,540.51","4,060,666,296.42","6,999,206,763.23","10,726,099,606.39","3,571,664,463.62","6,612,511,268.05","9,500,880,068.91"
投资活动产生的现金流量净额,"-1,397,030.35","-479,270.25","-65,373,810.39","-11,818,628.51","2,111,131.58","-35,732,415.15","-51,520,227.47","-276,776,887.88","-4,657,010.64","1,005,355.26","-33,625,581.05","-72,855,741.88","-13,885,990.70","-32,802,562.53","-35,704,007.80","-86,762,612.04","-207,177,047.72","-241,577,946.03","-284,279,922.13","-383,217,894.45","-53,723,955.90","-90,311,599.58","-127,527,604.98","-156,083,717.54","-39,202,924.52","-53,859,074.83","-54,451,575.22","-90,645,073.07","-23,246,372.47","15,985,435.78","35,707,214.03","10,465,554.96","-47,041,314.70","-55,413,876.28","-78,515,590.86","-666,264,978.86","-1,101,051,487.32","-2,078,941,490.13","-2,439,579,933.71","-3,653,265,480.14","-173,404,161.61","-220,941,420.97","-310,812,704.06"
购买商品、接受劳务支付的现金,"289,668,225.21","605,038,579.37","881,323,412.12","1,261,160,341.15","288,532,324.90","544,266,709.75","899,888,937.72","1,277,038,157.41","420,735,010.77","796,019,697.25","1,188,605,708.19","1,650,885,443.99","393,816,254.50","744,990,650.70","1,082,245,594.74","1,504,246,890.27","383,710,412.63","867,222,737.98","1,245,528,084.93","1,730,222,739.16","464,852,962.44","916,833,711.51","1,387,857,534.92","1,864,051,052.99","551,081,060.02","1,003,747,922.52","1,420,730,710.74","1,817,113,038.31","479,614,970.92","1,010,521,088.34","1,403,727,550.92","1,786,938,130.80","425,828,079.42","903,778,821.67","1,317,101,151.04","1,741,605,473.72","1,797,983,953.83","3,448,904,260.87","5,429,785,148.37","7,717,939,759.04","2,898,532,814.66","5,071,144,745.49","7,279,497,376.12"
吸收投资收到的现金,,"2,866,000.00","2,866,000.00","2,866,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
