科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"16,806,325.05","7,842,216.44","6,524,434.00","8,251,298.14","2,579,108.59","6,471,806.48","1,546,462.11","3,137,230.40","3,580,180.84","4,023,277.74","3,129,737.65","2,450,392.03","3,983,664.66","3,889,095.13","3,261,151.43","4,036,455.21","4,625,554.66","2,836,008.57","3,167,359.15","4,519,291.02","3,972,453.15","4,496,588.45","2,819,879.67","3,372,326.56","4,363,112.00","97,380,330.50","62,352,838.06","42,654,991.69","39,651,377.21","38,454,809.43","12,952,126.69","11,721,334.10","13,296,341.88","13,132,914.62","11,177,630.86","12,605,909.40","4,847,213.31","8,584,627.07","9,773,013.44","11,157,688.11"
应付职工薪酬,"2,770,411.05","807,075.52","1,048,163.70","550,593.07","645,145.21","753,918.39","577,199.63","661,245.71","928,438.46","1,083,713.41","4,261,636.35","1,113,355.15","1,134,175.97","1,148,819.47","3,631,202.07","1,272,463.73","1,195,580.35","2,445,550.66","4,392,400.36","2,825,875.98","2,256,979.86","2,546,453.90","4,434,288.39","1,848,928.39","1,888,678.50","2,209,406.02","4,670,864.34","3,226,420.33","1,912,956.86","1,823,672.20","4,947,300.13","3,110,708.09","1,652,401.83","1,530,608.41","1,998,305.07","1,557,080.74","1,527,082.96","1,438,222.20","1,743,223.55","1,141,413.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,531,728.94","5,568,489.42","8,139,867.60","9,474,895.48","2,788,249.78","4,298,435.43","6,400,368.89","3,915,396.39","732,641.71","4,542,798.72","7,187,598.07","-1,303,121.30","-2,848,866.91","-3,110,102.51","-21,981,622.06","7,562,257.08","-9,461,034.65","-9,214,240.65","-16,457,863.94","-26,586,515.52","-18,496,845.75","-21,105,232.98","-39,058,263.02","-34,610,187.51","-43,174,236.89","-51,119,891.04","1,723,777.39","4,166,466.03","2,792,587.69","1,838,107.58","2,861,927.38","6,014,516.25","3,444,042.93","2,950,580.74","3,654,851.05","2,312,067.13","1,452,126.86","3,673,096.43","2,117,649.59","2,187,121.35"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"69,753.57","250,250.00","14,850.00","120,000.00",,,,,,,,,"16,307.77","480,858.16","272,717.48",,,"390,763.69",,,"566,477.77","588,866.67",,,"450,500.00","443,423.60",,"187,024.30","719,895.83","69,819.44","289,131.94","262,847.22","225,475.00","290,499.41","202,691.87","145,756.47",,"240,240.06","199,663.05"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"18,558,818.73",,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,,0.01,0.01,,,,,,,,,,
存货,"17,526,245.56","65,931,629.89","53,424,321.92","50,183,149.24","56,006,083.24","53,432,284.25","47,810,598.10","77,508,745.93","73,501,714.49","85,134,323.44","70,263,044.99","77,367,261.21","148,996,908.17","222,172,218.94","294,271,142.26","177,237,172.87","157,754,370.55","172,835,646.01","163,269,791.23","209,334,704.59","167,639,868.02","199,145,857.03","239,837,104.46","266,389,839.68","319,328,024.81","312,675,683.17","314,164,336.16","222,938,312.44","209,568,350.38","213,124,646.50","198,226,643.38","190,557,441.34","172,050,280.09","195,753,422.33","207,388,780.22","222,726,713.63","236,549,233.24","230,191,601.27","233,976,622.84","342,718,551.52"
其他应付款,"9,528,931.66","2,125,824.97","3,392,186.39","2,123,525.51","8,819,528.07","3,834,975.78","3,338,005.64","2,489,107.59","8,163,198.23","4,956,645.32","4,311,304.63","3,836,761.66","65,677,252.79","65,312,932.85","60,282,650.24","35,596,779.87","7,656,771.42","8,955,169.07","8,058,238.28","7,940,061.76","5,272,884.41","7,044,187.94","5,807,503.43","6,063,930.18","36,179,065.33","103,271,540.75","103,177,850.07","2,153,124.20","141,677,982.77","204,306,128.36","206,476,961.79","202,125,471.59","117,195,033.10","64,298,144.03","62,685,970.79","142,577,765.11","122,647,385.06","91,310,688.77","58,580,629.33","151,647,811.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"35,000,000.00","35,000,000.00","80,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,328,866.17","43,880,047.77","45,226,925.89","45,425,038.94","47,140,345.57","49,029,525.02","47,010,438.15","45,802,020.07","48,667,777.29","50,940,531.78","51,603,477.46","7,050,480.82","4,305,863.16","15,258,335.50"
其他流动负债,"400,000.00","2,800,000.00","865,334.64","851,467.56","437,600.48",,,,,,,,,,,,,"2,497,159.90",,,,,"1,870,424.52","3,199,485.07","2,808,545.63","864,272.86","2,460,000.01","2,002,500.01","1,379,999.98","1,284,999.96","2,540,000.01","2,021,666.67","1,580,000.01","1,138,333.35","2,578,961.01","2,099,588.66","1,458,961.00","898,960.99","3,715,627.68","2,871,460.99"
流动资产合计,"80,033,428.96","164,817,585.90","223,117,854.64","195,631,948.52","1,071,027,592.59","995,916,112.70","1,010,948,651.21","1,018,529,013.11","962,998,686.96","971,324,132.12","949,111,299.53","915,468,401.17","957,525,111.89","1,064,598,222.31","1,072,752,015.91","1,145,110,945.50","1,042,385,799.36","931,933,851.75","772,912,022.12","742,792,772.80","681,584,081.18","675,919,741.50","621,569,961.04","698,975,022.00","682,055,272.63","724,855,453.84","765,032,310.66","597,518,253.02","602,169,340.70","594,879,386.52","450,491,112.49","588,972,753.93","538,255,944.40","483,069,435.69","541,927,475.64","477,761,945.53","503,078,469.72","547,216,519.46","487,420,367.03","642,200,839.04"
流动负债合计,"79,785,778.50","64,831,990.37","105,675,896.63","66,672,767.96","99,545,898.69","14,827,596.07","18,598,360.15","16,647,595.79","21,682,982.53","24,531,613.05","28,504,566.94","20,009,432.33","89,409,507.10","233,149,226.86","310,181,799.64","402,271,001.18","358,731,505.37","352,276,584.34","400,379,475.33","379,265,010.87","430,883,874.34","443,314,720.89","386,450,391.60","461,254,666.28","471,933,534.31","458,557,820.67","534,311,412.40","368,015,650.28","429,650,805.52","431,581,208.95","325,719,754.40","485,500,439.70","388,201,091.43","329,049,127.27","366,269,972.36","291,593,433.08","344,767,391.28","387,327,947.38","330,287,698.71","429,188,516.09"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"100,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,895,975.56"
长期股权投资,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"98,833,155.46","120,595,248.71","151,610,043.16","147,825,666.31","147,060,608.08","143,936,149.20","140,511,835.30","138,849,878.29","167,126,762.46","174,950,771.04","222,824,819.23","218,882,900.02","216,040,011.67","211,993,253.35","217,004,032.84","218,937,623.51","236,081,604.98","260,894,085.86","653,437,502.76","643,603,632.86","632,825,163.32","626,123,699.92","765,678,396.62","755,909,969.66","744,649,481.57","707,283,505.57","1,013,712,405.23","1,001,424,466.15","992,694,411.39","976,185,414.70","960,510,162.98","945,398,081.99","928,724,653.77","913,727,168.72","924,478,991.96","909,186,845.93","896,878,275.39","885,762,702.94","917,234,115.30","902,293,846.93"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"9,041,504.34","36,911,029.80","14,666,697.72","20,638,837.51","28,021,239.72","36,804,020.69","52,430,546.31","62,107,100.07","71,226,924.37","73,610,213.41","49,105,374.83","90,281,337.87","131,585,406.62","204,066,100.34","279,959,644.85","326,388,844.13","362,122,798.72","420,722,738.20","163,860,740.89","215,309,731.36","268,493,410.26","318,226,680.03","222,162,790.87","255,864,173.07","303,650,926.20","333,788,638.07","77,968,593.72","83,334,330.52","100,923,416.37","103,757,785.87","57,433,516.86","75,244,774.15","85,114,355.20","94,407,513.38","87,825,476.55","94,719,110.06","101,557,147.95","118,072,948.97","83,612,696.32","92,995,539.47"
其他非流动负债,,,,,,,,,,,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","22,802,064.39","22,489,458.26","22,676,852.13","23,364,246.00",,,,,,,,,,,,,,,,,,
工程物资,"552,199.08","173,015.72","224,317.26","128,502.23","317,389.61","187,024.06","490,455.86","252,272.18","192,105.98","183,421.09","477,685.17","1,105,722.42","1,417,115.76","1,879,423.80","972,939.88","1,704,312.15","1,337,025.73","3,522,619.77","4,032,524.80","4,465,554.71","4,677,724.91","5,116,183.43","2,787,638.45","2,482,717.34","2,096,518.42","3,486,157.71","1,792,517.20","1,359,984.54","1,333,145.82","1,722,675.04","967,317.49","993,409.72","900,093.95","880,107.32","801,315.69","924,770.79","930,074.75",,,
非流动负债合计,,"100,000,000.00","70,000,000.00","70,000,000.00",,,,,,,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","22,802,064.39","22,489,458.26","22,676,852.13","23,364,246.00","26,470,104.24","24,730,104.24","25,103,437.57","28,443,437.57","31,798,888.85","31,370,555.51","32,653,888.85","34,123,888.84","31,933,888.84","32,307,481.92","72,181,075.00","72,217,668.08","70,558,966.83","70,393,598.91","31,689,486.33","33,564,746.08","40,965,505.82","95,776,741.13"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"79,785,778.50","164,831,990.37","175,675,896.63","136,672,767.96","99,545,898.69","14,827,596.07","18,598,360.15","16,647,595.79","21,682,982.53","24,531,613.05","31,004,566.94","22,509,432.33","91,909,507.10","235,649,226.86","317,681,799.64","409,771,001.18","366,231,505.37","359,776,584.34","423,181,539.72","401,754,469.13","453,560,726.47","466,678,966.89","412,920,495.84","485,984,770.52","497,036,971.88","487,001,258.24","566,110,301.25","399,386,205.79","462,304,694.37","465,705,097.79","357,653,643.24","517,807,921.62","460,382,166.43","401,266,795.35","436,828,939.19","361,987,031.99","376,456,877.61","420,892,693.46","371,253,204.53","524,965,257.22"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"52,000,000.00","52,000,000.00","93,600,000.00","93,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00","163,280,000.00","163,280,000.00","163,280,000.00","163,280,000.00","326,560,000.00","326,560,000.00","326,560,000.00","326,560,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00","653,120,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,756,687.06","1,756,687.06","1,756,687.06","1,756,687.06","868,071,888.14","868,071,888.14","870,953,364.02","870,953,364.02","833,749,526.63","833,749,526.63","833,483,414.51","833,483,414.51","670,203,414.51","670,203,414.51","666,130,106.85","666,130,106.85","339,455,409.25","339,455,409.25","339,595,934.45","339,595,934.45","323,573,884.19","323,573,884.19","323,705,627.90","323,705,627.90","323,705,627.90","327,965,527.68","327,965,527.68","327,965,527.68","327,965,527.68","327,965,527.68","327,965,527.68","328,446,152.95","328,469,662.08","328,469,662.08","328,469,662.08","328,469,662.08","328,469,662.08","328,469,662.08","328,469,662.08","328,469,662.08"
无形资产,"18,461,964.89","41,829,107.57","40,721,731.70","40,266,531.61","39,824,172.03","39,436,871.69","38,999,838.33","38,599,349.65","72,643,952.75","77,612,923.22","107,375,436.49","106,577,173.27","105,591,790.32","108,903,415.33","107,489,109.96","106,160,948.57","109,627,308.68","240,723,728.21","348,233,248.11","345,560,711.21","343,596,324.93","352,048,035.66","361,748,424.77","359,751,750.75","359,762,039.73","351,753,000.54","349,969,184.86","347,439,079.08","347,751,126.25","348,322,404.12","391,784,443.95","388,582,483.86","385,158,551.15","382,662,624.16","380,315,034.22","377,222,675.82","373,982,505.19","370,840,263.18","370,238,614.14","365,898,388.31"
盈余公积,"11,143,854.84","19,514,091.41","27,646,472.48","27,646,472.48","27,646,472.48","27,646,472.48","35,183,258.15","35,183,258.15","35,183,258.15","35,183,258.15","43,669,837.34","43,669,837.34","43,669,837.34","43,669,837.34","52,378,052.14","52,378,052.14","52,378,052.14","52,378,052.14","64,303,865.79","64,303,865.79","64,303,865.79","64,303,865.79","77,531,794.64","77,531,794.64","77,531,794.64","77,531,794.64","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47","81,762,243.47"
开发支出,,"359,130.00","3,687,241.78","4,367,021.92","5,590,556.14","7,364,650.01","13,341,504.41","15,185,192.45","16,775,547.11","20,141,807.52","21,929,957.80","24,321,784.98","26,429,864.61","28,676,429.15","31,212,680.27","32,402,782.17","35,908,007.76","11,962,105.14","15,161,030.07","16,377,831.83","20,377,836.55","23,494,032.57","13,168,900.00","16,054,508.83","16,761,521.93","17,547,600.84","3,733,649.43","4,518,760.73","3,642,142.81",,"5,715,111.77","7,294,071.45","14,358,882.83","18,789,337.98","4,888,734.19","7,773,639.09","11,005,043.28","12,038,339.71","12,675,284.65","14,160,793.33"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"23,003,962.79","23,003,962.79","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50","24,888,428.50",,,,,,,,,,,,,,,
未分配利润,"59,406,659.20","122,568,303.65","129,522,633.60","144,112,513.12","164,500,143.61","181,040,442.45","198,640,391.69","216,350,560.88","223,831,932.19","244,128,852.62","265,209,625.55","280,210,739.43","293,093,704.54","319,917,103.48","340,413,817.53","375,502,901.85","374,929,387.02","407,945,191.25","418,942,600.82","451,085,083.72","449,877,332.56","485,363,690.90","491,791,624.90","520,482,720.02","528,329,565.40","541,066,186.57","529,036,700.43","518,675,151.57","472,944,144.59","451,705,561.95","406,229,695.85","407,651,265.51","408,829,867.11","410,236,317.12","414,694,069.84","416,383,158.41","422,311,030.16","423,781,268.68","423,314,791.11","420,340,018.48"
长期待摊费用,"32,100.00","2,158,210.39","1,463,718.00","2,631,472.66","1,721,664.00","1,810,070.00","677,532.00","480,985.50","1,568,160.00","3,094,412.11","2,159,125.11","2,135,965.83","2,154,084.64","2,130,718.63","2,932,899.13","9,491,850.93","9,540,260.51","11,050,926.78","11,930,567.12","11,630,801.00","11,361,452.89","11,281,444.59","11,074,456.01","10,912,535.87","10,998,453.29","10,765,037.36","12,005,159.87","12,038,483.90","11,762,903.72","11,459,799.71","11,013,152.01","10,747,545.00","10,508,604.36","10,289,853.77","10,074,531.38","10,046,751.76","10,148,811.88","10,365,504.56","10,233,767.77","14,851,363.14"
少数股东权益,"1,726,349.08","8,250,359.44","8,545,912.43","8,569,019.37","9,157,945.63","9,081,557.58","9,117,671.85","9,464,611.14","44,371,076.45","49,770,042.72","47,544,680.88","47,264,215.57","46,890,076.49","59,928,218.22","42,239,730.70","42,004,580.30","42,743,075.39","103,403,922.66","103,649,029.71","102,661,011.56","50,379,814.93","51,339,834.73","76,938,953.01","77,448,138.55","77,799,502.00","78,627,757.74","79,135,671.34","79,949,283.18","78,379,143.78","77,280,417.40","74,648,636.44","49,714,800.92","49,065,461.73","48,100,395.25","49,119,494.14","49,785,508.07","48,949,728.04","49,403,848.21","48,365,139.12","48,488,708.62"
递延所得税资产,"225,719.64","2,078,103.84","1,255,997.94","1,024,607.35","959,126.38","960,616.96","692,682.44","195,598.73","6,655,539.79","6,945,753.49","6,693,714.51","6,755,925.12","6,765,316.45","8,855,914.31","9,320,054.40","8,389,205.74","8,799,730.06","12,486,967.37","10,726,332.84","11,401,585.08","10,176,849.60","12,299,557.45","15,247,161.10","15,602,722.91","15,020,188.61","19,104,076.54","16,708,892.63","17,351,172.06","20,796,479.46","25,295,948.93","27,889,244.37","26,041,095.86","23,804,338.59","24,117,800.82","19,079,762.29","19,005,300.68","18,639,807.55","18,352,876.47","20,974,463.50","20,952,214.67"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,880,872.50","8,880,872.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"127,146,643.41","204,103,846.03","213,629,747.56","216,882,639.59","223,494,755.96","230,499,402.61","247,144,394.65","255,670,376.87","359,192,955.25","379,543,264.67","435,454,541.64","474,949,238.01","514,872,018.57","591,493,683.41","673,779,789.83","728,363,995.70","788,305,164.94","986,251,599.83","1,232,270,375.09","1,273,238,276.55","1,316,397,190.96","1,373,478,062.15","1,416,756,196.32","1,441,466,806.93","1,477,827,558.25","1,443,728,016.63","1,475,890,402.94","1,467,466,276.98","1,478,903,625.82","1,466,744,028.37","1,455,312,949.43","1,454,301,462.03","1,448,569,479.85","1,444,874,406.15","1,427,463,846.28","1,418,879,094.13","1,413,141,665.99","1,415,432,635.83","1,423,849,814.18","1,420,033,018.35"
所有者权益(或股东权益)合计,"127,394,293.87","204,089,441.56","261,071,705.57","275,841,820.15","1,194,976,449.86","1,211,587,919.24","1,239,494,685.71","1,257,551,794.19","1,300,508,659.68","1,326,335,783.74","1,353,561,274.23","1,367,908,206.85","1,380,487,623.36","1,420,442,678.86","1,428,850,006.10","1,463,703,940.02","1,464,459,458.93","1,558,408,867.24","1,582,000,857.49","1,614,276,580.22","1,544,420,545.67","1,582,718,836.76","1,625,405,661.52","1,654,457,058.41","1,662,845,859.00","1,681,582,212.23","1,674,812,412.35","1,665,598,324.21","1,618,768,272.15","1,595,918,317.10","1,548,150,418.68","1,525,466,294.34","1,526,443,257.82","1,526,677,046.49","1,532,562,382.73","1,534,654,007.67","1,539,763,258.10","1,541,756,461.83","1,540,016,976.68","1,537,268,600.17"
资产总计,"207,180,072.37","368,921,431.93","436,747,602.20","412,514,588.11","1,294,522,348.55","1,226,415,515.31","1,258,093,045.86","1,274,199,389.98","1,322,191,642.21","1,350,867,396.79","1,384,565,841.17","1,390,417,639.18","1,472,397,130.46","1,656,091,905.72","1,746,531,805.74","1,873,474,941.20","1,830,690,964.30","1,918,185,451.58","2,005,182,397.21","2,016,031,049.35","1,997,981,272.14","2,049,397,803.65","2,038,326,157.36","2,140,441,828.93","2,159,882,830.88","2,168,583,470.47","2,240,922,713.60","2,064,984,530.00","2,081,072,966.52","2,061,623,414.89","1,905,804,061.92","2,043,274,215.96","1,986,825,424.25","1,927,943,841.84","1,969,391,321.92","1,896,641,039.66","1,916,220,135.71","1,962,649,155.29","1,911,270,181.21","2,062,233,857.39"
负债和所有者(或股东权益)合计,"207,180,072.37","368,921,431.93","436,747,602.20","412,514,588.11","1,294,522,348.55","1,226,415,515.31","1,258,093,045.86","1,274,199,389.98","1,322,191,642.21","1,350,867,396.79","1,384,565,841.17","1,390,417,639.18","1,472,397,130.46","1,656,091,905.72","1,746,531,805.74","1,873,474,941.20","1,830,690,964.30","1,918,185,451.58","2,005,182,397.21","2,016,031,049.35","1,997,981,272.14","2,049,397,803.65","2,038,326,157.36","2,140,441,828.93","2,159,882,830.88","2,168,583,470.47","2,240,922,713.60","2,064,984,530.00","2,081,072,966.52","2,061,623,414.89","1,905,804,061.92","2,043,274,215.96","1,986,825,424.25","1,927,943,841.84","1,969,391,321.92","1,896,641,039.66","1,916,220,135.71","1,962,649,155.29","1,911,270,181.21","2,062,233,857.39"
