科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"75,391,261.71","84,175,677.14","113,838,184.44","28,113,881.98","62,279,499.50","92,975,887.13","128,730,603.49","30,435,500.65","73,441,370.61","117,256,802.29","160,253,984.45","34,553,588.56","79,873,280.59","124,179,447.64","173,614,904.24","43,637,822.69","109,064,095.86","175,914,297.36","252,499,856.62","49,995,199.32","104,647,165.04","163,876,752.83","225,775,923.43","47,226,911.43","109,225,322.05","207,238,178.74","312,442,492.08","78,422,536.07","184,668,931.70","343,694,616.50","513,408,091.29","117,389,093.81","258,134,951.23","432,453,214.92","580,347,837.91","148,480,837.50"
二、营业利润,"15,379,262.45","16,012,164.55","27,188,231.98","6,158,265.53","14,403,674.37","18,353,247.01","28,648,215.39","5,448,108.01","14,404,162.23","19,423,835.85","29,948,804.35","4,217,096.62","12,672,838.32","17,863,336.49","21,991,296.21","1,746,932.99","14,259,153.20","24,960,413.75","33,262,878.75","1,007,869.03","31,334,861.45","39,114,363.61","25,665,233.36","-4,485,762.14","-1,234,140.08","10,658,670.38","11,261,983.55","4,573,983.36","13,529,424.60","49,962,379.27","62,877,203.67","11,689,998.00","29,481,243.07","71,391,645.80","77,903,372.97","10,455,389.05"
减:营业成本,"33,935,201.34","40,576,382.11","52,239,916.36","13,052,017.92","28,540,180.84","44,314,526.60","58,388,229.38","14,706,074.26","37,152,928.52","61,316,651.13","76,066,790.95","18,148,495.75","38,916,748.32","59,327,969.13","81,929,465.64","25,059,059.07","56,328,590.07","90,117,189.34","130,563,083.18","29,523,178.58","61,024,911.77","92,078,465.14","136,958,445.94","31,148,536.88","65,248,758.92","124,383,076.85","186,351,044.99","45,555,515.53","104,041,835.13","187,114,495.79","289,202,288.88","66,975,783.25","149,275,107.69","237,062,411.05","335,056,411.89","88,791,661.23"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"190,773.45","265,344.09","473,717.59","243,703.63","527,915.41","836,353.10","1,069,589.24","246,073.80","684,592.43","1,047,510.54","1,622,486.91","344,194.41","666,191.50","1,053,027.41","1,639,012.64","272,328.75","821,069.65","1,411,448.65","2,065,940.59","353,844.58","765,248.53","1,262,775.29","1,725,479.94","426,772.17","1,126,196.02","1,852,062.66","2,673,510.14","1,234,778.95","2,432,261.07","4,107,425.79","6,548,147.67","1,499,999.18","2,832,066.33","4,439,203.70","6,543,202.66","1,250,985.35"
营业外收入,"169,146.77","179,483.29","628,732.80","120,325.95","305,904.43","474,316.78","1,748,348.57","159,435.91","1,076,750.24","1,179,314.78","3,098,088.76","578,860.34","794,675.43","3,171,432.13","3,899,100.91","1,702,080.61","1,704,296.35","1,730,566.81","1,623,971.16","1,565,978.56","2,466,509.47","2,642,075.24","3,507,109.84","463,384.09","1,628,159.83","2,292,036.82","7,014,390.05","470,673.14","2,233,593.08","5,716,810.60","4,188,515.66","240,840.49","256,823.59","1,553,748.09","327,850.73","103,240.00"
销售费用,"15,535,404.59","14,410,966.94","17,622,026.09","4,370,709.09","9,534,955.38","15,029,131.62","20,958,995.49","5,878,470.15","12,439,569.84","20,686,509.86","28,030,039.61","6,752,903.63","15,553,713.34","24,365,912.60","32,912,394.95","7,416,292.98","19,164,815.25","30,101,794.38","41,061,293.88","9,227,929.66","17,570,363.05","26,546,848.56","37,246,453.39","9,694,952.71","21,345,577.71","33,801,865.62","49,401,536.36","12,987,941.56","27,014,959.89","43,412,073.14","61,418,715.59","15,429,678.21","30,907,730.30","47,523,627.46","63,596,337.52","16,636,889.84"
减:营业外支出,"35,978.18","80,230.16","13,328.66","10,070.17","97,735.59","113,203.22","142,734.67","8,855.55","16,655.55","34,172.65","58,351.58","18,224.29","50,847.78","65,990.28","88,423.81","32,637.85","27,990.20","70,205.13","172,589.48",532.05,"291,491.97","309,227.26","787,554.69","1,447.86","55,234.29","91,570.58","430,955.55","6,155.30","44,675.42","178,953.40","627,225.76","23,625.37","202,759.83","411,873.58","2,530,040.30","520,987.06"
管理费用,"10,494,076.67","11,805,102.11","14,690,287.94","3,601,369.15","7,850,389.13","12,488,860.70","19,218,362.49","4,595,423.31","9,613,955.79","15,803,429.98","24,543,605.80","5,005,025.42","11,610,821.53","20,007,788.02","31,432,256.52","8,055,716.26","15,686,312.23","25,168,102.88","39,019,563.00","8,734,104.18","17,415,215.95","26,891,924.51","40,268,470.50","9,269,975.35","19,891,672.23","31,618,873.00","51,721,613.61","12,158,731.92","33,398,314.85","52,936,171.02","85,707,769.63","21,433,143.55","45,550,502.47","40,420,286.66","62,295,944.31","15,794,687.24"
其中:非流动资产处置净损失,"19,025.42","63,351.16","1,024.80",,,,"127,471.26",,"6,845.24","2,615.15","35,828.29","17,656.58","18,103.34","18,495.84","40,714.01","11,902.35","26,167.51","66,379.46","170,766.79",254.37,"291,371.13","309,106.47","785,623.60",247.86,"35,382.33","71,718.62","411,102.75","4,764.32","43,186.30","167,464.28",,,,,,
