科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"333,206,089.32","376,203,679.29","516,938,135.04","163,297,073.22","358,460,901.70","592,343,029.15","870,540,964.56","262,963,292.84","566,302,184.53","905,092,997.72","1,237,597,176.77","298,831,129.10","566,147,221.62","978,572,424.78","1,469,818,733.52","325,308,414.18","748,372,174.79","1,285,344,052.67","2,043,620,035.39","785,848,930.08","1,570,457,752.11","2,413,934,425.06","3,586,877,473.77","764,078,268.12","1,789,457,577.17","2,736,388,403.50","3,779,465,102.22","635,021,984.39","1,376,695,355.00","1,994,560,389.13","2,697,981,963.79","604,717,174.87","1,363,402,226.31","1,870,316,921.33","2,763,249,181.84","777,325,391.29","1,620,262,055.92"
二、营业利润,"37,433,221.54","30,889,546.41","48,873,559.72","14,790,850.69","34,431,559.69","55,837,439.27","84,111,297.29","21,219,797.26","50,432,727.47","81,140,287.45","113,265,390.05","16,507,080.17","23,091,979.84","72,130,765.40","91,700,141.93","10,809,475.37","36,251,637.19","82,994,502.33","103,999,317.11","21,222,976.39","38,680,420.71","67,534,021.03","55,265,403.39","-25,241,130.78","-26,374,461.83","-38,877,832.39","-70,311,759.55","2,295,075.76","8,674,717.18","1,924,899.20","-2,969,887.49","-35,545,678.06","-13,505,372.28","-13,604,861.58","15,036,550.39","18,914,558.58","39,676,502.70"
减:营业成本,"271,626,499.24","317,901,295.33","434,497,900.84","142,311,873.15","308,461,557.62","512,283,285.12","751,614,209.38","233,678,398.82","496,012,603.32","789,755,621.26","1,073,931,635.97","266,159,393.05","498,966,217.74","838,490,742.01","1,286,470,811.06","296,428,327.69","672,758,198.30","1,130,629,361.57","1,824,490,461.87","723,968,271.67","1,443,471,920.01","2,203,415,571.54","3,310,746,909.26","737,287,716.99","1,703,508,252.32","2,584,321,895.61","3,570,372,207.81","573,857,629.34","1,243,733,804.41","1,790,371,360.53","2,432,798,787.43","568,760,444.73","1,246,777,604.04","1,699,011,133.00","2,487,863,993.42","704,723,090.12","1,487,108,857.74"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"337,734.54","345,171.96","794,505.24","101,937.18","156,149.66","563,982.48","851,818.34","42,466.61","115,225.86","797,743.32","1,537,572.73","109,241.61","1,050,648.17","1,145,589.34","3,979,978.71","53,177.34","152,970.40","1,730,676.93","5,090,745.34","99,181.29","325,799.16","5,822,365.36","13,759,885.08","20,156.27","26,119.32","3,514,570.33","8,179,616.95","129,586.90","2,069,814.17","6,052,145.95","13,238,819.74","1,965,451.67","5,615,684.35","7,250,481.10","9,865,171.78","2,299,067.98","6,865,974.64"
营业外收入,"906,319.76","2,595,790.91","5,264,224.56","23,900.01","1,087,852.03","1,287,029.26","1,945,838.74","159,413.40","1,124,413.40","1,310,186.17","1,813,572.17","156,000.00","3,482,665.50","3,612,715.50","6,172,379.53","1,667,430.62","2,777,270.15","4,414,787.58","4,944,044.30","1,918,968.48","4,275,976.03","6,792,058.20","4,604,554.63","931,083.34","9,544,593.99","10,645,501.47","14,392,304.33","6,502,574.25","9,706,751.57","17,911,036.38","23,882,637.06","6,823,940.33","10,732,437.76","19,445,185.16","8,428,189.88","3,497,869.43","612,582.78"
销售费用,"4,052,072.99","3,914,456.33","6,244,242.62","2,201,682.00","4,349,736.59","5,722,537.21","9,604,975.22","3,011,198.93","5,205,814.08","8,199,779.64","10,937,388.43","2,150,721.90","6,213,829.08","10,583,452.13","19,471,493.95","7,104,289.72","8,542,655.67","14,340,044.24","23,880,877.69","10,334,746.84","21,337,888.05","37,807,541.76","56,696,543.95","11,082,052.78","21,247,473.17","30,331,778.83","59,509,125.09","13,697,058.87","25,064,527.86","37,933,712.72","56,900,565.50","19,128,485.49","26,258,829.13","36,946,690.23","50,185,356.81","13,680,749.15","26,746,029.70"
减:营业外支出,"88,912.58","22,044.72","89,033.76",142.14,"258,788.36","288,788.36","337,193.11","11,107.65","1,777,626.64","1,799,052.28","1,799,052.28","10,385.75","184,947.03","282,169.57","122,471.51",,"278,520.87","300,525.40","322,351.97","-9,683.32","40,855.60","397,824.53","805,192.24","36,542.59","602,831.38","846,035.30","4,919,844.55","1,042,576.04","546,599.04","2,355,004.20","5,420,962.00","1,920,628.47","2,002,946.91","2,564,678.16","994,426.00","50,819.80","43,071.44"
管理费用,"16,115,606.92","18,293,475.81","18,146,532.13","4,455,336.03","11,030,204.24","19,992,598.44","35,922,912.86","7,340,744.51","17,825,716.57","30,238,314.49","43,923,968.87","13,082,352.83","25,502,083.98","37,829,061.40","54,154,954.63","11,412,359.00","30,314,549.53","48,555,926.80","70,676,608.51","20,896,377.93","50,333,202.94","81,615,506.20","115,517,668.83","45,456,250.63","93,689,513.06","139,024,773.52","158,617,396.91","44,234,700.83","95,462,419.80","149,871,086.81","183,468,375.04","50,578,629.76","99,811,468.49","141,705,090.54","204,928,463.35","48,892,321.46","104,103,407.20"
其中:非流动资产处置净损失,"73,495.80",,,,"197,807.80","244,609.59","244,609.59",,,,"1,758,418.21",,,,,,,,"232,180.18",,"11,074.85",,"63,500.25",,"108,496.74","162,236.63","743,407.40","364,896.39","25,967.36","260,883.00","923,541.58","1,844,379.24","1,933,598.22","2,418,219.98",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,001,079.76","3,966,834.92","1,834,553.76","399,190.42","-1,793,467.94","-4,944,433.38","-7,216,366.24","-2,323,987.11","-3,934,016.47","-5,966,869.48","-7,165,633.35","627,923.57","2,368,473.87","5,128,152.93","4,991,867.79","156,286.05","762,575.12","4,379,679.06","10,499,542.32","9,008,101.66","15,847,546.08","11,969,247.06","18,679,162.50","8,108,501.58","10,528,741.21","26,645,153.60","36,685,403.77","6,163,589.03","15,489,185.96","21,238,717.34","21,940,639.48","5,086,271.11","10,801,933.73","16,692,040.01","21,692,588.42","2,776,836.39","13,038,608.41"
三、利润总额,"38,250,628.72","33,463,292.60","54,048,750.52","14,814,608.56","35,260,623.36","56,835,680.17","85,719,942.92","21,368,103.01","49,779,514.23","80,651,421.34","113,279,909.94","16,652,694.42","26,389,698.31","75,461,311.33","97,750,049.95","12,476,905.99","38,750,386.47","87,108,764.51","108,621,009.44","23,151,628.19","42,915,541.14","73,928,254.70","59,064,765.78","-24,346,590.03","-17,432,699.22","-29,078,366.22","-60,839,299.77","7,755,073.97","17,834,869.71","17,480,931.38","15,491,787.57","-30,642,366.20","-4,775,881.43","3,275,645.42","22,470,314.27","22,361,608.21","40,246,014.04"
