科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"44,869,952.11","45,822,410.11","53,027,664.74","14,348,822.12","28,726,972.00","43,506,358.42","60,861,659.67","15,635,366.35","33,364,133.40","55,984,752.73","78,654,540.18","18,235,051.24","41,899,014.95","61,057,105.53","81,353,124.80","18,970,811.26","35,344,795.03","65,092,247.04","85,907,078.95","61,152,739.07"
取得借款收到的现金,"144,000,000.00","113,500,000.00","150,000,000.00","55,000,000.00","125,000,000.00","135,000,000.00","175,000,000.00",,"60,000,000.00","96,668,612.48","157,979,127.17","54,547,706.19","182,021,306.19","352,021,306.19","301,021,306.19","15,000,000.00","122,264,661.40","278,383,071.01","296,140,000.00","46,579,802.99"
支付的各项税费,"30,626,640.06","24,721,005.12","17,710,264.71","6,726,198.02","12,499,179.03","18,763,948.23","25,936,526.77","8,346,349.34","14,897,032.10","14,609,683.83","33,274,218.61","6,603,540.40","10,912,630.07","14,353,421.15","17,130,348.41","12,306,529.07","16,923,461.06","20,386,617.15","26,075,831.74","24,615,723.04"
收到其他与筹资活动有关的现金,,,,,,,"2,000,000.00",,,,,,,,,,,,"46,089,183.15",
支付其他与经营活动有关的现金,"15,490,542.84","22,753,613.22","20,896,575.36","6,723,669.42","10,805,680.63","27,562,463.89","20,839,274.42","5,188,497.50","12,698,604.18","25,074,519.12","29,847,772.85","5,195,314.12","14,527,317.89","26,915,983.87","27,752,327.34","5,601,659.42","21,211,948.66","22,755,883.62","25,082,220.31","259,605,317.65"
筹资活动现金流入小计,"144,000,000.00","113,500,000.00","150,000,000.00","55,000,000.00","310,834,000.00","346,712,750.00","388,712,750.00",,"60,000,000.00","97,456,812.48","162,989,827.17","54,547,706.19","184,271,306.19","352,021,306.19","301,021,306.19","15,000,000.00","122,264,661.40","278,383,071.01","342,229,183.15","46,579,802.99"
经营活动现金流出小计,"338,749,356.68","338,517,493.24","345,292,916.81","108,036,402.90","185,228,579.02","288,184,020.72","371,005,998.44","113,933,417.28","222,319,320.92","338,174,011.44","440,304,573.57","143,271,469.85","263,543,941.13","418,824,360.85","542,392,462.00","141,860,329.29","286,694,826.67","469,820,124.11","646,142,966.56","782,523,776.47"
偿还债务支付的现金,"104,000,000.00","87,000,000.00","117,000,000.00","35,000,000.00","95,700,000.00","210,000,000.00","261,500,000.00",,"20,000,000.00","30,000,000.00","70,000,000.00","606,237.50","44,293,668.08","191,530,132.66","127,234,292.81","2,334,328.65","86,604,519.97","238,318,617.81","280,163,563.51","61,302,879.31"
经营活动产生的现金流量净额,"46,474,174.54","56,694,297.93","56,169,744.93","-16,081,337.23","7,966,650.43","7,360,032.03","41,542,854.23","-1,183,381.88","5,969,719.04","32,442,172.09","93,226,291.87","-31,254,687.74","-29,123,829.35","-16,454,487.34","42,930,508.72","-18,795,678.15","-6,277,870.60","-12,979,697.31","14,471,512.53","-36,934,713.13"
分配股利、利润或偿还利息支付的现金,"18,122,922.43","15,829,541.71","28,941,488.74","2,128,073.71","5,999,915.43","7,685,863.94","8,538,209.75","630,108.46","5,634,165.63","10,970,132.29","12,048,231.35","1,700,471.60","9,467,732.26","19,428,927.99","23,740,462.32","3,896,058.25","8,317,535.59","12,879,272.20","18,118,041.38","4,971,817.11"
收回投资收到的现金,,,,,,,,,,,,"48,000,000.00","37,000,000.00","34,000,000.00","20,000,000.00","19,000,000.00","22,000,000.00","22,000,000.00","30,000,000.00","19,223,604.58"
支付其他与筹资活动有关的现金,"266,668.72",,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,"8,206,416.03","9,206,758.24",,"4,166,307.48","12,293,602.97","12,669,452.49","115,587.50","5,880,869.56","9,959,879.62","17,109,573.05",
取得投资收益收到的现金,,,,,,,"792,840.77","142,419.18","239,452.07","315,716.99","554,993.26","276,311.64","405,796.58","603,192.29","731,650.75","326,913.31","419,912.12","425,698.36","453,227.38","343,794.71"
筹资活动现金流出小计,"122,389,591.15","102,829,541.71","147,941,488.74","39,128,073.71","103,699,915.43","219,685,863.94","270,038,209.75","630,108.46","25,634,165.63","49,176,548.32","91,254,989.59","2,306,709.10","57,927,707.82","223,252,663.62","163,644,207.62","6,345,974.40","100,802,925.12","261,157,769.63","315,391,177.94","66,274,696.42"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,060,192.90","652,981.76","7,531,707.78",,"57,000.00","86,500.00","243,496.04","230,000.00","357,984.00","872,984.00","903,254.82","254,500.00","462,500.00","462,500.00","8,534,500.00","35,805.00","35,805.00","57,125.00","66,044,778.39","37,000.00"
筹资活动产生的现金流量净额,"21,610,408.85","10,670,458.29","2,058,511.26","15,871,926.29","207,134,084.57","127,026,886.06","118,674,540.25","-630,108.46","34,365,834.37","48,280,264.16","71,734,837.58","52,240,997.09","126,343,598.37","128,768,642.57","137,377,098.57","8,654,025.60","21,461,736.28","17,225,301.38","26,838,005.21","-19,694,893.43"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"23,000,000.00"
四、汇率变动对现金的影响,,,"70,131.99","12,883.68","-7,810.17","120,035.82","1,962,303.37","-29,603.07","145,932.62","211,217.62","735,119.39","-44,818.20","-167,779.56","-425,541.36","-674,415.17","-268,196.52","164,394.39","265,239.32","1,854,979.64","-284,293.59"
收到其他与投资活动有关的现金,"700,000.00",,"312,650.00",,,"1,171,004.24","2,613,077.00",,"874,244.24","874,244.24","2,398,561.56","1,374,400.00","2,826,700.00","3,142,326.36","1,045,356.45","2,790,060.00","3,953,060.00","3,953,060.00","145,541,093.23",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,760,192.90","652,981.76","7,844,357.78",,"57,000.00","1,257,504.24","3,649,413.81","372,419.18","1,471,680.31","2,062,945.23","3,856,809.64","49,905,211.64","40,694,996.58","38,208,018.65","30,311,507.20","22,152,778.31","26,408,777.12","26,435,883.36","242,039,099.00","42,604,399.29"
五、现金及现金等价物净增加额,"10,531,369.10","-8,817,517.16","1,116,695.51","-13,928,769.55","187,771,227.40","67,863,825.65","51,332,942.79","-32,621,409.88","-50,430,062.88","-61,613,348.66","-71,358,054.61","-8,324,262.10","56,326,662.46","14,196,672.22","35,230,972.02","-6,587,759.05","-8,870,412.32","-36,232,409.72","150,976,618.51","-67,504,458.09"
购建固定资产、无形资产和其他长期资产支付的现金,"60,313,407.19","76,323,203.34","65,026,050.45","13,732,242.29","27,378,697.43","67,788,132.50","114,496,168.87","31,150,735.65","78,183,229.22","117,309,947.76","190,911,113.09","53,270,964.89","80,520,323.58","132,099,960.30","155,413,727.30","18,330,688.29","28,663,825.51","36,614,999.07","87,388,035.53","16,414,957.23"
期初现金及现金等价物余额,"39,903,145.52","50,434,514.62","41,616,997.46","42,733,692.97","42,733,600.56","42,733,692.97","42,733,692.97","94,066,635.76","94,066,635.76","94,119,242.76","94,066,635.76","22,708,581.15","22,708,581.15","22,708,581.15","22,708,581.15","57,939,353.17","62,259,256.60","62,259,256.59","57,939,553.17","211,324,499.00"
投资支付的现金,,,,,,,,,"14,200,000.00","27,300,000.00","50,000,000.00","25,900,000.00","900,000.00","3,800,000.00","19,300,000.00",,"21,963,624.00","22,663,624.00","2,809,057.63","22,480,000.00"
期末现金及现金等价物余额,"50,434,514.62","41,616,997.46","42,733,692.97","28,804,923.42","230,504,827.96","110,597,518.62","94,066,635.76","61,445,225.88","43,636,572.88","32,505,894.10","22,708,581.15","14,384,319.05","79,035,243.61","36,905,253.37","57,939,553.17","51,351,594.12","53,388,844.28","26,026,846.87","208,916,171.68","143,820,040.91"
