科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"378,717,160.77","388,572,737.29","399,943,876.40","83,839,430.69","187,404,017.82","290,449,201.80","409,989,033.27","108,944,370.39","221,955,250.23","359,289,804.59","519,285,208.68","99,008,078.83","227,450,996.03","396,771,888.05","574,878,364.56","115,561,072.54","265,800,600.90","444,204,053.08","631,444,520.67","715,093,131.64"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"43,552,186.23",
收到的税费返还,"513,683.36","5,453,908.77","394,142.24",,,,,"166,156.70","1,235,436.07","1,763,270.58","2,219,155.42","532,379.14","1,457,281.23","2,989,855.99","5,570,176.04","1,106,306.98","3,664,853.73","6,911,077.10","9,993,852.47","22,279,273.17"
支付其他与投资活动有关的现金,,"512,051.80",,,,"112,500.00",,,,,,,,,,,,"7,900,513.40","477,698.48","14,300,000.00"
收到其他与经营活动有关的现金,"5,992,687.09","1,185,145.11","1,124,643.10","8,115,634.98","5,791,211.63","5,094,850.95","2,559,819.40","3,639,508.31","5,098,353.66","9,563,108.36","12,026,501.34","12,476,324.14","5,511,834.52","2,608,129.47","4,874,430.12","6,397,271.62","10,951,501.44","5,725,296.62","19,176,105.95","8,216,658.53"
投资活动现金流出小计,"60,313,407.19","76,835,255.14","65,026,050.45","13,732,242.29","27,378,697.43","67,900,632.50","114,496,168.87","31,150,735.65","92,383,229.22","144,609,947.76","240,911,113.09","79,170,964.89","81,420,323.58","135,899,960.30","174,713,727.30","18,330,688.29","50,627,449.51","67,179,136.47","134,226,977.87","53,194,957.23"
经营活动现金流入小计,"385,223,531.22","395,211,791.17","401,462,661.74","91,955,065.67","193,195,229.45","295,544,052.75","412,548,852.67","112,750,035.40","228,289,039.96","370,616,183.53","533,530,865.44","112,016,782.11","234,420,111.78","402,369,873.51","585,322,970.72","123,064,651.14","280,416,956.07","456,840,426.80","660,614,479.09","745,589,063.34"
投资活动产生的现金流量净额,"-57,553,214.29","-76,182,273.38","-57,181,692.67","-13,732,242.29","-27,321,697.43","-66,643,128.26","-110,846,755.06","-30,778,316.47","-90,911,548.91","-142,547,002.53","-237,054,303.45","-29,265,753.25","-40,725,327.00","-97,691,941.65","-144,402,220.10","3,822,090.02","-24,218,672.39","-40,743,253.11","107,812,121.13","-10,590,557.94"
购买商品、接受劳务支付的现金,"247,762,221.67","245,220,464.79","253,658,412.00","80,237,713.34","133,196,747.36","198,351,250.18","263,368,537.58","84,763,204.09","161,359,551.24","242,505,055.76","298,528,041.93","113,237,564.09","196,204,978.22","316,497,850.30","416,156,661.45","104,981,329.54","213,214,621.92","361,585,376.30","509,077,835.56","437,149,996.71"
吸收投资收到的现金,,,,,"185,834,000.00","211,712,750.00","211,712,750.00",,,"788,200.00","5,010,700.00",,"2,250,000.00",,,,,,,
