科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"49,029,813.70","32,666,153.44","38,501,787.56","214,399,302.42","175,317,668.13","130,773,344.30","175,833,217.56","111,513,937.62","79,701,635.78","191,505,615.82","224,963,542.29","197,025,947.79","200,590,626.58","194,760,969.30","114,368,466.77","120,987,913.71","142,610,895.95","161,935,388.61","125,854,382.76","151,273,974.04","81,586,371.95","81,832,859.49","89,754,660.32","106,526,322.81","52,963,687.55","60,507,818.84","136,716,586.00","83,139,583.22","124,211,560.39","149,642,660.96","142,979,901.05","119,725,850.39","139,452,760.28","124,861,072.39","157,789,078.73","119,388,861.31","176,107,326.17","164,646,952.65","295,963,970.13","360,741,644.65","124,324,174.56","160,589,580.16"
短期借款,"195,500,000.00","218,500,000.00","227,000,000.00","171,500,000.00","184,000,000.00","204,000,000.00","240,500,000.00","207,500,000.00","185,500,000.00","213,000,000.00","264,000,000.00","203,500,000.00","246,000,000.00","269,000,000.00","281,500,000.00","350,000,000.00","396,000,000.00","625,000,000.00","621,000,000.00","609,500,000.00","555,500,000.00","609,187,460.60","636,095,792.31","425,108,279.17","441,249,473.17","457,329,792.70","518,222,658.70","510,000,000.00","475,000,000.00","621,706,696.00","556,139,458.80","570,572,896.00","350,683,766.95","411,000,000.00","504,000,000.00","465,000,000.00","481,000,000.00","446,590,749.40","584,062,782.92","607,886,425.07","424,150,000.00","355,150,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,"795,700.00",,"362,400.00",,,,,,,,,,,,,,,,,,,,,"21,467,537.15"
交易性金融负债,,,,,,,,,,,,,,,,,,,,"374,200.00",,,,,,,,"150,800.00","149,300.00",,,,,,,,,,,,,
应收票据,"36,801,425.02","59,542,186.46","48,659,421.00","47,809,286.40","38,064,405.42","58,694,479.51","73,522,144.68","90,589,240.02","89,323,859.08","140,328,340.80","115,461,584.44","129,505,495.12","131,779,515.88","195,402,461.27","220,548,213.10","140,121,776.40","147,280,353.90","210,773,914.89","189,930,767.56","216,442,381.28","239,977,141.68","223,000,483.17","255,499,897.31","283,141,641.41","301,858,479.74","266,497,172.82","246,392,479.94","278,327,436.54","282,702,152.25","307,305,481.34","215,449,525.46","291,770,687.75","316,135,254.14","347,642,791.06","360,013,667.95","359,291,194.42","405,705,899.25","437,847,860.86","405,974,871.92","415,954,576.91","406,983,135.95","424,677,525.67"
应付票据,"56,795,000.00","58,200,000.00","61,000,000.00","96,550,000.00","93,650,000.00","74,450,000.00","87,000,000.00","93,000,000.00","90,000,000.00","84,200,000.00","73,500,000.00","78,320,000.00","83,450,000.00","88,050,000.00","102,450,000.00","118,400,000.00","122,100,000.00","136,153,000.00","158,053,000.00","141,637,623.50","132,850,668.00","153,172,111.28","181,717,239.73","181,374,491.10","160,338,814.84","163,755,320.57","189,950,146.48","209,658,866.46","239,111,776.05","260,755,934.18","226,896,798.35","246,435,142.00","292,255,195.58","254,284,186.94","230,322,066.78","231,157,052.90","251,718,495.37","228,843,217.49","249,075,258.49","218,677,675.30","318,773,982.80","321,169,941.70"
应收账款,"257,604,642.98","274,515,913.62","288,733,521.16","335,996,155.94","380,704,443.21","430,601,818.67","438,968,098.11","454,602,963.20","483,373,729.39","484,465,998.80","515,464,776.95","527,815,452.33","602,005,428.91","575,823,347.47","655,034,188.47","730,605,841.83","730,758,744.06","770,078,526.82","837,149,380.34","900,296,695.10","902,516,270.88","944,922,505.69","1,012,228,895.90","1,034,537,916.60","1,078,912,828.02","1,188,088,262.18","1,342,419,881.56","1,414,928,574.98","1,429,244,901.73","1,654,904,998.27","1,909,338,356.14","2,060,186,499.03","2,143,250,330.48","2,132,129,075.13","2,174,955,707.92","2,126,140,906.78","2,053,025,352.33","1,904,587,780.36","1,957,281,307.34","1,831,874,934.09","1,748,971,080.86","1,623,654,180.27"
应付账款,"83,664,701.32","102,839,696.38","111,972,195.22","131,159,843.70","161,997,339.71","158,812,629.06","163,015,250.25","166,900,289.31","167,258,968.16","215,359,254.72","268,889,971.47","261,142,582.68","280,716,059.94","349,667,757.05","392,548,640.23","399,201,790.75","436,565,268.12","525,742,960.93","511,398,217.50","592,022,041.85","656,310,013.68","704,893,399.81","759,532,347.26","764,935,899.87","765,703,941.49","817,550,331.58","854,948,221.21","835,104,264.37","895,577,615.39","993,584,163.56","1,066,233,996.93","1,067,290,948.43","1,045,381,216.29","1,049,772,922.99","1,041,511,494.28","939,109,640.79","907,790,760.50","889,707,792.90","869,717,509.13","850,546,720.93","942,537,620.00","829,430,676.30"
预付款项,"30,038,603.75","32,165,571.33","23,188,783.91","44,390,852.03","36,901,831.44","56,995,407.41","56,988,214.34","56,248,535.40","58,679,079.44","41,636,553.93","71,734,748.46","81,572,799.39","47,440,402.58","39,767,653.17","93,099,197.82","36,390,837.67","48,925,523.93","37,490,173.76","32,777,143.85","55,313,837.65","54,926,132.06","40,143,115.12","45,842,227.32","40,365,752.16","67,043,927.23","49,078,472.88","56,150,600.91","44,637,918.43","53,661,814.81","42,481,955.03","50,760,924.61","35,824,338.26","43,638,630.87","29,724,709.85","31,009,325.44","37,618,588.53","49,101,470.90","37,626,921.51","50,613,707.78","93,383,667.00","227,526,866.01","38,668,002.32"
预收款项,"9,437,784.74","9,345,060.87","17,214,323.85","25,190,919.85","27,165,514.46","13,590,784.89","8,981,192.77","11,387,219.23","9,504,836.92","7,624,834.87","6,857,032.64","11,583,722.64","8,878,705.69","11,413,317.96","12,949,221.24","24,275,241.55","23,453,885.42","16,733,795.40","16,848,672.69","17,355,470.88","20,522,311.93","16,202,910.66","14,182,307.30","16,947,939.80","11,934,029.39","11,701,245.67","18,869,072.09","24,922,462.75","11,833,186.28","38,428,339.97","25,830,785.82","28,528,935.73","36,363,458.89","31,553,376.38","37,632,625.46","27,609,268.90","38,045,984.96","15,606,837.94","22,321,619.85","32,215,904.77","50,154,368.06","54,243,467.27"
