科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"204,439,321.61","220,701,669.49","338,187,766.77","83,674,407.36","179,170,860.18","272,705,732.24","385,500,165.01","91,512,428.22","197,127,409.83","298,798,306.02","428,966,683.84","110,947,177.74","223,209,409.52","356,284,658.90","501,707,605.39","113,760,653.28","249,630,053.40","378,218,457.58","517,749,489.51","109,689,765.93","232,197,482.51","352,590,455.88","488,472,949.00","113,672,967.01","230,939,964.07","362,669,424.62","527,717,788.48","142,499,055.27","326,906,513.93","586,703,968.63","853,608,371.88","249,704,290.43","502,561,476.70","767,361,963.04","1,016,347,696.22","254,620,503.63"
二、营业利润,"21,952,918.20","32,442,111.72","43,514,756.05","11,065,066.36","26,740,536.25","37,352,661.80","50,996,561.00","16,447,411.79","34,658,055.23","48,105,299.99","59,621,046.25","11,636,216.64","25,136,026.99","44,150,309.22","56,970,233.25","11,100,166.27","29,533,216.89","41,987,086.84","56,216,814.71","13,348,240.76","31,914,093.16","50,347,504.67","63,520,145.99","20,110,112.30","42,442,531.98","58,163,596.83","63,946,487.65","5,018,572.70","19,765,403.88","56,471,418.98","49,937,102.54","27,457,351.90","50,173,522.87","87,449,256.86","107,955,066.16","52,682,152.57"
减:营业成本,"157,326,177.36","156,353,696.47","255,255,012.03","62,382,462.43","136,438,954.51","210,188,001.47","293,710,631.90","65,463,832.27","144,571,512.25","219,267,583.99","314,838,197.44","84,701,667.28","165,729,656.01","261,339,059.28","366,086,528.62","84,986,675.86","181,592,386.65","276,426,636.32","371,233,718.61","78,264,389.53","159,772,368.55","242,621,132.04","324,875,076.48","73,210,129.32","149,822,053.59","241,230,887.05","355,184,313.97","114,588,933.14","253,571,366.92","440,989,468.85","631,947,721.30","182,252,968.84","358,818,632.13","540,570,807.26","695,998,699.56","142,792,646.36"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"851,364.61","897,108.23","1,496,794.58","137,450.37","464,656.51","764,704.51","1,187,556.55","245,766.46","880,280.40","1,307,811.63","1,659,064.46","361,576.76","1,063,311.10","1,387,890.17","1,715,979.08","254,731.03","695,496.65","1,251,779.68","1,669,752.76","388,826.53","852,015.60","1,325,971.33","2,148,249.80","728,132.49","1,179,962.44","1,804,896.96","4,154,200.17","915,323.04","2,370,010.65","4,358,184.52","7,319,269.71","2,095,692.41","4,840,629.71","8,010,659.73","10,776,322.64","2,793,839.61"
营业外收入,"3,341,985.56","2,381,940.09","2,546,007.37","2,000.00","49,648.00","246,483.00","951,985.89","223,753.73","4,046,072.25","12,560,301.29","10,095,032.27","196,438.60","1,134,492.77","1,330,145.35","1,566,053.22","223,560.00","672,774.00","1,069,106.87","1,819,952.49","350,177.32","961,451.65","1,500,054.99","2,056,129.36","795,975.00","1,706,883.83","2,456,919.67","2,904,275.51","455,327.02","1,825,765.84","2,398,485.31","3,460,236.90","672,996.82","1,392,041.65","2,141,165.14","737,530.58","258,920.92"
销售费用,"10,277,377.01","15,234,198.56","18,406,602.70","4,251,234.37","8,137,422.27","13,223,282.26","21,926,805.32","6,221,349.46","11,330,687.30","17,957,339.31","29,303,648.62","6,989,127.58","16,055,309.59","24,959,642.72","38,227,132.55","8,779,371.38","18,214,087.17","27,644,889.94","42,019,313.91","7,563,997.42","17,693,842.23","28,038,426.70","46,274,528.17","9,504,734.78","20,144,194.50","31,151,240.52","48,646,626.29","9,242,861.89","19,905,442.88","33,096,674.06","58,208,775.17","10,219,033.45","23,371,838.13","43,014,612.07","64,025,153.98","14,588,661.70"
减:营业外支出,"14,675.54","59,335.23","16,652.72",950.80,950.80,"36,730.32","36,730.32","1,757.74","54,404.89","3,024,641.64","65,295.72","10,585.39","55,633.49","125,457.14","122,764.83","13,064.01","13,088.39","205,023.38","784,312.02","3,000.00","3,000.00","772,377.71","929,618.63","3,009.84","10,194.45","15,631.29","66,360.84","2,522.37","7,617.07","28,540.27","108,470.44","60,754.70","322,883.42","344,371.46","1,434,401.66","1,185,586.18"
管理费用,"11,230,782.35","13,153,766.74","16,474,323.94","3,895,240.07","6,960,032.03","12,856,934.86","19,916,072.43","5,727,108.78","10,662,016.23","19,067,890.42","31,308,644.87","7,695,779.68","16,343,136.12","26,541,722.93","41,890,067.39","10,794,764.11","22,755,330.35","34,803,125.36","50,047,606.85","11,359,852.13","22,719,681.13","34,945,759.05","52,098,078.64","10,590,139.40","19,508,973.67","29,338,358.65","54,876,812.60","13,163,734.20","28,713,949.99","47,180,384.50","88,679,722.79","24,231,464.86","53,650,997.07","41,444,859.48","60,651,441.05","32,680,533.16"
其中:非流动资产处置净损失,,,,,,,,,,,"21,091.83",,"2,692.31","53,515.96","50,823.65",,,"-74,012.84","359,615.92",,,"635,713.13","648,638.37",,,"5,436.84","6,166.39","2,122.37","4,217.07","23,140.27",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,997,796.84","945,439.20","2,806,284.68","890,929.62","-1,269,156.50","-3,933,641.93","-6,899,984.42","-3,432,968.46","-6,488,293.66","-8,982,954.27","-10,999,618.22","-2,191,681.75","-3,560,224.80","-5,218,317.13","-7,278,495.15","-1,791,681.69","-3,404,398.57","-5,066,961.52","-6,859,032.27","-1,371,933.13","-2,116,353.65","-6,239,349.26","-8,144,796.89","-564,068.18","-3,092,164.66","-3,130,621.23","-6,989,947.88","494,264.83","2,498,931.94","4,268,458.20","5,619,999.21","4,548,190.31","819,280.89","-1,931,229.19","-1,676,310.16","878,476.75"
三、利润总额,"25,280,228.22","34,764,716.58","46,044,110.70","11,066,115.56","26,789,233.45","37,562,414.48","51,911,816.57","16,669,407.78","38,649,722.59","57,640,959.64","69,650,782.80","11,822,069.85","26,214,886.27","45,354,997.43","58,413,521.64","11,310,662.26","30,192,902.50","42,851,170.33","57,252,455.18","13,695,418.08","32,872,544.81","51,075,181.95","64,646,656.72","20,903,077.46","44,139,221.36","60,604,885.21","66,784,402.32","5,471,377.35","21,583,552.65","58,841,364.02","53,288,869.00","28,069,594.02","51,242,681.10","89,246,050.54","107,258,195.08","51,755,487.31"
资产减值损失,"-197,094.76","1,675,348.57","233,992.79","1,052,024.14","1,698,415.11","2,253,789.27","4,662,522.23","839,927.92","1,513,152.08","2,075,334.95","3,235,700.42","1,754,491.55","2,442,194.51","3,124,351.71","4,096,159.65","-363,373.68","243,934.26","1,171,900.96","3,421,314.94","136,392.69","1,361,835.49","1,551,011.35","7,892,450.37","170,362.20","1,926,559.19","7,065,586.51","12,664,381.64","763,123.54","2,036,485.91","2,294,457.76","15,126,108.54","-386,283.25","14,165,086.51","13,554,370.37","36,019,930.38","411,067.63"
