科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"55,457,777.01","75,983,891.80","120,704,794.05","9,733,723.45","21,280,512.72","28,329,767.51","98,685,809.99","22,706,672.99","54,910,547.94","77,533,682.79","117,346,667.11","22,123,116.10","57,225,461.06","67,321,839.19","159,284,990.65","33,520,809.65","106,471,342.23","169,176,438.43","281,470,019.72","60,308,980.17","107,978,483.62","167,623,749.58","258,914,983.40","45,341,155.48","75,053,317.49","121,263,608.46","284,579,978.36","53,570,147.73","123,872,583.35","194,061,525.78","321,385,588.68","46,121,100.16","129,845,130.36","216,155,776.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","37,000,000.00","70,000,000.00","100,000,000.00","128,750,000.00",,,,,,,
收到的税费返还,"4,615,857.62","2,970,387.76","8,363,679.19","4,691,931.50","4,895,469.98","3,765,780.27","6,387,061.47",,,,"6,121,348.41","3,621,493.38","5,689,450.82","11,258,661.08","16,056,592.25","4,283,275.25","15,681,782.02","20,142,135.29","23,823,500.04","3,337,252.15","11,480,243.19","15,150,213.11","17,785,821.10","350,582.39","2,999,358.28","3,012,921.85","3,384,633.47","3,243,847.59","4,740,007.21","5,352,960.96","10,298,829.63","1,668,379.14","6,513,828.50","7,735,932.11"
支付其他与投资活动有关的现金,,,,,,"477,296.10","500,000,000.00",,"48,000,000.00","600,245,000.00","583,515,500.00","336,263.89","71,172,321.16","498,595,315.04","555,182,215.91",,,"323,040,850.00","323,040,850.00","224,840,850.00","224,840,850.00","224,840,850.00","60,000,000.00",,"60,000,000.00","70,000,000.00","24,351,120.87",,,,,,,
收到其他与经营活动有关的现金,"8,275,462.80","5,534,162.64","4,300,231.98","1,000.00","6,015,869.59","8,745,467.53","12,078,453.88","424,469.68","4,945,266.12","16,288,225.50","9,640,168.99","367,382.85","2,493,474.39","6,025,259.26","13,018,393.21","327,590.51","2,397,061.88","4,303,790.23","42,929,658.90","6,537,400.96","9,294,516.96","18,472,420.52","37,932,991.44","7,808,721.11","18,655,838.07","66,095,768.40","31,225,058.65","5,848,693.68","11,516,354.29","17,543,868.77","22,618,611.23","3,265,079.40","6,063,048.93","17,751,006.55"
投资活动现金流出小计,"1,546,358.85","12,477,789.35","4,521,801.17","213,764.23","338,815.13","3,251,785.77","511,049,247.43","1,830,158.67","58,735,376.12","612,325,714.57","605,523,132.88","14,821,488.85","88,199,344.16","521,126,689.29","579,698,166.68","26,449,274.91","78,225,733.85","426,428,914.31","559,119,745.00","235,035,138.91","247,250,269.56","394,196,923.06","301,142,074.06","57,097,719.08","165,436,542.33","218,345,337.28","248,118,535.12","17,727,321.38","34,736,400.85","52,373,510.88","53,234,086.34","8,537,356.61","18,605,031.80","25,776,493.73"
经营活动现金流入小计,"68,349,097.43","84,488,442.20","133,368,705.22","14,426,654.95","32,191,852.29","40,841,015.31","117,151,325.34","23,131,142.67","59,855,814.06","93,821,908.29","133,108,184.51","26,111,992.33","65,408,386.27","84,605,759.53","188,359,976.11","38,131,675.41","124,550,186.13","193,622,363.95","348,223,178.66","70,183,633.28","128,753,243.77","201,246,383.21","314,633,795.94","53,500,458.98","96,708,513.84","190,372,298.71","319,189,670.48","62,662,689.00","140,128,944.85","216,958,355.51","354,303,029.54","51,054,558.70","142,422,007.79","241,642,714.77"
投资活动产生的现金流量净额,"-1,546,358.85","-12,475,389.35","-4,452,801.17","-213,764.23","-338,815.13","-2,903,890.43","-511,049,247.43","-1,825,158.67","452,714,623.88","-100,875,714.57","-90,293,058.05","-7,463,461.07","-7,461,317.32","-3,751,466.53","23,812,037.45","-7,949,422.75","191,960,702.87","147,684,239.28","14,982,682.08","91,857,991.09","230,716,723.01","91,082,667.56","29,369,910.14","2,902,280.92","-105,386,542.33","-147,551,353.12","-167,307,929.88","-12,777,321.38","16,385,762.31","928,652.28","63,165,279.73","-2,737,356.61","-12,805,031.80","-19,974,545.05"
购买商品、接受劳务支付的现金,"21,002,090.02","25,717,480.73","24,563,375.14","6,782,129.23","17,024,574.47","22,230,170.89","43,591,107.52","13,428,346.70","23,648,090.33","39,144,360.67","59,003,729.16","10,024,180.28","40,668,236.90","35,032,115.02","55,286,871.56","16,116,427.46","59,943,416.27","84,579,652.24","73,530,744.78","24,206,192.13","37,066,804.62","71,558,283.22","112,488,966.56","9,946,752.80","7,935,112.39","37,132,086.20","94,713,340.81","48,458,146.46","56,687,659.50","100,200,947.04","174,566,357.61","60,761,461.19","135,710,837.86","198,959,934.21"
吸收投资收到的现金,,,,,"653,432,000.00","653,432,000.00","653,432,000.00",,,,,,,,,,,,,,,,"2,000,000.00",,,,"25,000,000.00","4,000,000.00","4,000,000.00","41,021,480.00","41,021,480.00","31,826,970.00","31,826,970.00","31,826,970.00"
