科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"609,228,522.89","477,737,609.11","620,152,390.77","143,165,621.99","222,251,885.12","373,832,992.10","662,260,442.02","130,628,814.40","297,231,452.32","489,797,775.54","637,146,932.45","157,330,419.68","413,196,947.69","595,091,479.16","767,866,465.65","220,284,172.37","514,498,048.56","727,907,555.73","934,534,577.07","331,687,091.70","517,574,905.18","764,692,001.35","1,196,058,366.45","266,239,196.38","577,868,058.26","850,022,166.01","1,345,371,036.27","369,389,442.22","811,333,483.10","1,177,414,543.25","1,426,184,610.94","417,842,738.66","885,515,797.81","1,174,297,263.20","1,498,504,910.68","380,870,704.53"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"6,249,591.99","840,004.27","1,627,521.33","3,022,871.55","4,772,460.30","6,729,243.72","9,098,358.14","5,025,539.67","7,568,663.00","8,789,851.12","12,699,507.55","6,745,385.68","7,754,536.20","12,555,277.34","12,603,384.67","3,943,090.24","13,347,005.69","21,475,679.00","21,674,852.22","7,932,611.13","14,791,512.74","15,022,712.02","14,950,471.40","8,604,565.15","11,148,081.11","13,702,635.56","12,883,277.71","7,377,203.46","11,760,705.12","12,563,622.07","16,902,942.55","5,079,995.79","6,971,993.01","12,009,809.85","18,231,221.34","8,212,945.24"
支付其他与投资活动有关的现金,"9,489,000.00","31,422,300.00","23,802,006.00","89,123.50","52,636,642.40","99,829,669.00",,"1,421.00",,,,,"50,000,000.00","46,000,000.00","18,000,000.00",,"20,000,000.00","20,000,000.00",,,,,,,"94,000,000.00","94,000,000.00","27,000,000.00",,,,,,,,,
收到其他与经营活动有关的现金,"4,725,865.20","12,220,998.77","11,666,203.81","5,298,785.62","9,037,643.96","13,649,658.35","21,298,787.98","16,352,034.27","21,479,906.27","22,623,968.96","22,124,147.34","2,468,224.21","6,938,859.48","13,137,877.93","21,170,064.14","5,971,114.44","11,758,056.01","14,695,370.84","16,857,245.22","1,177,109.15","7,447,065.64","12,621,488.88","20,696,409.66","6,575,115.21","16,758,880.34","25,237,266.28","28,028,511.29","8,320,938.24","14,432,788.23","22,472,624.70","30,219,004.80","14,370,614.86","20,123,818.40","64,678,824.98","81,929,374.59","15,472,055.05"
投资活动现金流出小计,"32,902,320.59","86,396,739.29","205,731,407.88","52,880,493.29","120,587,048.00","227,544,604.80","174,792,988.72","13,061,457.95","23,501,625.56","34,348,370.34","57,585,371.69","20,750,458.98","91,572,117.15","111,836,917.45","107,952,838.19","40,492,632.11","68,859,120.50","95,466,036.99","89,657,861.44","14,511,678.65","20,973,984.27","38,834,436.43","94,495,647.49","28,600,274.52","231,732,791.21","430,811,846.71","598,270,762.23","72,004,318.71","125,930,661.41","183,358,066.33","235,802,112.15","77,518,980.63","145,441,053.30","247,654,534.71","208,484,058.45","54,486,861.15"
经营活动现金流入小计,"620,203,980.08","490,798,612.15","633,446,115.91","151,487,279.16","236,061,989.38","394,211,894.17","692,657,588.14","152,006,388.34","326,280,021.59","521,211,595.62","671,970,587.34","166,544,029.57","427,890,343.37","620,784,634.43","801,639,914.46","230,198,377.05","539,603,110.26","764,078,605.57","973,066,674.51","340,796,811.98","539,813,483.56","792,336,202.25","1,231,705,247.51","281,418,876.74","605,775,019.71","888,962,067.85","1,386,282,825.27","385,087,583.92","837,526,976.45","1,212,450,790.02","1,473,306,558.29","437,293,349.31","912,611,609.22","1,250,985,898.03","1,598,665,506.61","404,555,704.82"
投资活动产生的现金流量净额,"-29,591,522.86","-75,840,613.45","-174,200,532.14","-52,809,963.29","-96,661,785.00","-200,419,341.80","-172,333,214.24","-13,042,357.95","-23,476,725.56","-34,320,137.94","-36,473,369.65","-20,750,458.98","-91,416,077.15","-111,354,036.67","-103,869,385.02","-22,069,392.06","-30,411,258.95","-57,010,775.44","-45,661,166.32","-14,359,728.65","-20,798,174.27","-38,654,426.43","-86,240,990.01","-28,600,274.52","-181,060,216.69","-375,814,615.48","-395,659,226.03","-70,192,403.35","-123,853,437.98","-181,273,461.90","-207,588,704.47","-77,462,550.63","-145,307,033.30","-246,856,183.01","-207,243,655.29","-54,242,861.15"
购买商品、接受劳务支付的现金,"410,530,306.86","199,220,483.75","353,915,799.59","95,038,891.93","195,803,253.88","294,456,329.04","509,291,438.25","102,568,330.73","223,906,332.48","330,791,668.53","344,954,868.03","121,327,653.30","293,060,898.56","456,275,311.83","485,307,403.10","157,127,302.68","333,014,580.85","483,977,963.57","569,264,425.11","238,299,881.99","321,479,037.91","487,711,962.45","691,783,629.98","169,660,482.78","367,046,680.08","520,133,874.02","765,845,031.62","253,715,221.32","528,071,835.67","753,262,741.56","772,505,895.20","247,159,251.07","555,136,153.50","656,506,469.67","807,872,840.73","323,749,022.22"
吸收投资收到的现金,,"3,000,000.00","16,975,000.00",,"329,157,660.00","329,157,660.00","329,157,660.00",,,,,,"7,441,500.00","7,441,500.00","7,441,500.00",,,,,,,,,"822,259,987.60","822,259,987.60","822,259,987.60","820,052,440.44",,,,,,,,,
支付给职工以及为职工支付的现金,"43,097,623.02","55,870,194.23","90,820,097.10","30,143,375.36","58,114,251.55","80,412,678.74","118,078,617.11","34,409,692.82","63,283,189.03","88,412,500.69","123,719,745.98","35,298,931.32","68,490,455.19","99,877,555.22","143,264,573.87","46,945,749.48","83,782,388.67","116,672,637.78","158,019,854.28","45,976,594.37","87,129,998.42","122,925,146.53","177,322,936.49","52,856,626.39","104,880,027.52","151,633,233.26","248,198,352.16","72,947,240.57","138,321,225.68","194,700,305.55","292,040,776.91","76,813,300.58","153,931,091.50","219,862,668.42","300,962,375.62","76,877,634.24"
取得借款收到的现金,"217,360,000.00","181,600,000.00","316,000,000.00","115,082,086.94","407,000,000.00","462,000,000.00","547,000,000.00","139,700,000.00","305,700,000.00","544,400,000.00","592,400,000.00","92,000,000.00","123,000,000.00","341,000,000.00","411,800,000.00","115,800,000.00","261,800,000.00","374,800,000.00","404,800,000.00","162,000,000.00","338,000,000.00","422,000,000.00","775,000,000.00","1,000,000.00","1,000,000.00","53,000,000.00","206,000,000.00","66,000,000.00","106,000,000.00","217,000,000.00","350,000,000.00","90,000,000.00","141,000,000.00","402,000,000.00","568,000,000.00","90,000,000.00"
支付的各项税费,"34,020,492.33","33,880,183.37","42,657,297.27","7,797,886.59","22,469,969.01","37,280,995.10","38,166,118.64","10,569,143.79","30,212,734.23","38,121,667.83","48,063,321.89","7,595,565.22","19,492,879.41","28,889,165.55","47,737,903.29","12,762,066.89","32,710,384.51","44,405,577.71","60,844,911.44","9,556,770.50","33,256,449.53","56,674,700.16","75,223,238.69","19,690,142.66","54,809,858.43","75,218,119.76","102,892,592.49","39,146,721.47","69,223,008.14","93,367,680.78","102,229,466.91","32,587,268.26","89,146,198.57","104,826,669.64","112,337,921.16","16,404,087.66"
收到其他与筹资活动有关的现金,,,"14,004,648.50",,"78,946,340.00","79,773,912.41","85,475,000.00","510,928.25","2,215,200.00","13,573,717.31",,,,,,,,,"310,245.33",,,,,,,,"10,000,000.00",,,,,,,,,
