科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"208,629,863.91","498,241,679.14","834,684,070.62","1,031,271,655.74","183,324,750.55","490,619,212.93","848,861,749.65","1,029,334,662.87","218,388,730.89","552,426,188.58","928,559,504.01","1,095,421,065.56","185,175,191.44","442,568,962.06","790,287,350.29","908,717,705.73","183,474,958.49","456,795,094.64","758,247,984.10","880,383,577.94","159,340,156.13","388,719,833.16","603,724,281.62","690,594,463.75","163,389,982.31","379,799,221.87","667,819,974.66","796,306,504.88","152,850,352.86","409,388,347.97","723,834,920.95","829,008,363.38","159,343,830.92","405,350,989.81","651,547,889.56","751,548,181.38","126,257,037.95","308,617,751.58","517,483,665.58","617,578,980.23","115,461,657.82","293,530,881.82","496,260,545.17","569,027,210.08","117,452,713.93","295,550,530.45","495,774,165.61","551,593,644.89","125,124,902.54"
二、营业利润,"6,230,002.72","24,279,787.54","56,136,699.60","68,057,659.40","3,657,090.15","27,941,898.87","64,146,767.46","72,999,250.20","3,925,433.40","39,193,433.64","92,128,528.15","96,139,725.78","4,407,014.35","31,562,295.68","86,921,213.46","65,917,025.07","4,669,377.46","38,874,266.01","60,386,023.01","33,647,422.43","-27,427,496.09","-25,705,855.96","-33,918,095.11","-74,866,207.68","-18,794,373.59","-5,375,487.79","23,316,278.98","16,875,092.96","-22,602,941.94","260,007.75","33,608,964.36","22,048,588.03","-14,746,768.37","7,984,686.61","34,947,862.40","21,647,504.46","-18,975,145.92","-16,679,779.76","5,936,305.80","6,552,883.31","-14,386,911.64","-18,190,464.06","-17,369,740.39","41,371,048.66","-10,039,521.29","6,299,262.89","32,367,294.14","25,815,441.81","-5,982,257.56"
减:营业成本,"149,448,029.21","355,304,129.62","588,425,851.14","726,180,347.21","129,230,253.00","336,581,433.85","575,378,385.80","704,199,610.18","154,510,699.81","374,361,835.47","615,571,121.24","739,251,702.55","133,793,266.39","293,694,517.38","507,786,164.41","599,664,770.82","128,655,052.00","287,952,987.77","487,760,787.67","581,047,349.97","131,635,517.07","293,518,263.87","445,924,744.53","529,046,612.77","132,334,298.04","266,713,232.91","447,297,570.99","540,651,171.91","113,861,576.90","275,744,346.18","472,970,621.50","546,780,105.24","110,490,970.34","265,255,642.84","416,916,389.58","491,866,023.47","93,049,886.23","216,208,066.12","344,338,652.86","409,678,077.95","87,999,637.09","229,063,530.89","387,510,350.72","458,720,996.24","93,234,391.41","222,764,388.72","360,232,438.23","410,976,793.30","92,705,016.30"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"24,031,550.52","59,492,615.17","102,266,927.93","126,393,390.31","22,567,215.21","59,354,479.26","103,420,123.23","126,375,741.71","25,662,227.01","64,502,070.24","110,518,817.67","131,108,786.13","21,281,532.27","50,403,073.04","92,556,641.79","107,064,448.24","18,804,099.60","47,211,330.13","80,778,631.89","94,129,828.68","18,748,788.16","43,754,722.66","69,975,479.88","81,171,186.95","17,386,581.78","40,337,852.79","69,788,212.14","81,047,129.84","15,093,269.42","40,518,392.73","73,440,831.22","83,564,001.40","15,740,363.51","40,254,668.31","66,246,040.52","74,696,771.79","11,734,420.83","29,524,019.31","52,651,960.90","67,942,830.17","13,851,403.79","35,146,621.33","60,404,196.03","69,454,007.85","13,443,963.39","33,445,832.74","56,236,740.37","63,695,072.28","13,419,016.78"
营业外收入,"134,863.71","1,148,033.36","2,031,919.12","2,249,861.82","3,004,586.02","7,027,070.14","11,033,760.14","14,785,969.57","758,323.55","1,529,340.05","2,884,399.27","3,723,307.04","424,678.87","1,207,641.64","1,975,080.17","5,411,733.42","458,300.00","842,288.11","2,418,075.11","10,666,098.70","414,847.94","709,951.00","1,345,319.78","2,460,463.22","1,212,250.62","1,233,058.62","2,009,476.62","7,464,496.51","7,039,790.00","7,084,952.96","9,661,834.23","10,880,192.84","30,018.10","1,886,608.90","2,466,904.26","3,922,274.63","775,919.82","1,330,828.24","1,919,074.31","3,870,552.04","680,151.00","23,937,572.08","33,340,006.16","93,694.73","5,595.73","16,995.73","26,214.73","21,311.51","1,600.01"
销售费用,"13,440,509.78","32,452,149.45","46,012,629.56","62,645,309.09","12,663,545.77","33,390,439.08","57,578,964.10","65,795,736.67","17,200,661.84","41,281,330.02","63,319,790.87","72,194,443.23","13,039,790.87","35,556,003.76","58,563,005.29","79,895,778.87","16,333,852.57","53,217,513.03","89,152,700.25","122,912,829.35","22,958,644.52","48,125,168.73","80,528,938.90","97,986,224.50","20,415,731.27","48,713,506.58","84,810,665.55","103,672,315.73","26,872,526.83","61,300,994.91","99,519,224.63","120,281,591.02","26,323,482.45","58,093,547.60","87,686,284.88","108,897,771.59","20,641,405.27","47,063,942.29","70,003,975.99","85,972,968.92","14,175,015.50","23,570,031.38","36,254,210.02","44,002,969.83","7,123,673.94","14,878,741.73","21,856,364.40","27,433,618.14","8,784,383.30"
减:营业外支出,"23,164.31","24,816.07","122,981.34","179,704.99","13,018.00","132,542.50","197,542.50","785,217.71","30,455.45","46,474.61","277,856.74","549,917.55","127,357.43","127,380.07","306,376.39","630,622.30","9,205.00","13,929.17","45,006.36","96,063.54","20,132.27","242,165.22","240,989.72","141,960.93","6,000.00","10,948.24","84,505.92","110,322.63","58,452.90","66,122.05","66,190.05","86,190.05",,"25,729.03","35,729.03","78,804.71","4,284.16","4,284.16","4,286.32","10,094.30","3,587.29","36,885.42","238,410.13","759,781.64","20,000.00","20,000.00","20,000.00","311,920.54",535.50
管理费用,"14,479,290.57","25,018,870.69","39,778,485.94","49,800,993.73","15,003,059.33","33,129,018.22","47,989,269.60","60,192,389.84","16,957,773.05","32,600,756.81","47,181,868.55","57,600,022.94","13,518,168.88","32,793,725.69","46,842,180.17","59,386,738.80","16,002,263.69","30,911,426.69","44,026,276.95","57,214,785.53","14,894,173.03","31,356,488.10","46,429,292.49","58,543,837.82","18,387,356.19","31,720,629.58","46,635,269.32","60,828,622.36","20,682,977.39","34,521,310.13","49,322,353.93","63,750,777.71","23,709,838.49","38,417,094.58","52,642,747.55","65,440,178.62","21,606,483.34","35,354,059.69","49,801,752.96","58,976,733.56","14,852,289.89","25,283,372.22","37,618,739.54","48,785,594.19","15,688,833.79","28,452,890.41","39,318,361.32","44,767,596.27","13,987,362.02"
其中:非流动资产处置净损失,,,,"33,299.84",,,,,,,,"7,340.12",,,,"5,828.06",,,,"16,033.12",,"143,685.10",,577.07,,,,,,,,"7,347.19",,,,"13,833.86",,,,"5,924.48",,"26,749.40","26,749.40",,,,,,
