科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"207,274,442.90","301,811,204.45","313,384,909.47","162,794,906.01","239,721,213.03","323,534,201.35","72,287,554.94","173,931,015.80","287,274,302.73","390,631,160.28","75,175,454.40","208,927,808.22","340,591,310.15","468,203,296.76","119,941,667.11","234,879,362.68","338,975,750.60","467,372,748.16","93,195,076.41","198,633,100.64","304,950,143.01","404,625,770.48","87,908,480.90","169,605,131.34","268,491,337.40","361,803,802.48","79,017,140.21","143,689,375.43","222,582,297.16","326,101,428.28","193,237,973.24","765,758,453.75","902,401,644.81","885,516,751.09","100,330,814.25","120,055,760.33"
二、营业利润,"36,565,512.26","21,118,492.43","34,267,336.27","18,479,331.24","32,490,775.57","41,900,153.94","6,619,891.09","12,501,390.44","23,591,698.06","36,450,191.04","6,800,431.69","13,764,190.14","16,910,641.62","16,673,963.90","73,037.48","-92,570.15","754,065.26","5,471,749.16","3,447,127.06","4,953,353.45","3,202,366.22","-3,233,726.64","2,247,631.89","28,813,440.17","29,047,797.88","26,175,468.96","2,584,496.72","3,944,035.15","3,018,758.65","1,997,580.08","5,179,929.64","51,242,326.46","57,949,971.19","49,400,286.69","32,472,382.61","32,550,718.57"
减:营业成本,"148,486,537.60","234,970,654.16","231,689,476.98","117,117,640.66","170,168,618.67","226,423,984.40","53,840,557.73","135,322,122.54","222,060,443.59","296,725,769.13","57,346,327.23","163,552,552.10","276,504,147.51","376,341,338.86","100,068,704.32","189,600,191.10","273,495,391.85","371,985,425.12","70,059,277.96","153,136,668.26","234,074,459.66","312,681,337.73","67,839,634.28","132,709,813.42","209,731,766.12","281,047,677.81","59,522,517.03","105,724,396.28","167,799,960.21","246,079,772.52","167,331,192.89","661,963,602.81","761,058,885.44","768,003,615.57","62,231,216.94","67,738,041.46"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"825,906.53","695,990.64","2,412,173.77","1,514,554.36","2,221,049.60","2,975,679.48","327,796.17","563,214.27","1,428,547.15","2,224,582.81","560,549.70","1,153,343.05","1,559,013.39","2,454,739.21","302,856.38","800,869.86","1,473,456.14","2,420,682.28","472,667.93","1,462,221.34","2,642,210.12","3,449,535.42","262,500.76","872,176.78","1,406,091.37","2,679,325.68","438,080.97","1,298,972.89","2,033,905.25","6,276,905.83","1,725,037.44","3,598,922.31","5,944,601.86","5,958,358.53","70,609.56","264,181.20"
营业外收入,"636,048.00","2,104,879.40","4,231,105.00","4,511,195.33","4,562,195.33","8,129,662.00","7,113,000.00","7,177,000.00","7,178,167.25","12,224,067.25","1,731,758.39","4,351,338.39","7,578,313.42","16,922,646.94","5,174,607.00","8,934,604.63","9,018,105.10","8,859,591.06","771,130.46","1,425,850.93","2,053,324.29","12,525,959.08","1,252,625.14","3,189,795.76","4,011,746.46","7,002,630.26","1,442,148.14","16,029,004.89","17,621,270.33","19,902,063.82","815,431.96","3,103,918.65","4,085,329.96","15,759,465.85",,"71,589.54"
销售费用,"3,350,609.96","18,092,768.46","16,713,200.57","6,343,970.04","9,636,983.13","13,423,669.53","2,734,031.21","8,231,156.77","12,782,398.62","17,613,195.17","3,571,241.53","8,986,041.64","14,573,444.37","18,625,661.80","6,932,849.08","11,876,728.33","17,959,252.98","20,034,894.06","4,904,750.69","11,366,648.34","18,624,022.20","24,441,871.27","4,058,818.90","7,881,303.87","13,421,049.90","19,446,898.57","3,347,509.43","6,780,277.27","10,035,660.67","15,865,810.35","2,443,915.37","7,744,284.42","11,628,407.05","11,884,138.70",,
减:营业外支出,"281,953.22","66,639.43","51,619.93","253,190.00","278,190.00","278,190.00","500,000.00","500,751.66","530,826.66","500,802.05","500,000.00","519,008.55","539,424.36","522,097.49","505,770.00","708,288.05","758,527.13","764,993.88","66,081.74","125,984.37","125,984.37","210,390.57","404,000.00","437,491.07","496,003.89","2,126,056.98","11,809.50","144,725.98","147,277.54","204,643.60","540,000.64","574,920.63","585,336.61","10,829,340.83","503,002.68","507,674.96"
管理费用,"17,709,726.58","24,563,249.84","28,723,296.89","15,950,339.32","22,946,518.51","32,908,040.13","8,153,287.99","17,062,875.32","24,538,672.60","34,967,677.70","8,227,224.53","21,925,756.90","32,189,070.57","51,909,115.71","14,273,831.18","30,831,184.17","45,440,130.50","62,383,430.64","15,466,089.67","30,312,652.84","44,548,460.56","61,704,397.05","13,381,809.20","28,193,704.83","44,086,100.62","60,094,002.63","13,541,678.39","27,852,138.71","41,023,632.64","53,307,199.10","17,287,645.58","37,208,836.00","61,171,703.23","80,620,367.47","10,147,845.42","23,238,410.65"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"6,888.58","6,888.58","6,888.58",,,,,,"11,811.07","11,811.07","24,996.49",,"11,809.50","11,809.50","19,175.56",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
