科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"13,847,266.56","61,689,725.11","183,315,614.08","90,896,177.16","80,400,124.84","1,046,679,493.03","915,924,257.68","794,080,634.83","740,654,298.64","666,964,071.68","638,060,212.17","512,251,257.81","335,697,490.66","196,407,634.94","377,617,064.56","349,970,235.64","351,321,681.46","291,486,467.94","891,737,789.49","713,841,851.12","1,001,133,378.22","592,424,020.34","415,242,295.23","421,378,331.49","296,107,613.59","252,879,519.98","122,981,979.76","4,668,815,714.80"
短期借款,,"25,000,000.00",,,,,,,,,,,,,"80,000,000.00","80,000,000.00","280,000,000.00","230,000,000.00","230,000,000.00","230,000,000.00","430,000,000.00","100,000,000.00","100,000,000.00",,,"110,219,627.69","229,779,791.35","353,084,850.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"5,000,000.00","3,080,000.00","23,984,159.63","39,869,000.00","19,929,200.00","11,250,000.00","64,170,323.30","138,409,000.00","133,590,680.00","141,383,420.00","115,046,580.00","74,147,000.00","88,167,200.00","83,303,091.08","148,223,439.08","224,509,787.65","155,819,574.42","65,787,012.40","122,747,970.00","129,560,731.60","196,754,311.84","132,066,870.00","143,696,082.49","219,214,482.49","156,899,654.58","256,207,811.33","99,317,374.00"
应付票据,"12,820,863.15","27,000,000.00","37,070,000.00","12,770,900.00",,,"53,106,356.63","112,709,772.16","156,555,152.71","178,716,931.74","169,814,999.46","178,010,300.89","191,162,947.37","139,258,682.58","115,680,769.16","167,871,582.63","124,765,461.88","65,568,647.77","111,938,898.36","137,764,320.73","178,735,066.20","199,480,329.01","142,367,878.72","137,931,649.27","196,788,795.08","260,187,948.41","174,464,360.07","202,178,087.42"
应收账款,"31,617,768.57","100,596,862.38","171,543,403.35","160,865,903.22","327,256,625.20","266,911,445.70","440,584,994.21","527,801,778.19","695,049,179.33","641,785,776.19","806,608,194.82","973,158,291.06","1,143,760,499.30","1,072,164,474.45","1,281,719,636.62","1,286,404,753.63","1,247,069,177.75","1,292,141,169.84","1,350,863,026.40","1,366,642,208.91","1,338,458,954.84","1,167,295,176.71","1,260,034,455.75","1,111,701,325.67","1,079,240,066.36","1,022,651,531.12","1,344,797,290.69","1,325,970,347.58"
应付账款,"26,132,419.72","50,896,261.91","47,223,441.49","29,738,131.59","60,748,982.34","67,466,254.01","91,578,804.97","243,913,517.84","204,961,938.06","180,485,107.88","219,163,024.17","188,332,755.83","228,103,510.16","264,137,720.47","254,824,652.68","256,842,121.42","321,699,729.47","341,029,038.04","377,910,756.36","354,447,708.98","437,549,483.97","369,734,359.23","521,230,997.41","515,297,276.33","422,083,721.65","398,136,613.81","506,776,971.03","521,792,489.44"
预付款项,"46,471,655.10","89,330,245.58","92,994,325.43","120,913,585.81","72,494,863.27","126,776,169.94","157,924,044.54","192,492,416.04","74,964,639.70","112,616,182.12","148,478,411.67","94,413,703.51","81,082,798.97","80,717,023.63","70,984,811.65","78,636,289.95","66,035,391.64","133,860,873.25","348,447,772.71","206,637,594.73","186,078,257.97","216,277,392.52","216,202,131.96","239,981,274.60","251,778,229.54","341,764,381.78","307,731,430.50","540,602,370.94"
预收款项,"255,176,508.78","468,003,876.88","494,545,046.11","522,224,601.50","487,552,832.19","548,470,220.96","366,310,764.62","290,497,212.20","133,143,087.64","128,206,600.60","129,343,561.32","107,056,583.58","210,886,949.95","209,480,960.82","264,447,815.34","264,979,442.32","105,836,851.74","54,286,743.91","92,353,336.86","121,006,894.54","206,129,100.67","233,594,887.33","184,690,668.88","219,230,050.53","234,721,402.26","276,659,352.58","158,262,168.25","121,065,509.61"
其他应收款,"62,280,838.48","60,114,654.33","2,192,692.82","25,798,961.23","32,531,066.85","16,842,284.00","18,468,697.73","27,210,444.50","22,185,842.72","26,904,885.55","27,922,086.56","33,306,434.25","20,761,013.49","23,664,410.42","21,724,229.25","12,766,028.56","7,205,624.56","8,720,401.04","16,694,520.98","37,048,793.10","73,737,927.07","72,499,595.61","28,524,261.28","31,323,527.84","32,021,166.84","44,205,819.77","42,466,238.75","45,087,657.34"
应付职工薪酬,"640,036.23","1,127,467.18","4,719,306.88","3,549,933.32","4,570,991.63","3,434,083.19","4,331,970.21","5,439,370.72","5,582,776.04","5,030,656.07","7,621,782.96","5,836,775.91","5,927,262.30","5,922,523.83","7,286,361.46","7,449,858.63","7,962,193.88","7,819,414.90","8,624,606.92","8,497,545.62","8,255,414.34","6,992,145.86","8,798,243.94","8,526,291.38","10,459,054.88","9,316,594.32","10,518,623.78","9,619,933.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,643,081.63","30,333,020.37","10,935,674.02","-5,784,468.11","18,548,691.57","7,516,190.79","38,587,872.82","57,784,611.37","106,896,611.98","86,156,849.25","114,164,204.56","128,474,342.46","125,191,303.88","122,655,350.74","111,513,178.33","147,244,900.97","180,392,662.70","177,705,462.61","147,273,985.00","124,542,685.81","189,143,075.35","153,450,178.94","148,319,413.99","132,115,436.60","145,012,406.98","104,346,058.70","200,272,700.90","218,821,275.90"
应收利息,,,,,,,"6,726,777.47","9,813,678.33","13,468,767.49","18,041,608.00","1,216,950.00","101,062.50","3,663,103.37","3,524,090.87","6,074,216.91","7,193,888.00","2,791,318.75","3,971,068.75",,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"3,843,287.67","8,839,561.64","8,839,561.64","19,850,037.89",,,,"304,791.67","304,791.67","433,379.03","562,205.61"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"178,808,541.64","361,719,622.75","385,145,298.35","434,236,086.89","322,957,141.99","435,395,677.31","316,274,739.47","429,216,495.71","269,738,404.40","328,503,397.36","267,322,457.00","287,522,567.82","304,531,138.07","446,637,677.45","361,591,324.97","372,878,598.57","266,005,914.27","247,482,150.71","338,559,672.75","392,187,265.27","289,203,905.09","318,277,000.72","316,440,951.27","341,152,436.00","277,031,553.24","430,126,257.06","358,365,631.26","352,105,551.71"
其他应付款,"161,564.85","204,702.23","564,328.17","2,663,884.38","3,898,270.76","10,005,622.43","2,811,154.99","5,094,225.84","2,878,681.64","4,944,713.23","4,366,492.24","1,772,544.38","1,569,863.43","2,500,508.14","2,100,923.45","2,874,817.20","3,108,493.79","4,435,186.86","3,379,866.16","3,351,290.25","4,024,367.28","1,241,792.90","1,413,543.01","2,188,054.01","7,473,675.77","12,483,705.56","45,096,925.35","54,652,409.13"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,"165,052,444.44","174,912,444.44","7,500,000.00","1,200,000.00",,,,,"2,788,070.70","7,533,748.86","14,954,341.90","27,088,511.38","51,356,116.64","52,692,748.04","58,692,099.55","66,501,385.96"
其他流动负债,,,,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00","300,000,000.00",,,,,,,,
流动资产合计,"333,026,070.35","678,451,110.15","838,271,334.03","856,694,873.94","875,508,822.15","1,912,534,269.98","1,867,153,511.10","2,044,785,770.90","1,954,470,132.28","1,928,406,600.90","2,030,991,732.22","2,015,799,896.95","2,128,695,488.30","2,086,194,956.20","2,210,514,375.04","2,257,273,233.43","2,164,938,896.08","2,133,481,705.95","3,012,089,794.73","2,839,105,683.13","3,020,961,225.49","2,571,061,246.60","2,383,465,307.39","2,316,321,489.47","2,206,749,228.70","2,301,219,912.33","2,491,242,481.84","7,098,400,402.33"
流动负债合计,"296,574,474.36","602,565,328.57","595,057,796.67","565,162,982.68","575,319,768.49","636,892,371.38","556,726,924.24","715,438,710.13","610,018,248.07","583,540,858.77","644,474,064.71","609,483,303.05","762,841,837.09","743,955,746.58","835,853,700.42","927,262,723.17","1,023,765,393.46","1,184,687,781.76","1,280,321,011.30","1,288,450,007.57","1,473,686,545.70","1,064,493,693.27","1,106,820,745.95","1,015,288,758.12","1,016,843,848.29","1,171,654,692.74","1,325,604,919.76","1,481,776,761.00"
可供出售金融资产,,,,,,,,,,,,,,,,,,"82,280,000.00","82,280,000.00","82,280,000.00",,,,,,,,
长期借款,,,,,,,,,,,,"1,675,000.00",,,,,,"412,210,000.00","423,150,000.00","453,150,000.00","414,270,000.00","414,270,000.00","372,880,000.00","372,880,000.00","331,010,000.00","331,010,000.00","284,140,000.00","284,140,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,604,667.33"
长期股权投资,,,"599,400.00",,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"36,526,899.37","62,335,266.05","109,155,053.11","114,139,068.14","138,064,476.12","137,905,403.13","202,625,589.74","210,632,704.09","221,368,166.60","219,648,795.02","223,581,387.06","232,307,529.16","251,084,625.14","316,738,249.30","333,531,569.78","337,304,477.91","340,194,662.96","470,796,124.97","465,955,791.76","467,857,445.17","461,708,948.73","457,711,322.87","517,936,962.84","520,789,963.11","600,963,119.76","586,184,221.75","596,704,468.89","1,025,656,378.16"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"3,099,124.09",,"2,106,272.37","36,699,429.49","37,413,443.49","739,649.80","5,157,371.89","20,893,640.95","24,682,434.53","20,232,276.29","20,343,702.35","30,169,688.61","36,925,068.41","48,724,223.48","65,726,223.48","78,353,442.50","213,934,553.66","285,856,699.75","350,765,618.38","485,706,173.72","542,495,789.23","684,691,652.49","697,341,470.00","732,728,781.38","772,928,848.80","785,918,709.86","399,258,046.29"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"34,630,000.00",,
工程物资,,,,,,,,,,,,,,,,,,,,,,,"12,715,575.51","5,483,853.26","5,029,744.72","6,441,895.68","5,159,570.45","7,697,037.74"
非流动负债合计,,,,,,,,,,,,"1,675,000.00",,,,,,"412,210,000.00","423,150,000.00","453,150,000.00","440,770,000.00","440,770,000.00","399,380,000.00","399,380,000.00","365,640,000.00","365,640,000.00","318,770,000.00","350,874,667.33"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"296,574,474.36","602,565,328.57","595,057,796.67","565,162,982.68","575,319,768.49","636,892,371.38","556,726,924.24","715,438,710.13","610,018,248.07","583,540,858.77","644,474,064.71","611,158,303.05","762,841,837.09","743,955,746.58","835,853,700.42","927,262,723.17","1,023,765,393.46","1,596,897,781.76","1,703,471,011.30","1,741,600,007.57","1,914,456,545.70","1,505,263,693.27","1,506,200,745.95","1,414,668,758.12","1,382,483,848.29","1,537,294,692.74","1,644,374,919.76","1,832,651,428.33"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","80,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","133,350,000.00","133,350,000.00","133,350,000.00","133,350,000.00","133,350,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","730,048,106.00","730,048,106.00","730,048,106.00","730,048,106.00","1,971,129,886.00","1,971,129,886.00","1,971,129,886.00","1,971,129,886.00","1,971,129,886.00","2,538,720,737.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"258,429,883.82","273,491,313.42","273,491,313.42","1,219,151,722.42","1,219,151,722.42","1,219,151,722.42","1,219,557,647.42","1,219,557,647.42","1,086,207,647.42","1,086,207,647.42","1,086,207,647.42","1,086,207,647.42","1,086,207,647.42","1,086,207,647.42","1,086,207,647.42","971,759,738.19","1,302,068,334.08","1,302,068,334.08","1,306,184,130.22","1,306,184,130.22","65,102,350.22","106,562,475.46","91,765,639.92","91,765,639.92","91,765,639.92","3,958,858,027.20"
无形资产,,"185,325.70","17,825,952.15","17,713,970.35","17,965,446.51","17,854,333.23","17,776,275.50","17,664,328.88","52,286,269.77","51,283,710.66","65,855,151.55","66,260,503.91","81,162,818.28","79,981,813.29","85,673,377.41","84,558,039.82","83,517,274.88","671,923,300.67","668,672,541.28","812,853,847.83","812,919,564.78","808,607,565.65","824,024,863.87","819,889,270.99","842,587,636.24","837,973,372.93","833,170,712.17","828,374,156.15"
