科目,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"2,299,961,194.91","1,653,667,602.46","2,280,417,798.21","6,326,071,003.26","4,724,605,399.89","3,964,570,934.96","3,577,706,169.28","2,733,640,624.08","3,407,517,684.32","2,700,299,253.10","2,829,727,316.68","3,864,423,967.24","3,331,979,918.16","2,991,736,636.59","3,871,256,668.37","3,127,058,981.48","3,198,596,122.48","3,131,771,540.05","4,745,256,657.77","4,277,435,950.33","4,285,580,162.75","4,062,435,728.99","3,358,301,514.35","3,218,915,385.74","3,043,180,878.25","3,560,510,770.19","3,081,767,443.94","3,500,375,300.63","2,611,457,862.09","2,669,856,634.43","2,910,099,151.35","2,612,964,846.90","4,779,059,537.29","3,741,371,374.61","3,506,130,791.59","3,789,043,169.97","2,551,034,891.95"
短期借款,"5,477,586,983.26","6,147,424,948.15","7,971,254,298.41","3,673,511,458.41","3,873,511,458.41","3,923,511,458.41","3,874,450,000.00","4,390,950,000.00","5,551,924,878.96","5,290,276,284.49","4,874,268,669.05","4,887,292,763.34","4,617,450,000.00","4,279,450,000.00","4,703,450,000.00","4,729,450,000.00","4,734,150,000.00","4,481,150,000.00","3,004,150,000.00","3,075,150,000.00","3,979,450,000.00","4,436,450,000.00","6,001,450,000.00","5,651,450,000.00","5,436,450,000.00","4,997,830,965.80","5,862,948,308.24","6,370,218,387.49","6,046,915,947.39","6,389,050,000.00","7,140,397,200.00","7,140,397,200.00","8,559,042,328.00","8,539,042,328.00","6,709,095,127.80","7,231,485,127.80","6,887,839,999.80"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"713,453,876.50","269,462,711.93","633,773,182.50","713,943,763.35","883,510,663.05","1,008,319,833.65","1,005,623,330.04","1,079,538,782.24","1,068,508,271.20","863,506,068.40","1,243,849,382.04","713,857,280.79","690,255,678.65","751,178,127.32","1,031,770,000.22","1,088,353,984.62","660,925,717.59","898,863,652.98","1,103,582,264.37","605,019,968.04","364,671,558.19","423,059,177.14","1,323,323,894.09","1,268,419,070.05","742,357,398.78","639,369,725.20","1,240,109,253.84","1,361,249,162.11","1,397,063,199.20","1,651,105,021.61","2,553,312,966.35","2,887,855,415.99","2,501,787,129.73","2,668,611,225.09","4,469,012,672.49","3,793,561,127.76","4,831,342,509.93"
应付票据,"1,078,104,861.74","984,252,167.63","570,942,700.13","451,076,797.98","465,131,785.68","582,914,067.12","633,442,087.70","600,964,610.10","777,395,165.14","1,106,652,000.54","1,293,546,436.10","1,365,682,931.55","1,149,868,017.78","975,042,223.51","756,683,149.42","565,045,368.06","609,125,980.60","684,284,274.86","607,956,607.28","562,076,347.01","592,715,187.31","582,014,521.38","600,937,624.68","532,627,364.74","700,564,968.61","528,818,988.16","1,325,751,946.67","1,365,988,171.49","378,957,254.31","335,366,131.19","327,191,750.48","276,870,000.20","889,003,513.11","1,033,637,289.47","1,184,446,815.06","1,282,382,254.46","690,412,560.33"
应收账款,"4,695,522,712.28","5,902,023,393.35","5,709,634,065.27","6,035,643,594.92","5,855,015,450.53","6,323,351,369.88","7,614,841,535.34","7,507,433,305.60","7,723,127,851.13","8,138,299,544.25","9,478,304,103.70","9,983,063,009.24","10,645,450,860.29","11,253,526,017.03","11,329,452,662.52","11,473,452,099.99","11,345,043,934.59","11,710,675,825.95","9,540,249,717.02","9,583,557,046.37","10,071,148,369.34","11,218,644,206.42","11,552,280,106.52","11,703,159,559.66","12,094,493,301.27","12,333,150,970.41","13,019,417,871.99","13,237,647,947.44","12,927,841,309.61","12,634,434,958.09","10,062,213,151.90","10,563,896,957.76","10,380,566,274.86","10,989,744,209.08","9,418,814,945.68","10,008,259,233.00","9,806,181,785.75"
应付账款,"2,462,321,986.60","2,513,249,545.69","2,580,373,302.95","2,477,406,441.84","2,461,167,736.82","2,836,785,143.92","3,215,006,991.43","3,340,984,255.87","3,654,480,446.60","3,892,421,483.01","3,839,886,335.78","3,855,785,725.57","3,952,987,978.09","3,950,334,821.89","3,853,912,682.90","3,930,295,051.05","3,885,315,800.62","3,816,190,908.58","3,984,335,196.16","4,084,407,845.50","4,044,627,509.66","3,919,952,075.02","3,699,534,946.84","3,565,927,117.12","3,693,237,121.39","4,119,433,807.37","3,635,622,838.08","2,907,950,069.22","3,572,013,876.54","3,303,575,372.37","3,366,628,567.41","3,362,206,667.78","3,874,266,432.19","4,476,878,036.64","4,416,210,057.54","4,746,022,825.53","5,103,205,981.03"
预付款项,"1,617,862,909.72","1,676,164,087.75","1,331,470,068.59","1,377,274,472.65","1,508,409,968.97","1,806,629,926.17","1,410,936,759.14","1,839,020,880.47","1,752,080,710.71","1,809,832,281.27","1,333,909,281.93","1,613,987,706.05","1,479,558,323.94","1,290,156,013.68","1,260,422,054.77","1,412,425,143.37","1,438,455,966.48","1,344,057,696.05","1,875,834,571.98","2,358,612,800.46","2,311,114,577.62","2,164,740,894.90","1,833,568,224.93","1,813,060,969.23","1,723,981,997.54","1,562,286,843.12","1,270,615,112.17","1,235,256,954.15","756,484,889.73","800,609,037.04","635,922,157.10","704,047,298.28","927,697,061.35","928,984,175.30","1,031,577,273.27","1,322,990,612.86","1,316,713,269.90"
预收款项,"3,296,613,894.35","2,744,648,046.25","2,193,164,532.36","2,473,919,938.03","1,977,504,017.37","1,895,931,447.11","1,730,597,502.33","1,931,371,133.18","2,137,853,473.06","2,259,181,279.71","1,989,595,350.06","1,991,265,473.13","1,927,956,494.20","1,784,851,909.01","1,673,880,619.94","1,781,971,167.77","1,700,887,248.35","1,630,917,873.57","1,510,607,474.78","1,658,425,579.45","1,887,253,743.55","1,227,441,290.11","727,886,619.93","608,437,477.64","721,987,103.87","915,596,251.46","880,294,044.31","975,431,105.97","705,534,735.86","701,478,835.99","1,170,069,622.52","1,470,223,917.02","1,283,247,185.77","1,401,750,519.86","1,291,010,176.83","1,372,740,250.86","2,042,234,250.40"
