科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"80,962,596.66","92,255,707.75","85,558,156.19","92,368,592.25","79,122,626.30","666,955,673.32","602,672,411.39","563,634,884.12","586,842,875.39","548,445,014.05","510,070,744.92","467,349,176.06","419,812,194.38","375,936,573.26","359,195,944.03","327,465,266.39","396,472,257.59","368,732,246.16","455,193,892.47","431,406,464.17","389,230,743.22","320,374,535.72","128,944,025.63","465,855,006.35","747,799,257.12","759,767,894.24","670,520,397.16","636,467,819.13","751,224,745.67","660,334,434.10","718,586,205.30","783,929,239.42","526,691,817.82","638,294,899.82","325,669,747.05","286,659,700.48","542,968,367.46","476,582,003.77"
短期借款,,,"10,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000,000.00","220,000,000.00","503,000,000.00","503,000,000.00","503,000,000.00","483,000,000.00","453,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"10,850,000.00","10,500,000.00","26,100,000.00","44,900,000.00","28,450,000.00","32,716,259.00","31,962,659.00","95,997,342.22","47,076,318.60","23,770,812.95","26,356,879.09","67,520,045.01","55,825,243.75","71,962,000.41","92,393,861.00","165,373,216.33","128,034,840.03","52,338,358.64","83,446,527.70","118,209,693.80","138,332,640.80","122,998,250.62","58,912,344.02","99,564,597.75","93,190,524.90","87,700,044.30","99,765,879.73","120,944,462.51","65,003,500.00","37,173,370.22","58,188,608.00","120,241,757.49","63,346,196.64","46,270,686.70","67,364,393.00","50,014,708.97","39,452,819.38"
应付票据,"19,384,975.83","24,131,698.00","31,260,118.50","51,067,205.40","55,317,490.90","68,515,534.15","84,220,524.05","83,930,820.10","76,737,568.77","64,809,476.56","104,669,345.73","145,069,596.54","108,725,253.67","68,437,238.03","84,774,199.97","112,858,790.72","118,779,615.49","116,297,252.78","156,956,859.75","212,824,430.69","228,618,454.23","193,256,441.56","136,830,943.95","179,245,637.86","191,169,380.23","209,244,234.04","305,587,909.57","352,394,556.40","383,749,900.80","334,351,200.72","396,963,222.20","496,857,523.32","430,262,788.62","306,944,022.95","172,713,445.22",,"232,200,641.84",
应收账款,"8,203,288.10","20,106,072.97","12,696,372.46","33,289,014.40","19,695,059.45","15,304,644.51","12,558,666.61","22,222,988.45","43,246,545.65","39,434,125.44","33,617,075.49","27,541,770.98","24,945,653.56","23,211,225.58","33,287,981.94","26,556,807.42","97,156,517.12","84,688,306.72","85,376,266.08","98,271,834.56","254,771,311.91","233,543,821.86","215,493,757.68","237,478,140.74","337,636,058.00","322,444,895.01","292,599,470.57","266,713,313.01","400,600,767.05","380,654,679.44","219,424,418.86","201,270,411.41","361,337,467.42","381,390,547.81","396,679,769.84","338,419,333.18","366,827,828.28","362,646,621.47"
应付账款,"67,814,487.53","61,797,083.50","83,130,369.17","87,703,558.51","91,397,086.23","63,043,311.24","89,255,312.59","105,712,982.92","160,627,734.36","128,651,872.99","151,668,641.09","180,056,242.50","214,711,145.90","184,951,560.98","207,649,994.81","248,911,619.79","299,927,811.97","267,010,346.14","305,328,180.47","305,697,713.46","351,409,902.95","338,546,268.79","437,404,198.10","525,327,843.40","499,284,854.22","453,509,381.34","706,465,928.64","674,686,850.00","839,691,871.43","729,175,665.78","823,180,978.78","641,483,180.65","653,277,807.99","653,250,095.24","682,466,871.89",,"603,588,024.60",
预付款项,"28,216,685.78","34,035,656.42","1,543,568.00","1,235,636.00","8,126,189.00","22,536,987.88","29,107,065.42","40,906,650.70","10,226,447.26","21,055,995.73","35,641,408.57","21,014,153.66","6,490,292.45","20,456,621.21","37,073,633.84","35,529,094.93","1,086,046.61","29,016,331.11","10,911,545.20","15,071,582.66","2,938,012.01","5,432,127.90","5,287,137.10","7,983,889.39","2,391,823.63","9,229,833.98","5,590,111.83","38,958,969.17","25,773,818.88","36,338,997.41","6,761,167.20","39,538,251.55","39,310,546.57","22,536,768.69","20,341,104.99","47,701,191.65","8,847,145.21","12,729,251.29"
预收款项,"72,736,811.08","80,131,999.80","15,129,802.00","16,854,876.80","11,744,000.00","37,506,540.00","30,629,815.92","26,475,320.00","54,810,305.00","47,696,336.00","47,518,276.00","26,735,701.20","69,696,501.37","73,034,797.97","76,569,188.50","45,718,614.00","70,082,796.90","56,995,767.00","26,946,220.00","39,852,850.93","27,251,750.93","26,902,403.00","3,757,300.00","20,572,677.30","3,303,592.56","3,658,717.16","3,776,532.09","22,412,507.18","34,773,800.88","37,681,754.98","22,355,293.40","72,868,002.48","28,721,711.53","40,714,087.70","30,057,505.72","30,747,453.09","62,380,688.00","67,553,753.06"
