科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"106,043,915.35","131,842,144.88","76,136,706.18","51,045,478.20","664,748,395.18","598,611,840.77","564,522,632.11","592,618,621.10","665,909,048.41","614,262,948.14","583,740,713.62","461,528,247.95","416,317,705.72","317,190,518.14","267,412,886.87","195,617,571.86","358,047,296.42","225,007,479.54","184,169,197.12","203,143,256.07","342,190,988.49","244,469,923.73","206,449,456.10","119,882,059.74","487,652,253.17","254,661,035.67","276,390,869.37","179,082,586.18","3,133,053,261.08","2,832,529,358.05","1,683,198,207.00","1,489,918,860.34","1,391,354,977.64","1,268,395,203.31","1,231,215,420.37","1,066,696,427.42","1,290,015,883.43","1,351,996,874.12","1,412,685,529.99"
短期借款,"42,000,000.00","51,300,000.00","60,000,000.00","70,000,000.00","56,000,000.00","7,000,000.00","12,000,000.00","12,000,000.00","14,000,000.00","14,000,000.00","12,000,000.00","12,000,000.00","16,000,000.00","16,000,000.00","12,000,000.00","16,000,000.00","32,000,000.00","37,390,000.00","75,900,000.00","135,900,000.00","155,900,000.00","146,000,000.00","156,000,000.00","195,000,000.00","260,000,000.00","272,700,000.00","370,000,000.00","348,000,000.00","273,170,000.00","211,603,446.96","216,432,175.00","195,334,675.00","163,334,675.00","264,444,675.00","503,619,616.86","650,732,026.83","780,732,020.83","799,983,374.63","1,060,646,349.55"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,841,000.00","11,494,603.32","10,401,289.08","23,012,083.04","10,786,100.00","19,328,803.00","14,755,656.50","26,211,847.26","29,974,221.68","51,340,830.20","12,530,030.28","20,173,166.15","23,340,900.15","28,606,361.30","17,882,050.89","18,745,406.48","17,956,412.99","50,655,033.99","40,865,495.09","21,149,743.62","86,404,445.52","79,097,621.03","65,752,342.40","49,696,053.51","53,591,748.44","80,948,278.21","75,128,128.89","53,988,324.79","89,483,463.22","71,303,294.63","83,040,987.23","94,025,524.21","117,436,186.00","151,453,088.35","125,640,648.36","186,420,954.62","200,126,788.28","240,515,430.36","244,451,197.31"
应付票据,"25,546,711.58","32,737,171.47","40,455,032.48","27,883,357.07","27,855,657.10","27,414,627.65","21,378,049.26","31,240,191.83","27,679,735.57","17,696,497.96","14,401,507.13","21,546,806.32","25,073,289.70","16,088,524.69","24,744,908.78","53,621,400.63","62,876,135.39","51,836,370.61","49,915,060.70","65,160,499.58","90,190,699.44","50,036,818.81","67,049,818.19","68,394,685.87","105,485,285.64","97,486,395.21","126,157,947.37","114,134,062.18","129,577,393.28","97,600,657.60","88,336,989.94","131,210,581.05","148,387,845.19","148,921,526.47","186,957,751.10","235,673,811.96","246,650,344.89","237,864,419.65","276,282,104.52"
应收账款,"84,929,823.74","96,661,030.86","113,436,225.82","134,018,887.53","124,330,631.74","143,738,340.22","159,687,398.96","187,897,098.06","162,429,599.70","168,627,282.63","252,260,342.92","273,992,703.69","240,545,400.09","266,167,733.54","320,827,139.62","374,310,003.64","352,682,418.34","369,939,746.72","352,317,557.69","435,761,823.63","414,287,390.65","441,576,325.43","443,042,925.69","487,404,294.75","497,763,705.92","561,124,721.53","640,478,842.67","729,135,218.09","669,600,838.42","768,058,218.01","757,017,016.92","873,527,971.95","809,703,937.45","943,671,233.58","998,643,752.40","1,046,217,745.12","1,030,176,579.92","1,156,495,586.51","1,165,136,351.90"
应付账款,"35,548,344.06","40,674,770.41","30,823,471.86","41,266,944.46","58,543,170.41","45,612,443.23","51,786,709.99","70,341,156.08","56,120,565.64","59,408,121.14","73,977,004.58","90,203,727.88","82,173,224.20","79,435,151.92","110,369,255.93","115,903,352.25","114,812,154.09","121,222,249.87","179,457,666.07","202,256,959.26","158,036,588.34","196,704,317.93","188,216,851.48","202,797,670.77","234,969,968.96","262,711,084.26","266,185,097.62","260,704,641.32","213,606,809.69","265,361,995.25","377,071,603.97","343,568,153.77","357,263,879.89","354,741,560.17","358,148,487.64","377,322,495.79","396,422,846.01","514,689,441.72","540,154,193.13"
预付款项,"19,480,913.34","15,224,402.78","13,910,695.18","20,112,058.19","13,886,336.46","27,360,467.78","21,325,821.22","43,726,313.72","40,176,677.58","59,648,834.04","68,173,460.00","98,806,071.23","77,983,971.88","70,654,313.29","70,778,191.01","72,524,820.52","58,076,896.72","83,340,678.27","95,656,601.47","126,559,970.81","87,256,116.24","114,844,383.90","112,448,764.76","124,517,536.41","130,750,376.21","167,707,568.83","179,717,544.32","159,345,772.58","139,855,600.63","146,996,771.54","184,577,158.41","210,731,070.96","197,430,378.91","247,466,419.53","315,420,531.90","409,909,077.27","326,175,847.03","479,512,379.49","418,928,077.90"
预收款项,"61,148,073.87","75,469,836.46","35,820,655.94","45,187,037.19","50,536,577.48","43,100,216.10","40,416,879.60","53,546,583.11","73,963,038.73","99,479,670.11","128,765,152.23","130,996,687.75","127,048,501.04","112,667,165.79","81,536,657.67","82,417,444.69","84,506,587.76","72,667,061.74","71,519,540.20","114,203,547.21","61,319,907.17","82,217,824.74","51,615,538.73","70,764,192.16","81,738,498.21","94,123,939.35","105,468,377.97","117,093,385.39","60,004,286.21","96,825,503.28","89,740,701.52","129,114,466.78","106,940,686.55","228,173,993.18","143,386,133.02","217,969,307.00","193,154,106.60","213,682,571.27","203,628,171.03"
其他应收款,"4,608,838.70","5,385,452.72","6,211,530.31","5,509,180.10","7,971,537.80","7,092,458.70","10,572,862.28","9,314,043.32","9,513,288.63","11,523,522.62","10,739,209.77","16,760,173.00","11,925,918.68","13,502,272.41","12,529,705.50","13,150,134.87","12,082,741.93","15,136,422.66","19,710,910.07","23,381,072.74","21,589,260.39","26,558,462.74","21,087,516.73","26,908,180.05","26,160,871.23","26,498,998.95","28,047,502.50","37,656,456.28","27,067,240.09","29,732,451.55","37,776,141.78","51,153,865.87","39,649,905.21","38,503,529.47","46,231,315.61","49,930,609.75","53,833,188.98","75,656,628.29","56,100,774.74"
应付职工薪酬,"2,489,717.44","2,037,528.67","1,010,667.25","874,865.36","2,026,645.27","320,078.32","1,236,972.99","1,384,640.46","2,010,522.54","1,088,572.94","979,956.45","2,544,377.24","3,477,596.74","555,905.88","558,999.31","1,184,223.02","1,664,503.51","427,919.74","1,033,949.21","1,916,789.64","2,161,162.86","1,619,793.73","2,538,010.17","3,163,287.50","3,323,863.56","3,440,940.04","3,902,917.77","4,312,401.86","3,170,868.85","2,314,618.23","4,489,215.38","5,264,813.04","5,933,988.06","6,853,865.60","7,587,570.59","8,206,454.17","6,769,793.27","2,809,875.30","5,729,782.56"
