科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"155,282,489.59","301,971,616.29","232,025,121.04","129,056,756.30","205,853,726.17","293,850,356.80","54,393,336.98","128,290,458.27","217,793,025.58","328,110,292.38","92,393,584.15","182,895,202.14","284,696,199.92","425,077,563.08","66,477,252.70","167,696,223.42","271,845,621.28","526,372,795.55","82,508,553.35","255,754,937.45","396,899,303.27","750,171,063.43","104,167,138.41","310,304,907.55","539,828,436.20","1,190,818,511.08","480,387,235.33","1,009,518,252.96","1,654,645,610.08","2,423,478,735.18","584,708,552.36","1,270,646,223.18","2,139,941,593.45"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"25,000,000.00","11,000,000.00","14,949,289.14",,,,"43,605,301.37",,,,"43,380,375.31",,,,"228,319,782.10",,"-21,542.58",,,,,,,,,
收到的税费返还,,"10,794,477.56","3,684,669.72","5,317,588.88","6,029,969.33","6,148,852.40","627,892.30","704,450.91","2,779,583.06","4,410,085.75",,"4,240,440.99","4,895,528.21","6,188,347.61","2,165,799.25","4,644,888.83","5,994,875.40","9,109,613.90","1,415,621.94","6,820,513.59","10,877,935.47","12,224,074.75","2,335,275.34","10,242,429.88","15,276,479.01","19,914,656.94","11,417,515.29","18,839,741.43","22,089,193.50","31,587,505.26","8,702,842.72","15,594,027.55","24,884,288.78"
支付其他与投资活动有关的现金,,,,,,,"494,640.59","30,000.00","200,000.00",,,,,,,,,"8,760,000.00","700,000.00","700,000.00","700,000.00",,,"68,805,528.16","83,805,528.16","62,005,528.16","24,500,000.00","117,000,000.00","111,000,000.00","115,650,000.00","4,100,000.00","8,042,034.50","38,042,034.50"
收到其他与经营活动有关的现金,"2,866,879.19","5,162,525.93","5,487,395.13","2,779,936.40","6,081,951.18","12,796,105.35","1,767,228.06","4,306,915.40","8,717,607.43","16,604,069.56","7,671,025.65","16,480,581.27","32,844,814.36","57,233,918.08","4,269,593.83","4,454,361.83","14,400,901.06","21,442,850.72","53,903,781.10","64,122,037.39","79,474,976.33","95,596,913.00","17,078,370.54","33,761,507.45","17,936,062.48","33,782,471.13","5,072,211.48","23,995,233.53","53,498,182.84","89,411,253.15","102,420,385.16","160,801,596.32","185,290,469.13"
投资活动现金流出小计,"25,417,005.00","26,578,876.53","27,117,829.79","5,479,758.92","6,006,467.71","9,982,794.55","20,605,243.57","73,646,854.24","90,250,467.00","117,898,923.96","41,251,607.86","39,758,010.88","124,988,688.59","213,304,230.60","10,350,600.47","75,495,579.68","82,839,618.65","253,805,212.21","5,786,086.25","16,888,879.73","124,181,209.66","310,619,372.47","123,640,931.27","249,115,614.67","299,863,761.16","495,631,895.90","89,821,756.17","266,789,504.35","518,044,664.91","904,233,051.23","595,265,924.63","985,252,069.35","1,126,412,353.61"
经营活动现金流入小计,"158,149,368.78","317,928,619.78","241,197,185.89","137,154,281.58","217,965,646.68","312,795,314.55","56,788,457.34","133,301,824.58","229,290,216.07","349,124,447.69","100,064,609.80","203,616,224.40","322,436,542.49","488,499,828.77","72,912,645.78","176,795,474.08","292,241,397.74","556,925,260.17","137,827,956.39","326,697,488.43","487,252,215.07","857,992,051.18","123,580,784.29","354,308,844.88","609,181,529.62","1,301,705,231.55","503,537,399.51","1,077,305,405.74","1,763,654,083.45","2,599,807,251.70","696,621,699.14","1,447,824,034.05","2,350,898,538.36"
投资活动产生的现金流量净额,"-25,417,005.00","-26,068,876.53","-26,064,329.79","-5,479,758.92","-6,006,467.71","-9,982,794.55","-20,514,243.57","-73,555,854.24","-89,123,780.19","-117,347,858.33","-41,236,607.86","-39,741,890.88","-124,972,568.59","-193,287,210.60","-10,340,600.47","-75,468,579.68","-82,812,618.65","-253,778,212.21","-5,786,086.25","-16,865,331.01","-124,157,660.94","-308,527,395.42","-121,524,754.22","-246,996,695.62","-295,980,428.80","-261,394,618.99","-81,951,849.17","-242,817,662.59","-491,251,417.57","-875,983,094.70","-551,757,794.17","-893,864,100.94","-1,023,341,316.62"
购买商品、接受劳务支付的现金,"148,022,589.64","204,159,666.13","155,265,810.77","83,088,121.17","161,203,301.07","202,909,627.59","55,306,461.43","99,753,712.05","163,659,964.46","249,318,627.34","73,549,257.45","127,701,905.25","195,381,770.15","259,278,990.91","63,769,792.58","141,923,990.25","194,855,461.54","322,144,427.64","58,924,747.62","182,607,932.41","319,344,145.29","484,731,971.62","212,856,550.37","312,715,181.53","465,771,575.08","973,000,901.06","439,576,925.57","794,692,889.95","1,290,902,614.02","1,886,558,560.94","524,621,486.50","1,163,020,658.35","1,914,945,073.54"
吸收投资收到的现金,"10,000,000.00",,"15,297,600.00",,,"715,161,536.00",,,,"3,000,000.00",,"2,730,000.00","2,730,000.00","2,730,000.00",,,,"140,000,000.00",,,"2,700,000.00","17,042,400.00","3,000,000.00","10,300,000.00","10,300,000.00","690,699,996.49",,"3,000,000.00","3,000,000.00","4,200,000.00","10,077,210.00","15,327,210.00","15,327,210.00"
