科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"924,538,545.97","1,337,557,803.01","1,190,702,256.35","1,292,094,081.75","1,020,225,547.43","1,069,242,554.43","992,142,028.12","1,107,095,495.09","979,122,186.01","851,436,771.40","1,065,283,769.52","1,289,525,444.11","1,654,729,281.61","1,799,348,564.75","1,910,706,822.13","1,912,804,418.99","1,316,773,864.12","1,959,453,379.57","2,003,374,061.13","2,184,938,155.49","1,556,972,970.17","1,504,431,979.47","1,161,940,618.95","1,288,752,849.50","1,168,663,006.14","1,345,429,754.91","1,306,993,907.57","1,208,327,726.43","1,040,611,028.21","1,249,013,243.05","1,484,903,111.23","1,490,786,410.85","1,719,319,183.71","1,823,279,627.71","2,349,688,325.96","2,611,752,327.60","2,194,125,806.01","2,717,874,475.07","2,650,500,325.91","2,630,286,322.64","2,871,024,537.97","2,323,083,857.04","2,246,637,023.72","2,036,980,075.40","2,018,071,729.41","1,982,187,657.34","2,020,370,237.34","2,521,076,780.11","2,236,807,902.47"
短期借款,"1,711,199,010.00","2,923,222,126.00","2,916,036,226.00","1,936,683,140.00","2,258,187,060.00","2,317,450,000.00","2,171,300,000.00","3,208,800,000.00","3,040,700,000.00","2,241,903,400.00","2,238,034,734.00","1,723,000,000.00","716,000,000.00","716,000,000.00","716,000,000.00","732,500,000.00","799,500,000.00","1,135,000,000.00","1,126,000,000.00","1,121,000,000.00","2,523,000,000.00","1,068,000,000.00","785,000,000.00","831,000,000.00","788,000,000.00","2,432,000,000.00","2,388,000,000.00","2,303,666,179.20","2,304,376,494.65","2,480,233,173.52","2,328,453,638.63","2,123,446,112.60","2,222,916,106.30","1,046,000,000.00","1,283,000,000.00","1,270,000,000.00","1,253,000,000.00","2,421,500,000.00","1,391,632,800.00","1,213,682,400.00","1,192,069,600.00","2,267,300,800.00","1,740,000,000.00","1,970,000,000.00","2,120,000,000.00","2,220,000,000.00","2,220,000,000.00","1,880,000,000.00","2,055,000,000.00"
交易性金融资产,,"22,681,128.85","53,750,175.90","1,001,926.25","27,563,683.97","28,973,287.85","6,033,403.45","66,716.25","44,121.25","3,345,221.25","3,801,506.25","776,526.25","4,237,426.25","2,830,866.24","3,893,351.25","35,010,346.25","39,929,893.45","35,918,365.99","27,066,571.81","18,734,865.61","19,452,361.35","19,733,886.07","24,888.75",,,,,,,,,,,"28,794,674.65","83,142,920.07","56,067,817.96","94,645,212.48","114,901,437.53","128,484,958.96","146,232,583.64","149,201,111.56","129,553,369.99","142,033,322.20","124,927,551.03","118,229,422.60","142,705,563.88","135,618,620.63","115,635,783.97","2,238,564,243.06"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"756,368.80",,,,,,,,,,,,
应付票据,"307,754,295.07","280,110,240.99","239,787,791.93","135,989,451.47","43,487,200.00","7,500,000.00","4,500,000.00","1,050,000.00","12,561,300.00","47,368,100.00","96,416,200.00","139,673,134.00","136,261,400.00","154,118,900.00","58,520,600.00","9,239,000.00","43,308,900.00","53,228,100.00","44,527,650.00","11,494,000.00","72,914,200.00","7,140,000.00","16,221,800.00","20,913,372.00","24,989,700.00","62,103,400.00","39,511,100.00","61,774,400.00","58,169,500.00","8,695,000.00","27,246,800.00","12,365,000.00","57,376,126.00",,,,,,,,,,,,,,,,
应收账款,"166,428,145.60","189,786,804.06","160,996,231.40","152,047,731.85","182,375,442.71","186,134,153.40","196,802,230.76","165,874,922.57","174,383,594.69","87,323,681.74","88,387,993.67","85,023,525.29","103,717,867.37","122,800,784.07","141,726,425.30","92,416,820.51","118,559,426.32","113,294,068.77","109,989,453.46","93,103,811.00","122,651,071.78","160,773,814.86","157,168,266.55","126,811,304.91","158,782,530.76","159,075,977.67","145,834,899.22","128,145,731.88","146,674,974.10","152,625,103.78","136,932,433.76","133,034,670.90","170,068,888.90","164,021,800.92","150,316,896.02","127,157,402.54","137,737,886.34","144,479,448.93","144,329,384.32","128,343,279.62","120,156,600.03","123,651,702.21","114,025,350.16","115,731,015.69","228,891,576.68","146,216,770.58","140,861,039.36","134,508,139.71","137,782,163.84"
应付账款,"271,685,558.93","233,240,787.07","268,317,403.06","429,021,006.59","454,361,897.05","396,974,205.09","482,395,780.05","473,988,968.87","454,912,593.05","124,897,156.16","112,985,799.78","67,584,708.38","77,742,931.56","78,747,686.52","68,550,063.17","66,916,101.42","63,088,824.03","55,681,493.06","50,151,643.33","58,358,277.23","68,281,619.89","39,344,684.26","39,018,463.03","69,318,473.21","65,515,060.85","67,340,510.83","64,914,474.19","151,591,900.16","126,942,207.48","108,667,208.49","97,259,265.00","98,698,172.23","92,755,797.37","89,704,955.84","93,297,868.31","110,930,120.91","90,736,242.43","128,277,139.35","119,000,034.24","154,662,182.06","137,007,239.88","142,776,620.98","145,025,251.01","138,346,659.04","113,845,313.56","269,112,471.32",,"348,867,700.65",
预付款项,"452,200,731.83","254,724,651.23","321,790,691.76","178,449,600.75","483,496,777.58","522,807,878.95","533,746,040.55","97,694,874.35","122,794,660.18","105,243,774.21","150,596,018.91","334,017,569.47","310,343,480.75","226,345,556.10","160,555,566.72","163,386,444.32","154,327,520.69","86,238,309.33","94,883,396.20","153,135,105.72","498,658,893.15","469,009,609.13","463,264,357.60","479,178,685.75","468,229,676.48","467,565,544.70","477,553,899.38","514,750,327.93","503,547,863.39","454,638,188.26","338,206,244.45","307,492,666.86","295,164,645.72","63,648,805.47","56,578,889.52","67,320,261.13","76,202,047.66","74,713,485.06","64,631,631.79","60,493,129.21","80,974,523.25","66,348,192.11","64,614,739.93","50,764,511.26","46,813,852.31","64,044,552.70","61,971,805.21","49,878,454.15","55,875,920.61"
预收款项,"891,190,052.39","233,408,660.16","306,313,573.52","449,742,047.51","508,275,940.97","272,255,963.01","298,931,662.50","320,739,255.05","314,130,427.44","333,816,909.29","437,581,744.95","681,138,857.90","682,841,059.71","528,883,745.00","612,966,569.66","676,443,119.38","736,022,083.08","826,831,993.95","514,457,673.22","533,109,301.73","512,999,865.60","513,914,954.66","562,006,901.34","408,049,845.94","468,008,353.59","511,434,634.36","577,075,540.11","548,919,609.02","530,992,972.08","539,406,191.41","632,805,737.07","752,966,421.56","806,359,749.00","914,147,708.63","1,014,019,240.39","1,098,419,962.85","1,291,232,321.16","1,913,662,949.70","2,303,498,584.81","1,828,230,547.63","1,840,867,071.92","1,689,547,537.18","1,647,255,078.79","1,601,479,964.16","1,734,654,586.77","1,659,888,676.09","1,619,238,517.99","1,324,257,446.76","1,289,895,357.49"
其他应收款,"229,795,766.25","214,697,046.19","207,776,282.47","191,736,714.74","217,597,486.34","213,466,233.49","227,827,800.77","223,355,961.69","251,776,837.11","119,339,142.00","364,568,188.62","116,195,476.67","122,348,154.63","100,584,364.15","176,022,907.60","235,971,041.92","273,393,744.36","381,142,731.19","197,206,950.78","117,522,721.20","144,621,234.32","148,892,751.54","119,310,875.52","96,614,118.75","108,852,507.59","134,205,893.89","122,324,254.33","92,343,734.43","128,405,175.68","115,404,143.17","97,935,813.67","84,129,696.18","87,148,509.18","124,249,842.57","101,438,435.42","81,076,562.96","95,613,529.51","75,268,407.16","95,881,135.88","386,287,485.47","160,072,793.70","84,672,896.84","79,440,841.36","77,477,050.12","85,937,499.98","79,187,780.56","127,034,417.89","127,413,312.31","136,703,250.69"
应付职工薪酬,"61,902,559.97","65,305,096.37","63,694,485.59","45,980,962.89","42,103,979.61","52,602,170.84","57,298,032.54","53,144,486.95","42,884,274.47","16,905,866.95","18,576,911.99","37,264,071.12","12,630,902.84","19,360,279.18","20,006,266.64","17,355,726.04","8,432,308.97","11,633,150.10","15,544,145.35","17,333,064.75","7,876,453.49","11,544,337.01","12,499,874.77","27,555,034.59","10,111,353.48","13,782,808.70","16,470,517.81","24,487,894.57","8,807,943.88","9,404,228.97","12,770,106.05","27,589,310.00","11,475,474.73","18,439,288.20","14,378,143.88","34,932,912.13","6,280,652.09","10,667,390.95","14,622,044.81","45,156,054.22","10,590,056.57","24,972,103.91","33,184,610.86","63,090,855.06","15,422,242.56","24,330,098.57","35,227,233.56","81,592,876.03","18,704,749.38"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-18,324,131.75","101,546,678.25","66,491,899.29","86,860,975.55","60,537,161.09","79,806,644.96","69,004,554.70","62,774,116.41","87,721,725.64","79,701,548.67","55,530,699.84","106,640,611.15","98,070,456.57","100,920,652.76","120,782,853.89","297,218,360.00","138,244,042.81","100,998,101.52","98,580,068.52","103,835,154.44","59,275,456.73","34,371,573.97","4,261,223.52","39,596,631.62","22,373,341.68","-8,967,262.08","-20,307,945.67","-1,001,191.00","-8,388,819.25","66,905,890.59","53,643,907.38","77,896,347.88","82,248,003.29","71,996,604.59","80,415,709.52","94,406,221.12","78,099,915.68","64,899,191.37","93,901,522.41","104,703,223.10","97,954,284.16","96,301,179.74","205,854,736.54","167,677,631.42","186,728,665.25","137,611,647.74","189,826,187.82","255,044,743.24","269,129,858.89"
应收利息,,,,,,,,,,,,,,,,,,,,,,,"350,276.75","402,764.99","375,590.38","1,437,185.13","2,258,731.29","5,520,368.10","3,207,175.76","6,205,325.94","8,944,846.76","12,270,995.92","11,870,140.98","10,331,401.93","11,146,420.31","8,429,344.88","9,116,508.33","10,288,105.22","1,038,459.04","4,247,395.62","5,811,666.67","7,461,666.67","9,111,666.67","14,550,982.97","12,411,666.67","15,054,510.00","17,178,176.67","24,796,062.54","22,535,073.03"
应付利息,,,,,,,,,,,,,,,,"846,642.50","1,006,838.43","1,416,256.50","1,544,878.65","2,937,772.33","4,475,752.49","2,376,443.69","1,567,283.85","2,312,974.72","1,645,826.39","4,597,500.00","3,808,827.78","3,203,786.30","3,012,900.00","3,189,458.91","3,398,395.03","5,403,289.01","3,928,197.90","2,371,847.31","889,947.41","917,536.23","2,067,131.92","4,839,398.06","1,935,654.17","2,301,417.09","1,207,359.12","2,471,475.04","1,850,069.46","2,499,729.18","4,360,708.06","5,785,311.02","6,388,526.28","5,403,559.75","14,463,322.23"
应收股利,,,,,,,,"34,000.00","874,456.38",,,"17,000.00","17,000.00","17,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"4,793,386.59","12,087,932.72","6,288,225.16","5,482,447.92","5,604,258.60","8,814,220.58","2,430,938.00","2,430,938.00","2,707,538.00","2,963,142.00","160,203,523.06","2,581,481.66","6,774,938.00","7,330,324.74","86,020,180.31","2,855,008.91","1,559,869.22","3,056,706.98","116,669,481.71","1,064,853.59","51,938.00","1,263,241.59","128,639,794.31","1,920,710.27","51,938.00","2,012,774.94","51,491,618.00","771,938.00","51,938.00","4,338,093.43","771,938.00","771,938.00","51,938.00","5,102,377.70","2,850,439.70",,,"2,311,855.16",,,,"7,225,476.38","10,000,000.00",,,"1,643,861.88"
