科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付职工薪酬,"1,764,184.01","6,352,940.58","5,208,689.04","4,964,726.58","6,642,748.44","7,427,670.19","9,898,043.21","7,957,980.75","8,748,659.12","9,369,936.56","10,056,012.89","5,480,724.98","5,783,799.28","5,778,211.78","10,211,571.95","6,072,411.81","6,083,602.44","5,200,817.00","8,457,563.24","4,815,295.89","4,710,771.76","4,522,137.84","9,228,494.08","4,404,922.66","4,551,747.91","4,821,338.63","7,774,221.52","2,979,682.35","2,649,631.99","3,621,277.29","5,433,777.16","5,213,702.84","6,762,721.09","6,425,025.21","7,966,783.83","5,107,446.74","4,858,323.12"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,170,636.98","3,729,125.42","4,210,355.20","1,775,793.99","5,368,766.42","2,472,374.06","3,025,857.73","4,145,995.71","2,107,409.96","797,344.28","1,994,747.94","1,295,702.61","4,667,398.45","177,342.62","-5,444,634.84","-5,294,230.27","-5,819,767.72","-3,548,230.10","-5,081,891.09","-2,013,818.81","3,278,728.46","697,292.38","3,351,061.57","-1,679,376.86","1,426,918.69","1,227,619.38","1,163,678.62","1,127,000.18","2,437,422.30","6,736,978.99","3,408,264.20","1,876,598.11","1,540,560.68","2,850,010.34","2,428,152.22","2,924,276.30","3,076,157.53"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"88,040.67","76,521.73",,"97,777.78","126,972.44","107,555.56","88,000.00","88,000.00","88,000.00","91,895.62","83,635.94",,,,,,,,,,,"6,645.83",,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"11,700,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,491.21"
存货,"37,803,230.33","59,981,870.25","53,523,745.87","49,619,687.73","44,698,983.17","63,963,070.49","61,039,226.89","71,418,779.25","78,219,427.43","93,817,301.01","82,085,373.48","84,685,084.42","78,996,729.88","92,244,985.54","117,329,291.45","145,476,790.62","154,798,641.44","139,666,992.12","138,934,191.01","150,879,958.85","111,322,783.24","123,723,962.82","132,343,317.72","127,831,193.57","116,095,990.19","137,771,010.55","125,007,375.00","99,535,279.49","106,801,626.40","98,797,509.94","71,524,968.25","85,552,842.56","127,960,255.85","158,622,742.00","133,667,170.17","173,167,899.07","167,557,818.13"
其他应付款,"10,545,426.65","11,858,557.81","11,631,579.33","12,221,728.78","12,816,509.58","21,730,762.62","4,422,352.62","3,256,096.10","3,426,818.01","8,703,656.96","25,485,022.17","21,744,651.30","33,859,758.43","49,488,060.47","56,762,680.92","40,723,806.27","40,728,561.11","35,610,715.17","44,554,333.80","41,858,815.83","44,537,626.99","43,430,673.73","37,196,755.40","31,707,981.85","30,823,446.50","28,814,022.18","28,581,107.73","68,405,798.14","21,129,064.58","55,841,529.05","55,268,608.48","55,164,514.10","55,257,214.37","55,250,083.75","36,180,856.08","34,797,520.21","29,122,363.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,"23,290,000.00","23,290,000.00","20,000,000.00","20,000,000.00","16,710,000.00","16,710,000.00","15,000,000.00","15,000,000.00",,,,,,,,,
其他流动资产,,,,,,,,,,,"3,254,417.53","871,876.42","1,239,854.38","6,072,661.51",,,,,,,,,,,,,"590,968.84","112,773.61","112,773.61","112,773.61","68,438,473.61","44,112,773.61","12,112,773.61","5,112,773.61","1,418,435.69","112,773.61","112,773.61"
其他流动负债,,,,,,,,,,,,,,,"3,459,000.00","2,594,250.00","3,459,000.00","3,459,000.00","4,282,156.32","4,282,156.32","4,282,156.32","4,282,156.32","4,025,067.04","4,025,067.04","4,025,067.04","4,025,067.04","4,025,067.04","4,025,067.04","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00","1,219,000.00"
流动资产合计,"84,456,343.41","147,380,495.76","159,421,906.60","153,356,893.00","175,125,825.87","496,762,902.77","516,073,689.26","529,362,586.25","512,219,608.49","495,204,253.46","441,154,496.66","407,340,051.07","383,092,929.71","387,098,730.03","335,397,908.06","327,520,550.91","314,832,626.88","330,631,162.42","339,887,541.60","356,358,255.04","343,799,944.63","334,756,339.65","352,376,096.33","361,584,461.80","350,814,350.66","341,617,759.88","296,748,620.49","323,480,790.86","339,514,466.48","436,689,857.71","458,148,764.40","442,915,598.06","467,684,294.93","519,098,258.22","463,161,685.87","458,177,419.00","505,254,194.33"
流动负债合计,"55,579,751.62","116,684,212.20","98,269,461.26","84,881,813.56","99,489,701.17","77,388,667.70","82,204,603.61","77,036,460.10","83,045,251.50","90,776,958.70","101,459,541.01","83,719,378.10","104,217,836.32","126,040,073.30","138,519,180.38","117,858,221.40","118,282,623.74","140,885,822.38","167,406,392.79","183,784,797.07","187,285,584.60","173,131,651.79","180,570,407.40","182,721,062.84","173,626,646.93","168,005,403.33","161,498,860.42","178,165,964.11","99,015,612.56","182,196,465.07","178,094,021.26","154,635,776.96","170,601,889.29","216,031,653.80","147,008,665.63","135,276,038.48","177,965,480.33"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,"28,422,976.47","39,991,065.79","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","26,710,000.00","26,710,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,256.41","200,698.26",,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00",,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"2,034,017.54","1,998,660.55","1,963,303.57","1,927,946.59","1,892,589.61","1,857,232.63","1,821,875.65","1,786,518.67",,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"47,435,376.73","65,898,490.64","65,355,372.16","65,048,235.47","66,583,077.98","66,919,694.22","66,977,014.46","63,390,102.33","64,522,906.61","67,626,326.76","65,822,339.83","64,365,334.71","63,293,495.81","135,015,223.89","404,869,305.03","399,236,586.42","393,114,697.99","388,918,260.16","393,280,879.40","386,107,499.49","384,868,612.00","377,932,044.94","368,508,404.82","361,006,845.97","353,355,385.20","346,036,400.63","340,835,088.27","333,681,915.51","223,409,524.56","220,251,820.31","215,621,164.61","210,353,534.72","206,483,516.83","202,032,314.70","199,760,645.43","194,651,331.44","191,573,811.36"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"507,283.82","5,000.00","201,893.00","233,428.00","282,428.00","2,073,412.82","4,734,380.06","12,061,042.60","32,094,710.65","52,575,618.88","135,275,592.20","160,878,554.62","196,696,037.88","188,127,547.77","1,557,196.58","1,660,427.58","1,892,527.58","2,163,774.26",,,,,,,,,,,,,,,,,"10,846,129.54","10,846,129.54","10,459,592.57"
其他非流动负债,,,"6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","14,600,000.00","17,440,000.00","17,440,000.00","34,590,000.00","38,904,916.67","38,904,916.68","40,175,416.68","40,163,166.68","41,315,362.08","40,244,823.00","39,174,283.92","38,103,744.84",,,,,,,,,,,,,,,
工程物资,,,,,,,,"80,341.89","5,635,897.44","5,635,897.44","5,635,897.44","5,759,829.08","5,759,829.08","5,759,829.08",,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","6,400,000.00","14,600,000.00","17,440,000.00","17,440,000.00","63,012,976.47","78,895,982.46","88,904,916.68","90,175,416.68","90,163,166.68","91,315,362.08","90,244,823.00","65,884,283.92","64,813,744.84","57,375,991.44","56,369,724.69","45,363,457.94","44,357,191.19","38,600,924.40","37,594,657.53","6,728,416.49","6,423,666.38","6,118,916.71","5,814,166.60","5,509,416.49","5,204,666.38","4,899,916.71","4,595,166.72","4,290,416.73"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"55,579,751.62","116,684,212.20","104,669,461.26","91,281,813.56","105,889,701.17","83,788,667.70","88,604,603.61","83,436,460.10","89,445,251.50","97,176,958.70","116,059,541.01","101,159,378.10","121,657,836.32","189,053,049.77","217,415,162.84","206,763,138.08","208,458,040.42","231,048,989.06","258,721,754.87","274,029,620.07","253,169,868.52","237,945,396.63","237,946,398.84","239,090,787.53","218,990,104.87","212,362,594.52","200,099,784.82","215,760,621.64","105,744,029.05","188,620,131.45","184,212,937.97","160,449,943.56","176,111,305.78","221,236,320.18","151,908,582.34","139,871,205.20","182,255,897.06"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"22,600,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","91,000,000.00","227,500,000.00","227,500,000.00","227,500,000.00","227,500,000.00","227,500,000.00","237,842,500.00","237,797,500.00","237,797,500.00","237,797,500.00","237,797,500.00","237,514,202.00","237,514,202.00","234,556,601.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"4,000,330.70","17,910,699.57","19,841,104.49","19,841,104.49","19,841,104.49","336,130,881.91","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","342,887,791.46","206,387,791.46","206,387,791.46","206,387,791.46","206,387,791.46","206,387,791.46","256,714,016.46","261,289,466.46","263,314,366.46","265,339,266.46","267,364,166.46","264,290,677.64","264,352,052.64","252,316,839.55"
无形资产,"4,779,772.97","4,679,174.95","19,159,171.70","19,040,840.78","18,945,595.08","18,850,771.54","18,692,696.09","18,587,188.85","18,475,421.92","27,169,415.33","27,028,148.74","26,858,601.95","26,703,495.26","26,677,342.14","27,021,317.59","26,852,966.89","26,684,616.19","26,568,823.82","30,186,907.74","29,877,610.91","29,568,314.06","29,258,628.99","28,948,749.79","28,638,870.60","28,328,991.40","28,019,112.21","27,950,336.80","24,866,132.59","16,764,286.48","16,637,766.58","16,511,246.68","16,384,726.78","16,258,206.88","16,284,437.78","16,154,034.38","16,023,630.98","15,893,227.58"
盈余公积,"5,768,416.37","829,754.42","4,429,861.41","4,429,861.41","4,429,861.41","4,429,861.41","8,542,244.29","8,542,244.29","8,542,244.29","8,542,244.29","11,288,722.27","11,288,722.27","11,288,722.27","11,288,722.27","12,113,036.67","12,113,036.67","12,113,036.67","12,113,036.67","12,113,036.67","12,113,036.67","12,113,036.67","12,113,036.67","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","13,845,889.62","14,191,168.52","14,191,168.52","14,191,168.52"
开发支出,,,"505,797.91","505,797.91","505,797.91","505,797.91","505,797.91","505,797.91","330,634.14","330,634.14","370,037.27","370,037.27","394,732.01","436,580.53",,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,643,325.00","52,414,275.00","52,414,275.00","52,414,275.00","52,414,275.00","30,108,378.18","30,108,378.18","15,018,697.88"
商誉,,,,,,,,,,,,,,,,,,,"305,508.90","305,508.90","305,508.90","305,508.90","305,508.90","305,508.90","305,508.90","305,508.90",,,,,,,,,,,
未分配利润,"46,876,267.79","14,968,169.36","48,344,550.81","55,273,252.29","64,142,307.07","70,626,362.76","76,880,198.49","84,051,824.05","87,749,179.70","95,380,552.33","100,727,945.59","105,960,846.06","96,433,443.91","97,263,667.08","94,596,393.36","92,125,830.90","73,104,080.30","63,170,023.22","54,610,395.23","49,053,198.90","56,083,543.37","56,607,087.99","63,667,762.60","64,756,254.72","67,754,538.93","58,640,804.87","22,679,140.14","24,357,235.29","33,345,210.51","36,113,605.93","54,568,846.94","55,613,524.42","59,524,960.66","59,633,922.63","60,208,632.41","62,366,543.84","63,823,348.26"
长期待摊费用,,,,,,,,,,,,,,"60,437.47",,,,,,,,,,,,,,,"256,500.00","243,000.00","202,500.00","180,000.00","157,500.00","135,000.00",,,
少数股东权益,"2,578,585.68",,,,,,,"15,000,000.00","14,938,495.10","14,895,420.98","14,936,686.13","14,889,845.13","14,701,776.74","14,258,900.44","13,809,379.61","13,090,683.95","11,743,330.74","10,925,625.10","15,845,012.05","14,855,779.86","14,863,335.63","13,738,351.25","12,001,724.11","10,946,291.63","9,683,008.52","8,909,620.71","1,920,752.76","360,440.37",,,,,,,,,
递延所得税资产,"204,575.23","409,674.20","620,836.60","620,836.59","840,249.30","843,194.52","911,260.07","911,260.07","1,263,782.80","1,320,821.75","1,594,174.32","1,594,174.32","2,009,050.95","2,576,440.11","4,045,454.27","4,060,926.62","4,238,600.86","4,349,867.46","11,020,116.97","10,941,448.21","10,676,058.70","10,712,986.30","9,580,737.34","9,513,467.81","9,865,928.33","10,276,377.06","7,447,742.66","6,965,916.15","6,972,872.95","6,875,560.56","8,943,505.29","9,109,536.45","9,921,978.19","10,279,569.21","8,659,493.14","8,647,510.92","9,121,142.29"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"52,947,008.75","71,012,339.79","85,863,071.37","85,469,138.75","87,177,148.27","89,212,871.01","91,841,148.59","95,555,733.65","122,343,353.56","154,678,714.30","235,746,189.80","259,846,531.95","294,876,640.99","358,653,400.99","437,493,273.47","431,810,907.51","425,930,442.62","422,000,725.70","436,827,430.55","429,230,728.06","427,381,797.23","420,137,115.72","409,235,990.46","401,321,925.91","393,677,689.48","386,423,917.47","376,233,167.73","365,513,964.25","247,403,183.99","244,008,147.45","241,278,416.58","236,027,797.95","233,031,458.31","228,932,019.95","235,420,302.49","230,168,602.88","227,047,773.80"
所有者权益(或股东权益)合计,"81,823,600.54","101,708,623.35","140,615,516.71","147,544,218.19","156,413,272.97","502,187,106.08","519,310,234.24","541,481,859.80","545,117,710.55","552,706,009.06","560,841,145.45","566,027,204.92","556,311,734.38","556,699,081.25","555,476,018.69","552,568,320.34","532,305,029.08","521,582,899.06","517,993,217.28","511,559,363.03","518,011,873.34","516,948,058.74","523,665,687.95","523,815,600.18","525,501,935.27","515,679,082.83","472,882,003.40","473,234,133.47","481,173,621.42","492,077,873.71","515,214,243.01","518,493,452.45","524,604,447.46","526,793,957.99","546,673,406.02","548,474,816.68","550,046,071.07"
资产总计,"137,403,352.16","218,392,835.55","245,284,977.97","238,826,031.75","262,302,974.14","585,975,773.78","607,914,837.85","624,918,319.90","634,562,962.05","649,882,967.76","676,900,686.46","667,186,583.02","677,969,570.70","745,752,131.02","772,891,181.53","759,331,458.42","740,763,069.50","752,631,888.12","776,714,972.15","785,588,983.10","771,181,741.86","754,893,455.37","761,612,086.79","762,906,387.71","744,492,040.14","728,041,677.35","672,981,788.22","688,994,755.11","586,917,650.47","680,698,005.16","699,427,180.98","678,943,396.01","700,715,753.24","748,030,278.17","698,581,988.36","688,346,021.88","732,301,968.13"
负债和所有者(或股东权益)合计,"137,403,352.16","218,392,835.55","245,284,977.97","238,826,031.75","262,302,974.14","585,975,773.78","607,914,837.85","624,918,319.90","634,562,962.05","649,882,967.76","676,900,686.46","667,186,583.02","677,969,570.70","745,752,131.02","772,891,181.53","759,331,458.42","740,763,069.50","752,631,888.12","776,714,972.15","785,588,983.10","771,181,741.86","754,893,455.37","761,612,086.79","762,906,387.71","744,492,040.14","728,041,677.35","672,981,788.22","688,994,755.11","586,917,650.47","680,698,005.16","699,427,180.98","678,943,396.01","700,715,753.24","748,030,278.17","698,581,988.36","688,346,021.88","732,301,968.13"
