科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"106,983,587.77","145,495,245.27","234,283,272.56","68,790,925.92","156,821,661.69","238,897,593.56","379,535,216.02","85,579,551.95","190,934,079.98","327,285,889.42","476,797,826.03","130,282,072.46","274,867,118.66","497,315,306.41","733,234,727.46","227,004,334.81","468,743,566.06","719,139,573.82","1,128,583,974.64","283,222,488.07","559,758,483.57","894,761,839.86","1,314,967,805.29","343,211,581.79","696,080,360.85","1,080,955,699.55","1,611,974,436.67","569,322,294.76","998,351,151.35","1,524,494,506.19","2,037,713,936.33","511,740,813.17"
二、营业利润,"25,852,512.93","30,625,338.40","44,099,475.77","11,746,887.56","24,420,340.34","40,530,314.14","54,183,850.19","14,654,459.41","29,148,974.19","48,625,746.55","57,174,139.05","11,835,952.51","28,051,747.61","56,187,287.82","89,004,653.88","11,510,913.72","30,834,504.87","67,639,188.96","182,413,946.29","10,327,415.82","19,096,135.17","60,708,577.67","209,451,334.77","32,937,136.23","70,395,171.21","128,762,419.28","250,703,728.17","46,722,913.20","100,206,740.42","178,297,910.30","316,534,749.07","44,910,297.36"
减:营业成本,"56,678,288.05","76,974,758.28","126,983,897.63","38,053,969.53","87,683,156.98","131,261,731.15","229,222,712.53","48,340,094.32","109,693,838.44","189,273,853.17","291,261,872.48","81,171,987.15","171,496,960.36","309,392,745.39","442,067,555.96","156,540,072.65","309,960,289.17","464,986,172.33","700,819,349.10","189,892,086.65","348,619,863.07","546,330,135.63","770,438,027.98","217,431,950.99","430,966,550.77","647,447,249.62","908,111,909.75","410,643,648.27","678,567,824.98","979,395,396.82","1,202,806,187.26","343,535,961.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"127,481.69","650,726.95","2,901,573.47","605,156.66","1,408,457.22","2,212,369.22","2,526,812.07","364,509.69","720,957.56","1,222,193.21","1,970,653.96","412,065.75","672,511.23","1,444,057.74","2,555,217.46","745,224.71","2,275,905.91","3,474,122.38","5,809,957.53","1,384,505.06","2,964,287.18","4,069,276.23","12,173,783.94","2,851,925.51","6,903,072.15","10,386,033.46","15,774,735.59","3,985,082.57","7,543,984.12","14,674,073.48","22,137,191.35","4,196,404.24"
营业外收入,"4,858,472.66","5,674,084.89","9,863,935.99","3,042,100.00","3,899,600.00","5,907,470.00","17,503,243.07","4,779,093.50","12,070,353.41","13,295,507.77","28,968,886.67","5,781,288.25","6,588,234.99","10,207,722.85","40,802,639.80","2,165,404.64","2,564,526.35","7,288,882.24","39,728,159.84","17,043,777.42","30,507,479.48","39,319,896.09","116,241,260.44","8,330,554.72","4,469,745.45","8,200,437.73","18,789,289.83","69,725.31","4,617,539.43","5,508,976.45","11,031,309.71","1,488,749.82"
销售费用,"4,596,549.15","9,010,273.95","15,093,386.59","4,653,603.72","12,352,761.78","18,757,929.05","27,368,479.77","7,604,789.45","15,907,858.41","24,978,561.71","31,595,339.08","11,521,157.46","21,186,512.83","29,708,899.73","40,640,229.07","13,836,822.33","28,482,102.51","38,645,512.10","46,361,497.34","11,607,699.99","28,746,592.65","39,186,997.50","47,375,904.27","11,929,098.63","28,057,786.22","42,147,417.44","48,258,780.76","11,184,877.56","30,535,804.24","50,482,802.65","70,002,961.69","13,822,678.14"
减:营业外支出,"115,509.32","112,882.13","98,945.21",,,"100,000.00","215,732.00","41,696.83","86,071.03","297,194.71","307,219.68","100,000.00","100,422.06","600,422.06","629,550.52",,,"134,807.31","397,029.54",119.63,"9,017.67","1,087,142.23","1,638,150.38","17,022.19","22,049.00","97,676.85","312,346.67","1,655.80","1,065,788.26","1,503,745.57","1,630,487.37",540.12
管理费用,"14,720,878.07","24,229,691.18","38,286,553.93","11,095,190.72","26,210,455.71","40,246,779.77","60,764,635.95","13,325,314.75","35,123,180.79","60,572,435.28","88,284,280.30","26,507,181.64","52,592,143.96","83,369,546.89","128,553,200.49","41,301,360.84","88,728,846.22","130,049,549.50","215,091,052.51","51,376,059.90","120,479,407.11","185,888,060.71","264,419,652.29","53,024,343.37","118,156,135.35","187,885,845.47","304,902,841.95","62,531,143.23","140,568,583.16","101,600,797.76","150,158,425.30","41,826,714.75"
其中:非流动资产处置净损失,"36,904.95","2,010.25","63,629.66",,,,,"16,696.83","20,271.03","31,394.71","31,419.68",,,,,,,,"94,490.64",,,"66,778.80","147,702.52",,,"2,090.50",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
