科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"23,141,584.90","27,668,072.76","38,078,616.88","32,421,391.69","372,170,342.40","344,393,465.46","343,088,273.10","337,880,615.77","312,707,452.12","304,542,483.16","310,746,749.74","297,576,757.19","248,740,597.88","222,050,764.49","210,827,039.73","209,089,235.85","159,913,706.79","85,445,997.13","60,059,638.47","50,144,319.09","74,867,495.77","75,689,636.36","80,780,489.34","250,869,712.89","130,094,731.53","123,375,447.26","289,996,281.58","357,241,314.56","276,530,307.87","161,649,077.70","237,461,124.28","547,777,364.05"
短期借款,"56,510,638.55","60,000,000.00","80,000,000.00","80,000,000.00","46,290,000.00","31,000,000.00","40,000,000.00","47,360,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","9,000,000.00",,"35,000,000.00","65,000,000.00","115,000,000.00","70,000,000.00","70,000,000.00","90,000,000.00","107,366,349.00","117,539,192.00","125,959,164.00","79,368,484.50","107,715,756.50","128,411,270.00","150,052,280.00","133,920,990.00","120,372,480.00","157,215,262.00","208,967,576.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,466,214.82",,,,,,"1,000,000.00","3,332,974.47","4,397,454.47","4,444,667.23","6,284,122.07","9,726,177.71","2,996,452.24","6,691,278.63","9,944,817.20","5,154,817.67","12,921,820.78","5,321,720.42","29,690,151.17","41,092,288.74","6,128,676.65","9,077,469.82","11,237,688.78","12,571,161.55","10,944,352.02","8,317,214.50","26,774,110.18","44,854,002.88","30,565,485.03","19,914,435.11","27,040,528.35","47,952,036.55"
应付票据,"107,100.00","5,080,130.00","16,147,987.89","16,509,826.18","33,288,947.07","56,232,693.58","57,103,449.00","46,552,266.86","42,889,383.63","40,826,949.36","49,635,507.10","28,838,828.05","41,700,431.44","45,098,894.10","57,487,638.05","60,923,912.21","77,279,833.71","77,720,273.60","89,305,572.40","98,690,568.96","91,902,651.56","117,807,176.85","129,679,804.66","128,126,833.96","125,966,243.43","129,728,726.41","159,400,016.51","187,170,811.13","186,598,181.81","157,776,631.75","113,770,686.79","178,846,766.81"
应收账款,"49,399,918.55","70,898,690.11","78,341,847.19","80,776,672.27","92,313,965.43","109,804,918.47","121,850,551.05","98,654,640.72","105,680,876.85","105,268,714.86","112,912,189.22","74,932,785.71","92,156,297.82","90,752,392.89","107,994,177.24","97,936,578.29","118,127,609.30","132,688,152.49","133,260,411.56","116,442,683.21","142,691,165.76","153,495,196.19","187,467,418.22","171,337,872.27","198,672,547.37","208,749,899.23","242,932,066.78","235,042,260.30","273,986,949.20","280,836,637.42","292,564,330.51","282,567,858.88"
应付账款,"79,177,344.61","80,961,326.19","77,775,499.33","77,012,363.47","79,027,406.85","85,857,135.66","94,161,571.63","71,077,999.08","82,834,644.12","91,977,426.53","84,799,345.17","82,267,835.64","72,582,896.52","85,134,197.96","82,335,478.84","88,911,699.97","86,677,099.06","97,508,589.69","129,711,331.89","133,077,145.69","166,792,815.10","205,074,524.06","226,377,377.25","201,570,700.62","200,134,407.73","239,279,085.48","249,728,072.45","238,301,034.08","236,797,130.26","248,678,315.49","302,216,872.64","280,990,377.43"
预付款项,"3,432,219.77","4,095,522.05","198,599.35","584,550.12","4,349,722.90","1,727,560.77","712,933.64","293,972.76","6,885,612.60","9,484,030.33","6,166,651.14","6,429,576.06","3,284,498.33","1,646,735.10","2,945,257.14","22,984,343.10","18,260,678.83","357,155.42","146,199.36","224,294.54","632,009.01","7,260,317.79","1,804,598.67","72,547.54","365,328.51","209,745.43","1,679,892.91","1,788,468.03","2,187,279.97","2,560,093.65","2,657,149.58","4,546,943.72"
预收款项,"61,717.40",,"292,605.33","297,012.77","376,742.00","392,002.80","462,811.39","665,968.46","379,419.03","377,064.68","18,845.10","8,663.62","37,061.86","25,035.88","254,770.14","90,111.21","149,154.64","369,922.54","224,558.24","204,849.90","549,618.51","1,051,613.72","1,111,983.75","1,588,053.80","1,310,654.11","671,054.20","445,973.34","710,992.78","2,002,065.11","1,924,081.86","6,479,044.30","5,762,813.83"
其他应收款,"1,886,070.28","1,433,017.42","4,134,407.14","4,361,061.79","4,447,014.94","3,290,216.57","722,721.72","866,321.05","752,666.68","886,052.44","1,005,632.01","2,481,370.39","3,448,279.84","3,555,912.29","3,016,084.06","3,082,076.04","8,658,315.30","14,141,437.08","11,882,850.73","15,243,174.43","14,989,704.98","8,686,473.50","5,253,149.59","6,889,200.78","3,752,220.27","2,534,211.73","2,720,403.98","3,669,447.24","3,801,673.57","3,948,774.49","4,716,197.65","4,529,457.25"
应付职工薪酬,,"1,236,056.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"978,215.38","1,356,696.28","2,698,399.29","1,773,301.05","2,534,666.72","2,105,340.25","2,668,771.81","2,110,034.53","1,672,115.94","2,059,082.89","2,989,236.33","1,103,543.31","1,760,968.39","1,454,384.39","2,170,858.29","656,470.21","1,387,936.73","1,638,955.55","121,617.19","158,202.63","2,421,422.92","1,025,742.01","5,031,952.45","30,326,351.24","1,823,211.32","4,083,964.05","4,375,864.64","2,307,896.93","1,082,185.36","1,748,449.94","929,441.97","1,053,214.10"
应收利息,,,,,"1,199,284.15","3,058,413.10","3,475,676.17","5,419,791.67","1,494,072.21","3,627,736.10","4,517,666.65","4,266,986.11","2,609,041.68","3,180,527.79","2,049,333.35","1,344,527.79","460,500.00",,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,653.81","148,653.81","177,868.41","165,394.46","447,158.60","247,403.18"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"14,113,000.00",,,"2,741,867.55",,,,,,,,,,,,"2,286,135.47",,,,"5,359,503.71",,,,"6,505,827.78",,,
存货,"37,137,642.56","48,763,554.37","61,135,304.09","71,794,212.35","91,022,245.94","100,839,045.31","96,035,677.47","94,752,037.98","102,899,431.16","107,805,592.66","83,934,216.52","93,993,847.34","90,125,397.29","88,539,164.89","74,031,283.19","88,082,939.02","81,927,261.72","79,868,217.74","68,486,085.14","89,327,296.16","91,754,273.58","112,320,477.45","114,786,716.95","133,755,834.78","139,882,016.60","165,242,177.13","175,909,562.39","186,698,823.69","167,770,960.58","190,147,644.52","207,869,065.83","248,091,229.13"
其他应付款,"2,493,329.36","867,159.65","355,793.80","505,793.80","6,940,923.80","3,380,793.80","500,000.00","521,538.00","579,860.50","700,000.00","700,000.00","700,000.00","10,055,991.00","10,522,991.00","10,720,106.08","10,760,200.00","11,202,073.71","10,938,600.00","9,084,495.18","8,192,214.80","8,256,658.55","8,279,441.95","7,642,788.95","7,363,579.75","7,394,121.19","6,840,458.08","7,081,502.49","60,243,167.54","59,266,741.01","59,284,715.44","59,234,555.49","38,543,968.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"1,910,084.60","2,384,776.73","1,004,666.11","664,895.60","230,420.92",,,,"21,653,600.00","36,724,616.00","55,197,477.76","55,240,154.92","26,920,000.00","26,920,000.00","26,920,000.00","26,920,000.00","20,737,619.08","17,411,611.84","17,614,010.96","7,033,122.86","23,723,863.45","55,108,080.17"
其他流动资产,"461,000.00",,,,,,,,,,"576,449.58","625,037.35","26,693.03",,,"1,182,329.85","5,132,457.24","2,676,631.22","3,463,218.53","5,779,763.29","2,726,288.48","5,132,022.53","2,479,265.72","293,640.40","1,825,931.81","3,655,957.44","2,853,986.45","4,293,264.47","3,716,758.48","3,006,327.86","556,532.19","1,710,697.53"
其他流动负债,,,,,,,,,,,,,,,,,,,"65,000,000.00","30,000,000.00",,,,,,,,,,,,
流动资产合计,"120,924,650.88","152,858,856.71","181,888,774.65","189,937,888.22","565,502,575.76","563,113,619.68","566,885,833.15","541,200,354.42","534,817,566.09","536,059,276.78","526,143,676.93","490,032,537.86","443,387,258.11","416,416,776.08","410,807,991.91","428,856,847.61","405,402,349.96","320,499,311.50","306,988,554.96","318,253,819.46","333,789,614.23","371,661,593.64","403,809,327.27","575,789,970.21","485,537,128.11","512,084,652.72","742,866,304.27","833,587,581.17","758,559,414.70","662,062,990.75","772,864,928.39","1,137,175,587.11"
流动负债合计,"139,328,345.30","149,501,368.74","177,270,285.64","176,098,297.27","168,458,686.44","193,080,966.09","194,896,603.83","168,287,806.93","161,097,290.77","165,940,523.46","170,053,018.30","145,303,647.35","157,142,015.32","151,900,398.93","153,199,272.32","196,342,393.60","241,696,097.85","303,176,341.38","385,101,174.90","377,047,597.98","417,406,779.87","495,845,002.51","514,303,099.06","521,854,683.37","448,276,625.99","515,239,044.72","570,328,972.32","656,346,448.11","643,965,000.70","596,983,191.80","664,016,885.24","769,520,200.00"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
