科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"77,558,640.30","49,531,041.32","64,433,456.10","69,064,632.25","1,012,245,419.62","1,023,090,550.06","1,038,185,010.84","1,048,032,110.51","935,812,084.19","940,250,616.14","974,974,834.03","975,011,659.69","926,828,227.05","921,726,905.88","942,087,939.30","932,406,641.88","828,521,609.05","808,453,697.34","799,883,476.10","685,391,856.09","620,339,567.09","517,494,624.12","507,679,040.32","479,784,018.06","194,068,541.92","315,307,439.91","442,018,500.60","170,427,840.74","190,821,633.76","124,897,414.81","690,858,109.70","382,772,053.96","253,971,484.98","165,612,417.63","429,625,738.95","250,809,879.48","195,465,903.74","276,710,968.83","482,794,143.90","255,078,167.74"
短期借款,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","85,000,000.00","175,000,000.00","220,000,000.00","235,000,000.00","210,000,000.00","253,526,084.75","208,526,084.75","283,119,584.75","277,026,084.75","322,800,000.00","277,352,400.00","264,272,400.00","427,622,868.60","567,025,913.80","524,575,382.20"
交易性金融资产,"3,499,776.00",,,,,,,,"2,332,750.00","2,285,500.00","1,386,556.45","215,400.00",,"361,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,"975,450.00",,,,,,,,,,"15,876,585.02","15,997,538.24",,,,,,,,,,,"4,293,047.58","4,293,047.58","4,293,047.58","4,293,047.58","4,293,047.58","4,293,047.58"
应收票据,,,,,,,,,,,,"40,000.00",,,"262,355.00","450,664.00","446,796.00","377,036.00","732,450.00","1,055,840.58","799,620.07","363,795.56","451,060.77","673,583.17","616,486.35","652,622.05","478,645.38","653,575.22","753,397.43","617,258.53","148,142.78","66,710.10","15,665.61","209,413.67","85,014.16","4,551.04","59,817.30","10,416.40","3,209,541.77","1,100,160.09"
应付票据,,,,,,,,,,,,,,,,,,,,"725,933.96","792,890.46","707,260.91","585,527.11","705,757.97","1,279,466.64","521,480.57","163,898.46","1,223,739.50","238,565.98","36,087,872.48","8,740.62","283,725.75","79,031.68","105,135.49","152,900.28","204,716.09","368,524.25",,"22,396,727.46",
应收账款,"22,382,358.81","27,566,980.96","34,159,265.70","31,008,211.25","38,577,286.16","43,076,585.34","42,340,194.72","32,618,961.51","55,348,772.67","54,966,621.41","46,227,098.55","36,280,535.45","53,654,914.29","54,984,040.78","54,031,335.79","55,529,898.29","66,053,391.17","77,900,764.36","76,260,368.07","69,042,876.48","63,672,803.96","87,714,378.12","94,875,546.34","111,147,403.45","378,152,999.92","387,582,479.97","449,059,962.72","446,303,107.52","441,566,300.48","495,992,216.39","537,870,940.48","533,566,708.46","592,318,921.50","639,859,202.15","600,132,291.47","630,126,154.31","711,206,080.16","735,482,380.73","775,700,936.92","814,356,305.92"
应付账款,"42,416,241.71","33,026,324.40","43,668,697.42","24,181,958.60","29,541,321.56","24,704,516.58","24,426,409.16","26,004,587.47","28,689,651.08","17,352,625.96","23,833,606.87","26,708,992.50","24,494,924.72","22,805,001.59","30,249,299.21","27,608,142.07","38,951,427.48","35,056,766.43","31,327,956.20","33,346,471.31","32,961,867.22","43,818,803.33","41,253,165.51","42,060,057.62","62,714,622.34","66,393,842.62","71,810,491.12","89,373,220.38","106,350,622.11","115,937,973.92","111,483,999.86","101,890,038.93","103,212,403.81","103,773,258.37","132,424,866.13","112,587,918.73","107,609,531.44",,"131,560,783.91",
预付款项,"3,709,003.00","2,890,277.02","3,484,452.14","2,431,464.12","2,766,355.45","8,115,342.10","8,592,829.37","9,996,654.65","13,283,814.98","10,237,617.31","9,124,114.10","31,269,082.74","11,163,457.18","11,978,776.82","7,017,905.68","6,932,302.62","27,682,031.49","17,291,656.44","3,983,991.49","5,756,439.54","5,171,819.68","6,552,225.51","3,310,845.88","1,815,573.82","23,544,415.81","29,343,915.15","21,194,690.30","21,237,397.86","13,427,199.87","15,706,617.53","21,567,778.93","55,928,274.80","21,828,046.66","47,886,011.00","32,566,952.85","67,092,488.66","80,865,727.27","108,179,834.07","74,086,541.01","108,929,570.84"
预收款项,"6,434,358.89","2,418,026.81","7,033,176.26","4,618,748.43","8,168,878.13","6,685,522.81","4,912,445.43","8,389,192.34","6,787,068.11","6,449,062.12","7,928,915.46","5,208,303.43","7,506,224.69","7,006,765.17","6,244,779.81","13,796,817.84","9,697,857.49","11,416,627.40","8,453,191.53","11,609,199.88","14,317,093.96","20,101,371.88","11,974,587.37","17,042,935.92","11,790,580.74","12,227,116.33","10,283,303.32","14,306,120.23","17,153,885.04","24,956,780.51","9,337,055.00","12,072,038.68","17,108,594.74","27,295,511.39","21,913,811.87","23,690,540.92","31,578,840.47","24,500,418.80","15,305,449.37","12,526,511.65"
其他应收款,"946,057.00","1,288,369.30","3,064,697.32","1,990,942.74","4,666,280.22","4,051,723.55","4,015,964.37","2,662,149.15","6,185,853.09","4,513,827.82","2,448,621.34","3,805,419.57","4,335,166.39","5,488,088.63","5,726,526.83","5,739,136.55","8,464,425.71","7,616,935.09","7,317,554.61","10,068,506.89","7,197,074.38","11,197,583.57","14,834,843.04","12,935,316.70","35,987,348.93","33,763,217.94","29,031,488.00","37,371,249.90","35,227,413.24","35,601,551.49","27,120,212.97","36,915,323.93","35,073,033.47","36,519,607.41","45,855,054.73","65,362,140.19","65,771,048.31","82,649,040.71","82,292,806.84","103,385,167.95"
应付职工薪酬,"360,805.93","417,027.47","721,655.24","814,695.21","926,727.19","903,924.79","2,634,586.30","681,271.44","1,063,912.86","1,024,999.46","3,710,865.36","2,268,117.00","2,440,005.94","2,224,638.80","4,045,199.61","2,532,436.89","2,914,365.59","2,338,936.87","8,534,997.23","2,977,876.81","4,090,593.14","4,279,101.37","11,856,074.80","3,952,483.43","10,308,880.39","11,076,391.50","27,797,684.23","13,449,147.53","14,173,195.78","15,027,003.85","40,619,080.10","18,273,282.23","16,474,940.68","18,616,834.22","39,417,081.82","16,348,599.91","17,215,303.12","17,397,289.15","49,781,747.29","16,625,525.10"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"18,688,845.70","3,217,447.71","3,508,405.06","2,688,115.30","2,332,884.88","3,248,166.61","2,739,611.43","-164,430.03","-588,968.32","1,199,528.05","2,945,488.14","2,448,949.04","4,006,788.72","3,050,611.53","7,237,038.99","6,754,066.94","15,206,804.12","11,185,137.04","8,388,989.99","8,641,555.93","14,207,514.89","8,338,137.74","12,471,034.48","6,606,563.53","24,478,642.99","25,569,707.12","78,686,314.91","30,324,943.65","24,466,554.43","25,518,274.15","62,694,350.84","41,561,649.41","37,130,771.59","43,034,981.25","73,083,204.25","60,419,095.33","64,696,531.19","67,671,541.97","70,945,146.01","61,751,317.91"
应收利息,,,,,,,"10,061,757.26","14,199,269.88","13,947,238.37","18,506,205.48","25,018,422.60","29,932,136.49","13,029,932.85","18,189,886.88","23,949,498.90","30,177,782.79","15,851,671.20","23,784,616.47","29,487,987.11","36,255,176.81","8,326,971.44","8,319,905.01","2,025,076.28","3,352,984.48","1,898,562.77","125,022.46","234,927.87","30,666.66","127,590.28","264,684.73",,"1,512,658.32","1,368,486.11","753,263.88",,,,,,
应付利息,,"14,000.00",,,,,,,,,,,,,,,,,,,,,,,"37,388.89","455,590.29","718,159.74","902,213.91","890,413.32","986,204.85","769,993.07","368,079.08","592,587.88","237,296.21","636,667.82","1,313,130.12","1,732,426.05",,"3,407,792.13","2,449,071.25"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,"15,291,514.57","15,250,644.09","7,905,986.12","5,748,372.17","3,577,999.62","1,626,364.55",,,,,"1,483,359.07",,,,,,,,,,
存货,"12,316,283.52","15,525,588.59","16,212,073.56","11,374,356.22","25,069,432.22","23,509,276.32","18,714,776.26","19,453,294.44","30,186,788.78","35,004,760.18","35,858,187.24","36,743,026.74","47,889,919.82","44,720,902.76","43,550,387.10","47,049,534.85","62,052,373.98","66,795,664.34","66,189,880.00","94,946,693.69","110,862,388.86","117,397,985.01","107,431,251.65","111,185,792.57","187,814,157.12","198,897,470.40","178,323,431.63","189,263,540.07","225,477,873.16","256,011,617.29","262,343,579.37","286,571,972.49","296,443,724.25","308,522,722.83","276,587,305.45","293,088,997.69","288,978,099.22","269,696,075.65","246,776,678.36","272,831,651.77"
其他应付款,"210,063.03","1,269,388.04","1,922,002.37","2,827,143.57","7,696,182.40","5,716,515.79","1,555,975.76","1,453,494.62","1,266,492.45","1,398,724.45","1,534,687.96","1,306,953.16","2,408,657.16","2,247,706.16","4,229,017.65","3,526,903.81","4,219,732.32","3,727,045.55","5,044,628.02","39,590,128.35","39,578,518.70","39,815,856.15","9,824,366.16","8,079,528.55","781,853,049.26","522,963,188.78","486,914,771.61","52,048,387.21","55,923,125.44","56,597,735.73","26,020,118.51","15,699,740.96","29,611,087.08","25,217,463.83","22,334,612.69","17,236,150.01","13,575,739.34","16,897,767.93","25,736,158.45","20,601,052.93"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"602,727.27","566,666.66","231,818.18","36,000,000.00","36,000,000.00","62,000,000.00","62,000,000.00","70,000,000.00",,"30,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","42,000,000.00","40,000,000.00","40,000,000.00","95,935,080.00","118,878,025.00"
其他流动资产,,,,,,,,,,,,,,,"3,758,046.35","6,155,641.19","8,502,390.31","10,959,641.72","14,697,738.88","13,510,795.34","18,157,520.34","19,447,478.21","32,503,511.85","30,487,144.95","35,643,466.56","26,262,150.07","25,593,671.33","24,456,309.54","30,511,455.98","24,875,550.69","27,451,791.64","24,105,640.59","66,512,108.60","65,176,372.91","15,160,396.71","21,290,436.45","20,548,036.88","47,626,855.19","8,871,365.10","8,986,557.85"
其他流动负债,,"10,000,000.00",,,,,,,,,,,,,,,,"1,020,000.00",,,,,,,,,,,,,,,,"38,291.53",,,,,,
流动资产合计,"120,412,118.63","96,802,257.19","121,353,944.82","115,869,606.58","1,083,324,773.67","1,101,843,477.37","1,121,910,532.82","1,126,962,440.14","1,057,097,302.08","1,065,765,148.34","1,095,037,834.31","1,113,297,260.68","1,056,901,617.58","1,057,450,401.75","1,080,383,994.95","1,084,441,602.17","1,017,574,688.91","1,013,180,011.76","998,553,446.26","916,028,185.42","834,527,765.82","768,487,975.11","763,111,176.13","751,381,817.20","857,725,979.38","991,934,317.95","1,145,935,317.83","889,743,687.51","937,912,864.20","953,966,911.46","1,567,360,555.87","1,321,439,342.65","1,267,531,471.18","1,264,539,011.48","1,400,012,754.32","1,327,774,647.82","1,362,894,712.88","1,520,355,571.58","1,673,732,013.90","1,564,667,582.16"
流动负债合计,"68,110,315.26","60,362,214.43","56,853,936.35","35,130,661.11","48,665,994.16","41,258,646.58","36,269,028.08","36,364,115.84","37,218,156.18","27,424,940.04","39,953,563.79","37,941,315.13","41,832,051.23","37,334,723.25","52,005,335.27","54,218,367.55","70,990,187.00","64,744,513.29","61,749,762.97","112,182,680.81","121,199,122.46","124,966,517.50","110,192,439.89","98,589,531.54","919,320,813.98","760,207,317.21","887,374,623.39","483,627,772.41","516,196,362.10","556,595,204.56","504,459,422.75","428,674,639.79","527,329,002.21","535,344,857.04","657,056,192.44","555,445,598.69","545,342,343.44","755,880,269.79","982,980,053.87","925,810,667.18"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"17,200,000.00","17,200,000.00","27,200,000.00","32,200,000.00","27,200,000.00","27,200,000.00","32,440,000.00","33,400,000.00","53,380,000.00","88,512,000.00","111,512,200.00","134,012,100.00","135,512,100.00","135,512,100.00","144,293,265.00",
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,"264,000,000.00","264,000,000.00","432,000,000.00","432,000,000.00","390,000,000.00","390,000,000.00","180,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","192,567,500.00","243,826,639.00","249,253,480.00","192,948,000.00","146,000,500.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,659,554.80","50,809,554.80"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,"61,000,000.00","60,986,658.77","111,256,983.54","114,106,504.57","114,198,221.68","114,053,384.19","114,272,077.42","142,922,059.41","153,331,121.91","150,723,373.27","153,193,338.52","158,156,771.18","158,399,008.85","156,364,241.00","174,271,356.62","169,244,019.48","182,117,350.09","225,496,635.72","325,488,612.10","324,840,817.49","321,934,161.44"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,"2,291,423.84","5,063,128.50","5,027,759.81","4,909,014.81","4,889,465.99","4,758,176.93","4,681,939.04","4,605,701.14","3,999,043.16","4,484,324.22","4,412,312.50","4,333,255.62","4,257,721.33","4,171,236.29","4,095,701.99","4,020,167.69","3,944,633.40","3,879,230.74","3,803,696.44","3,726,749.22","3,652,637.32","3,625,076.02","3,482,617.48","49,314,766.89","48,687,717.90","27,108,348.71","26,770,267.48","26,389,531.05","26,029,840.39","25,719,710.03","25,359,878.44","25,001,416.64","24,642,706.96","64,326,422.31","63,307,623.76"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,"159,900.00","159,900.00","163,000.00","163,000.00","163,000.00","163,000.00","217,900.00","217,900.00","217,900.00","217,900.00","343,662.00","343,662.00","343,662.00","343,662.00","319,500.00","319,500.00"
固定资产,"21,257,813.08","25,526,086.56","27,036,510.81","67,109,691.72","63,465,023.73","60,662,438.52","61,335,992.07","73,550,294.97","75,875,306.36","78,161,626.82","79,312,686.11","78,142,033.40","83,094,032.20","83,154,232.55","85,488,465.38","86,205,345.13","86,142,577.66","114,247,700.71","113,164,196.32","122,644,315.30","137,449,095.72","140,854,845.01","149,047,488.69","161,075,918.33","188,187,354.31","196,191,474.84","198,252,741.99","347,258,099.63","297,396,644.85","318,990,973.33","353,827,654.78","346,552,994.99","342,427,087.78","336,155,533.93","349,058,241.06","343,521,521.78","338,371,925.24","331,667,610.43","300,292,739.88","292,565,921.69"
递延所得税负债,"378,944.00",,,,,,"1,509,263.59","2,129,890.48","2,441,998.26","3,118,755.83","3,960,746.86","4,522,130.47","1,941,314.93","2,670,412.78","3,601,890.58","4,544,510.70","2,462,512.50","3,533,527.15","4,423,198.07","5,426,839.23","1,239,842.81","1,262,967.23","338,841.98","650,014.26",,,"45,881.04","34,031.25",,"45,881.04",,,,,,,,,,
在建工程,"27,285.00","3,913,829.50","35,171,406.50",,,,"1,408,926.06","2,035,284.16","1,090,457.52","1,216,478.74","2,142,120.00","2,262,615.73","2,559,584.03","2,773,730.27","6,941,004.18","27,148,258.69","48,182,143.58","45,497,202.52","77,051,893.21","87,410,937.06","98,332,515.33","126,965,609.05","132,912,342.23","142,086,692.96","132,172,555.99","124,416,304.28","129,412,822.95","20,189,978.50","27,826,006.11","21,725,932.87","880,265.00","1,067,804.48","9,056,492.89","14,781,183.89","5,821,946.87","8,654,370.70","7,369,665.97","10,570,725.80","20,133,141.32","31,612,188.53"
其他非流动负债,,,,,,,,,,,,,,,,,,,"649,090.91","556,363.64","463,636.37","370,909.10",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
