科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"68,242,667.33","128,243,597.72","184,520,124.38","119,969,939.37","124,757,547.93","666,518,892.07","556,864,481.73","523,335,780.51","461,619,709.63","471,817,370.55","459,867,612.62","339,269,363.69","341,553,577.95","799,468,236.29","646,219,752.16","539,987,632.66","558,559,176.12","711,614,057.86","642,532,973.60","632,761,173.59","667,814,584.33","844,619,427.54","917,655,920.03","775,668,931.91","882,310,905.40","1,005,699,915.73","976,543,480.48","950,422,464.27","931,111,771.38","1,068,566,810.23","1,058,134,796.04","871,945,793.32","1,027,057,492.09","1,248,635,254.02","1,740,391,776.02"
短期借款,,"26,000,000.00","48,000,000.00","53,360,000.00","67,880,000.00","59,510,000.00",,,,"5,000,000.00","5,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","50,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00","80,711,000.00","53,568,000.00","94,348,450.00","95,232,018.85","72,021,301.00","9,970,919.33","106,601,000.00","105,959,100.00","106,177,000.00","206,049,000.00","157,909,000.00","217,788,300.00","304,347,100.00","355,991,400.00","402,270,500.00","442,388,700.00","371,286,700.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,118,446.00","24,362,025.17","23,266,448.68","24,212,494.10",,"12,935,999.69"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"3,111,550.00","7,111,450.00","16,276,500.00","10,333,000.00",,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,"80,000.00","80,000.00",,,,,,,"122,500.00","122,500.00",,
应付票据,,,,,,,,,,,,,,"2,170,000.00",,,,,,,,,,,,,,,,"260,000.00",,,,,
应收账款,"50,023,730.95","51,217,199.26","84,193,093.67","146,157,437.95","150,563,614.92","148,633,483.22","165,091,913.80","183,243,908.64","214,463,336.35","266,680,392.20","315,307,391.35","355,117,753.78","384,283,894.70","335,432,849.07","360,906,921.22","402,656,003.96","421,819,642.72","376,623,862.20","429,190,120.50","471,361,613.83","485,397,794.27","393,117,564.75","434,968,001.28","486,205,642.27","514,630,139.35","431,868,933.66","460,283,143.34","539,153,818.60","551,305,709.62","561,052,697.64","624,879,185.71","764,069,980.61","831,956,358.82","751,111,867.24","784,429,603.03"
应付账款,"1,774,795.32","1,602,210.87","1,915,071.54","1,279,207.97","1,397,190.49","2,698,901.23","1,708,620.89","3,703,141.88","5,245,473.87","22,921,772.35","20,958,337.08","19,234,041.33","10,387,184.02","22,026,160.10","16,428,419.62","24,353,492.67","22,906,042.40","30,263,473.31","40,586,595.84","45,304,314.36","41,785,562.89","26,832,216.25","29,683,295.23","42,520,228.45","39,665,328.34","40,809,254.30","33,622,631.81","35,943,788.21","31,066,849.37","39,320,576.14","39,258,822.25","43,862,837.79",,"57,820,359.85",
预付款项,"1,032,054.45","1,266,947.64","113,827,772.23","59,427,134.89","67,787,122.15","74,430,302.47","81,070,473.08","89,307,957.59","134,478,809.71","34,805,375.14","46,439,566.97","57,477,796.66","18,598,347.08","5,451,739.01","9,791,260.55","13,633,772.10","7,611,690.14","6,003,282.14","7,288,813.82","8,861,520.87","7,726,335.60","6,680,003.62","9,216,098.20","35,885,585.12","44,011,906.64","14,262,910.19","11,895,422.67","12,459,624.77","14,116,639.75","8,883,893.75","9,298,165.36","13,532,462.93","18,615,875.07","14,957,433.77","21,688,217.54"
预收款项,"3,925,864.18","883,660.50","1,590,031.25","573,402.41","436,209.36","710,274.28","914,456.15","2,437,626.39","744,916.09","10,233,753.83","10,592,889.93","7,068,602.96","5,781,784.63","7,437,086.65","9,636,950.81","11,172,696.86","10,785,347.22","38,373,224.39","6,107,722.25","8,805,078.30","11,924,362.37","10,331,326.99","9,463,168.08","4,758,678.21","3,922,563.75","12,272,802.56","11,984,984.74","3,537,013.37","4,309,773.01","11,837,805.83","4,610,910.26","4,273,280.75","6,853,605.09","21,263,750.50","3,355,947.83"
其他应收款,"27,824,919.89","16,959,451.63","10,904,271.25","9,699,312.90","14,596,444.43","6,611,006.25","5,666,114.39","4,581,228.73","16,159,513.11","26,482,311.09","28,961,368.00","13,493,291.90","27,999,787.07","11,174,707.50","18,351,144.23","17,799,005.99","17,066,561.10","11,797,820.79","11,576,806.81","20,259,606.67","25,618,535.25","15,155,711.44","24,001,046.94","16,649,333.45","16,522,627.55","13,961,502.69","15,552,156.57","15,592,514.50","10,947,152.34","13,185,903.56","22,986,658.36","19,759,805.53","23,962,777.55","18,993,075.88","24,056,290.41"
应付职工薪酬,"18,675,516.96","25,702,654.83","33,358,613.13","34,748,118.24","34,443,070.01","50,724,032.10","37,922,884.49","33,149,217.40","47,802,924.15","86,853,014.88","65,916,837.99","67,532,495.08","85,592,702.15","110,839,628.10","78,716,621.07","80,696,231.12","111,487,127.30","112,561,451.61","97,958,496.07","83,197,654.66","133,407,506.28","140,933,772.08","123,747,567.01","115,443,595.31","141,024,174.97","164,696,064.60","157,945,019.96","132,081,582.09","160,289,244.10","182,600,377.45","174,484,251.94","169,128,721.76","214,567,379.85","251,489,191.02","272,875,387.74"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
