科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"12,094,506.20","7,864,883.85","31,763,711.55","9,240,497.66","4,855,691.26","7,657,703.49","10,456,463.06","90,697,397.37","85,149,615.01","103,043,509.49","47,484,357.64","65,640,386.48","209,871,202.42","189,230,908.00","203,865,003.26","209,379,704.35","227,439,261.38","341,209,288.66","265,184,958.81","274,071,936.42","211,440,897.83","273,809,328.00","240,110,024.89","304,605,080.47","159,812,478.94","220,286,140.72","177,388,054.84","457,848,220.17","325,775,493.86","284,690,715.68","926,755,433.79","219,785,495.48","255,640,140.48","344,136,998.03","338,821,170.21","206,432,455.23","251,482,810.87","348,492,889.37","405,547,386.46","781,935,164.15","915,350,089.87","876,552,755.03","984,473,860.63","660,226,718.21","448,571,899.49","545,927,170.93"
短期借款,"52,000,000.00","52,000,000.00","52,000,000.00","47,000,000.00","47,000,000.00","47,000,000.00","47,000,000.00","141,000,000.00","151,000,000.00","171,000,000.00","201,000,000.00","201,000,000.00","331,000,000.00","366,641,564.00","398,543,000.00","442,061,100.00","573,910,000.00","702,670,900.00","707,353,900.00","637,500,000.00","678,000,000.00","725,000,000.00","651,000,000.00","521,000,000.00","516,500,000.00","586,500,000.00","580,500,000.00","693,500,000.00","842,600,000.00","879,400,000.00","959,764,525.23","964,264,525.23","1,057,803,946.50","1,487,372,746.50","1,509,817,600.00","1,276,518,750.29","1,326,800,000.00","1,538,404,500.00","2,067,174,500.00","998,094,500.00","1,417,611,614.04","1,580,319,821.13","1,433,070,366.40","1,003,587,114.04","963,220,000.00","1,164,820,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,032,261.00","3,032,261.00",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,329,320.32","2,400,000.00","1,339,700.00","1,680,301.30","470,000.00","450,000.00","200,000.00","1,976,000.00","630,600.00","1,968,230.00","7,087,500.00","4,731,000.01","3,461,014.02","4,045,792.50","12,835,479.75","5,363,735.77","12,115,775.00","4,453,967.98","12,223,510.00","11,909,194.70","11,232,913.60","25,020,000.00","9,725,620.00","15,204,898.12","23,892,720.00","5,298,500.00","68,554,000.00","26,350,000.00","3,821,795.00","41,923,841.42","146,571,750.00","95,058,482.85","39,367,799.60","51,405,151.78","61,468,829.00","10,969,232.23","42,335,939.44","10,602,257.00","6,493,065.00","37,097,648.50","10,600,000.00","96,068,924.55","72,860,000.00","42,313,458.28","26,383,155.53","16,134,525.96"
应付票据,,,,,,,,"42,800,000.00",,,,,,"11,365,712.00","11,010,000.00","51,055,000.00","50,150,000.00","42,150,000.00","50,009,756.80","35,000,000.00","25,000,000.00","4,000,000.00","4,000,000.00","6,000,000.00","6,000,000.00",,,,,,"21,000,000.00","24,480,000.00","47,218,028.25","51,621,800.00","59,842,800.00","47,480,000.00","114,260,000.00","141,934,500.00","185,468,253.03","353,884,419.23","281,929,362.60","357,191,594.52","506,444,874.42","314,162,864.47","200,660,911.89","176,511,141.65"
应收账款,"2,390,806.25","79,482.10","5,248,721.22","19,542,089.55","16,657,468.59","6,379,901.44","30,441,505.92","105,386,588.52","41,659,742.78","86,067,694.15","72,325,719.81","123,133,665.36","78,132,218.48","84,833,808.04","92,868,758.84","81,787,540.47","73,906,580.65","27,383,301.51","74,695,150.79","37,184,177.49","74,594,521.04","55,075,731.95","19,251,804.68","119,467,690.40","129,867,827.45","67,128,924.41","174,628,144.56","111,594,403.96","184,276,072.01","109,904,881.25","86,538,534.07","360,007,999.06","771,656,134.85","485,526,940.68","548,181,083.67","82,333,009.76","110,422,348.09","195,799,296.48","300,762,077.17","49,347,895.23","812,444,199.61","587,184,723.06","377,522,755.64","390,970,938.02","158,375,832.67","185,373,845.06"
应付账款,"2,612,401.89","2,250,343.98","2,326,210.82","4,353,054.73","2,428,473.54","3,829,667.40","3,996,724.65","198,996,531.41","152,020,477.48","113,094,963.38","79,326,283.22","136,847,086.40","114,309,203.51","73,810,937.67","112,579,695.31","211,671,986.88","309,873,686.54","168,523,542.58","238,070,476.93","238,823,967.55","153,962,947.97","155,155,735.11","182,711,285.16","293,599,934.03","338,919,674.01","297,553,336.26","221,108,556.69","175,024,805.49","262,740,384.96","348,947,237.91","378,047,163.98","391,874,353.95","495,316,983.03","724,168,566.55","583,248,153.07","287,386,561.60","314,376,712.24","424,167,909.25","454,126,183.54","187,071,121.25","405,027,975.46","258,130,928.31","123,937,692.43","255,443,912.84","216,404,422.51","199,839,941.51"
预付款项,"42,546,923.27","33,499,647.79","12,157,817.84","22,521,731.97","26,814,099.35","8,319,294.12","5,339,952.85","54,306,373.43","60,020,385.93","92,941,125.24","73,886,977.72","90,362,174.33","88,593,298.46","108,457,033.78","101,818,433.06","110,808,075.31","237,470,309.72","149,526,225.17","301,453,116.17","165,917,916.22","175,354,420.48","197,936,825.17","212,966,213.50","150,825,194.55","261,011,210.08","281,449,119.46","211,029,012.68","58,093,090.56","79,326,317.11","150,446,601.00","145,828,516.84","144,067,398.43","153,058,406.35","220,391,173.64","93,268,049.75","155,517,408.34","121,195,929.58","166,309,665.46","256,079,744.79","180,644,833.20","241,630,188.92","303,082,647.38","414,727,281.06","459,335,828.27","436,440,044.40","221,443,685.37"
预收款项,"10,917,308.11","11,005,046.72","16,324,622.19","21,114,961.62","16,344,095.28","2,763,053.56","28,341,171.03","50,270,159.64","51,268,904.68","57,015,004.49","43,436,301.97","44,897,564.88","52,180,355.79","76,920,228.89","88,081,005.74","98,048,133.51","110,398,586.63","102,203,179.11","162,998,377.08","38,699,826.70","111,801,620.63","89,667,749.53","68,402,859.69","51,381,755.15","91,735,363.65","84,897,167.61","116,443,158.66","68,387,882.03","53,829,809.13","158,162,969.97","108,105,144.70","87,923,455.50","106,764,723.84","56,828,009.26","55,748,146.99","75,447,073.80","80,822,699.45","140,877,706.13","164,224,014.75","67,290,353.96","82,219,140.56","155,995,131.98","226,644,803.69","84,177,019.30","118,902,516.10","117,498,794.25"
其他应收款,"17,625,682.61","20,020,370.71","20,003,910.53","3,382,750.04","3,221,666.73","2,798,516.73","5,864,007.46","105,040,655.75","93,153,946.18","16,661,253.44","18,221,686.81","26,704,639.86","19,091,526.43","34,138,948.19","53,130,470.39","38,608,558.32","38,155,385.77","33,989,542.76","67,808,819.60","32,117,867.14","50,409,309.41","34,081,070.38","41,031,391.85","27,579,419.70","53,924,310.94","37,480,823.03","50,924,564.43","27,325,703.29","40,088,992.11","30,905,827.16","47,945,836.54","142,781,870.33","133,867,343.16","108,594,541.33","105,805,299.62","36,817,669.95","38,118,815.81","40,973,845.42","40,611,033.02","40,102,040.29","57,267,935.13","33,371,639.89","44,321,251.22","32,813,934.79","45,289,060.15","72,324,463.87"
应付职工薪酬,"2,598,998.63","3,273,066.06","2,008,435.50","3,117,806.52","1,588,639.58","1,448,703.50","1,134,817.99","6,673,580.58","4,426,414.41","2,910,422.14","2,513,703.59","5,826,990.28","3,732,541.83","3,507,784.64","5,855,801.81","14,742,847.82","7,387,397.32","14,878,200.45","19,976,668.69","23,052,140.54","11,274,200.46","25,169,173.71","32,919,073.24","15,723,884.31","11,991,732.34","6,957,350.83","13,342,766.68","40,041,034.51","19,484,275.49","20,770,577.89","21,383,727.67","25,723,380.67","10,375,576.37","6,456,598.04","6,332,719.45","23,427,633.47","16,446,847.02","11,671,229.73","11,373,006.70","26,162,465.31","10,893,459.79","9,101,559.48","15,648,276.23","24,841,092.84","16,597,437.32","16,096,700.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-3,953,359.61","-4,496,777.55","-4,113,431.50","-1,993,465.79","-1,319,963.43","-1,838,673.76","-1,788,576.29","-6,173,426.36","-9,736,595.49","13,051,361.18","5,702,418.17","-16,290,725.76","-20,295,806.18","-13,435,494.59","5,440,384.21","-10,798,086.42","-2,582,927.11","39,630,094.44","43,297,780.33","112,317,462.74","-5,126,083.97","24,915,382.32","-9,101,978.88","105,799,068.62","26,512,949.88","32,949,397.96","77,294,844.76","30,831,335.37","20,645,261.04","-26,685,396.02","-25,365,053.19","25,059,137.38","33,505,102.93","4,183,938.24","31,366,287.39","40,740,507.44","37,190,431.78","22,341,173.18","27,121,591.52","6,754,701.45","5,838,188.95","5,878,124.18","17,829,799.09","14,095,621.63","14,714,640.72","15,700,262.74"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
