科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,068,283,140.28","991,302,097.57","489,868,190.81","807,960,127.80","1,126,093,478.46","265,872,354.33","559,121,004.47","921,465,438.18","1,243,428,990.53","411,137,698.88","828,496,076.28","1,491,920,035.09","2,071,409,179.64","430,153,766.29","1,007,419,233.81","1,716,411,654.11","2,268,282,941.08","473,377,620.99","982,251,499.87","1,687,096,591.99","2,176,817,750.28","619,798,719.49","1,221,906,607.54","1,847,544,454.22","2,558,692,776.27","565,618,503.76","872,343,840.30","1,438,474,813.51","2,306,638,909.08","607,913,145.18","1,143,854,329.11","1,747,982,050.12","2,129,783,411.37","785,669,625.27","1,357,031,316.71","2,395,205,799.71"
取得子公司及其他营业单位支付的现金净额,"893,829.48",,,,,,,,,,,,,,,,,,,,,,,,"28,636,731.37",,,,"484,801,050.30",,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,"1,959,469.30","1,813,993.94",,,"8,000,000.00",,,,"41,664,502.92","6,360,000.00",,,"1,100,000,000.00","238,200,000.00",,"200,000,000.00","802,500,000.00",,,"1,427,370,000.00","1,280,000,000.00",,"190,000,000.00","980,000,000.00"
收到其他与经营活动有关的现金,"1,391,980.66","1,288,790.64","189,074.95","214,742.95","409,254.28","828,791.68","1,407,404.56","1,544,069.16","84,993,423.67","36,937,782.41","104,339,998.85","156,004,824.75","194,892,808.86","42,281,615.54","128,683,724.52","220,886,758.85","220,669,019.61","70,996,540.60","157,395,578.45","243,987,446.11","210,211,091.51","111,620,959.80","220,497,805.98","318,837,064.01","303,180,539.76","385,438,856.83","170,124,688.09","210,048,242.31","470,838,437.55","102,883,109.23","178,346,851.40","187,652,422.56","222,110,305.62","61,224,857.57","69,218,949.77","110,446,838.98"
投资活动现金流出小计,"16,323,936.10","11,410,431.97","12,106,194.77","14,865,585.19","27,919,044.77","6,681,426.59","11,299,128.62","19,014,680.14","31,727,692.27","5,575,104.44","14,259,457.31","64,429,942.88","79,497,395.90","18,122,983.87","68,047,368.93","94,575,102.79","105,565,887.70","45,458,586.07","53,357,679.17","61,050,935.20","114,161,870.32","11,620,733.44","102,033,549.81","102,924,754.00","1,269,658,390.07","239,872,967.19","246,642,426.28","483,353,965.53","1,380,533,591.26","40,849,681.08","293,604,864.11","1,979,043,133.65","1,966,093,915.74","10,692,001.09","711,011,773.61","1,525,912,826.18"
经营活动现金流入小计,"1,069,675,120.94","992,590,888.21","490,057,265.76","808,174,870.75","1,126,502,732.74","266,701,146.01","560,528,409.03","923,009,507.34","1,328,422,414.20","448,075,481.29","932,836,075.13","1,647,924,859.84","2,266,301,988.50","472,435,381.83","1,136,102,958.33","1,937,298,412.96","2,488,951,960.69","544,374,161.59","1,139,647,078.32","1,931,084,038.10","2,387,028,841.79","731,419,679.29","1,442,404,413.52","2,166,381,518.23","2,861,873,316.03","951,057,360.59","1,042,468,528.39","1,648,523,055.82","2,777,477,346.63","710,796,254.41","1,322,201,180.51","1,935,634,472.68","2,351,893,716.99","846,894,482.84","1,426,250,266.48","2,505,652,638.69"
投资活动产生的现金流量净额,"3,330,959.06","-11,402,431.97","-12,106,194.77","-14,865,585.19","-27,919,044.77","-6,681,426.59","-11,299,128.62","-19,014,680.14","-31,727,692.27","-5,552,104.44","-14,236,457.31","-64,429,942.88","-79,470,795.90","-18,122,983.87","-68,047,368.93","-94,575,102.79","-105,565,887.70","-45,458,586.07","-53,357,679.17","-61,050,935.20","-114,161,870.32","-11,620,733.44","-102,033,549.81","-102,924,754.00","-1,269,602,467.81","-239,872,967.19","231,216,112.77","94,619,138.72","-217,809,601.24","-38,822,654.08","-184,297,564.76","-1,407,879,054.10","-1,113,336,292.17","-3,709,672.29","-604,586,917.23","350,416,734.19"
购买商品、接受劳务支付的现金,"962,414,948.78","916,385,458.70","426,877,532.13","739,956,308.60","937,170,411.02","285,586,581.44","555,037,676.25","874,463,697.75","1,175,499,818.05","419,767,295.02","833,694,265.91","1,421,301,795.45","1,953,201,112.39","468,934,738.05","1,053,167,917.72","1,705,405,136.89","2,155,377,910.63","542,533,854.57","1,028,795,124.75","1,667,132,019.26","2,124,531,783.51","669,476,401.21","1,188,630,002.44","1,725,627,224.92","2,077,417,126.17","622,377,823.42","1,061,055,105.71","1,594,860,442.06","2,059,804,492.00","708,474,417.46","1,393,289,389.53","1,770,131,749.28","2,107,219,543.93","691,779,774.20","1,409,559,728.69","2,263,695,649.57"
吸收投资收到的现金,"15,294,100.00",,,,"790,500,000.00",,,,,,,,"60,690,000.00",,,,,,"2,156,461.88","74,524,012.03","79,630,012.03",,,"849,200,000.00","845,904,000.00",,"1,537,500.00","3,037,500.00","3,037,500.00",,,,,"164,636,738.00","170,040,738.00","170,040,738.00"
