科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"2,014,244,774.00","2,467,683,884.00","3,098,490,603.00","3,414,538,528.71","5,071,282,881.02","5,237,471,974.57","5,540,237,420.65","4,625,385,797.29","3,487,301,654.95","3,497,192,793.85","3,563,197,873.64","3,311,372,717.27","4,368,058,867.28","3,634,142,218.64","3,368,392,030.67","2,720,521,646.04","2,607,278,258.90","3,266,435,071.89","2,621,749,920.74","2,415,253,395.73","2,301,591,504.59","1,903,265,976.47","1,388,365,306.83","1,241,533,271.41","1,365,105,402.88","938,292,967.06","1,097,559,788.37","987,590,905.66","1,084,405,044.23","1,002,641,847.39","1,364,421,215.17","959,759,838.23","1,108,061,866.87","895,968,909.09","1,317,753,928.64","846,284,049.05","1,324,880,450.53"
短期借款,,"118,000,000.00","177,200,000.00","233,635,127.90","48,217,724.25","104,975,657.57","62,730,286.37","56,110,000.00",,,,,,"10,000,000.00","43,500,000.00","43,500,000.00","10,000,000.00","29,500,000.00","29,500,000.00","29,500,000.00","29,500,000.00",,"150,000,000.00","226,587,558.94","732,934,626.01","586,039,563.95","419,719,623.71","448,694,162.60","474,515,864.39","480,930,064.08","470,644,639.45","418,461,252.19","439,384,161.52","642,397,310.66","638,126,391.25","442,234,680.81","698,336,355.72"
交易性金融资产,"500,000,000.00","523,990,000.00","61,000,000.00","41,000,000.00","118,000,000.00","468,000,000.00","3,099,446.64","949,926.86","1,655,710.14","182,468.90","1,242,644.17","198,672.05",,,,,,,,,,,"108,559.41","69,096.36","68,140.90",,"6,799.16","7,063.30",,,,,,"4,610,501.23","7,399,934.50","7,399,934.50","13,836,546.39"
交易性金融负债,,,,,,,"3,805,755.02","949,926.86","1,655,710.14","182,468.90","1,242,644.17","198,672.05",,,,,,,,,,,"108,559.41","69,096.36","68,140.90","61,224.80",,,,,,,,"4,610,501.23","8,144,807.38",,
应收票据,"645,135,130.00","734,818,535.00","874,147,368.00","994,007,000.62","1,221,491,313.18","1,287,671,807.65","1,077,823,578.92","1,120,298,177.29","1,205,115,053.44","1,582,048,823.98","1,565,894,284.58","1,555,239,737.33","1,509,227,439.12","1,506,427,705.47","1,382,655,280.03","1,272,357,065.91","1,556,963,225.54","1,384,169,721.02","1,207,154,089.11","1,072,778,955.02","1,036,024,999.42","982,939,535.44","920,997,036.69","921,531,020.48","809,931,863.54","779,345,136.90","551,404,317.74","494,119,128.79","555,643,485.39","571,426,672.55","578,330,478.38","634,344,038.55","735,780,803.63","842,511,811.87","1,142,284,482.33","1,314,305,923.23","1,037,744,102.52"
应付票据,"20,941,091.00","784,290,081.00","955,742,431.00","841,407,601.89","886,706,621.51","1,265,493,314.09","1,368,043,187.76","1,141,872,265.16","1,009,854,119.84","1,480,877,291.80","1,775,410,291.39","1,606,315,748.61","1,650,129,089.89","1,844,707,592.04","1,571,158,589.34","1,280,457,130.19","1,324,254,171.78","1,325,790,527.28","1,149,093,675.03","1,011,040,008.92","1,064,513,751.04","1,168,246,804.26","985,146,287.61","809,195,712.44","983,816,007.47","969,623,693.20","677,416,221.10","562,563,788.15","577,082,972.33","715,936,759.24","785,772,646.68","597,609,522.25","474,170,061.27","657,083,588.52","899,523,625.00","744,779,459.16","744,138,999.15"
应收账款,"851,987,789.00","1,173,980,466.00","1,248,647,002.00","1,331,604,811.14","1,444,910,567.92","1,433,254,567.60","1,401,174,674.42","1,508,029,037.74","1,529,210,884.32","1,614,857,085.94","1,576,059,438.91","1,587,951,894.01","1,615,042,899.83","1,743,057,853.59","1,741,306,973.19","1,951,048,952.47","2,168,644,404.12","2,137,585,150.12","2,303,168,463.62","2,402,064,241.68","2,509,430,229.74","2,561,769,992.82","2,170,197,158.29","2,296,049,295.32","2,333,724,292.74","2,503,785,595.80","2,467,716,545.99","2,692,776,357.49","2,686,139,993.25","2,713,299,107.69","2,320,948,990.13","2,367,674,686.95","2,401,020,011.41","2,205,041,318.29","2,494,109,051.03","2,508,790,369.39","2,514,390,094.31"
应付账款,"1,284,336,823.00","1,763,690,854.00","1,657,947,817.00","1,805,369,621.79","1,689,988,832.34","1,664,040,302.37","1,813,748,391.29","1,960,179,890.19","2,211,163,635.52","2,154,647,908.99","2,295,147,250.18","2,723,580,586.24","2,588,563,393.50","2,374,385,507.61","2,486,581,662.41","2,616,831,050.60","2,800,360,376.95","2,908,867,123.51","3,161,744,482.45","3,047,451,202.32","3,039,669,760.62","3,143,306,371.84","3,171,030,317.25","3,194,479,600.36","3,053,891,974.40","3,316,197,179.49","3,319,700,556.93","3,402,976,897.58","3,165,896,344.53","3,168,213,585.76","3,090,635,555.08","3,051,785,304.48","3,257,060,628.23","3,450,832,945.63","3,374,974,195.49","3,693,076,109.44","3,609,423,615.99"
预付款项,"835,635,250.00","1,128,634,615.00","1,094,094,556.00","1,050,196,145.09","895,277,069.67","1,091,736,056.06","1,247,438,004.74","1,240,028,345.77","1,368,951,348.71","1,574,136,081.44","1,587,552,349.45","1,828,035,608.58","1,786,741,044.74","1,755,326,916.18","1,486,524,203.66","1,303,309,656.66","1,255,384,794.12","1,355,379,150.72","1,121,348,311.49","1,211,140,971.49","1,302,110,547.67","1,364,446,163.00","976,724,583.85","994,808,656.74","1,452,402,248.96","1,150,949,468.04","864,174,248.04","935,131,697.05","849,647,798.93","904,579,048.90","1,032,519,133.14","1,165,835,448.38","1,327,378,903.45","1,655,959,370.04","1,146,487,631.89","1,550,650,416.36","1,498,525,950.67"
预收款项,"2,357,126,963.00","2,755,210,469.00","2,771,194,050.00","2,826,399,885.88","3,208,851,104.97","3,294,868,586.36","3,431,282,186.90","3,475,862,847.45","3,895,313,180.56","4,431,739,708.42","4,620,771,486.39","4,657,594,760.71","4,468,993,471.11","4,426,302,319.42","4,343,526,308.64","3,922,219,428.66","3,669,833,976.25","3,549,582,653.29","3,485,068,557.19","3,362,103,145.31","3,399,219,944.54","3,497,228,485.67","3,224,982,378.17","2,922,932,885.81","3,041,394,181.41","3,137,160,343.44","3,112,891,532.73","3,078,214,556.52","3,125,115,862.02","3,309,175,349.43","3,178,500,075.43","3,399,925,599.38","3,469,958,333.19","3,316,820,075.60","3,737,146,238.27","4,109,506,145.98","4,101,320,990.30"
