科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,092,769,415.27","2,888,231,316.18","5,219,373,504.14","7,673,396,558.85","1,867,021,349.13","4,474,534,243.18","6,909,476,127.85","9,413,100,265.07","1,764,021,371.39","3,558,906,562.20","6,317,885,594.14","8,974,606,648.84","2,147,161,490.54","4,675,562,159.86","7,554,593,614.36","10,196,948,000.05","2,416,758,959.76","5,672,544,321.71","8,912,400,359.44","12,380,777,701.42","3,305,616,960.87","8,469,441,569.61","13,377,334,257.73","17,941,136,356.23","4,030,844,422.88","8,828,421,278.17","13,872,830,413.79","18,988,912,657.01","4,671,853,610.36","10,050,796,318.76","16,361,226,532.54","22,267,696,140.28","5,209,142,220.51","9,595,665,350.20","15,272,250,225.56","21,700,091,614.10","5,397,648,130.36","11,167,377,455.75","17,216,784,444.37","24,683,440,078.56","5,393,484,942.56","11,662,667,952.98","19,996,479,002.67"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"18,950,820.30",,,,,,,,"41,601,300.00",,,,,,"58,112,302.83","58,112,302.83","58,112,302.83",,,
收到的税费返还,"835,476.17",,,,"21,312.32",,,,,,,,,,,,,,,,,"3,180,351.88","12,757,581.23","30,123,173.51","72,298.15","160,120.87","4,259,611.27","4,287,307.27","10,344,233.05","120,512.82","3,788,180.92","14,702,162.68","2,121,543.67","4,475,764.75","6,112,720.61","8,685,933.18","639,915.73","5,311,799.01","20,508,876.73","21,784,989.55","24,558.71","1,119,558.26","8,602,011.39"
支付其他与投资活动有关的现金,"203,007.70","1,114,930.37","3,770,160.22","78,908,136.50","210,693,800.81","214,418,939.64","231,560,309.24","216,215,000.00","1,296,632.10","4,542,254.87","10,528,361.37","4,158,948.99","2,262,287.97","3,953,772.34","9,623,739.66","3,327,000.00","2,242,960.36","7,000,000.00","202,983,588.69",,"4,554,975.54","7,630,225.29","41,537,937.42","6,608,000.00","32,365,241.25","13,400,977.99","18,356,992.35","45,737,623.70","5,557,908.41","3,476,271.44","5,894,954.72","2,483,071.54","5,074,944.77",,,"107,577,729.51",,"9,833,452.47","26,266,005.32","31,571,640.28",,"6,263,237.47","23,032,363.77"
收到其他与经营活动有关的现金,"2,052,430.53","2,148,085.31","4,630,684.92","26,875,741.95","6,078,083.30","20,378,055.76","46,739,158.64","107,766,894.96","13,258,204.77","32,519,884.67","61,389,079.73","89,087,836.05","34,169,752.39","89,322,210.64","135,978,207.64","133,139,895.94","38,823,242.24","88,673,042.99","141,954,702.24","117,784,166.91","34,443,084.48","100,483,998.61","211,726,626.85","276,289,010.09","57,695,812.96","84,317,955.00","168,341,730.09","177,108,157.19","89,599,030.17","101,122,315.09","154,728,406.58","229,112,163.99","59,280,480.01","170,766,614.98","204,428,918.86","287,961,428.25","50,153,561.78","79,277,787.32","113,220,829.50","286,330,607.62","60,351,734.50","70,875,259.63","102,889,711.42"
投资活动现金流出小计,"509,643,404.51","1,380,331,948.94","1,827,991,670.44","2,465,730,978.12","831,728,694.88","1,399,570,671.09","1,550,882,204.05","1,947,171,017.77","554,313,543.80","704,690,432.56","1,078,455,812.53","1,804,638,506.58","390,049,471.57","908,661,865.95","1,209,287,727.41","1,736,257,032.15","675,595,980.12","1,534,928,888.14","2,135,224,073.32","2,286,576,728.19","201,113,674.67","2,564,613,815.74","4,035,650,746.46","4,503,753,072.88","520,203,442.23","1,040,991,400.68","1,423,278,116.39","2,097,316,203.29","376,419,303.00","566,163,862.68","867,284,091.47","1,268,761,518.23","463,717,643.15","1,017,281,222.82","1,413,014,379.30","2,055,477,766.20","988,525,489.15","3,516,778,237.14","2,685,689,032.51","2,977,848,737.64","398,214,109.97","834,628,315.67","973,972,290.73"
经营活动现金流入小计,"1,095,657,321.97","2,890,379,401.49","5,224,004,189.06","7,700,272,300.80","1,873,120,744.75","4,494,912,298.94","6,956,215,286.49","9,520,867,160.03","1,777,279,576.16","3,591,426,446.87","6,379,274,673.87","9,063,694,484.89","2,181,331,242.93","4,764,884,370.50","7,690,571,822.00","10,330,087,895.99","2,455,582,202.00","5,761,217,364.70","9,054,355,061.68","12,498,561,868.33","3,340,060,045.35","8,573,105,920.10","13,601,818,465.81","18,247,548,539.83","4,088,612,533.99","8,912,899,354.04","14,045,431,755.15","19,170,308,121.47","4,771,796,873.58","10,152,039,146.67","16,519,743,120.04","22,511,510,466.95","5,270,544,244.19","9,770,907,729.93","15,482,791,865.03","21,996,738,975.53","5,448,441,607.87","11,251,967,042.08","17,359,519,230.77","25,532,905,195.24","5,670,805,707.93","12,025,475,258.66","20,432,605,911.79"
投资活动产生的现金流量净额,"-268,293,428.76","-164,793,606.58","-204,117,741.41","-798,242,457.34","-575,587,644.39","-895,561,877.21","-775,888,066.82","-1,185,884,204.67","-150,846,154.44","-235,115,053.32","-559,195,687.82","-1,129,645,343.06","-119,057,985.91","-265,607,812.26","-162,733,139.93","-574,094,077.72","-672,124,066.08","-1,330,584,084.49","-1,920,590,842.21","-2,020,093,008.02","-14,883,775.24","-2,272,639,995.60","-3,360,152,861.69","-4,101,922,057.42","-414,890,348.16","-690,565,847.88","-1,001,376,990.22","-1,647,771,739.98","-269,275,350.64","-47,849,123.25","-337,928,666.89","-502,833,712.12","-278,380,162.15","-369,686,734.75","-503,829,105.69","-650,505,751.39","-880,137,768.92","-3,071,779,985.52","-2,102,442,468.95","-2,391,048,415.62","-397,577,489.55","-599,421,318.39","-574,688,595.16"
购买商品、接受劳务支付的现金,"914,502,450.41","2,433,654,341.94","4,069,833,076.08","5,518,126,959.68","1,437,269,692.81","3,553,481,431.28","5,689,321,011.98","7,237,950,296.72","1,124,588,159.48","2,667,492,118.93","4,381,051,174.46","6,202,426,954.25","1,650,020,749.52","3,823,723,494.02","6,094,813,761.13","8,302,618,031.58","1,859,824,870.21","4,545,394,580.17","7,455,545,103.88","10,788,425,649.42","2,676,738,648.02","6,461,910,247.77","9,909,115,156.90","13,206,289,042.62","3,119,838,968.38","6,366,905,886.89","9,951,772,923.15","14,076,461,068.59","3,013,474,557.14","7,291,624,793.50","11,795,500,791.31","16,497,931,934.60","3,289,802,794.92","6,270,055,920.94","10,522,574,510.68","15,834,651,643.26","4,511,578,863.76","9,312,144,484.58","13,673,651,885.64","19,682,046,870.27","4,431,392,477.61","9,903,514,737.96","16,915,125,915.63"
吸收投资收到的现金,,"100,000,000.00","109,000,000.00","109,000,000.00","306,939,200.00","316,995,820.00","323,995,820.00","323,995,820.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,"7,000,000.00","31,500,000.00","181,500,000.00","181,500,000.00","188,250,000.00",,"2,482,102,298.70","2,522,271,107.70","2,551,544,562.68",,,"31,750,000.00","250,000.00",,"23,750,000.00","23,750,000.00","33,750,000.00",,,,,,,"4,900,000.00","9,800,000.00",,,"4,900,000.00"
