科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"67,039,916.00","102,316,554.27","135,336,716.89","82,149,228.47","116,808,731.10","149,865,891.58","29,248,910.46","54,796,593.60","76,363,686.70","91,652,108.13","23,924,601.57","39,610,195.37","56,859,295.24","72,502,892.27","25,432,754.70","41,340,988.48","87,567,259.16","118,421,433.36","29,660,011.71","76,044,065.00","113,100,402.61","154,376,521.62","48,461,047.14","89,778,719.34","129,674,172.51","169,460,118.98","53,286,456.64","95,900,861.93","138,147,598.27"
取得借款收到的现金,"318,521,939.74","384,523,814.01","580,347,388.92","579,449,920.03","719,960,348.61","1,231,005,743.33","246,764,500.00","458,236,000.00","792,894,875.00","1,142,894,875.00","262,050,820.00","486,925,380.00","662,938,610.00","1,038,008,123.57","140,608,010.16","277,351,247.53","485,379,177.53","707,034,727.53","190,054,150.00","334,382,035.00","515,477,942.50","725,477,942.50","160,000,000.00","227,543,600.00","372,722,400.00","433,473,350.00","129,409,475.00","339,351,550.20","457,703,766.30"
支付的各项税费,"53,868,141.01","109,965,783.05","123,465,858.91","40,333,982.88","53,997,540.79","53,711,244.83","14,325,105.10","20,610,406.80","32,045,930.69","38,728,953.06","2,390,944.94","7,063,136.55","11,852,844.19","22,798,203.38","6,710,952.52","21,709,624.40","26,706,159.79","43,114,875.17","9,845,910.80","24,839,137.81","56,447,062.03","58,350,218.89","17,839,777.70","29,566,240.47","40,057,433.12","50,207,180.61","13,173,010.76","43,915,135.32","48,507,676.29"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,"62,580,566.80",,,,,"85,832,609.67","6,693,850.00","26,693,850.00","26,693,850.00","26,693,850.00","69,427,458.31","69,427,458.31","269,427,458.31"
支付其他与经营活动有关的现金,"206,045,238.22","190,865,465.40","140,617,543.01","48,085,564.05","66,643,960.32","106,246,135.53","22,468,013.37","42,770,395.06","63,107,130.67","87,199,885.20","21,317,074.51","49,168,657.16","74,052,752.44","47,755,905.79","5,301,105.36","19,475,418.56","33,824,985.82","140,675,468.79","14,767,041.86","25,507,869.27","66,609,730.04","36,166,332.54","9,651,707.42","21,888,252.12","38,641,224.79","85,558,742.98","26,666,209.57","35,277,564.85","23,810,823.70"
筹资活动现金流入小计,"318,521,939.74","384,523,814.01","580,347,388.92","1,686,225,920.03","1,854,236,348.61","2,317,781,743.33","246,764,500.00","458,236,000.00","792,894,875.00","1,142,894,875.00","262,050,820.00","486,925,380.00","662,938,610.00","1,038,008,123.57","140,608,010.16","277,351,247.53","547,959,744.33","707,034,727.53","190,054,150.00","334,382,035.00","515,477,942.50","811,310,552.17","166,693,850.00","254,237,450.00","399,416,250.00","460,167,200.00","198,836,933.31","410,249,008.51","728,611,224.61"
经营活动现金流出小计,"1,128,380,828.36","1,314,812,593.20","1,853,578,467.76","1,110,358,911.10","1,576,051,438.09","1,948,994,127.46","451,877,864.28","885,868,100.25","1,409,042,773.01","1,740,318,459.95","389,105,062.12","692,718,703.93","1,078,625,946.90","1,145,039,393.01","519,516,363.74","847,680,532.92","1,334,106,788.25","1,569,710,239.74","474,806,356.53","835,650,700.69","1,273,264,787.12","1,091,843,956.41","498,233,947.77","493,337,640.12","800,045,799.78","963,108,550.73","390,196,111.10","546,399,280.54","675,507,132.49"
偿还债务支付的现金,"290,760,016.00","360,358,237.61","363,292,763.63","568,280,959.99","721,637,427.17","1,000,317,679.40","167,464,570.00","337,103,470.00","587,103,470.00","912,103,470.00","138,140,725.00","359,068,245.00","643,741,005.00","1,019,546,427.80","243,269,960.00","462,263,498.30","686,291,998.30","888,011,198.30","160,010,070.00","286,706,575.00","574,817,875.00","840,104,042.50","190,000,000.00","260,000,000.00","440,039,000.00","729,109,200.00","110,230,690.00","275,934,135.40","306,840,990.40"
经营活动产生的现金流量净额,"125,608,221.15","292,368,132.60","220,136,317.09","-454,230,916.48","-441,700,752.79","-574,624,412.24","19,695,701.09","141,804,698.94","-9,199,395.23","-83,965,522.21","-192,963,207.65","-133,454,613.92","-75,865,821.72","203,395,041.35","-47,657,522.30","30,516,279.02","49,099,998.29","320,389,155.40","-135,073,769.99","-18,093,927.60","-78,221,780.89","256,974,651.80","-141,090,471.36","114,537,161.96","155,198,479.71","366,130,986.34","44,266,224.92","101,395,477.49","53,174,703.74"
分配股利、利润或偿还利息支付的现金,"12,060,117.70","7,301,914.47","76,561,934.88","15,865,652.40","22,855,983.67","31,441,558.30","9,280,205.29","24,742,171.70","36,558,688.25","52,464,926.14","14,420,759.99","29,621,560.83","44,759,088.73","57,437,390.66","18,134,029.13","26,414,724.87","37,733,293.21","49,096,356.34","10,926,419.13","52,206,938.71","62,270,720.37","71,070,511.33","7,667,942.21","14,738,808.90","36,156,933.19","43,821,451.12","5,054,479.22","10,836,709.19","16,923,924.07"
收回投资收到的现金,,,,"31,800,000.00","38,000,000.00",,,,,,,,,"35,800,000.00",,,,"8,962,500.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"7,277,494.83",,,,,,,,,,,,"700,128.00",,,,"28,605,650.00","3,088,200.00","85,685,516.70","60,571,621.65","72,170,919.69","154,289,018.19","214,262,592.87","220,372,060.86"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"42,090.13",,"3,015,029.29",,"1,344,752.35","161,258.63"
筹资活动现金流出小计,"302,820,133.70","367,660,152.08","439,854,698.51","584,146,612.39","744,493,410.84","1,039,036,732.53","176,744,775.29","361,845,641.70","623,662,158.25","964,568,396.14","152,561,484.99","388,689,805.83","688,500,093.73","1,076,983,818.46","261,403,989.13","488,678,223.17","724,025,291.51","937,807,682.64","170,936,489.13","338,913,513.71","637,088,595.37","939,780,203.83","200,756,142.21","360,424,325.60","536,767,554.84","845,101,570.81","269,574,187.41","501,033,437.46","544,136,975.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,"25,000.00",,"250,000.00",,,"159,173.09",,"220,000.00","220,000.00","220,000.00",,"190,000.00","365,000.00","430,000.00",,,"2,863,846.17","4,093,959.77","54,626.40","134,440.40","150,291.40","100,908.40","3,100.00","10,100.00","94,058.31","1,233,338.53",,"83,000.00","187,192.14"
筹资活动产生的现金流量净额,"15,701,806.04","16,863,661.93","140,492,690.41","1,102,079,307.64","1,109,742,937.77","1,278,745,010.80","70,019,724.71","96,390,358.30","169,232,716.75","178,326,478.86","109,489,335.01","98,235,574.17","-25,561,483.73","-38,975,694.89","-120,795,978.97","-211,326,975.64","-176,065,547.18","-230,772,955.11","19,117,660.87","-4,531,478.71","-121,610,652.87","-128,469,651.66","-34,062,292.21","-106,186,875.60","-137,351,304.84","-384,934,370.81","-70,737,254.10","-90,784,428.95","184,474,249.28"
处置子公司及其他营业单位收到的现金净额,,,"-6,813,959.02",,,"81,642,575.90",,,,"20,000,000.00",,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"440,948.31","-1,506,097.22","-1,074,215.77","242,892.61","151,894.13","-275,233.68","-127,161.31","628,340.58","985,716.93","-528,145.92","-1,723,867.96","-4,189,739.37","-5,485,067.90","-236,451.99","-32,451.94","235,689.73","857,698.19","-61,384.53","-935,378.75","-2,206,343.28","1,576,305.25","11,685,225.13","274,621.35","7,823,613.80","10,059,045.81","16,941,043.75","2,069,321.01","3,762,567.69","-370,098.83"
收到其他与投资活动有关的现金,,,,,,,,,,"23,000,000.00",,,,,,,,,,,,,"50,000,000.00","30,295,743.14",,"220,000,000.00","20,000,000.00","130,000,000.00","370,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"25,000.00",,"-6,563,959.02","31,800,000.00","38,000,000.00","81,801,748.99",,"220,000.00","220,000.00","43,220,000.00",,"190,000.00","365,000.00","36,230,000.00",,,"2,863,846.17","13,056,459.77","54,626.40","134,440.40","150,291.40","100,908.40","50,003,100.00","30,347,933.27","94,058.31","224,248,367.82","20,000,000.00","131,427,752.35","370,348,450.77"
五、现金及现金等价物净增加额,"18,451,897.11","55,895,036.16","90,925,172.27","546,697,931.97","529,869,988.01","533,386,742.92","34,925,335.62","108,114,324.20","-11,996,773.64","-11,043,511.35","-94,674,099.34","-64,603,276.57","-175,272,585.16","113,883,643.74","-195,309,588.70","-210,789,736.94","-168,583,182.24","-38,885,745.43","-145,971,847.11","-73,744,981.36","-304,142,583.75","-68,831,653.47","-134,585,796.11","-2,062,245.23","-100,507,079.86","23,932,187.52","-84,164,323.75","-104,706,439.29","-77,783,785.51"
购建固定资产、无形资产和其他长期资产支付的现金,"122,576,603.59","251,040,500.04","262,065,660.44","133,193,351.80","144,228,991.10","250,724,549.03","39,802,928.87","112,069,073.62","154,375,812.09","129,736,322.08","9,476,358.74","25,384,497.45","68,725,211.81","86,529,250.73","26,823,635.49","30,214,730.05","45,059,177.71","96,865,604.53","29,134,985.64","49,047,672.17","55,757,222.64","68,843,263.14","9,710,753.89","48,584,078.66","78,583,101.99","93,159,090.65","28,232,615.58","109,387,807.87","224,291,090.47"
期初现金及现金等价物余额,"33,613,274.20","52,065,171.31","107,960,207.47","431,373,885.90","431,373,885.90","198,885,379.74","732,272,122.66","732,272,122.66","732,272,122.66","732,272,122.66","721,228,611.31","721,228,611.31","721,228,611.31","721,228,611.31","835,112,255.05","835,112,255.05","835,112,255.05","835,112,255.05","796,226,509.62","796,226,509.62","796,226,509.62","796,226,509.62","727,394,856.15","727,394,856.15","727,394,856.15","727,394,856.15","751,327,043.67","751,327,043.67","751,327,043.67"
投资支付的现金,,,,,"32,095,100.00","4,595,100.00","14,860,000.00","18,860,000.00","18,860,000.00","18,360,000.00",,,,,,,,"44,631,416.43",,,,,,,,,,"1,000,000.00","1,000,000.00"
期末现金及现金等价物余额,"52,065,171.31","107,960,207.47","198,885,379.74","978,071,817.87","961,243,873.91","732,272,122.66","767,197,458.28","840,386,446.86","720,275,349.02","721,228,611.31","626,554,511.97","656,625,334.74","545,956,026.15","835,112,255.05","639,802,666.35","624,322,518.11","666,529,072.81","796,226,509.62","650,254,662.51","722,481,528.26","492,083,925.87","727,394,856.15","592,809,060.04","725,332,610.92","626,887,776.29","751,327,043.67","667,162,719.92","646,620,604.38","673,543,258.16"
