科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"616,833,000.00","1,278,966,000.00","3,018,382,000.00","765,712,000.00","1,537,396,000.00","2,386,842,000.00","3,439,783,000.00","779,534,000.00","1,650,112,000.00","2,688,765,000.00","4,054,908,000.00","697,001,000.00","2,278,077,000.00","3,378,934,000.00","4,581,111,000.00","1,317,562,000.00","2,639,612,000.00","3,725,345,000.00","6,004,096,000.00","1,637,243,000.00","2,939,502,000.00","4,868,768,000.00","6,722,999,000.00","1,702,777,000.00","3,287,406,000.00","5,131,999,000.00","6,854,542,000.00","1,764,469,000.00","3,252,373,000.00","5,046,461,000.00","6,626,448,000.00","1,678,673,000.00","3,183,025,000.00","4,706,954,000.00","6,364,603,000.00","1,508,524,000.00","3,204,787,000.00","4,596,217,000.00","6,070,207,000.00","1,363,374,000.00","2,836,527,000.00","3,924,091,000.00"
取得借款收到的现金,"27,000,000.00","1,679,966,000.00","1,916,177,000.00","855,000,000.00","889,201,000.00","1,222,769,000.00","2,189,200,000.00","1,114,920,000.00","1,520,000,000.00","1,910,000,000.00","2,485,985,000.00","670,000,000.00","560,000,000.00","880,800,000.00","940,900,000.00","1,433,800,000.00","3,555,800,000.00","4,591,438,000.00","6,715,800,000.00","2,507,000,000.00","6,023,633,000.00","12,503,340,000.00","15,672,198,000.00","4,681,825,000.00","8,068,229,000.00","16,560,256,000.00","20,119,173,000.00","7,172,604,000.00","18,845,223,000.00","30,145,098,000.00","36,686,807,000.00","7,471,979,000.00","18,535,585,000.00","20,299,960,000.00","23,690,923,000.00","3,497,445,000.00","6,860,845,000.00","10,549,402,000.00","13,604,995,000.00","5,599,000,000.00","11,406,524,000.00","21,588,940,000.00"
支付的各项税费,"1,537,652,000.00","2,936,527,000.00","5,673,466,000.00","1,678,922,000.00","4,013,395,000.00","6,322,101,000.00","8,192,178,000.00","2,622,542,000.00","4,339,429,000.00","7,660,272,000.00","9,598,497,000.00","2,672,170,000.00","6,366,005,000.00","9,282,883,000.00","10,192,841,000.00","3,343,867,000.00","7,533,540,000.00","10,577,165,000.00","13,436,576,000.00","4,028,119,000.00","8,628,640,000.00","12,613,993,000.00","14,535,615,000.00","4,068,541,000.00","7,549,570,000.00","10,407,466,000.00","13,500,390,000.00","3,500,016,000.00","5,285,880,000.00","8,653,294,000.00","11,737,023,000.00","1,507,321,000.00","2,926,555,000.00","4,579,982,000.00","5,839,981,000.00","1,224,971,000.00","2,483,626,000.00","3,961,295,000.00","5,565,662,000.00","2,729,396,000.00","5,011,561,000.00","7,540,660,000.00"
收到其他与筹资活动有关的现金,,,,,,,,"297,087,000.00",,,,,,,,,,,,,,,,,,,,,,,"368,820,000.00",,,,"6,200,000.00",,"12,000,000.00","12,000,000.00",,,"4,373,000.00","4,373,000.00"
支付其他与经营活动有关的现金,"60,241,000.00","128,646,000.00","654,275,000.00","72,454,000.00","1,147,790,000.00","1,821,868,000.00","2,120,755,000.00","78,155,000.00","1,050,936,000.00","1,378,542,000.00","477,045,000.00","541,843,000.00","513,366,000.00","751,275,000.00","1,169,450,000.00","548,663,000.00","1,220,836,000.00","2,233,743,000.00","1,464,758,000.00","361,773,000.00","377,596,000.00","503,360,000.00","726,112,000.00","131,838,000.00","291,508,000.00","433,586,000.00","676,261,000.00","206,484,000.00","998,423,000.00","1,452,889,000.00","1,832,602,000.00","1,204,444,000.00","902,101,000.00","327,661,000.00","1,175,682,000.00","1,549,650,000.00","2,420,939,000.00","1,322,047,000.00","2,469,562,000.00","442,919,000.00","1,374,206,000.00","2,061,309,000.00"
筹资活动现金流入小计,"27,000,000.00","1,679,966,000.00","2,122,877,000.00","26,205,469,000.00","26,209,111,000.00","26,542,679,000.00","28,090,561,000.00","1,412,007,000.00","1,840,000,000.00","2,230,000,000.00","2,925,630,000.00","670,000,000.00","958,560,000.00","1,279,360,000.00","1,891,465,000.00","1,433,800,000.00","3,745,800,000.00","19,781,438,000.00","22,032,780,000.00","2,531,500,000.00","6,112,657,000.00","17,592,364,000.00","20,913,236,000.00","4,681,825,000.00","8,087,919,000.00","26,731,193,000.00","30,318,040,000.00","7,442,604,000.00","19,115,423,000.00","30,415,298,000.00","38,853,223,000.00","7,471,979,000.00","28,532,095,000.00","31,796,470,000.00","36,181,739,000.00","3,497,445,000.00","6,941,305,000.00","13,629,862,000.00","16,846,798,000.00","5,599,000,000.00","11,410,897,000.00","25,593,313,000.00"
经营活动现金流出小计,"8,368,897,000.00","16,417,375,000.00","36,142,229,000.00","11,449,612,000.00","23,313,833,000.00","38,875,107,000.00","55,067,252,000.00","9,752,562,000.00","27,680,844,000.00","40,211,072,000.00","54,402,270,000.00","15,029,168,000.00","34,313,178,000.00","51,844,593,000.00","71,336,574,000.00","20,654,795,000.00","42,511,151,000.00","67,330,192,000.00","92,133,262,000.00","22,657,628,000.00","46,461,214,000.00","67,142,213,000.00","87,908,273,000.00","20,968,241,000.00","41,991,898,000.00","62,388,160,000.00","88,517,130,000.00","20,288,288,000.00","40,201,354,000.00","59,461,505,000.00","84,545,628,000.00","16,660,035,000.00","33,455,368,000.00","48,946,694,000.00","71,766,096,000.00","13,634,214,000.00","27,737,593,000.00","42,229,488,000.00","61,188,671,000.00","16,846,067,000.00","45,597,529,000.00","59,279,343,000.00"
偿还债务支付的现金,"1,529,489,000.00","2,086,903,000.00","3,882,573,000.00","13,000,000.00","514,273,000.00","528,447,000.00","1,427,460,000.00","250,000,000.00","532,177,000.00","627,177,000.00","1,258,607,000.00","317,064,000.00","296,994,000.00","696,111,000.00","1,207,426,000.00","330,400,000.00","681,781,000.00","1,133,749,000.00","1,394,733,000.00","721,773,000.00","1,990,981,000.00","2,622,450,000.00","3,400,081,000.00","798,624,000.00","1,699,607,000.00","5,307,351,000.00","6,625,799,000.00","1,826,800,000.00","4,391,856,000.00","8,361,841,000.00","12,927,581,000.00","3,581,464,000.00","8,160,978,000.00","10,752,906,000.00","17,859,038,000.00","4,069,789,000.00","8,356,042,000.00","30,112,276,000.00","33,913,277,000.00","4,646,552,000.00","11,021,388,000.00","24,616,600,000.00"
经营活动产生的现金流量净额,"690,686,000.00","1,260,629,000.00","5,020,414,000.00","798,302,000.00","5,475,617,000.00","7,101,150,000.00","9,975,730,000.00","929,042,000.00","3,006,142,000.00","4,399,677,000.00","10,574,377,000.00","1,118,033,000.00","4,731,325,000.00","6,233,505,000.00","10,735,581,000.00","1,638,142,000.00","6,166,929,000.00","9,710,079,000.00","15,239,535,000.00","3,040,604,000.00","4,138,994,000.00","6,488,926,000.00","12,475,125,000.00","1,106,640,000.00","3,808,253,000.00","4,888,673,000.00","9,491,153,000.00","-4,086,601,000.00","534,488,000.00","587,141,000.00","5,083,525,000.00","-4,207,910,000.00","362,299,000.00","1,278,551,000.00","7,284,642,000.00","-1,014,013,000.00","2,979,995,000.00","6,088,211,000.00","12,067,759,000.00","2,240,172,000.00","5,336,232,000.00","10,640,243,000.00"
分配股利、利润或偿还利息支付的现金,"91,319,000.00","1,407,271,000.00","2,681,206,000.00","166,299,000.00","349,345,000.00","1,298,242,000.00","1,583,256,000.00","113,725,000.00","321,178,000.00","2,565,616,000.00","2,705,205,000.00","130,246,000.00","368,023,000.00","2,412,459,000.00","2,735,634,000.00","142,426,000.00","2,500,182,000.00","2,599,359,000.00","2,889,270,000.00","133,771,000.00","2,642,972,000.00","4,560,357,000.00","5,357,926,000.00","440,014,000.00","3,967,160,000.00","5,382,239,000.00","6,363,046,000.00","612,234,000.00","2,496,182,000.00","4,531,661,000.00","6,238,806,000.00","1,002,870,000.00","2,017,730,000.00","5,104,705,000.00","6,150,673,000.00","869,227,000.00","2,605,015,000.00","4,703,049,000.00","6,143,211,000.00","880,370,000.00","2,367,067,000.00","4,365,988,000.00"
收回投资收到的现金,,,"116,680,000.00",,"355,998,000.00","355,998,000.00","355,998,000.00","3,591,289,000.00","469,656,000.00","469,656,000.00","487,181,000.00","1,500,000,000.00","35,000,000.00","35,000,000.00","38,539,000.00",,"900,000.00","900,000.00","1,622,000.00",,"100,000,000.00","410,445,000.00","400,000,000.00",,"144,894,000.00","144,894,000.00","644,894,000.00",,,,"1,302,000,000.00",,"400,000,000.00","400,000,000.00","1,858,000.00",,,,,,,"10,538,000.00"
支付其他与筹资活动有关的现金,,"182,701,000.00","182,701,000.00","17,899,000.00",,"2,822,000.00","351,451,000.00","210,199,000.00",,,,,"456,234,000.00","456,234,000.00","456,846,000.00","673,000.00",,"45,000,000.00",,,,"45,000,000.00","1,044,989,000.00",,"12,615,000.00","41,865,000.00","69,615,000.00",,"86,004,000.00","86,004,000.00","102,330,000.00",,"48,300,000.00","72,300,000.00","72,600,000.00","61,500,000.00","62,550,000.00","66,150,000.00","741,774,000.00",,"216,181,000.00","216,181,000.00"
取得投资收益收到的现金,"140,000.00","5,289,000.00","78,200,000.00","324,506,000.00","4,589,000.00","5,094,000.00","41,294,000.00","165,368,000.00","790,000.00","790,000.00","4,734,000.00","375,000.00","39,109,000.00","39,109,000.00","53,313,000.00","5,846,000.00","6,568,000.00","44,584,000.00","66,092,000.00","12,299,000.00","23,021,000.00","74,509,000.00","88,552,000.00",,"38,064,000.00","51,433,000.00","125,541,000.00",,"80,775,000.00","108,016,000.00","191,353,000.00",,"83,220,000.00","95,015,000.00","206,309,000.00","2,600,000.00","68,949,000.00","223,663,000.00","205,374,000.00",,"102,454,000.00","169,101,000.00"
筹资活动现金流出小计,"1,620,808,000.00","3,676,875,000.00","6,746,480,000.00","197,198,000.00","863,618,000.00","1,829,511,000.00","3,362,167,000.00","573,924,000.00","853,355,000.00","3,192,793,000.00","3,963,812,000.00","447,310,000.00","1,121,251,000.00","3,564,804,000.00","4,399,906,000.00","473,499,000.00","3,181,963,000.00","3,778,108,000.00","4,284,003,000.00","855,544,000.00","4,633,953,000.00","7,227,807,000.00","9,802,996,000.00","1,238,638,000.00","5,679,382,000.00","10,731,455,000.00","13,058,460,000.00","2,439,034,000.00","6,974,042,000.00","12,979,506,000.00","19,268,717,000.00","4,584,334,000.00","10,227,008,000.00","15,929,911,000.00","24,082,311,000.00","5,000,516,000.00","11,023,607,000.00","34,881,475,000.00","40,798,262,000.00","5,526,922,000.00","13,604,636,000.00","29,198,769,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"198,000.00","131,169,000.00","55,705,000.00","1,364,000.00","68,141,000.00","71,552,000.00","32,157,000.00","874,000.00","9,730,000.00","12,209,000.00","24,443,000.00","136,000.00","15,187,000.00","65,488,000.00","41,680,000.00","405,000.00","22,269,000.00","27,364,000.00","42,492,000.00","11,253,000.00","17,011,000.00","31,843,000.00","378,796,000.00","1,861,000.00","39,832,000.00","40,756,000.00","139,027,000.00","883,000.00","14,874,000.00","15,263,000.00","172,333,000.00","41,000.00","4,143,000.00","17,762,000.00","69,225,000.00","20,732,000.00","1,377,651,000.00","1,378,218,000.00","1,475,672,000.00","690,923,000.00","540,468,000.00","540,468,000.00"
筹资活动产生的现金流量净额,"-1,593,808,000.00","-1,996,909,000.00","-4,623,603,000.00","26,008,271,000.00","25,345,493,000.00","24,713,168,000.00","24,728,394,000.00","838,083,000.00","986,645,000.00","-962,793,000.00","-1,038,182,000.00","222,690,000.00","-162,691,000.00","-2,285,444,000.00","-2,508,441,000.00","960,301,000.00","563,837,000.00","16,003,330,000.00","17,748,777,000.00","1,675,956,000.00","1,478,704,000.00","10,364,557,000.00","11,110,240,000.00","3,443,187,000.00","2,408,537,000.00","15,999,738,000.00","17,259,580,000.00","5,003,570,000.00","12,141,381,000.00","17,435,792,000.00","19,584,506,000.00","2,887,645,000.00","18,305,087,000.00","15,866,559,000.00","12,099,428,000.00","-1,503,071,000.00","-4,082,302,000.00","-21,251,613,000.00","-23,951,464,000.00","72,078,000.00","-2,193,739,000.00","-3,605,456,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"332,612,000.00",,,,,"5,000,000.00",,,,,,,,,,,,,,,,,"-8,058,000.00",,"430,860,000.00",,"606,050,000.00","606,050,000.00","737,288,000.00",,"-249,304,000.00",
四、汇率变动对现金的影响,"-176,600,000.00","-323,671,000.00","-597,664,000.00","-77,309,000.00","-46,098,000.00","-97,389,000.00","-132,471,000.00","1,009,000.00","1,958,000.00","-1,426,000.00","-2,112,000.00","20,000.00","1,373,000.00","-6,083,000.00","-1,876,000.00","-287,000.00","-10,395,000.00","-22,539,000.00","-6,657,000.00","-45,000.00",,"53,000.00","5,858,000.00","-286,000.00","-5,341,000.00","-1,087,000.00","-5,539,000.00","3,299,000.00","-173,000.00","-334,000.00","-2,371,000.00","390,000.00","972,000.00","3,933,000.00","2,085,000.00","267,000.00","3,177,000.00","2,738,000.00","6,347,000.00","-450,000.00","854,000.00","-6,498,000.00"
收到其他与投资活动有关的现金,"7,852,000.00","535,786,000.00","427,345,000.00","259,330,000.00","336,315,000.00","336,315,000.00","340,998,000.00","1,648,339,000.00","1,822,311,000.00","6,571,815,000.00","6,297,523,000.00","417,845,000.00","1,008,348,000.00","20,370,139,000.00","18,865,383,000.00","45,169,000.00","204,561,000.00","294,788,000.00","353,115,000.00","3,732,474,000.00","2,602,309,000.00","2,370,301,000.00","2,564,698,000.00","251,653,000.00","1,128,935,000.00","1,603,388,000.00","1,779,270,000.00","2,998,010,000.00","3,849,975,000.00","3,931,647,000.00","5,827,198,000.00","749,032,000.00","217,977,000.00","341,449,000.00","1,591,203,000.00","2,841,291,000.00","12,605,576,000.00","23,186,600,000.00","26,001,850,000.00","2,448,621,000.00","5,884,840,000.00","5,622,101,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,190,000.00","672,244,000.00","677,930,000.00","585,200,000.00","765,043,000.00","768,959,000.00","770,447,000.00","5,405,870,000.00","2,302,487,000.00","7,054,470,000.00","7,146,493,000.00","1,918,356,000.00","1,097,644,000.00","20,509,736,000.00","18,998,915,000.00","56,420,000.00","234,298,000.00","367,636,000.00","463,321,000.00","3,756,026,000.00","2,742,341,000.00","2,887,098,000.00","3,432,046,000.00","253,514,000.00","1,351,725,000.00","1,840,471,000.00","2,688,732,000.00","2,998,893,000.00","3,945,624,000.00","4,054,926,000.00","7,492,884,000.00","749,073,000.00","697,282,000.00","854,226,000.00","2,299,455,000.00","2,864,623,000.00","14,658,226,000.00","25,394,531,000.00","28,420,184,000.00","3,139,544,000.00","6,278,458,000.00","6,342,208,000.00"
五、现金及现金等价物净增加额,"-11,787,234,000.00","-13,991,904,000.00","-13,890,421,000.00","4,454,113,000.00","6,743,917,000.00","4,940,128,000.00","3,606,915,000.00","6,110,353,000.00","1,272,022,000.00","4,200,159,000.00","4,740,130,000.00","-685,875,000.00","35,070,000.00","13,227,977,000.00","10,293,983,000.00","-9,996,932,000.00","-10,649,759,000.00","2,070,722,000.00","-2,043,874,000.00","3,701,578,000.00","-6,115,446,000.00","-2,495,433,000.00","-7,684,815,000.00","-1,200,159,000.00","-4,739,029,000.00","2,324,340,000.00","-1,990,323,000.00","-2,187,470,000.00","4,206,143,000.00","6,274,787,000.00","6,899,137,000.00","-4,380,463,000.00","5,440,543,000.00","-895,050,000.00","-6,936,049,000.00","-3,457,460,000.00","3,162,128,000.00","-2,693,505,000.00","-1,301,884,000.00","2,279,288,000.00","3,750,618,000.00","1,815,216,000.00"
购建固定资产、无形资产和其他长期资产支付的现金,"836,966,000.00","2,147,447,000.00","6,029,178,000.00","1,385,876,000.00","3,237,270,000.00","4,444,282,000.00","8,235,594,000.00","722,379,000.00","3,914,572,000.00","5,489,978,000.00","8,930,586,000.00","3,073,502,000.00","4,712,421,000.00","7,262,695,000.00","12,304,463,000.00","2,704,247,000.00","7,703,311,000.00","12,375,157,000.00","20,111,484,000.00","4,351,400,000.00","10,054,711,000.00","17,411,909,000.00","27,559,689,000.00","5,611,674,000.00","11,173,370,000.00","18,883,398,000.00","25,374,523,000.00","5,343,348,000.00","10,628,563,000.00","13,664,534,000.00","19,695,185,000.00","3,809,661,000.00","6,036,608,000.00","8,039,624,000.00","11,440,947,000.00","2,255,266,000.00","5,343,045,000.00","5,939,134,000.00","9,016,116,000.00","1,988,642,000.00","2,971,392,000.00","6,214,383,000.00"
期初现金及现金等价物余额,"18,224,249,000.00","18,224,249,000.00","18,224,249,000.00","4,333,828,000.00","4,333,828,000.00","4,345,650,000.00","4,277,958,000.00","7,884,873,000.00","7,884,873,000.00","7,884,873,000.00","7,888,283,000.00","12,628,414,000.00","12,628,413,000.00","12,628,414,000.00","12,628,413,000.00","22,922,396,000.00","22,922,396,000.00","22,922,396,000.00","22,922,396,000.00","20,878,522,000.00","20,926,515,000.00","20,926,515,000.00","20,907,330,000.00","13,222,515,000.00","13,222,515,000.00","13,222,898,000.00","13,222,898,000.00","11,232,575,000.00","11,232,575,000.00","11,232,575,000.00","11,232,575,000.00","18,131,712,000.00","18,131,712,000.00","18,131,712,000.00","18,131,712,000.00","11,195,663,000.00","11,195,663,000.00","11,195,663,000.00","11,195,663,000.00","9,893,779,000.00","9,893,779,000.00","9,893,779,000.00"
投资支付的现金,"78,430,000.00","1,818,463,000.00","2,428,763,000.00","175,370,000.00","413,651,000.00","1,956,261,000.00","830,581,000.00","340,864,000.00","341,391,000.00","774,791,000.00","1,256,488,000.00",,"295,222,000.00","3,701,577,000.00","3,869,400,000.00","1,172,986,000.00","1,561,966,000.00","4,321,680,000.00","2,736,134,000.00","419,563,000.00","4,214,192,000.00","4,824,158,000.00","2,598,781,000.00","338,135,000.00","833,097,000.00","1,013,375,000.00","4,654,390,000.00","553,120,000.00","1,676,440,000.00","2,028,030,000.00","3,789,078,000.00",,"1,680,895,000.00","2,262,145,000.00","2,371,974,000.00",,"649,201,000.00","689,201,000.00","917,411,000.00",,"150,051,000.00","150,051,000.00"
期末现金及现金等价物余额,"6,437,015,000.00","4,232,345,000.00","4,333,828,000.00","8,787,941,000.00","11,077,745,000.00","9,285,778,000.00","7,884,873,000.00","13,995,226,000.00","9,156,895,000.00","12,085,032,000.00","12,628,413,000.00","11,942,539,000.00","12,663,483,000.00","25,856,391,000.00","22,922,396,000.00","12,925,464,000.00","12,272,637,000.00","24,993,118,000.00","20,878,522,000.00","24,580,100,000.00","14,811,069,000.00","18,431,082,000.00","13,222,515,000.00","12,022,356,000.00","8,483,486,000.00","15,547,238,000.00","11,232,575,000.00","9,045,105,000.00","15,438,718,000.00","17,507,362,000.00","18,131,712,000.00","13,751,249,000.00","23,572,255,000.00","17,236,662,000.00","11,195,663,000.00","7,738,203,000.00","14,357,791,000.00","8,502,158,000.00","9,893,779,000.00","12,173,067,000.00","13,644,397,000.00","11,708,995,000.00"
