科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"143,792,889.01","130,466,189.30","100,072,347.68","38,159,748.31","59,107,322.81","85,298,309.50","59,782,851.43","51,873,903.88","113,744,443.27","99,689,004.55","33,424,067.64","38,365,257.56","70,969,124.66","51,630,132.87","157,308,687.25","629,803,197.24","483,831,446.27","422,664,857.22","960,274,385.41","1,259,363,102.83","1,102,548,655.28","1,416,328,363.08","1,575,383,360.39","1,822,879,127.17","2,776,949,564.75","2,585,427,080.41","2,781,769,413.38","4,168,309,912.02","3,598,392,696.25","3,617,144,442.36","2,915,541,438.47","3,802,107,103.11","2,987,409,856.39","3,662,626,069.99","3,951,895,401.67","5,722,543,803.76","5,401,134,087.22","5,073,226,740.75","4,626,630,715.96","6,519,030,384.23","5,273,889,767.75","4,338,620,219.36","4,596,859,601.95"
短期借款,"400,830,000.00","390,830,000.00","414,380,000.00","355,830,000.00","375,400,000.00","353,560,000.00","335,730,000.00","353,310,000.00","398,310,000.00","375,210,000.00","343,230,000.00","376,070,000.00","374,730,000.00","370,830,000.00","325,729,270.66","310,000,000.00","320,000,000.00","250,000,000.00","150,000,000.00","100,000,000.00",,,,"100,000,000.00","130,000,000.00",,"25,000,000.00","226,128,526.22","220,466,290.00","119,708,640.00","759,621,784.38","734,802,711.25","725,833,680.00","741,026,880.00","467,256,401.00","441,301,296.00","423,542,160.00","421,040,330.40","346,243,782.60","130,587,129.00","108,181,796.90","96,724,096.00","391,321,097.00"
交易性金融资产,,,"655,000.00","622,090.75","622,090.75","453,773.04","394,411.93","317,494.64","1,333,196.61","1,522,601.50","1,016,887.51","1,000,819.54","974,082.39","836,810.02","2,012,140.32",,,"79,000,000.00",,,,,,,,,,"50,093,812.50",,,"622,745,993.36","20,640,000.00","285,140,000.00","285,900,000.00","228,750,000.00","13,659,300.00","15,619,390.00","97,367,025.40","271,170,502.55","17,121,474.70","109,649,726.70","99,545,751.36","98,156,180.16"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,832,919.10","6,589,852.70","1,795,806.67","926,079.80","2,768,707.70","2,902,291.75",,"293,898.00","1,410,608.88","520,091.76","513,600.00","416,367.50","2,250,754.58","1,090,014.00","3,837,278.50","31,724,375.35","21,484,173.73","9,443,069.49","317,228,233.67","192,742,491.07","166,209,788.91","178,827,546.49","186,440,429.36","280,548,312.92","191,162,198.22","149,121,698.40","155,383,096.96","205,914,749.97","214,282,444.16","106,025,871.65","107,617,875.37","119,494,840.28","100,696,857.04","97,023,577.46","99,526,321.39","111,727,559.78","117,284,949.37","99,651,909.18","131,426,692.07","164,295,151.18","155,511,850.87","131,355,695.14","254,952,851.66"
应付票据,"102,000,000.00","102,000,000.00","96,000,000.00","58,000,000.00","117,000,000.00","97,000,000.00","98,000,000.00","93,900,000.00","138,900,000.00","156,900,000.00","97,279,945.29","76,900,000.00","128,899,973.18","105,525,246.73","123,525,246.73","230,456,741.54","275,994,554.00","400,081,587.38","365,760,674.92","1,684,177,300.00","1,773,640,400.00","1,797,306,845.50","1,816,705,658.55","1,479,023,000.00","1,349,746,521.36","1,520,189,747.94","1,435,474,393.93","1,779,137,832.09","2,164,081,834.00","1,862,016,129.69","1,504,000,095.42","1,287,085,537.23","1,040,092,080.51","960,323,362.37","1,002,627,448.66","982,950,419.78","828,532,003.00","796,329,559.42","905,985,924.93","877,346,883.02","747,918,333.44","729,579,482.79","639,179,875.22"
应收账款,"100,979,083.36","90,656,340.50","90,947,664.44","68,002,630.30","76,084,397.99","70,146,117.24","58,119,158.34","47,023,299.28","39,573,643.17","61,245,295.01","64,627,196.31","46,112,160.28","78,603,769.09","86,880,903.92","64,606,653.86","330,389,645.63","727,696,607.28","506,537,566.34","744,684,749.86","955,538,541.97","1,225,437,618.22","908,112,706.53","1,092,724,399.09","846,471,693.95","1,178,888,659.29","1,302,151,013.30","1,656,355,324.32","903,225,827.36","1,685,799,107.53","1,459,859,061.33","1,676,524,159.90","997,795,521.62","1,980,284,978.93","2,043,294,776.35","2,267,639,030.04","1,907,601,711.68","2,265,181,425.72","2,121,410,586.80","2,255,818,081.20","1,259,260,222.86","1,926,231,050.64","1,938,557,933.61","2,388,113,383.74"
应付账款,"31,648,423.41","48,449,834.39","23,422,013.86","52,244,264.87","62,693,523.34","8,119,467.34","11,074,654.44","66,203,982.08","63,989,253.83","116,021,382.98","200,147,110.35","170,028,514.43","176,176,325.47","117,240,770.28","69,067,024.08","517,461,877.94","744,304,780.76","570,709,482.08","779,337,942.21","540,407,975.16","678,607,739.34","579,723,092.86","818,388,808.95","759,807,942.06","773,856,065.60","682,685,403.24","893,743,875.56","747,598,442.10","873,774,329.20","904,140,650.09","1,291,840,097.77","910,218,437.56","1,221,603,385.32","1,342,833,617.37","1,542,303,643.20","1,406,995,117.97","1,786,028,360.00","1,638,137,920.69","1,846,646,638.68","1,357,352,885.79","1,614,967,785.62","1,549,160,438.15","1,687,549,731.62"
预付款项,"53,722,796.16","52,032,468.77","39,219,454.62","7,164,148.99","41,085,242.10","8,280,247.41","4,188,549.37","11,767,352.50","17,740,094.13","16,269,524.09","34,203,040.73","24,788,896.81","58,251,521.33","41,927,033.79","59,865,918.06","131,471,844.48","251,666,001.70","333,785,342.19","374,428,166.19","1,401,125,918.74","1,659,808,766.55","1,986,687,950.30","2,208,074,132.79","1,794,060,469.78","1,965,575,206.05","1,570,544,691.01","1,602,500,213.59","2,624,807,321.47","2,874,790,452.62","2,372,928,033.88","2,644,892,662.65","2,854,412,783.74","2,806,555,209.20","3,074,366,712.09","2,867,019,980.04","2,490,679,938.94","2,368,341,207.64","2,412,360,365.42","2,513,203,141.61","1,949,822,699.45","1,787,329,235.74","1,744,074,240.84","1,701,162,864.68"
预收款项,"6,918,603.47","5,939,083.77","11,518,201.60","8,676,661.85","10,201,324.63","6,938,321.11","7,538,728.99","3,951,731.56","22,966,799.23","52,460,740.09","40,646,226.87","25,887,452.69","183,083,079.52","128,789,874.01","65,505,959.98","103,626,462.87","142,417,299.90","142,777,128.06","254,772,428.18","205,420,444.07","305,427,328.20","412,894,828.16","406,203,835.83","648,968,091.59","515,255,310.29","337,947,279.50","564,737,193.19","1,078,510,572.49","965,193,573.81","521,516,647.64","971,510,625.10","1,457,034,610.22","1,259,827,625.62","1,645,752,095.00","1,870,904,739.11","1,752,751,360.71","1,585,828,938.35","1,883,266,910.16","2,028,326,654.85","2,128,418,860.54","1,854,351,349.49","1,866,080,491.42","1,999,704,502.98"
