科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"768,322,178.56","858,225,149.07","1,006,394,425.31","243,018,244.34","530,598,141.22","802,529,086.99","1,149,451,543.04","222,863,067.11","581,006,909.91","845,225,366.89","1,259,209,134.26","254,484,136.93","521,104,488.02","858,228,432.39","1,330,325,526.62","288,524,371.73","657,017,368.73","1,098,548,195.80","1,571,979,152.64","318,747,362.26","780,896,870.31","1,263,820,426.43","1,561,976,715.16","361,053,423.26","844,950,556.00","1,265,642,336.43","1,637,544,609.49","360,725,646.41","779,140,397.50","1,229,069,564.43","1,735,538,536.68","407,174,019.04","891,652,295.83"
取得子公司及其他营业单位支付的现金净额,"14,351,120.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"16,502,057.73","22,268,812.25","32,729,639.20","12,157,632.98","23,572,347.20","38,460,384.21","52,154,845.12","15,010,892.70","24,398,602.60","32,980,204.88","51,255,180.87","12,781,160.46","23,620,286.66","37,717,630.00","46,739,862.11","15,927,075.28","30,865,234.71","42,197,371.14","52,358,317.58","15,654,757.49","25,827,740.50","36,299,263.05","40,333,318.38","9,593,794.83","12,644,097.68","16,943,259.26","22,044,065.98","14,635,346.01","22,879,133.17","27,292,551.50","35,151,649.70","9,634,042.29","16,933,353.94"
支付其他与投资活动有关的现金,,,,,239.00,"1,894,712.85",,,,,,,,,,,,,,,,403.80,,,,,,,,,,,"440,348.65"
收到其他与经营活动有关的现金,"15,505,824.57","35,489,758.00","25,120,824.78","2,114,387.02","9,028,580.35","11,863,354.10","30,856,159.26","3,396,379.28","8,119,021.91","15,188,101.27","31,229,263.04","1,246,176.72","8,403,446.30","28,396,642.19","53,634,943.37","6,359,607.75","13,726,542.35","19,047,014.51","40,468,068.65","3,206,309.88","7,488,954.99","22,159,556.12","42,515,177.88","6,987,438.97","14,730,710.33","27,631,207.76","48,070,080.90","4,135,856.95","10,646,127.54","15,707,019.77","39,235,573.26","7,674,650.82","9,466,678.54"
投资活动现金流出小计,"59,523,447.17","97,415,693.55","84,759,094.17","24,813,720.37","57,037,198.14","93,005,983.38","131,718,617.62","67,464,875.51","129,999,315.53","189,629,796.15","257,581,000.02","69,609,822.34","129,363,924.34","196,771,910.89","213,140,852.01","82,052,628.47","140,699,869.20","230,504,300.27","265,089,580.93","67,977,506.10","107,419,529.29","154,409,767.06","179,550,930.61","53,957,215.91","76,223,052.91","97,667,853.97","115,274,348.56","29,115,397.44","47,208,412.15","63,682,560.79","93,614,503.12","36,051,347.70","52,243,382.57"
经营活动现金流入小计,"800,330,060.86","915,983,719.32","1,064,244,889.29","257,290,264.34","563,199,068.77","852,852,825.30","1,232,462,547.42","241,270,339.09","613,524,534.42","893,393,673.04","1,341,693,578.17","268,511,474.11","553,128,220.98","924,342,704.58","1,430,700,332.10","310,811,054.76","701,609,145.79","1,159,792,581.45","1,664,805,538.87","337,608,429.63","814,213,565.80","1,322,279,245.60","1,644,825,211.42","377,634,657.06","872,325,364.01","1,310,216,803.45","1,707,658,756.37","379,496,849.37","812,665,658.21","1,272,069,135.70","1,809,925,759.64","424,482,712.15","918,052,328.31"
投资活动产生的现金流量净额,"-59,513,327.17","-97,057,321.20","-84,758,343.02","-24,813,720.37","-56,818,398.14","-90,165,983.38","-131,498,617.62","-67,464,575.51","-129,998,715.53","-189,626,296.15","-257,428,593.82","-69,564,822.34","-129,318,924.34","-196,543,260.89","-212,875,263.55","-82,052,628.47","-140,518,620.60","-230,316,109.67","-264,882,465.04","-67,977,506.10","-107,326,208.49","-154,316,446.26","-179,180,872.21","-53,957,215.91","-76,201,052.91","-97,645,853.97","-115,195,753.90","-29,115,397.44","-47,198,412.15","-63,593,560.79","-92,404,747.36","-35,211,347.70","-52,111,957.85"
购买商品、接受劳务支付的现金,"587,847,696.57","660,807,908.09","793,717,153.44","262,137,045.43","514,268,917.62","764,787,882.49","995,192,305.31","199,630,237.36","491,501,403.58","688,684,612.62","960,851,613.64","204,664,701.80","409,337,993.34","663,910,951.52","1,014,912,064.22","240,728,208.01","516,175,161.97","876,892,068.24","1,143,503,972.21","272,238,315.96","683,139,139.51","1,075,035,513.10","1,172,430,769.50","313,460,141.15","656,560,154.65","965,542,499.02","1,152,218,200.60","322,030,942.67","619,452,289.32","957,655,035.64","1,281,220,713.76","359,971,538.46","753,728,323.19"
吸收投资收到的现金,,,,,"446,822,240.00","460,822,509.50","454,587,909.50",,,,,,,,,,,,"24,866,919.00","12,655,478.88","15,655,888.53","15,236,991.00","8,024,829.00",,,,,,,,,,
支付给职工以及为职工支付的现金,"76,359,771.30","89,403,837.18","117,474,165.24","44,475,260.95","80,480,576.30","108,116,420.75","150,214,741.06","50,662,243.00","89,362,555.11","117,430,017.98","169,935,371.26","54,725,944.70","98,680,541.26","131,297,317.44","200,443,953.68","64,263,870.97","120,755,192.16","166,585,312.46","240,708,608.01","65,889,314.70","124,105,562.42","180,951,720.45","251,438,899.88","76,306,726.95","138,729,763.53","195,854,806.97","270,669,162.21","77,981,363.73","136,678,597.12","196,895,379.11","285,291,473.22","71,676,088.15","133,184,717.62"
取得借款收到的现金,"110,193,215.46","127,028,200.00","160,622,700.00","36,800,000.00","100,800,000.00","197,200,000.00","247,200,000.00","46,500,000.00","118,500,000.00","202,500,000.00","288,500,000.00","50,000,000.00","90,000,000.00","150,000,000.00","255,000,000.00","120,000,000.00","190,000,000.00","300,000,000.00","443,000,000.00","90,000,000.00","180,000,000.00","300,000,000.00","314,000,000.00","145,000,000.00","260,000,000.00","320,000,000.00","400,000,000.00","120,000,000.00","325,000,000.00","450,000,000.00","520,054,009.65","175,000,000.00","274,910,044.75"
支付的各项税费,"26,665,597.35","18,649,149.00","36,000,840.98","9,219,790.46","20,310,300.36","35,935,501.79","40,035,948.44","11,461,069.97","23,124,530.12","43,003,006.85","43,465,349.70","5,099,390.68","20,086,395.19","27,364,087.67","38,541,144.24","7,600,174.69","20,735,209.54","32,387,068.07","42,244,333.66","11,255,614.70","22,830,117.57","29,039,593.80","39,789,596.22","13,497,630.85","25,948,017.27","37,891,700.41","51,178,853.67","11,218,563.11","21,531,057.10","32,884,365.58","43,360,659.83","12,095,652.20","18,975,650.22"
收到其他与筹资活动有关的现金,,"2,000,000.00","2,150,000.00",,"105,499.70","799,022.86","4,985,555.17","1,207,524.17","4,650,600.18","5,542,792.15","8,534,444.10","171,226.73","2,240,810.51","2,532,025.92","3,814,140.12","259,814.13","799,383.73","1,083,189.56","4,433,764.84","982,925.52","1,914,028.41","2,150,799.40","1,084,308.89","3,441.38","3,441.47","3,441.47","3,441.47",,,,,,
支付其他与经营活动有关的现金,"27,564,964.72","21,446,591.24","29,843,652.13","10,190,814.58","14,498,903.41","19,729,669.08","37,673,232.26","11,074,568.11","20,346,440.20","34,589,590.27","49,531,965.72","15,260,710.98","20,077,035.12","34,839,541.84","45,658,164.80","16,066,900.75","26,128,985.62","38,266,710.50","57,651,246.23","18,513,673.61","28,884,479.28","43,403,351.41","64,523,589.22","20,147,319.05","36,329,950.87","54,458,601.47","62,808,021.32","20,540,312.97","44,063,561.02","63,079,633.76","62,606,961.06","26,364,270.73","40,926,724.07"
筹资活动现金流入小计,"110,193,215.46","129,028,200.00","162,772,700.00","36,800,000.00","547,727,739.70","658,821,532.36","706,773,464.67","47,707,524.17","123,150,600.18","208,042,792.15","297,034,444.10","50,171,226.73","92,240,810.51","152,532,025.92","258,814,140.12","120,259,814.13","190,799,383.73","301,083,189.56","472,300,683.84","103,638,404.40","197,569,916.94","317,387,790.40","323,109,137.89","145,003,441.38","260,003,441.47","320,003,441.47","400,003,441.47","120,000,000.00","325,000,000.00","450,000,000.00","520,054,009.65","175,000,000.00","274,910,044.75"
经营活动现金流出小计,"718,438,029.94","790,307,485.51","977,035,811.79","326,022,911.42","629,558,697.69","928,569,474.11","1,223,116,227.07","272,828,118.44","624,334,929.01","883,707,227.72","1,223,784,300.32","279,750,748.16","548,181,964.91","857,411,898.47","1,299,555,326.94","328,659,154.42","683,794,549.29","1,114,131,159.27","1,484,108,160.11","367,896,918.97","858,959,298.78","1,328,430,178.76","1,528,182,854.82","423,411,818.00","857,567,886.32","1,253,747,607.87","1,536,874,237.80","431,771,182.48","821,725,504.56","1,250,514,414.09","1,672,479,807.87","470,107,549.54","946,815,415.10"
偿还债务支付的现金,"90,400,000.00","104,986,000.00","107,228,200.00","36,800,000.00","83,300,000.00","169,800,000.00","180,422,700.00","24,000,000.00","88,000,000.00","177,400,000.00","227,400,000.00","66,300,000.00","88,300,000.00","172,300,000.00","218,300,000.00","90,000,000.00","140,000,000.00","230,000,000.00","365,000,000.00","80,000,000.00","153,000,000.00","263,000,000.00","303,000,000.00","90,000,000.00","168,000,000.00","259,500,000.00","400,500,000.00","61,500,000.00","195,500,000.00","352,000,000.00","507,000,000.00","100,500,000.00","220,500,000.00"
经营活动产生的现金流量净额,"81,892,030.92","125,676,233.81","87,209,077.50","-68,732,647.08","-66,359,628.92","-75,716,648.81","9,346,320.35","-31,557,779.35","-10,810,394.59","9,686,445.32","117,909,277.85","-11,239,274.05","4,946,256.07","66,930,806.11","131,145,005.16","-17,848,099.66","17,814,596.50","45,661,422.18","180,697,378.76","-30,288,489.34","-44,745,732.98","-6,150,933.16","116,642,356.60","-45,777,160.94","14,757,477.69","56,469,195.58","170,784,518.57","-52,274,333.11","-9,059,846.35","21,554,721.61","137,445,951.77","-45,624,837.39","-28,763,086.79"
分配股利、利润或偿还利息支付的现金,"12,015,070.06","14,775,527.99","15,093,476.72","2,443,946.30","5,424,758.47","8,697,911.79","14,766,793.05","4,482,599.16","20,875,866.93","25,275,868.25","30,064,132.81","3,891,710.30","26,877,945.92","30,808,401.49","37,294,699.69","4,943,343.33","29,728,652.03","35,753,709.78","44,711,456.21","6,242,034.48","32,336,025.69","38,468,434.84","46,776,094.40","5,793,279.87","33,303,581.31","39,279,468.40","46,038,541.59","5,296,322.93","31,045,031.11","41,277,131.76","47,194,041.34","6,017,495.23","14,233,261.95"
收回投资收到的现金,,"300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"4,150,000.00","161,390.00","558,331.50","7,179,524.98","4,051,458.79",,"380,575.00","381,775.00",,,"200,000.00","200,000.00",,,,,"842,826.74","2,136,472.08","3,928,467.15","4,143,745.71","1,931,555.21",,,,,,,,,,
取得投资收益收到的现金,,"7,272.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,839.99",,
筹资活动现金流出小计,"102,415,070.06","119,761,527.99","126,471,676.72","39,405,336.30","89,283,089.97","185,677,436.77","199,240,951.84","28,482,599.16","109,256,441.93","203,057,643.25","257,464,132.81","70,191,710.30","115,377,945.92","203,308,401.49","255,594,699.69","94,943,343.33","169,728,652.03","265,753,709.78","410,554,282.95","88,378,506.56","189,264,492.84","305,612,180.55","351,707,649.61","95,793,279.87","201,303,581.31","298,779,468.40","446,538,541.59","66,796,322.93","226,545,031.11","393,277,131.76","554,194,041.34","106,517,495.23","234,733,261.95"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,120.00","51,100.00",751.15,,"218,800.00","220,000.00","220,000.00",300.00,600.00,"3,500.00","152,406.20","45,000.00","45,000.00","228,650.00","265,588.46",,"181,248.60","188,190.60","207,115.89",,"93,320.80","93,320.80","370,058.40",,"22,000.00","22,000.00","78,594.66",,"10,000.00","89,000.00","88,454.08","60,000.00","60,000.00"
筹资活动产生的现金流量净额,"7,778,145.40","9,266,672.01","36,301,023.28","-2,605,336.30","458,444,649.73","473,144,095.59","507,532,512.83","19,224,925.01","13,894,158.25","4,985,148.90","39,570,311.29","-20,020,483.57","-23,137,135.41","-50,776,375.57","3,219,440.43","25,316,470.80","21,070,731.70","35,329,479.78","61,746,400.89","15,259,897.84","8,305,424.10","11,775,609.85","-28,598,511.72","49,210,161.51","58,699,860.16","21,223,973.07","-46,535,100.12","53,203,677.07","98,454,968.89","56,722,868.24","-34,140,031.69","68,482,504.77","40,176,782.80"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-309,341.39","-874,370.99","-583,889.85","-680,076.72","-1,565,875.30","-2,746,952.17","-3,952,611.43","-110,836.12","43,586.81","246,758.92","-740,437.51","-372,219.40","-2,448,773.96","-2,969,106.52","-4,396,315.17","910,981.83","918,413.88","902,237.74","-54,513.29","421,949.31","-371,690.37","3,566,882.48","-531,879.94","1,163,319.24","3,210,718.71","4,527,624.69","10,630,326.54","-1,159,710.67","-5,899,106.97","-12,181,879.51","-14,993,611.60","-2,377,386.76","1,200,554.94"
收到其他与投资活动有关的现金,,,,,,"2,620,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"921,461.69","780,000.00","71,424.72"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,120.00","358,372.35",751.15,,"218,800.00","2,840,000.00","220,000.00",300.00,600.00,"3,500.00","152,406.20","45,000.00","45,000.00","228,650.00","265,588.46",,"181,248.60","188,190.60","207,115.89",,"93,320.80","93,320.80","370,058.40",,"22,000.00","22,000.00","78,594.66",,"10,000.00","89,000.00","1,209,755.76","840,000.00","131,424.72"
五、现金及现金等价物净增加额,"29,847,507.76","37,011,213.63","38,167,867.91","-96,831,780.47","333,700,747.37","304,514,511.23","381,427,604.13","-79,908,265.97","-126,871,365.06","-174,707,943.01","-100,689,442.19","-101,196,799.36","-149,958,577.64","-183,357,936.87","-82,907,133.13","-73,673,275.50","-100,714,878.52","-148,422,969.97","-22,493,198.68","-82,584,148.29","-144,138,207.74","-145,124,887.09","-91,668,907.27","-49,360,896.10","467,003.65","-15,425,060.63","19,683,991.09","-29,345,764.15","36,297,603.42","2,502,149.55","-4,092,438.88","-14,731,067.08","-39,497,706.90"
