科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"34,323,865.60","365,197,574.92","355,853,884.71","341,565,223.30","312,299,310.83","253,335,506.22","211,260,841.90","208,689,857.51","218,974,528.41","197,917,972.09","173,819,661.53","169,449,534.62","160,668,328.94","121,239,105.75","104,274,949.05","74,498,816.19","75,246,057.55","89,513,046.87","73,394,027.75","106,541,085.92","60,649,584.79","28,761,456.88","32,916,637.37","44,441,906.20","61,789,670.15","34,255,349.45","30,150,583.69","56,726,284.65","58,601,455.17","67,960,202.50","65,335,316.46","91,453,911.09","127,509,241.48","86,472,574.59","92,259,380.22","95,914,989.93","77,426,792.95","88,324,910.04","81,507,871.59","65,240,819.97","82,915,090.35","67,754,085.97","91,327,867.14"
短期借款,"40,000,000.00","40,000,000.00","20,000,000.00",,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,"35,565,938.41","36,779,484.29","48,630,409.32","46,724,302.02","19,598,850.39","43,000,000.00","65,955,986.55","66,134,668.23","52,973,224.89","54,677,904.94","53,732,051.63","62,679,537.41","50,700,486.52","23,218,599.74","29,726,289.86","33,095,872.38","32,810,371.30","33,459,636.19","20,578,352.11",,,,,,,"25,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"865,823.00","9,936,166.85","332,979.26","2,620,186.84","2,251,093.18","658,000.00","1,000,000.00","60,000.00","2,730,163.84","3,525,168.59","2,427,750.78","1,830,000.00",,"13,120,000.00","13,858,486.61","17,396,133.99","5,878,538.08","4,124,236.89","13,036,668.68","1,417,895.38","16,163,996.49","200,000.00","23,025,740.00","12,261,553.95","11,256,630.50","12,456,315.85","10,266,585.82","100,000.00","14,560,000.00","7,789,458.68","18,050,000.00","14,961,085.44","9,710,461.44","9,514,309.77","4,453,121.37","2,480,000.00","4,271,000.00","3,300,000.00","3,172,889.25","9,720,000.00"
应付票据,,,,,,,,,,,,,,,,,,,"17,676,744.45","25,355,409.43","14,451,287.84","7,832,785.98","1,060,163.12","16,003,700.42","25,936,576.06","13,917,263.32","6,614,503.14","2,630,115.46",,"11,684,006.72","26,847,731.01","51,844,533.61","69,175,630.59","47,058,112.09","31,979,397.27","41,059,618.28","52,324,430.99","49,604,181.73","43,882,085.70","45,251,418.01","45,268,220.78","37,460,431.52","42,216,235.60"
应收账款,"83,786,905.45","99,241,856.70","106,025,103.27","114,202,700.03","112,668,242.94","124,501,869.78","134,265,902.51","95,665,955.07","82,756,455.95","106,865,807.68","126,169,560.30","123,855,263.80","130,846,466.98","148,285,957.10","159,205,581.20","179,950,664.81","142,896,448.75","146,046,104.48","140,680,215.74","118,345,001.19","131,905,249.48","141,209,826.83","157,468,707.40","128,875,476.37","131,545,470.31","132,042,917.33","143,713,719.71","147,924,757.94","155,134,692.01","176,840,440.62","181,992,125.70","152,937,183.48","124,098,017.41","132,419,097.29","138,722,532.19","103,389,277.16","102,061,963.53","109,553,446.35","114,158,758.70","101,108,437.67","87,229,151.28","115,975,533.82","123,318,400.40"
应付账款,"30,302,019.26","45,101,191.00","41,792,286.02","61,903,262.48","56,564,757.07","61,799,054.03","69,948,517.15","48,713,958.52","42,501,397.26","61,929,505.04","72,430,750.23","64,764,772.83","69,048,610.72","81,196,298.99","91,036,416.48","95,287,868.13","71,609,854.34","88,587,083.62","80,290,168.25","70,705,128.17","63,746,185.84","106,271,604.61","95,567,732.11","87,865,197.35","75,930,344.53","112,165,399.14","148,307,482.91","133,536,671.99","121,702,986.57","116,652,786.97","114,702,246.81","112,556,910.90","85,054,517.94","83,796,644.99","83,650,516.95","82,659,463.16","68,718,215.63","78,387,516.27","95,142,252.07","101,578,696.56","100,855,794.69","105,990,326.18","100,887,112.05"
预付款项,"26,088,492.41","45,007,819.48","45,821,536.04","2,194,644.08","25,257,756.90","7,024,269.21","7,668,085.24","10,462,928.21","5,692,106.96","4,700,537.21","4,343,310.02","4,283,730.45","5,260,508.28","6,909,887.64","4,616,873.62","1,743,601.46","1,821,327.80","3,836,489.07","15,451,800.98","29,116,478.76","28,208,232.09","28,141,884.74","28,342,621.47","2,353,273.57","4,402,144.84","1,214,535.62","1,584,672.18","785,448.78","1,129,297.30","1,092,989.48","1,320,944.63","727,196.97","1,194,865.97","1,317,107.76","1,049,043.38","746,177.94","2,419,608.10","4,195,669.23","5,967,969.81","1,488,977.44","2,093,834.45","1,155,645.38","1,069,001.14"
预收款项,,,"894,148.39","57,925.24","5,135.63","5,106.37","5,098.90","5,101.88","5,102.12","5,101.39","5,100.86","265,100.71","5,100.47","5,093.88","5,077.45","5,063.10","5,050.97","5,035.45","5,019.92","9,679.21","9,678.01","9,683.61","9,686.55","9,676.40","9,675.01","9,656.85","9,651.23","9,641.88","9,651.98","9,652.11","9,652.06","9,645.93","9,650.17","9,644.94","21,436,053.14","149,540.55","1,125,051.91","358,816.54","8,997,352.10","1,171,079.54","194,559.37","2,106,412.94","2,809,209.08"
