科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"81,431,519.85","101,430,674.03","133,252,190.05","51,840,887.86","100,014,769.73","158,563,244.08","202,890,132.77","67,886,045.15","110,552,661.25","174,161,823.89","305,213,855.39","106,404,161.41","215,585,786.76","315,461,664.95","455,220,722.97","120,265,087.94","246,721,822.56","335,552,434.62","483,106,891.02","92,356,809.83","187,062,676.22","264,424,662.18","404,424,130.64","85,648,295.32","167,937,370.80","280,651,600.74","457,715,650.28","123,545,444.52","204,768,866.75","343,817,011.81","406,641,337.80","97,894,268.38"
二、营业利润,"20,109,038.07","29,319,286.87","41,475,357.79","19,657,370.12","38,670,444.34","52,228,175.47","66,967,919.91","21,880,109.48","39,091,731.20","58,706,599.86","88,735,601.01","27,225,210.92","46,105,121.68","66,781,656.50","96,212,612.44","28,897,513.00","50,062,616.92","76,654,752.83","94,177,228.39","21,267,241.16","26,464,370.55","50,576,297.09","79,845,520.70","27,000,581.76","34,952,068.36","52,480,319.84","82,242,108.34","24,474,347.96","31,093,704.95","57,559,713.29","69,588,338.89","19,532,211.57"
减:营业成本,"33,165,400.91","48,608,984.32","63,187,565.47","22,798,698.77","41,702,773.97","77,131,474.48","99,812,049.59","37,940,879.94","57,283,748.34","90,261,768.75","165,637,370.68","60,978,434.86","127,454,619.47","183,930,632.20","264,308,195.33","68,260,980.48","141,824,589.42","180,464,723.17","273,958,530.73","47,066,915.37","108,100,591.42","140,759,970.96","223,532,957.11","38,143,151.02","83,680,546.21","149,068,663.15","250,013,120.56","67,600,051.90","106,421,233.45","184,604,455.31","225,370,614.13","56,113,333.87"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"931,882.31","1,177,016.35","959,637.35","404,263.85","970,986.03","1,778,826.07","1,984,427.80","421,589.81","914,221.82","1,707,917.30","3,420,970.19","1,556,019.71","2,131,587.78","3,009,496.50","5,053,683.93","1,129,487.31","2,804,414.47","4,461,951.23","6,323,453.70","784,734.84","1,565,460.78","2,753,899.53","6,688,262.77","792,995.00","1,219,845.95","2,340,153.93","8,636,077.62","2,986,867.83","4,512,019.82","6,211,641.69","8,828,821.15","2,142,477.69"
营业外收入,"2,120,000.00","2,000,000.00","3,503,814.05","377,165.75","5,775,114.07","7,876,914.12","10,004,544.57","597,438.92","11,024,256.46","11,421,695.38","12,597,061.90","702,694.48","11,741,437.80","14,970,869.91","26,588,663.53","3,800,743.32","7,752,101.29","12,003,769.76","17,811,283.68","4,128,221.37","9,609,340.18","11,156,379.44","22,937,167.26","612,409.99","4,434,199.69","7,912,758.95","10,002,041.62","2,462,615.50","4,782,236.30","5,968,887.32","47,892.82",
销售费用,"13,504,952.55","9,627,137.80","12,624,061.49","3,418,614.58","7,653,857.04","11,633,943.30","18,388,472.57","3,712,888.17","8,214,533.64","12,020,132.30","22,742,586.14","5,487,434.60","13,545,214.28","21,201,158.57","30,539,862.12","6,656,901.79","16,628,502.53","24,626,746.26","34,146,273.62","8,343,460.17","16,878,231.56","24,002,786.13","36,437,080.43","9,669,423.27","20,291,428.20","26,490,758.11","42,469,924.20","8,362,532.54","19,141,252.80","31,173,425.87","39,718,367.61","7,908,112.59"
减:营业外支出,"371,797.00","20,487.56","18,845.93","1,475.78","21,432.11","43,251.78","45,328.70",,,,"41,867.75","18,210.00","19,910.00","21,460.00","59,307.97",300.00,"6,730.06","6,730.06","6,930.06","18,700.00","340,010.00","356,680.00","906,229.58","4,281.70","14,881.70","18,481.70","462,120.94","50,068.58","165,668.68","489,686.68","485,653.44","117,320.85"
管理费用,"11,390,841.41","9,848,370.03","13,164,791.17","4,477,446.91","8,200,193.68","12,270,077.80","17,198,476.76","4,169,995.28","8,985,811.84","14,077,930.08","26,569,950.42","7,763,978.15","18,263,700.29","29,889,839.01","43,099,217.89","10,638,885.86","23,129,348.27","35,292,900.76","51,419,567.31","10,840,496.68","26,366,880.66","37,174,323.53","51,199,109.33","11,585,324.68","22,682,963.25","39,645,347.11","54,065,276.85","12,814,399.52","24,715,089.84","35,478,146.52","48,262,102.13","12,720,829.15"
其中:非流动资产处置净损失,,,515.83,,"19,956.33","41,776.00","43,852.92",,,,"16,706.31",,,,"6,782.97",,,,,,,,,,,,"25,825.24",,,"58,085.94",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
