科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"265,475,417.66","292,003,886.89","233,609,038.40","194,748,745.58","604,259,816.69","794,041,980.57","365,176,083.97","343,905,585.57","312,605,730.70","604,322,731.96","517,225,479.60","699,917,767.87","662,784,585.11","1,105,515,748.22","897,963,432.96","709,034,301.52","735,245,749.74","722,116,563.88","652,177,751.84","815,668,368.78","786,347,744.73","963,182,712.13","792,829,986.73","826,669,765.98","821,070,415.57","1,310,578,414.75","1,282,003,902.96","1,307,054,330.89","1,185,803,112.54","1,195,250,663.40","956,913,219.44","1,032,660,252.62","1,199,449,146.05","1,052,255,927.33","1,051,035,623.70","1,177,515,220.30"
短期借款,"213,700,000.00","267,700,000.00","228,000,000.00","287,000,000.00","349,904,865.50","290,000,000.00","307,000,000.00","360,200,000.00","420,000,000.00","492,500,000.00","685,422,379.09","976,109,715.32","900,340,047.83","1,652,187,929.72","1,490,055,931.81","1,455,100,000.00","1,431,585,783.90","1,486,800,000.00","1,502,100,000.00","1,509,500,000.00","1,373,700,000.00","1,366,000,000.00","1,383,500,000.00","1,414,500,000.00","1,500,000,000.00","2,179,400,000.00","2,247,900,000.00","2,200,400,000.00","2,117,200,000.00","2,136,272,959.39","2,066,800,000.00","2,404,600,000.00","2,613,046,923.70","2,762,930,000.00","2,689,658,000.00","2,747,508,000.00"
交易性金融资产,,,,,,,,,,,,,,"174,745.00","174,745.00","131,000.00","142,500.00","127,230.00","135,610.00","140,500.00","136,500.00","126,500.00","127,000.00","123,725.00","123,750.00","118,500.00","266,690.00","276,525.00","281,000.00","263,260.00","407,000.00","398,000.00","400,330.00","400,700.00","461,250.00","457,095.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,654,799.71","11,799,044.55","90,000.00","991,204.46","12,008,887.00","46,927,198.72","33,811,612.24","20,011,612.43","52,528,949.87","133,682,098.67","64,580,436.70","328,469,792.73","298,298,195.38","227,838,036.73","125,271,877.35","116,568,956.89","105,852,103.12","239,774,333.42","175,591,559.89","121,842,545.48","140,542,740.43","293,517,954.23","243,128,638.61","148,787,139.75","100,902,972.80","168,531,906.60","168,116,259.88","98,578,185.25","119,984,972.25","187,797,913.21","173,567,762.13","146,714,501.60","157,734,479.03","252,119,241.72","178,053,171.71","123,296,259.50"
应付票据,"191,323,857.00","162,160,000.00","119,492,000.00","169,097,865.10","185,898,957.55","174,301,092.45","132,500,000.00","305,000,000.00","249,888,731.00","484,826,931.00","583,376,702.00","537,648,191.25","847,306,113.10","727,030,000.00","990,690,000.00","1,050,038,502.86","1,169,608,500.00","1,019,353,300.00","1,060,885,212.64","1,305,274,912.64","1,299,430,869.00","1,292,947,869.00","984,550,000.00","1,104,815,000.00","1,139,240,000.00","1,825,383,069.30","1,777,725,214.30","1,631,461,507.96","1,716,122,636.38","1,614,511,455.26","1,536,396,887.88","1,700,185,069.00","1,738,788,158.86","1,746,036,036.05","1,849,188,164.19","1,877,568,733.44"
应收账款,"157,182,064.90","184,234,702.37","184,275,006.28","305,790,341.52","439,641,829.87","340,972,776.11","570,912,322.03","748,991,717.01","689,978,821.09","718,980,996.87","868,900,841.30","776,499,345.77","1,071,576,644.12","1,516,204,533.26","1,615,361,491.71","1,875,896,399.71","1,991,274,824.36","2,067,598,907.85","2,242,582,152.22","2,478,578,616.92","2,483,086,244.53","2,245,533,044.15","2,182,807,981.08","2,366,149,136.93","2,343,061,627.90","2,934,801,981.53","2,868,775,349.30","2,974,863,822.24","2,944,322,327.94","3,019,470,502.21","2,893,284,921.71","3,332,917,357.57","3,468,069,262.58","3,523,007,071.59","3,219,956,089.86","3,598,472,564.73"
应付账款,"76,474,259.37","109,104,893.99","177,573,065.36","194,535,030.94","178,803,504.44","368,083,204.92","307,969,321.90","313,468,418.28","259,826,546.49","140,197,692.37","132,824,421.36","220,781,362.32","231,457,114.72","246,773,012.26","277,367,685.84","209,166,261.16","242,594,116.70","275,117,198.58","292,231,298.28","345,423,598.59","288,217,252.58","336,453,807.30","278,003,768.33","337,511,770.41","408,961,114.73","431,035,941.04","453,949,035.85","630,801,823.56","515,865,691.36","491,531,869.97","514,910,425.02","548,714,597.67","518,770,206.95","566,948,491.33","459,593,345.54","565,925,813.81"
预付款项,"1,987,497.29","27,114,703.79","39,172,381.07","37,682,124.85","123,413,753.63","29,555,321.10","53,198,214.83","56,817,641.57","104,552,144.61","68,161,369.21","402,424,518.26","266,980,611.50","318,891,107.69","329,043,548.00","670,129,861.30","385,543,295.33","479,564,037.93","243,945,638.56","286,910,154.50","326,983,391.12","304,075,368.76","190,596,481.78","243,315,229.29","178,192,338.01","231,698,751.58","103,596,566.99","162,634,116.52","107,753,363.10","122,891,423.69","120,075,767.09","105,304,053.16","67,061,507.58","130,642,480.68","52,256,576.66","274,452,074.91","47,078,130.22"
预收款项,"13,777,742.25","22,631,132.66","36,042,140.57","38,429,462.72","63,705,879.89","94,977,031.32","81,141,263.16","97,849,561.21","152,997,944.01","169,762,004.60","194,271,002.82","207,209,207.33","251,740,225.76","237,515,860.80","242,020,305.23","218,808,701.99","254,360,623.58","105,789,397.17","129,262,075.06","124,002,980.30","128,932,012.71","185,476,339.41","259,771,830.83","197,054,774.38","161,011,522.95","213,765,787.30","369,763,189.99","258,771,025.32","273,267,081.23","219,949,050.59","235,693,692.97","263,096,022.68","309,748,918.88","241,795,066.33","323,539,443.63","282,080,183.32"
其他应收款,"17,461,773.85","13,521,196.85","29,101,256.52","37,805,673.03","41,362,718.93","36,609,626.97","59,982,338.43","88,566,279.42","93,127,856.45","55,973,632.29","74,489,465.05","104,382,925.27","111,902,268.80","86,365,535.11","131,464,874.64","125,683,483.18","129,350,922.51","83,266,012.80","102,400,055.46","127,538,505.63","136,308,591.68","103,288,488.41","117,993,841.49","152,865,332.53","151,243,339.97","155,270,404.90","203,819,509.98","192,533,543.63","197,387,056.69","110,811,025.97","151,528,238.78","143,096,569.88","168,742,593.23","208,086,020.01","348,805,875.41","264,085,680.85"
应付职工薪酬,"1,803,953.59","1,322,707.66","2,063,919.96","1,130,094.65","2,096,887.89","2,767,989.06","955,080.59","2,602,644.60","1,891,702.71","2,754,429.09","287,143.21","491,712.29","2,243,565.80","19,073,193.07","6,069,901.13","11,586,990.13","18,106,842.74","21,993,416.22","7,091,859.26","12,421,548.28","18,011,658.01","19,913,832.76","7,369,560.01","12,794,907.99","17,366,227.04","42,902,842.63","15,919,954.52","23,830,916.92","32,480,012.02","42,916,995.51","20,010,656.32","30,606,011.24","31,919,078.27","43,767,997.36","20,847,767.99","29,569,074.84"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,641,673.39","9,029,939.69","18,469,114.52","9,439,390.31","11,728,172.54","17,783,322.01","9,212,292.11","11,505,461.24","13,663,543.02","26,079,725.94","23,332,328.60","14,187,735.99","18,080,844.83","10,028,569.05","32,077,416.24","15,448,710.99","14,602,995.57","26,642,282.67","32,279,415.40","48,284,370.80","31,275,671.96","17,273,812.26","27,608,439.12","45,951,924.91","22,630,553.71","59,963,835.67","40,526,666.13","39,354,298.41","39,423,978.66","147,124,028.56","96,090,814.41","65,580,984.14","51,676,023.46","80,720,452.64","131,007,150.28","64,894,684.34"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173,046.66","168,053.34",
应付利息,,,,,,,,,,,,,,"1,100,000.00",,"295,555.54",,"1,883,155.56","700,000.00","700,000.00","700,000.00","14,712,638.89","19,200,000.00","29,157,599.59","7,621,719.53","16,126,275.58","21,803,030.99","1,575,304.44","8,071,107.23","15,803,616.90","21,770,770.01","2,055,677.24","9,955,035.50","14,709,424.01","18,692,721.70","27,294,058.20"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,713,366.40",,,,"2,952,075.20",
应付股利,,,,,,,,,,,,,,,"2,513,715.68","1,218,391.91",,,,"212,154.00",,,"31,677.90","6,721,304.98","16,514,000.00","6,370,000.00",,"2,560,000.00",,,,"125,000.00","89,745,000.00","75,000.00",,"16,404,000.00"
存货,"133,397,488.24","141,137,314.63","205,343,528.77","253,639,793.41","288,215,028.68","330,149,256.84","394,314,909.24","463,321,760.89","512,048,211.74","380,961,677.60","327,784,861.20","331,337,654.80","348,744,550.65","770,269,929.96","741,734,577.33","941,364,583.88","939,303,473.29","800,191,364.92","818,558,040.22","842,809,403.33","1,026,675,146.03","1,162,894,028.57","1,105,380,403.46","1,201,068,585.22","1,344,308,114.44","1,798,717,087.75","1,896,686,180.17","1,905,450,576.34","1,904,029,858.27","1,740,972,331.66","1,895,852,813.74","1,977,951,304.97","1,977,194,375.04","1,910,245,949.64","2,003,606,306.26","1,530,889,263.03"
其他应付款,"34,415,663.03","20,249,433.73","4,082,817.26","3,846,009.38","5,677,380.54","7,531,568.15","9,104,806.09","12,723,472.14","11,381,632.54","8,399,508.16","12,308,512.41","13,926,740.67","28,906,451.44","91,046,908.99","79,843,403.93","79,893,867.13","99,148,130.99","152,261,803.01","111,949,044.98","145,594,866.85","99,730,840.26","63,858,143.09","39,754,726.56","32,003,001.42","38,179,198.42","364,728,952.59","326,432,357.86","432,556,180.17","426,533,629.88","307,576,972.55","255,185,346.02","350,788,141.37","449,954,667.70","347,291,396.50","390,432,303.77","233,694,615.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,579.60",,
一年内到期的非流动负债,"1,672,000.42","837,169.58",,,,,,,,,,,,,,,,,,"10,000,000.00","15,000,000.00","20,000,000.00","25,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","122,986,501.66","123,592,405.90","74,214,489.30","69,853,188.83","43,205,361.83","38,864,495.77","34,535,179.92"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"490,000.00","1,097,198.15","198,333.33","720,000.00",,"16,032,184.68","48,240,821.77","62,666,455.71","69,099,697.18","83,083,942.75","93,171,483.13","26,019,013.94"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,896.96","15,586.04",
流动资产合计,"586,159,041.65","669,810,849.08","691,591,211.04","830,657,882.85","1,508,902,034.80","1,578,256,160.31","1,477,395,480.74","1,721,614,596.89","1,764,841,714.46","1,962,082,506.60","2,255,405,602.11","2,507,588,097.94","2,812,197,351.75","4,035,412,076.28","4,182,100,860.29","4,154,222,020.51","4,380,733,610.95","4,157,020,051.43","4,278,355,324.13","4,713,561,331.26","4,877,172,336.16","4,959,139,209.27","4,685,583,080.66","4,873,856,023.42","4,992,898,972.26","6,472,712,060.67","6,582,500,342.14","6,587,230,346.45","6,474,699,751.38","6,437,018,862.18","6,227,812,197.13","6,763,465,949.93","7,171,332,363.79","7,081,809,055.96","7,172,662,003.52","6,767,813,227.57"
流动负债合计,"540,809,149.05","593,035,277.31","585,723,057.67","703,477,853.10","797,815,648.35","955,444,207.91","847,882,763.85","1,103,349,557.47","1,109,650,099.77","1,324,520,291.16","1,631,822,489.49","1,970,354,665.17","2,280,074,363.48","2,984,755,473.89","3,120,638,359.86","3,041,556,981.71","3,230,006,993.48","3,089,840,553.21","3,136,498,905.62","3,501,414,431.46","3,254,998,304.52","3,316,636,442.71","3,024,790,002.75","3,200,510,283.68","3,331,524,336.38","5,159,676,704.11","5,274,019,449.64","5,241,311,056.78","5,148,964,136.76","5,098,673,450.39","4,870,450,998.53","5,439,965,992.64","5,883,457,202.15","5,847,495,123.01","5,921,838,978.91","5,879,474,343.22"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"5,967,720.00","10,967,720.00","5,967,720.00","5,967,720.00","5,967,720.00","107,340,480.00","113,908,200.00","135,189,840.00","288,949,320.00","308,098,808.00","308,098,808.00","308,098,808.00","308,098,808.00","408,098,808.00","408,098,808.00","408,098,808.00"
长期借款,"837,169.58",,"33,000,000.00","51,000,000.00","60,880,640.00",,,,,,,,,,,,,"13,000,000.00","38,000,000.00","122,000,000.00","117,000,000.00","112,000,000.00","107,000,000.00","102,000,000.00","97,000,000.00","80,000,000.00","75,000,000.00","100,000,000.00","95,000,000.00","10,000,000.00","5,000,000.00",,,"30,000,000.00","30,000,000.00","30,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"395,100,000.00","395,512,328.03","395,678,706.00","395,946,596.00","396,178,545.55","396,411,605.12","396,644,659.13","396,877,969.52","397,127,322.89","397,378,152.55","397,628,706.58","327,879,536.24","328,132,047.52","328,378,372.46","328,630,485.08","328,880,070.72"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,454,094.31","5,597,782.85","5,745,306.46","5,896,768.64","3,345,897.32","3,441,523.63","3,539,882.96"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,975,600.00","45,223,149.96","39,093,846.47","32,801,820.27","26,343,749.78","10,353,264.99","6,562,032.80","2,662,446.55"
