科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"63,857,787.52","108,376,138.27","137,185,940.44","70,334,544.44","105,758,573.73","171,696,987.32","18,936,110.93","62,239,291.89","110,981,505.54","146,557,775.63","17,729,815.61","67,133,996.89","123,454,107.25","210,402,129.15","21,404,326.09","93,304,066.64","164,311,430.34","334,779,249.73","52,222,421.01","142,763,498.94","244,744,769.12","440,615,656.73","91,558,685.89","270,995,973.25","378,809,623.65","628,141,200.76","140,087,660.36","362,562,868.84","486,041,189.91","789,543,369.79","181,976,733.90","405,879,595.40","624,704,433.96","1,042,537,654.56","231,657,811.84","542,684,457.75","820,551,940.19","1,374,100,144.47","256,613,217.62"
二、营业利润,"3,187,498.99","21,646,171.88","28,689,837.22","18,176,707.69","23,763,855.06","41,831,633.17","864,964.17","14,458,897.67","26,847,007.12","34,677,388.73","1,708,074.45","16,251,179.11","26,292,943.92","42,435,751.58","-3,761,465.40","12,288,179.59","24,701,626.20","46,654,479.14","1,780,153.53","16,161,791.04","36,453,778.82","58,119,901.81","4,044,577.08","38,053,558.03","63,131,311.46","97,114,134.79","10,393,175.48","52,243,070.61","78,505,376.01","112,807,150.15","15,239,260.81","60,796,172.56","101,498,399.65","232,260,798.38","24,744,171.76","93,018,731.27","175,813,102.37","310,196,559.17","28,074,541.35"
减:营业成本,"33,286,882.65","51,108,860.74","71,091,591.24","34,941,467.93","54,461,423.24","82,890,409.92","9,382,628.77","30,504,109.69","52,815,265.10","65,184,328.97","8,596,792.88","32,897,073.64","58,924,962.99","104,414,362.82","11,839,451.44","48,024,849.89","84,037,968.97","164,775,221.32","27,448,749.21","71,463,089.11","123,718,209.49","227,337,472.98","47,948,018.21","150,603,507.55","200,459,136.67","318,488,645.70","74,903,233.26","197,118,424.21","250,424,720.47","397,717,325.67","96,209,066.46","209,369,324.96","300,220,951.47","506,303,412.13","120,708,877.88","274,975,922.81","382,228,043.00","681,997,581.69","122,955,639.75"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"648,441.11","1,041,706.54","1,339,129.15","868,282.96","1,368,546.54","2,365,506.11","166,389.71","684,412.39","1,461,381.91","1,870,776.69","64,826.42","475,423.97","939,034.74","1,903,848.04","75,262.46","350,481.11","725,403.45","2,695,443.06","370,502.89","922,460.60","1,195,610.55","3,511,257.23","1,206,545.49","1,061,035.26","2,115,285.87","5,277,685.89","898,432.62","2,179,588.24","3,123,961.18","9,500,472.44","620,921.33","3,644,635.95","5,774,723.96","12,180,419.62","1,127,978.83","5,363,626.59","7,056,662.53","12,698,120.56","2,075,603.87"
营业外收入,"6,571,240.99","5,664,500.73","9,832,928.26","3,155,463.34","5,398,626.43","12,394,829.70","4,027,907.48","5,647,178.84","6,499,163.20","13,021,298.00","839,093.20","5,344,170.17","9,059,861.69","12,368,265.90","1,528,656.24","8,078,949.02","17,450,504.59","24,792,828.86","2,166,820.98","9,317,731.76","15,494,331.81","24,731,470.87","4,077,312.24","10,033,643.73","13,166,279.78","18,256,190.71","1,908,852.62","5,519,547.46","9,951,314.75","25,547,771.08","1,715,691.68","2,887,432.88","12,086,238.44","2,123,319.97","157,332.64","4,138,304.14","3,859,012.95","2,063,469.51","386,800.00"
销售费用,"13,253,919.04","16,197,935.28","16,791,000.54","7,518,528.68","11,487,928.74","20,632,068.81","3,649,791.81","10,913,084.28","19,396,634.46","26,529,159.40","4,184,661.99","10,314,237.89","20,811,354.01","32,334,222.94","8,720,947.43","17,522,816.61","28,982,836.03","58,576,390.68","11,334,168.44","21,166,256.82","33,878,213.37","60,676,614.47","13,775,119.86","25,010,947.31","37,388,365.84","71,903,163.68","18,661,655.97","35,345,132.49","48,451,703.93","103,570,032.12","24,993,302.14","50,178,500.53","82,047,898.08","132,081,488.37","31,585,830.83","69,602,748.70","115,759,522.55","157,165,771.10","40,263,103.17"
减:营业外支出,"7,886.65","3,322.56","120,379.87",100.00,100.00,100.00,,,"111,391.20","391,591.20",477.00,,"90,966.91",,615.23,,,"3,715.23","8,969.70","4,215.52","28,215.52","29,401.60",,"37,725.72","88,149.49","2,532,963.52",,"1,004.05","58,343.04","419,159.54","132,212.05","517,147.33","541,824.48","677,799.83","45,700.05","3,619,620.59","3,654,817.57","884,539.40","47,220.88"
管理费用,"13,363,116.84","15,642,387.59","17,664,018.84","7,247,174.83","11,558,210.92","18,738,481.78","4,777,086.49","9,485,642.14","16,287,557.82","21,929,290.69","5,249,316.54","9,875,234.55","20,895,301.29","30,497,228.21","6,489,600.20","16,731,535.82","28,339,058.78","51,344,402.90","11,073,001.47","25,881,663.45","42,754,769.03","71,135,401.84","23,968,066.24","48,185,930.69","68,334,381.16","120,418,565.94","30,359,149.63","62,700,647.40","93,967,340.58","148,283,924.86","40,597,128.25","73,053,166.29","125,498,773.55","165,026,230.84","50,496,468.19","94,471,685.01","109,771,956.71","153,559,938.84","44,692,652.14"
其中:非流动资产处置净损失,,,"111,357.80",,,,,,,,,,,,,,,,,,,,,,,"1,654,692.63",,,,"63,417.89",,,,,,,,,
