科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"102,704,895.75","209,427,443.33","371,232,970.71","455,918,425.53","60,644,960.21","173,142,603.76","235,329,613.99","334,093,095.72","105,704,967.07","210,704,711.63","326,010,320.31","496,210,895.97","149,251,840.52","273,072,633.08","362,696,794.98","528,657,813.43","144,746,520.76","347,869,752.10","502,017,975.66","827,640,146.87","152,417,374.45","297,124,334.01","439,679,221.30","797,461,450.50","156,137,123.43","556,856,691.92","779,583,827.70","1,026,799,144.38","179,469,021.75","531,652,192.32","708,911,184.14","870,347,862.44","136,193,190.88","200,599,622.07","251,913,810.24","309,567,400.26","374,857,888.30","434,475,898.69","588,714,413.75","1,125,338,980.84","70,951,814.15","318,305,283.14","389,826,091.20","565,735,321.00"
二、营业利润,"6,947,060.27","13,819,403.90","36,015,477.83","45,750,190.04","2,332,873.88","8,837,201.18","-8,588,967.02","-117,013,152.61","3,831,137.25","10,664,892.71","19,265,520.95","21,211,271.46","10,999,714.46","25,386,691.32","25,580,307.31","60,307,804.57","15,137,512.46","33,367,503.52","38,113,965.70","91,960,554.31","10,057,520.80","33,480,991.01","46,080,998.93","98,502,435.91","8,460,986.23","107,346,399.93","130,237,750.64","157,339,748.05","11,630,480.35","23,229,462.07","26,398,614.98","22,383,439.64","-14,455,333.18","-26,211,243.80","-49,869,333.09","-113,645,834.12","7,711,738.82","16,074,774.96","24,983,998.00","219,159,102.78","9,114,794.65","74,430,456.48","61,593,461.08","43,069,830.00"
减:营业成本,"63,072,371.29","132,716,831.15","235,169,404.69","281,862,628.49","38,661,894.98","117,468,767.59","170,014,282.59","253,901,673.00","75,262,915.09","146,559,890.00","228,605,102.73","331,318,236.11","98,028,469.80","168,247,758.30","213,744,485.73","300,275,262.02","82,106,877.54","210,993,098.77","305,319,726.21","511,169,551.09","91,398,508.18","179,892,193.65","266,620,094.94","505,991,945.90","92,647,552.65","327,243,099.57","462,425,802.67","621,300,514.58","109,284,692.00","387,502,106.46","501,423,950.63","607,285,479.77","97,564,042.84","140,854,200.14","178,340,414.32","222,962,136.87","286,065,994.90","328,746,581.18","434,749,664.65","814,060,951.90","51,713,840.29","247,744,058.88","304,634,185.77","436,213,540.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,389,647.45","10,962,640.64","19,540,104.08","24,592,929.63","3,053,556.96","8,846,126.93","11,851,687.45","14,336,502.40","5,592,639.55","11,086,278.67","17,108,352.15","26,291,170.71","7,738,152.48","14,842,249.73","19,876,623.31","41,261,935.77","8,242,350.30","19,508,054.56","27,840,734.55","75,266,952.15","14,374,532.99","35,097,548.47","46,359,321.17","68,631,023.90","16,346,145.28","37,464,815.84","60,732,923.61","79,731,885.92","19,715,814.67","58,340,843.32","77,968,291.45","77,107,792.81","12,579,556.04","18,200,624.86","22,433,218.23","25,405,880.01","28,378,919.83","31,667,452.73","40,410,181.49","85,216,837.33","2,641,289.12","13,099,376.17","17,602,829.94","36,447,278.78"
营业外收入,,,,"260,000.00",,,,240.05,,"1,210,642.84","1,210,642.84","4,853,769.17",440.50,358.50,"4,718,969.10","4,350,156.20",,,,"500,546.15",,"71,737.07","409,105.07","429,787.87",,,,"2,330,611.87","292,047.86","376,922.86","954,536.73","1,310,557.31","6,000.00","24,748.00","39,943.00","618,227.25","377,959.00","659,393.00","846,947.00","993,108.00","525,340.71","742,003.71","867,182.96","531,083.08"
销售费用,"11,045,187.99","20,110,021.76","34,589,342.86","29,120,306.51","4,780,655.84","16,815,141.29","22,601,366.61","24,846,312.74","4,997,729.14","11,597,794.68","16,835,651.54","22,701,837.43","6,934,662.78","13,002,271.16","18,707,326.75","28,148,442.02","6,613,055.96","16,827,646.36","28,510,106.72","44,597,532.84","11,322,629.69","16,253,389.75","24,844,248.50","31,444,234.59","9,868,289.81","21,820,034.49","30,855,802.45","52,964,997.32","13,107,080.33","18,245,030.91","27,511,325.08","48,025,713.23","10,728,549.92","17,705,226.23","23,974,608.77","36,886,550.25","26,405,619.18","49,012,619.18","55,201,327.25","96,001,753.53","2,109,264.97","16,950,288.26","21,462,454.38","26,649,834.84"
减:营业外支出,,"2,000,000.00","2,068,538.00","2,192,939.40","64,707.14","629,160.64","629,535.64","651,069.26",,,,"25,326.35",,,136.00,"7,223,566.19",,"89,314.74","193,268.79","7,526,968.41","19,318.23","32,318.23","97,443.35","1,341,412.90",,"774,836.07","1,476,739.07","6,228,760.79","39,188.60","242,132.36","409,806.59","750,964.90","734,111.57","1,006,968.71","1,021,822.58","1,261,044.91","92,107.00","99,790.50","1,149,768.45","12,687,308.47","25,705.30","37,127.41","382,175.59","6,868,546.08"
管理费用,"7,423,768.65","14,439,430.86","20,871,352.98","53,376,422.76","8,737,291.28","16,782,574.64","28,481,940.36","67,018,112.58","9,304,689.92","19,800,480.47","31,509,953.68","62,779,377.04","15,856,885.84","29,967,909.27","52,478,788.80","60,563,691.85","23,182,937.16","49,737,004.87","77,760,308.18","70,809,031.03","16,630,782.43","31,436,220.06","48,189,568.70","73,201,084.90","17,703,368.80","37,960,462.02","56,057,252.54","84,259,234.88","18,040,003.14","30,687,048.34","50,995,538.13","75,227,733.63","16,650,315.41","28,862,311.46","41,902,345.60","58,310,902.95","17,734,601.24","33,090,706.45","48,528,186.71","60,664,007.36","11,349,654.15","24,547,578.20","34,481,921.80","55,265,838.81"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"6,959,578.49",,,,"157,540.33",,,,"132,969.55",,,,"3,187,316.72",,,,"398,252.74","520,841.57","521,001.57","521,001.57","521,001.57",,,,"542,154.72",310.00,"7,076.11","54,162.29",
