科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动产生的现金流量净额,"-3,364,774.12","-1,821,039.35","38,379.86","-600,849.44","192,650,808.53","173,665,729.40","174,387,384.74","1,396,104.26","2,700,521.70","-4,786,905.47","-4,008,506.18","805,319.97","1,449,267.77","2,247,593.80","2,846,540.87","330,202.29","759,118.60","-4,117,434.98","-3,719,039.17","238,131.28","-14,208,470.95","-14,901,778.21","-15,320,621.45","32,275.42","-9,196,733.02","-8,963,962.28","-9,488,151.53","228,667,664.68","226,691,644.68","227,131,574.06","230,124,668.62","2,103,719.37","4,232,046.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"800,000.00","800,000.00","1,300,000.00","1,300,000.00",,,,,,,,,,,,,,,,,,,,,,"6,065,149.26",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,818,338.61","31,452,885.87",,,,,"801,060.00","800,000.00","1,300,000.00","21,360,468.08","140,409,054.61","134,266,172.58","149,325,126.01","255,842,530.12","336,777,804.09","71,007,232.88","81,298,191.78","173,196,128.77","218,934,330.79","170,760,324.35","258,298,466.81","341,699,078.79","518,497,459.75","51,434,383.56","214,311,127.13","337,676,283.30","502,414,854.69","185,429,073.91","259,248,320.49","309,496,594.47","583,869,290.93","91,114,053.37","244,995,192.12"
五、现金及现金等价物净增加额,"-2,065,669.62","28,603,461.70","38,696,946.22","4,648,500.15","187,214,994.36","168,946,543.30","179,522,898.88","7,905,133.15","-25,809,473.26","-49,553,197.06","-37,653,268.49","-24,889,735.02","-36,536,880.85","-103,681,997.12","-92,324,954.11","711,694.97","4,425,831.82","-11,361,081.62","-5,086,536.55","-65,237,268.76","-81,876,574.23","-94,598,639.83","-48,440,128.35","-48,104,337.44","-25,582,323.62","-23,198,568.51","-10,050,950.53","175,888,418.84","241,136,120.63","93,863,047.78","103,667,456.06","2,294,898.04","12,263,664.71"
购建固定资产、无形资产和其他长期资产支付的现金,"1,511,158.74","3,824,948.04","2,396,131.44","316,304.57","593,479.62","3,956,636.99","4,848,383.72","582,289.57","1,216,190.07","2,786,351.64","6,257,239.58","15,141,591.32","16,877,344.73","89,247,455.55","89,746,604.52","331,520.04","859,185.53","2,354,513.15","2,939,673.92","644,069.26","1,405,244.84","3,212,911.33","5,562,670.87","513,229.58","708,509.90","2,372,795.30","4,616,742.97","636,545.00","2,496,951.00","9,613,239.68","9,819,349.38","1,201,476.00","1,905,978.00"
期初现金及现金等价物余额,"11,606,903.87","9,541,234.25","38,144,695.95","76,841,642.17","76,841,642.17","76,841,642.17","76,841,642.17","256,364,541.05","256,364,541.05","256,364,541.05","256,364,541.05","218,711,272.56","218,711,272.56","218,711,272.56","218,711,272.56","126,386,318.45","126,386,318.45","126,386,318.45","126,386,318.45","121,299,781.90","121,299,781.90","121,299,781.90","121,299,781.90","72,859,653.55","72,859,653.55","72,859,653.55","72,859,653.55","62,808,703.02","62,808,703.02","62,808,703.02","62,808,703.02","166,476,159.08","166,476,159.08"
投资支付的现金,"6,641,834.00","23,884,950.00",,,,,,,"35,000,000.00","75,000,000.00","193,000,000.00","145,000,000.00","175,000,000.00","280,000,000.00","360,000,000.00","70,000,000.00","83,000,000.00","183,000,000.00","235,000,000.00","236,470,000.00","330,470,000.00","413,470,000.00","565,470,000.00","93,000,000.00","221,000,000.00","340,000,000.00","508,000,000.00","224,467,890.00","236,000,000.00","416,000,000.00","704,467,890.00","75,000,000.00","225,000,000.00"
期末现金及现金等价物余额,"9,541,234.25","38,144,695.95","76,841,642.17","81,490,142.32","264,056,636.53","245,788,185.47","256,364,541.05","264,269,674.20","230,555,067.79","206,811,343.99","218,711,272.56","193,821,537.54","182,174,391.71","115,029,275.44","126,386,318.45","127,098,013.42","130,812,150.27","115,025,236.83","121,299,781.90","56,062,513.14","39,423,207.67","26,701,142.07","72,859,653.55","24,755,316.11","47,277,329.93","49,661,085.04","62,808,703.02","238,697,121.86","303,944,823.65","156,671,750.80","166,476,159.08","168,771,057.12","178,739,823.79"
