科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"52,483,698.04","62,157,631.63","91,401,566.57","16,718,918.13","23,448,462.90","42,320,267.24","78,084,716.57","20,758,053.33","38,067,739.92","55,432,786.76","89,743,589.43","14,606,526.93","31,929,572.05","48,425,544.62","76,799,398.34","16,047,829.79","43,753,017.70","55,382,313.40","95,653,094.39","17,401,003.64","43,274,292.99","55,007,352.96","104,162,434.93","20,907,726.78","47,883,465.70","63,928,994.03","107,198,261.49","10,111,779.50","44,165,924.55","57,640,856.03","104,341,832.47","9,736,796.08","46,352,488.41"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,,,,,
收到的税费返还,"1,603,518.71","2,892,575.09","3,778,150.48","1,621,357.16","2,333,379.14","3,162,743.23","4,170,233.73",,"530,545.79","530,545.79","2,710,048.40",,"1,756,628.89","1,960,440.90","3,758,773.21",,"1,706,612.07","1,706,612.07","3,564,977.33",,"1,211,533.58","1,211,533.58","2,637,415.11",,,"1,314,918.92","2,919,809.46","72,792.70","72,792.70","1,686,065.10","3,130,686.09","3,160.57","2,600,505.91"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,400.00,400.00,400.00,400.00,"1,210.00","1,210.00","1,210.00",,,
收到其他与经营活动有关的现金,"794,462.26","4,054,284.81","1,408,924.97","228,335.33","357,339.36","765,906.69","3,289,693.70","242,607.38","755,850.86","890,166.66","4,807,006.88","1,510,353.43","4,576,800.36","8,465,460.76","8,778,761.18","1,134,703.95","1,392,639.31","2,794,310.96","5,450,303.25","1,537,771.56","461,300.82","576,138.42","642,810.55","64,958.58","791,384.88","1,480,260.93","2,850,410.33","158,072.40","1,080,392.34","1,567,296.96","2,050,109.01","1,732,692.45","5,532,826.33"
投资活动现金流出小计,"8,152,992.74","27,709,898.04","2,396,131.44","316,304.57","593,479.62","3,956,636.99","4,848,383.72","582,289.57","36,216,190.07","77,786,351.64","199,257,239.58","160,141,591.32","191,877,344.73","369,247,455.55","449,746,604.52","70,331,520.04","83,859,185.53","185,354,513.15","240,939,673.92","237,114,069.26","331,875,244.84","416,682,911.33","571,032,670.87","93,513,629.58","221,708,909.90","342,373,195.30","512,617,142.97","225,105,645.00","238,498,161.00","425,614,449.68","714,287,239.38","76,201,476.00","226,905,978.00"
经营活动现金流入小计,"54,881,679.01","69,104,491.53","96,588,642.02","18,568,610.62","26,139,181.40","46,248,917.16","85,544,644.00","21,000,660.71","39,354,136.57","56,853,499.21","97,260,644.71","16,116,880.36","38,263,001.30","58,851,446.28","89,336,932.73","17,182,533.74","46,852,269.08","59,883,236.43","104,668,374.97","18,938,775.20","44,947,127.39","56,795,024.96","107,442,660.59","20,972,685.36","48,674,850.58","66,724,173.88","112,968,481.28","10,342,644.60","45,319,109.59","60,894,218.09","109,522,627.57","11,472,649.10","54,485,820.65"
投资活动产生的现金流量净额,"-6,334,654.13","3,742,987.83","-2,396,131.44","-316,304.57","-593,479.62","-3,956,636.99","-4,047,323.72","217,710.43","-34,916,190.07","-56,425,883.56","-58,848,184.97","-25,875,418.74","-42,552,218.72","-113,404,925.43","-112,968,800.43","675,712.84","-2,560,993.75","-12,158,384.38","-22,005,343.13","-66,353,744.91","-73,576,778.03","-74,983,832.54","-52,535,211.12","-42,079,246.02","-7,397,782.77","-4,696,912.00","-10,202,288.28","-39,676,571.09","20,750,159.49","-116,117,855.21","-130,417,948.45","14,912,577.37","18,089,214.12"
购买商品、接受劳务支付的现金,"28,557,464.00","20,934,930.54","26,032,601.40","5,821,614.84","12,950,807.57","21,393,098.46","40,175,654.45","5,267,675.31","13,484,084.95","20,419,721.19","31,818,096.06","7,453,959.43","10,345,268.17","15,648,402.19","21,211,381.65","6,306,020.45","12,389,653.92","14,703,993.14","26,452,071.09","7,040,612.65","12,087,376.46","22,578,905.05","33,235,207.51","12,849,243.09","24,746,969.36","30,496,959.20","39,497,495.78","10,023,745.94","18,172,011.07","22,770,494.20","35,575,564.58","7,183,051.68","20,882,072.96"
吸收投资收到的现金,,"2,320,000.00",,,"194,100,000.00","194,100,000.00","194,100,000.00",,,,,,,,,,,,,,,,,,,,,"228,606,577.00","228,606,577.00","228,606,577.00","228,606,577.00",,
支付给职工以及为职工支付的现金,"5,687,772.41","6,386,047.78","11,155,232.91","2,382,608.12","6,431,319.04","9,312,164.88","15,261,888.21","3,773,009.30","8,366,777.51","12,126,063.74","14,977,440.73","3,302,663.64","7,381,005.18","13,058,822.77","19,409,335.90","6,389,607.93","11,580,432.80","16,872,968.04","25,002,405.97","7,064,318.63","13,085,365.64","18,757,848.26","24,922,552.30","7,748,219.88","15,575,442.26","21,989,971.31","31,325,865.00","8,422,649.82","18,212,747.62","26,824,099.37","37,634,002.92","10,933,003.07","21,699,398.16"
取得借款收到的现金,,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"3,061,544.66","8,072,891.28","9,487,813.52","2,384,294.50","5,988,041.62","6,657,896.53","9,843,975.55","1,539,802.55","3,819,251.07","5,305,496.37","8,670,156.83","1,750,808.25","7,185,217.35","7,595,232.93","13,279,168.44","696,914.64","5,805,479.74","6,094,811.69","13,397,392.86","678,794.99","5,874,742.69","6,226,501.86","10,585,037.95","392,956.74","5,615,089.39","5,689,546.79","11,337,922.94","195,057.00","4,644,388.27","4,709,427.87","7,704,810.99","682,185.33","7,110,260.33"
收到其他与筹资活动有关的现金,,,"3,000,000.00",,,,"1,466,740.26","1,396,104.26","2,700,521.70","4,013,082.39","4,792,752.37","805,319.97","1,449,267.77","2,247,593.80","2,847,652.27","330,202.29","759,118.60","1,145,701.30","1,560,939.09","239,044.29","469,878.35","506,839.09","516,066.58","37,094.13","311,106.30","544,853.58","20,758.72","70,640.33","1,070,538.08","1,510,467.46","4,503,442.19","2,103,719.37","4,232,046.91"
支付其他与经营活动有关的现金,"9,941,139.31","7,029,108.71","8,858,296.39","2,414,439.00","5,611,347.72","9,648,306.40","11,080,287.93","4,128,855.09","7,277,827.93","7,342,625.94","16,591,528.43","3,429,085.29","8,785,440.50","15,073,653.88","17,639,741.29","4,084,210.88","10,848,995.65","17,296,725.82","19,178,659.30","3,276,704.06","7,990,967.85","13,944,798.87","19,284,158.61","6,039,632.49","11,725,157.40","18,085,390.81","21,167,708.28","4,803,866.59","10,595,646.17","23,740,867.72","24,647,513.19","7,395,807.72","14,851,685.52"
筹资活动现金流入小计,,"2,320,000.00","8,000,000.00",,"194,100,000.00","194,100,000.00","195,566,740.26","1,396,104.26","2,700,521.70","4,013,082.39","4,792,752.37","805,319.97","1,449,267.77","2,247,593.80","2,847,652.27","330,202.29","759,118.60","1,145,701.30","1,560,939.09","239,044.29","469,878.35","506,839.09","516,066.58","37,094.13","311,106.30","544,853.58","20,758.72","228,677,217.33","229,677,115.08","230,117,044.46","233,110,019.19","2,103,719.37","4,232,046.91"
经营活动现金流出小计,"47,247,920.38","42,422,978.31","55,533,944.22","13,002,956.46","30,981,515.95","47,011,466.27","76,361,806.14","14,709,342.25","32,947,941.46","45,193,907.24","72,057,222.05","15,936,516.61","33,696,931.20","51,376,111.77","71,539,627.28","17,476,753.90","40,624,562.11","54,968,498.69","84,030,529.22","18,060,430.33","39,038,452.64","61,508,054.04","88,026,956.37","27,030,052.20","57,662,658.41","76,261,868.11","103,328,992.00","23,445,319.35","51,624,793.13","78,044,889.16","105,561,891.68","26,194,047.80","64,543,416.97"
偿还债务支付的现金,"3,000,000.00",,"100,000.00",,,"4,900,000.00","4,900,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"7,633,758.63","26,681,513.22","41,054,697.80","5,565,654.16","-4,842,334.55","-762,549.11","9,182,837.86","6,291,318.46","6,406,195.11","11,659,591.97","25,203,422.66","180,363.75","4,566,070.10","7,475,334.51","17,797,305.45","-294,220.16","6,227,706.97","4,914,737.74","20,637,845.75","878,344.87","5,908,674.75","-4,713,029.08","19,415,704.22","-6,057,366.84","-8,987,807.83","-9,537,694.23","9,639,489.28","-13,102,674.75","-6,305,683.54","-17,150,671.07","3,960,735.89","-14,721,398.70","-10,057,596.32"
分配股利、利润或偿还利息支付的现金,"364,774.12",,"7,000,000.00",,,"8,054,918.26","8,800,000.00",,,"8,799,987.86","8,800,000.00",,,,,,,"5,263,136.28","5,278,773.20",913.01,"14,678,349.30","15,408,617.30","15,836,066.04","4,818.71","9,507,839.32","9,508,815.86","9,508,694.30",121.56,"2,376,039.31","2,376,039.31","2,375,919.48",,
收回投资收到的现金,"1,177,259.00","30,117,916.00",,,,,,,,"20,000,000.00","139,000,000.00","134,000,000.00","149,000,000.00","254,000,000.00","334,000,000.00","70,000,000.00","80,000,000.00","170,000,000.00","215,000,000.00","170,000,000.00","256,000,000.00","337,470,000.00","510,470,000.00","51,000,000.00","212,000,000.00","335,000,000.00","498,000,000.00","184,500,000.00","258,000,000.00","308,000,000.00","581,669,304.40","85,000,000.00","244,138,832.21"
支付其他与筹资活动有关的现金,,"4,141,039.35","861,620.14","600,849.44","1,449,191.47","7,479,352.34","7,479,355.52",,,,"1,258.55",,,,"1,111.40",,,,"1,205.06",,,,621.99,,,,215.95,"9,431.09","609,431.09","609,431.09","609,431.09",,
取得投资收益收到的现金,"640,579.61","1,334,969.87",,,,,,,,"59,178.08","1,361,780.81","265,972.58","324,226.01","1,841,630.12","2,776,904.09","1,007,232.88","1,298,191.78","2,745,328.77","3,083,530.79","759,604.35","2,297,746.81","4,228,058.79","8,026,439.75","434,383.56","2,310,967.13","2,675,323.30","4,413,894.69","926,758.91","1,246,005.49","1,494,279.47","2,196,621.53","48,904.11","856,359.91"
筹资活动现金流出小计,"3,364,774.12","4,141,039.35","7,961,620.14","600,849.44","1,449,191.47","20,434,270.60","21,179,355.52",,,"8,799,987.86","8,801,258.55",,,,"1,111.40",,,"5,263,136.28","5,279,978.26",913.01,"14,678,349.30","15,408,617.30","15,836,688.03","4,818.71","9,507,839.32","9,508,815.86","9,508,910.25","9,552.65","2,985,470.40","2,985,470.40","2,985,350.57",,
处置固定资产、无形资产和其他长期资产收回的现金净额,500.00,,,,,,"1,060.00",,,"1,290.00","47,273.80",200.00,900.00,900.00,900.00,,,"450,800.00","850,800.00",720.00,720.00,"1,020.00","1,020.00",,160.00,960.00,960.00,"2,315.00","2,315.00","2,315.00","3,365.00",,
