科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"603,225,176.71","667,320,500.96","791,920,147.85","400,193,478.42","624,894,959.32","1,028,256,522.80","186,808,037.90","489,416,651.44","789,520,624.39","1,290,844,158.93","235,728,361.62","525,747,867.75","811,963,760.03","1,399,001,465.02","264,808,336.34","643,024,548.03","1,037,095,389.02","1,753,329,639.47","255,720,076.29","615,466,099.53","1,017,841,497.23","1,852,723,076.36","387,927,670.02","792,589,239.43","1,288,693,146.82","2,324,896,154.86","467,712,335.24","1,090,289,269.29","1,757,855,898.38","2,936,283,965.81","649,119,252.14","1,418,439,532.24","2,396,316,964.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"736,911.29","476,551.53",,"105,003.07","409,610.59","781,871.24","177,152.76","1,544,858.96","2,350,776.77","2,971,898.01","137,651.12","137,651.12","943,154.94","3,853,735.32",,"836,877.46","2,841,509.98","4,337,319.98",,"1,494,770.60","2,024,527.00","2,963,831.29",,"1,264,104.92","1,993,016.76","2,563,066.66",,"890,958.09","1,829,591.40","29,670,884.05","724,855.76","1,595,833.48","6,910,930.58"
支付其他与投资活动有关的现金,,,,,,,,,"400,000.00",,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,136,831.21","6,082,886.50","18,659,629.63","6,526,299.31","6,007,310.75","20,063,005.34","5,700,665.07","7,577,547.86","11,774,607.83","17,991,038.59","3,834,919.12","9,598,535.74","22,503,318.97","50,261,601.94","4,171,831.10","9,686,451.51","9,268,826.46","24,940,872.25","714,051.14","13,947,622.69","22,451,378.05","33,162,227.15","2,458,657.23","4,824,404.92","9,312,978.36","19,701,077.84","947,523.25","4,558,782.15","32,080,972.62","60,464,897.68","5,147,371.76","26,989,136.93","51,895,341.79"
投资活动现金流出小计,"40,072,915.00","31,956,936.82","25,232,120.96","38,224,281.96","34,573,058.45","40,219,304.30","5,322,407.45","11,813,768.27","21,945,431.62","44,336,144.53","10,189,171.82","57,619,991.22","68,204,167.23","89,139,217.26","26,292,815.63","60,336,139.75","82,782,198.88","115,794,060.17","46,857,529.19","135,587,371.45","210,834,826.29","297,124,671.19","28,812,835.74","55,788,088.80","75,436,856.06","90,034,746.87","27,610,939.45","33,867,146.94","50,069,795.39","64,556,811.52","20,360,936.64","42,234,905.57","71,256,488.37"
经营活动现金流入小计,"612,098,919.21","673,879,938.99","810,579,777.48","406,824,780.80","631,311,880.66","1,049,101,399.38","192,685,855.73","498,539,058.26","803,646,008.99","1,311,807,095.53","239,700,931.86","535,484,054.61","835,410,233.94","1,453,116,802.28","268,980,167.44","653,547,877.00","1,049,205,725.46","1,782,607,831.70","256,434,127.43","630,908,492.82","1,042,317,402.28","1,888,849,134.80","390,386,327.25","798,677,749.27","1,299,999,141.94","2,347,160,299.36","468,659,858.49","1,095,739,009.53","1,791,766,462.40","3,026,419,747.54","654,991,479.66","1,447,024,502.65","2,455,123,236.99"
投资活动产生的现金流量净额,"-39,878,810.51","-31,645,149.36","-25,189,734.03","-38,189,931.96","-34,472,408.45","-40,117,004.30","-5,321,907.45","-11,803,014.27","-21,940,769.84","-43,563,263.99","-10,186,648.82","-57,604,623.22","-68,187,296.27","-89,122,346.30","-26,244,805.63","-60,202,029.75","-82,631,497.52","-115,696,212.03","-46,855,979.19","-135,557,781.45","-210,582,588.29","-296,364,233.19","-28,794,419.60","-55,666,226.50","-75,280,088.76","-89,769,252.57","-27,610,311.24","-33,865,270.73","-50,059,119.18","-64,472,220.31","-20,329,584.40","-42,196,010.23","-71,212,781.47"
购买商品、接受劳务支付的现金,"385,215,370.95","443,576,475.41","497,167,844.83","285,210,056.20","366,421,622.10","640,406,884.07","196,787,559.75","385,035,214.25","563,177,424.20","774,847,643.51","301,096,253.26","473,110,709.77","683,288,814.99","899,819,708.20","377,715,605.96","647,728,842.12","982,709,926.77","1,270,581,517.30","424,975,941.56","752,184,688.20","1,113,710,800.46","1,381,069,684.02","560,900,003.16","966,817,963.93","1,358,837,043.85","1,649,106,127.18","644,279,792.58","1,385,789,860.14","1,785,507,290.52","2,325,470,197.37","730,098,514.67","1,614,928,214.88","2,359,989,649.54"
吸收投资收到的现金,,,,,,,"587,200,000.00","587,200,000.00","587,200,000.00","587,200,000.00",,,,,,,,,,,,,,,,,,,,,,,"3,026,714.02"
