科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"26,128,382.70","50,044,270.05","55,310,921.43","20,702,768.78","29,754,482.35","12,375,652.79","11,815,966.43","29,294,650.24","11,682,324.78","49,841,885.41","19,527,521.63","39,233,125.69","19,415,532.17","27,519,774.09","29,671,507.61","39,944,951.43","15,751,778.29","25,335,617.93","13,494,975.75","35,683,268.39","7,803,923.08","9,305,495.36","14,613,281.41","18,192,011.80","16,035,737.98","30,572,651.15","35,433,874.67","31,557,014.21","22,869,169.51","52,888,373.25","23,709,092.50","29,072,092.28","23,113,413.44","15,408,463.76","2,522,587.91","6,837,926.59","16,787,257.48","12,649,477.78","28,305,232.66","29,840,752.03","2,530,083.40","11,047,369.12","20,244,866.02","40,626,704.80","77,038,911.32","14,248,505.88"
短期借款,"72,100,000.00","58,500,000.00","60,450,000.00","59,500,000.00","54,350,000.00","48,000,000.00","58,400,000.00","60,350,000.00","65,050,000.00","68,000,000.00","60,000,000.00","78,000,000.00","74,000,000.00","79,500,000.00","89,998,900.00","94,973,128.00","100,977,318.00","100,995,862.50","100,987,441.28","103,982,205.34","99,542,500.00","95,985,992.00","113,036,800.00","121,996,195.00","121,953,395.00","110,231,488.14","108,000,000.00","102,000,000.00","101,500,000.00","89,000,000.00","92,000,000.00","94,000,000.00","96,000,000.00","89,000,000.00","89,500,000.00","87,000,000.00","109,500,000.00","116,500,000.00","127,000,000.00","128,500,000.00","120,000,000.00","89,000,000.00","81,000,000.00","86,500,000.00","52,500,000.00","77,300,000.00"
交易性金融资产,,,"299,370.00","8,329,730.14",,,,"68,440.00","1,699.43","180,405.00",,"16,290.00","16,290.00",,,"253,080.00","253,080.00","1,206,688.00","1,206,688.00","1,121,230.00","1,121,230.00",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,916,136.65","3,578,141.44","4,208,743.46","5,355,997.97","3,206,490.49","3,077,271.06","4,758,965.22","4,116,617.73","1,225,219.18","5,235,750.37","3,337,468.18","3,141,475.37","3,072,241.03","3,041,344.46","5,397,649.11","9,465,496.73","11,002,839.67","16,779,613.30","10,337,429.85","20,030,105.03","17,864,706.90","10,255,255.84","10,693,964.20","15,262,670.31","15,422,936.05","11,786,577.38","2,927,524.88","9,692,125.37","6,793,353.70","6,069,982.77","10,301,936.85","5,449,603.63","5,164,913.09","3,934,988.19","6,239,078.81","4,568,490.82","1,136,335.74","1,100,646.05","329,680.00","5,450,212.42","1,407,961.10","2,718,744.73","2,147,599.18","5,004,521.86","2,590,269.29","2,559,484.54"
应付票据,"100,000.00","10,000,000.00","11,150,000.00","2,175,184.00","3,572,000.00","1,146,938.20","3,000,000.00","3,000,000.00","1,574,909.00","6,179,599.79","4,904,691.39",,,,,,,,,,,,,"4,000,000.00","4,000,000.00",,,,,,,,"5,486,400.00","5,486,400.00",,,,,,,,,,"2,135,226.90","3,115,231.06","770,687.50"
应收账款,"74,501,167.97","45,235,155.08","48,696,665.37","52,013,486.07","74,057,451.31","73,969,567.41","75,478,296.37","61,939,188.19","77,097,600.38","62,262,850.42","56,824,418.07","49,925,233.52","58,441,164.80","46,413,909.22","46,298,757.18","47,399,837.79","64,689,789.77","48,342,973.06","55,412,220.88","70,362,344.92","71,746,473.52","82,652,528.45","82,251,307.34","31,771,260.14","59,038,253.25","43,863,554.41","59,500,734.64","42,864,973.42","41,640,387.44","51,175,250.85","35,225,579.56","38,034,476.26","30,812,849.83","27,365,755.08","29,282,119.03","19,895,885.71","26,004,228.39","21,907,795.75","23,288,517.21","30,718,645.27","31,007,322.81","30,271,375.98","29,768,438.42","49,017,741.99","58,929,105.93","62,845,102.58"
应付账款,"19,682,461.29","7,478,535.07","14,227,790.11","17,599,120.20","14,652,863.76","18,290,436.76","6,459,830.01","20,240,480.55","21,063,950.12","20,802,787.57","10,777,694.79","27,115,728.28","12,034,990.31","19,332,324.00","8,213,160.16","13,558,543.36","6,163,430.78","11,826,347.05","3,562,606.53","23,798,040.73","14,467,093.13","25,285,614.03","13,626,844.14","31,732,069.12","40,614,732.73","50,907,352.37","57,473,855.99","49,327,009.21","32,398,674.61","27,251,826.66","19,939,453.77","30,218,859.83","25,545,601.85","26,312,761.78","40,248,856.71","48,289,985.65","55,672,827.29","39,871,572.90","32,782,962.59","26,248,782.21","21,873,959.42","17,532,581.79","21,788,192.87","40,338,658.33","47,571,872.75","47,275,782.98"
预付款项,"8,554,570.45","40,406,284.29","37,840,217.52","112,969,020.02","93,604,239.06","62,633,442.13","76,899,239.50","26,399,695.77","27,480,788.42","17,377,425.85","17,696,167.54","20,863,434.40","17,375,793.51","17,218,537.86","8,209,665.29","5,382,150.63","1,436,002.72","2,615,121.98","1,456,423.32","7,395,096.70","7,602,923.22","12,305,404.11","6,979,910.05","9,585,096.25","6,244,432.60","10,411,012.95","7,934,699.48","7,348,828.00","17,461,016.72","267,403.87","288,257.37","2,879,171.58","1,157,797.67","1,435,000.23","1,502,886.24","2,500,172.88","2,617,371.72","2,348,101.85","1,602,263.41","1,899,488.06","2,865,975.16","1,959,459.16","2,540,119.26","9,388,722.30","892,779.44","2,642,482.05"
预收款项,"4,661,845.44","2,471,271.42","1,509,586.42","9,012,079.55","3,596,807.34","2,672,528.56","1,738,299.99","11,223,270.43","5,194,564.87","2,353,556.46","1,419,896.46","14,363,475.97","11,356,226.79","5,031,808.58","1,645,051.96","7,887,902.86","3,588,899.76","3,913,097.48","1,623,440.76","7,009,025.51","3,719,257.96","3,383,628.48","1,939,537.96","10,551,571.07","3,853,239.46","5,140,073.71","1,829,877.56","11,268,857.16","4,796,590.75","6,569,538.68","2,002,050.75","3,702,260.60","1,531,017.37","7,036,492.87","2,248,755.00","13,018,816.49","15,722,956.86","12,073,020.29","8,893,489.05","11,609,059.38","9,274,903.42","8,454,370.37","10,643,227.77","49,039,260.64","53,028,808.10","2,231,678.47"
