科目,2012年度,2013年度,2014年度,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"23,571,341.70","43,815,548.63","31,301,550.18","18,742,687.39","24,336,802.91","26,917,697.78","18,985,701.19","23,869,944.45","29,235,460.67","49,081,535.47","6,362,938.25","10,734,724.50","23,299,873.15","30,730,141.93","17,944,691.70"
收到其他与筹资活动有关的现金,,,,"3,874,833.28","9,036,849.97",,,"13,880,954.02",,,,,,,
支付其他与经营活动有关的现金,"27,043,840.36","35,986,094.76","46,393,619.87","24,000,073.38","36,487,694.24","44,377,848.55","21,738,571.49","39,275,123.43","56,369,349.15","96,375,473.51","17,659,365.48","41,712,506.25","64,741,624.36","85,295,381.85","29,526,689.21"
筹资活动现金流入小计,"40,000,000.00","30,317,621.77","50,333,566.14","63,874,833.28","104,036,849.97","100,000,000.00","241,495,296.00","248,902,294.63","317,902,294.63","317,902,294.63",,"40,000,000.00","102,000,000.00","132,000,000.00","106,201,280.00"
经营活动现金流出小计,"184,434,556.27","278,479,320.21","277,172,532.36","147,596,467.38","216,202,322.75","296,803,607.29","146,375,107.82","264,574,647.24","381,196,769.43","545,699,644.98","162,735,577.07","292,476,507.19","465,803,864.11","592,785,588.91","191,714,308.97"
偿还债务支付的现金,"25,000,000.00","40,000,000.00","30,000,000.00","35,000,000.00","55,000,000.00","60,000,000.00","45,000,000.00","50,000,000.00","92,406,998.63","97,406,998.63",,"5,492,806.10","69,000,000.00","129,000,000.00","105,980,000.00"
经营活动产生的现金流量净额,"51,099,289.50","30,076,579.82","71,093,997.15","-65,455,584.29","-72,866,568.07","41,631,839.48","-50,803,647.73","-78,170,311.36","-92,590,949.60","-1,345,489.52","-34,771,639.09","14,267,077.60","-46,204,674.61","-30,435,277.73","-25,610,812.51"
分配股利、利润或偿还利息支付的现金,"1,419,459.17","2,137,324.92","2,124,650.04","1,638,608.72","2,846,220.04","4,310,043.85","1,056,353.99","14,192,764.98","15,473,036.81","15,827,493.64","717,916.96","28,155,468.66","14,943,366.43","16,633,502.49","594,493.22"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"780,000.00","1,180,000.00","1,150,000.00",,"57,660.00","657,660.00","9,463,335.00","9,563,335.00","9,463,335.00","9,291,401.38",,,,,
取得投资收益收到的现金,,"4,167.00",,,,,,,,,,,,,
筹资活动现金流出小计,"27,199,459.17","43,317,324.92","33,274,650.04","36,638,608.72","57,846,220.04","64,967,703.85","55,519,688.99","73,756,099.98","117,343,370.44","122,525,893.65","717,916.96","33,648,274.76","83,943,366.43","145,633,502.49","106,574,493.22"
处置固定资产、无形资产和其他长期资产收回的现金净额,"32,500.00","1,000.00",,800.00,800.00,800.00,,,,,,940.00,"25,940.00","112,609.00",
筹资活动产生的现金流量净额,"12,800,540.83","-12,999,703.15","17,058,916.10","27,236,224.56","46,132,969.93","35,032,296.15","185,975,607.01","175,146,194.65","200,558,924.19","195,376,400.98","-717,916.96","6,351,725.24","18,056,633.57","-13,633,502.49","-373,213.22"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"36,314.99","133,090.44","-252,049.84","-81,229.73","125,380.98","294,770.44","720,050.26","784,782.61","1,636,830.44","1,987,299.41","182,743.95","865,194.15","770,350.21","512,658.63","-509,376.96"
收到其他与投资活动有关的现金,,"500,000.00",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"32,500.00","505,167.00",,800.00,800.00,800.00,,,,,,940.00,"25,940.00","112,609.00",
五、现金及现金等价物净增加额,"28,323,042.38","1,765,633.38","27,197,509.07","-58,420,057.96","-54,755,110.14","41,996,114.23","119,370,084.49","57,148,046.03","26,476,373.48","86,532,490.80","-55,054,154.04","-7,848,859.52","-71,404,433.45","-99,748,665.84","-34,708,928.57"
购建固定资产、无形资产和其他长期资产支付的现金,"35,645,602.94","15,449,500.73","60,703,354.34","20,120,268.50","28,147,692.98","34,963,591.84","16,521,925.05","40,612,619.87","83,128,431.55","94,485,720.07","19,747,341.94","29,333,796.51","44,052,682.62","56,305,153.25","8,215,525.88"
期初现金及现金等价物余额,"45,561,553.97","73,884,596.35","75,650,229.73","102,847,738.80","104,450,890.98","102,847,738.80","144,843,853.03","144,843,853.03","153,790,894.83","144,843,853.03","235,056,556.06","231,376,343.83","231,376,343.83","231,376,343.83","139,937,862.81"
投资支付的现金,,,,,,,,,,"15,000,000.00",,,,,
期末现金及现金等价物余额,"73,884,596.35","75,650,229.73","102,847,738.80","44,427,680.84","49,695,780.84","144,843,853.03","264,213,937.52","201,991,899.06","180,267,268.31","231,376,343.83","180,002,402.02","223,527,484.31","159,971,910.38","131,627,677.99","105,228,934.24"
