科目,2012年度,2013年度,2014年度,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"197,165,167.57","294,917,396.17","329,061,647.54","76,900,166.24","135,676,587.26","322,094,624.83","89,586,152.72","175,478,799.95","261,985,177.86","498,556,510.78","125,022,755.05","291,063,514.08","399,891,231.61","512,461,176.57","162,112,925.57"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"2,207,504.70","2,906,501.28","3,173,657.91","1,256,349.15","3,967,773.58","7,576,503.71","2,616,710.61","4,868,923.80","7,407,214.61","8,806,187.41","133,176.21","6,950,595.52","8,669,146.99","9,814,651.74","844,382.14"
支付其他与投资活动有关的现金,,"500,000.00",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"36,161,173.50","10,732,002.58","16,031,224.06","3,984,367.70","3,691,393.84","8,764,318.23","3,368,596.76","6,056,612.13","19,213,427.36","36,991,457.27","2,808,006.72","8,729,475.19","11,038,810.90","40,074,482.87","3,146,188.75"
投资活动现金流出小计,"35,645,602.94","15,949,500.73","60,703,354.34","20,120,268.50","28,147,692.98","34,963,591.84","16,521,925.05","40,612,619.87","83,128,431.55","109,485,720.07","19,747,341.94","29,333,796.51","44,052,682.62","56,305,153.25","8,215,525.88"
经营活动现金流入小计,"235,533,845.77","308,555,900.03","348,266,529.51","82,140,883.09","143,335,754.68","338,435,446.77","95,571,460.09","186,404,335.88","288,605,819.83","544,354,155.46","127,963,937.98","306,743,584.79","419,599,189.50","562,350,311.18","166,103,496.46"
投资活动产生的现金流量净额,"-35,613,102.94","-15,444,333.73","-60,703,354.34","-20,119,468.50","-28,146,892.98","-34,962,791.84","-16,521,925.05","-40,612,619.87","-83,128,431.55","-109,485,720.07","-19,747,341.94","-29,332,856.51","-44,026,742.62","-56,192,544.25","-8,215,525.88"
购买商品、接受劳务支付的现金,"109,698,849.42","168,513,303.65","162,766,609.77","82,302,174.58","119,908,676.60","176,916,288.82","85,956,326.98","166,328,108.60","242,060,649.94","336,874,555.29","114,344,703.15","198,659,756.35","319,396,882.14","398,380,210.73","114,892,352.04"
吸收投资收到的现金,,"317,621.77","333,566.14",,,,"241,495,296.00","227,614,341.98","241,495,296.00","241,495,296.00",,,,,
支付给职工以及为职工支付的现金,"24,120,524.79","30,164,373.17","36,710,752.54","22,551,532.03","35,469,149.00","48,591,772.14","19,694,508.16","35,101,470.76","53,531,309.67","63,368,080.71","24,368,570.19","41,369,520.09","58,365,484.46","78,379,854.40","29,350,576.02"
取得借款收到的现金,"40,000,000.00","30,000,000.00","50,000,000.00","60,000,000.00","95,000,000.00","100,000,000.00",,"7,406,998.63","76,406,998.63","76,406,998.63",,"40,000,000.00","102,000,000.00","132,000,000.00","106,201,280.00"
