科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"171,620,755.85","139,853,035.00","260,280,214.37","249,342,701.25","210,083,575.00","197,556,336.27","169,482,254.83","106,095,881.52","121,670,043.59","206,197,432.12","171,912,998.90","143,233,412.50","311,955,130.79","304,194,210.95","228,976,372.98","234,750,975.25","296,256,973.87","300,375,471.93","182,959,569.40","66,765,290.69","50,450,709.06","120,852,054.37","195,398,401.17","208,601,860.70","278,755,433.25","168,205,402.21","299,842,784.78","270,350,132.38","300,397,343.71","477,336,293.14","451,748,789.87","418,768,647.59","318,767,911.07","246,133,094.68","275,395,308.97","398,223,529.52","1,666,744,869.30","366,223,433.41","318,849,694.78","518,136,010.07","1,643,664,989.89","564,165,406.14","677,648,648.15","416,472,951.80","349,073,272.28","703,007,834.25","642,742,752.00","391,283,693.82","390,596,323.95"
短期借款,"119,740,000.00","118,740,000.00","99,240,000.00","98,500,000.00","96,350,000.00","64,500,000.00","40,000,000.00","38,000,000.00","38,000,000.00",,"120,000,000.00",,"80,000,000.00","80,000,000.00","90,000,000.00","163,000,000.00","119,000,000.00","206,000,000.00","333,000,000.00","165,000,000.00","194,000,000.00","215,000,000.00","328,500,000.00","330,000,000.00","476,400,000.00","491,000,000.00","699,000,000.00","733,420,000.00","634,000,000.00","607,250,000.00","473,350,000.00","471,050,000.00","566,250,000.00","388,550,000.00","558,550,000.00","1,704,900,000.00","2,279,900,000.00","1,908,000,000.00","2,407,750,000.00","1,803,396,470.14","2,080,650,875.85","1,931,188,626.89","3,071,276,211.27","3,781,433,182.97","3,949,491,354.33","3,926,654,936.40","3,963,849,632.41","3,719,735,177.17","3,536,228,783.42"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,"28,000,000.00","28,000,000.00","130,000,000.00","130,000,000.00","140,000,000.00","140,000,000.00",,,,,,,,,,,,,,,"29,050,000.00","29,050,000.00",,"25,000,000.00","177,072,600.00","246,358,992.64","137,469,785.55",,"44,205,989.25",
应收账款,"41,489,406.06","42,742,352.99","31,911,650.42","44,135,700.57","32,654,013.23","15,176,318.24","12,820,764.24","18,092,218.55","8,224,613.75","26,293,369.83","21,275,203.73","10,014,322.46","10,178,458.58","7,176,293.39","5,902,060.10","21,138,673.39","17,401,458.62","27,410,487.62","38,593,142.41","57,097,030.92","24,486,678.85","40,561,308.20","35,681,717.85","34,272,522.72","30,522,039.32","67,724,759.40","80,308,121.26","65,889,037.07","54,005,796.39","56,000,989.72","53,947,174.63","61,560,282.02","102,865,445.97","65,429,005.33","92,554,058.33","119,964,954.98","115,047,149.15","117,266,841.13","197,099,844.26","262,091,409.75","1,563,953,298.58","643,382,483.99","828,143,777.46","640,933,599.29","889,381,146.05","890,525,977.15","999,016,207.05","979,067,593.19","1,062,066,154.97"
应付账款,"116,466,225.48","55,918,697.80","50,616,065.26","68,083,557.27","95,774,989.55","130,136,935.82","90,766,607.52","214,061,845.36","218,862,803.12","286,262,307.46","303,441,908.65","343,531,708.17","328,121,271.49","345,249,006.14","327,344,178.68","660,288,341.18","625,537,063.98","709,983,644.58","708,782,893.39","744,058,134.35","706,820,243.31","730,996,473.91","722,001,803.23","807,638,297.00","791,385,565.87","158,796,937.11","166,528,240.28","169,944,532.06","170,685,218.56","173,416,569.33","172,723,059.38","176,140,434.65","140,688,089.36","139,647,306.73","115,264,508.46","249,474,860.34","175,818,509.77","169,404,227.48","194,404,670.91","291,567,356.59","296,202,114.79","493,651,715.08","1,068,726,979.07","1,392,167,468.03","1,472,908,284.35","1,998,988,850.10",,"2,027,447,243.29",
预付款项,"86,050,340.58","195,812,151.46","247,717,364.81","153,043,407.63","226,113,081.56","115,752,731.89","148,983,654.45","292,054,706.20","308,022,058.96","481,831,614.37","537,931,190.04","317,539,660.57","329,726,885.74","317,317,291.36","352,327,840.86","376,058,453.57","394,473,609.76","390,743,835.99","302,103,968.61","29,513,325.36","34,256,045.85","140,823,495.38","156,034,986.05","34,131,407.11","50,559,861.59","94,762,624.30","105,555,998.57","86,466,235.23","31,093,324.92","36,000,204.32","97,437,766.66","72,552,365.36","119,367,958.07","120,616,692.88","100,452,352.87","691,962,662.36","194,722,935.76","177,156,558.74","244,788,493.57","1,120,355,198.81","1,242,728,902.03","1,547,184,193.96","1,513,400,050.10","829,246,844.87","944,284,956.72","1,612,954,422.98","1,735,919,034.32","1,476,277,851.20","1,656,579,864.69"
预收款项,"1,164,517,400.50","1,087,406,922.27","936,873,793.57","1,037,230,500.06","886,737,264.31","902,137,157.87","1,068,955,196.12","677,508,628.71","638,693,297.41","664,629,941.85","955,876,458.88","867,332,867.04","918,716,024.47","943,893,233.40","892,015,813.29","557,336,054.52","621,048,933.57","479,298,218.18","525,330,558.82","336,864,109.93","314,999,371.96","296,773,701.69","338,403,787.77","240,206,711.19","291,908,077.91","377,839,522.41","477,705,493.01","470,398,093.07","523,765,948.30","563,110,065.63","587,392,707.73","242,502,407.71","217,599,095.49","211,320,404.82","247,134,026.15","94,587,140.95","90,970,383.32","19,360,937.62","68,487,881.53","93,463,946.69","128,616,162.59","406,595,681.41","267,525,916.95","366,352,502.44","313,759,322.81","422,877,879.68","755,892,571.21","914,854,450.04","721,735,124.64"
其他应收款,"200,982,369.51","126,165,492.27","135,818,420.83","125,190,650.57","140,493,259.24","114,292,001.91","130,972,921.72","88,006,596.87","91,117,843.41","91,316,929.87","94,032,279.72","88,293,319.39","102,814,471.80","31,606,687.07","32,566,863.37","41,882,185.74","50,619,004.75","86,805,678.28","77,350,995.78","331,131,272.51","340,630,322.55","359,159,268.64","328,333,975.13","434,838,332.15","529,512,909.14","394,997,074.55","393,764,418.80","463,884,650.07","456,127,279.99","478,955,721.14","473,297,517.95","397,840,136.38","446,879,714.32","647,877,766.14","921,788,365.57","558,603,712.74","641,086,123.05","734,835,317.60","944,481,459.21","590,113,157.82","745,450,278.12","1,525,090,694.51","2,553,671,849.57","2,444,752,464.49","2,533,142,604.38","2,059,388,976.90","2,039,609,578.23","1,633,872,220.26","1,675,430,884.07"
应付职工薪酬,"2,775,489.05","3,365,485.20","3,165,201.20","697,974.46","519,167.47","1,425,167.94","1,623,908.95","1,917,868.33","1,780,415.87","1,426,512.68","4,500,653.51","3,432,900.27","2,299,510.40","1,936,571.79","1,980,092.91","3,130,477.61","2,062,801.60","2,246,883.46","2,364,480.96","10,435,673.21","2,449,223.73","3,628,921.28","3,404,116.69","9,144,606.35","2,594,571.23","1,186,299.34","738,463.49","4,028,030.12","1,083,849.85","742,111.33","738,709.60","3,663,297.42","694,973.43","731,885.87","798,222.99","7,626,556.62","2,971,026.64","2,395,555.39","2,369,562.85","9,984,822.33","3,953,367.46","5,659,311.93","6,742,226.11","14,744,590.59","10,024,784.68","12,465,070.31","13,010,145.61","18,686,443.60","12,240,661.03"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-29,726,119.95","25,842,630.01","33,052,526.62","30,757,757.04","29,170,326.76","22,730,645.20","4,979,200.57","65,787,001.06","76,045,459.84","66,934,382.34","49,341,899.34","58,275,773.46","47,048,315.49","36,646,242.97","44,658,536.35","71,633,139.05","64,634,986.77","56,407,495.54","56,132,416.41","79,729,732.58","87,373,822.08","76,399,823.92","75,587,233.20","79,045,037.29","78,137,082.41","29,378,813.78","24,281,016.11","28,598,624.55","34,932,268.28","19,178,487.34","24,285,959.25","45,699,505.18","35,466,970.29","42,622,009.74","41,157,438.70","148,325,293.36","150,015,910.03","138,667,150.65","138,749,444.00","144,156,232.26","417,555,972.05","225,612,547.03","347,772,860.89","446,071,906.35","491,501,654.66","516,780,314.08","521,571,305.37","589,989,074.91","631,248,158.40"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"762,927.44","775,227.75","1,154,561.39","573,741.66","2,285,412.63","3,671,412.63","4,085,829.29","771,250.00","1,639,583.33","2,997,916.66","2,006,666.66","1,707,708.33","2,590,152.78","600,875.02","600,875.02","600,875.02","151,666.67",,,,,,,,,
应付利息,"863,442.38","1,320,689.71","1,282,057.21","1,061,983.05","199,462.50","116,489.25","76,248.00","1,117,492.36","72,420.00","583,251.60","74,250.00","403,317.73","6,608,530.00","12,961,211.00","19,336,211.00","456,091.59","6,673,689.60","13,051,778.03","19,459,083.70","678,335.10","6,898,707.10","13,114,444.34","19,550,277.67","944,807.22","7,702,570.87","15,564,416.46","22,692,583.13","2,427,479.57","9,056,114.20","16,882,731.66","24,770,954.80","7,653,474.62","13,539,729.80","20,349,368.00","24,047,575.00","6,146,167.06","15,188,674.06","9,674,623.29","11,405,337.29","16,100,966.35","15,492,033.97","17,864,043.56","12,374,909.94","32,044,424.92","27,153,415.92","65,987,137.56","38,086,213.15","300,031,562.83","418,477,691.42"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"314,880.28","15,314,880.28","1,755,815.12","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","457,419.32","17,163,741.42","2,515,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","702,364.12","804,534.02","804,534.02","200,000.00","200,000.00","1,124,756.53","1,121,999.56","200,000.00","200,000.00","1,027,522.78","1,049,134.44","200,000.00","200,000.00","393,428.27","393,428.27","393,428.27","51,118,385.67","393,428.27","393,428.27","393,428.27","393,428.27","213,814,545.48","4,365,768.20","11,927,952.22","11,927,952.22"
存货,"1,687,655,307.83","1,621,809,530.89","1,508,750,285.51","1,656,417,803.55","1,603,902,343.12","1,743,327,125.72","2,095,182,069.88","1,861,688,368.74","1,820,926,241.94","1,709,680,447.76","1,830,312,599.65","1,866,955,302.25","1,867,217,037.02","1,973,700,818.80","1,956,125,836.14","2,185,167,534.94","2,198,337,777.29","2,218,110,795.46","2,409,547,017.87","2,368,000,507.11","2,358,198,601.74","2,397,769,060.84","2,487,797,417.37","2,537,709,324.22","2,565,809,392.52","2,003,094,098.21","2,040,531,153.71","2,071,465,347.05","2,115,624,285.71","2,176,908,222.55","2,230,179,443.10","1,967,916,150.77","1,899,541,060.41","1,905,711,347.11","1,883,048,281.85","4,891,043,508.26","7,979,671,347.08","7,960,496,431.45","8,156,718,932.09","8,512,623,217.57","7,317,148,411.35","9,055,206,746.16","10,550,944,882.04","12,811,980,813.99","12,992,796,159.66","13,258,450,323.60","13,221,253,489.44","14,043,091,429.93","13,967,560,024.61"
其他应付款,"131,869,398.57","140,537,774.02","150,650,468.42","126,569,949.30","167,923,517.31","123,839,242.04","128,656,039.71","129,629,488.80","129,695,882.70","245,894,063.57","150,941,057.55","128,643,294.68","120,279,638.30","121,344,304.65","125,920,319.56","190,432,395.40","197,355,645.96","261,540,797.69","165,000,350.66","251,805,293.03","225,510,069.13","329,837,620.99","297,156,587.61","297,136,926.30","286,774,557.12","296,582,998.50","176,671,806.30","169,163,428.49","321,371,923.79","222,176,900.91","215,847,701.57","107,849,332.17","110,767,609.19","181,275,482.34","304,013,905.29","1,894,123,754.65","1,672,180,753.14","431,880,944.59","505,772,365.15","267,779,907.40","398,695,410.44","489,095,102.45","1,431,941,199.24","831,040,975.40","896,047,815.07","1,213,018,966.41","1,300,620,806.91","1,182,166,161.91","1,456,190,255.56"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
