科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"617,696,327.65","526,735,606.85","264,030,617.80","161,119,512.58","164,632,233.33","652,872,234.41","659,852,390.91","592,852,073.35","350,247,912.46","304,040,781.65","591,276,324.06","750,558,631.93","534,154,486.73","482,186,171.38","618,499,586.44","543,652,197.16","475,214,278.93","509,112,648.64","514,678,332.71"
短期借款,"678,055,519.13","545,521,312.49","866,322,212.70","922,900,000.00","938,409,448.73","759,709,448.73","685,500,000.00","759,500,000.00","600,000,000.00","520,000,000.00","570,000,000.00","760,000,000.00","705,000,000.00","625,000,000.00","571,000,000.00","550,000,000.00","630,000,000.00","630,000,000.00","621,750,000.00"
交易性金融资产,"110,420.93","1,347,778.79","92,628.93","38,833.45","16,724.70",,,,,,,,,,"43,471.91",,,,"2,436,014.50"
交易性金融负债,"2,604,077.53","435,794.03","232,906.19","10,817.70","80,575.76","80,575.76",,,,,,,,,,"12,996.59","274,225.93","525,965.56","274,840.55"
应收票据,"246,897,198.88","168,217,670.63","219,642,056.83","170,513,911.21","336,436,027.91","277,049,942.91","329,875,660.35","230,665,835.11","339,413,917.43","389,821,032.08","420,786,516.22","186,472,724.11","310,625,407.92","243,575,233.89","279,127,257.06","298,866,605.85","292,814,835.44","311,986,848.22","378,673,555.57"
应付票据,"138,623,161.18","127,049,101.90","124,124,799.04","107,410,599.29","178,499,373.55","209,329,634.43","150,871,530.51","110,600,121.34","89,458,023.61","226,773,445.06","248,548,749.47","238,684,022.72","197,571,450.63","325,324,615.61","484,635,111.95","342,292,075.12","317,673,859.16","371,470,297.71","298,567,761.55"
应收账款,"892,331,607.66","998,186,526.25","1,249,856,109.58","1,412,922,487.54","1,454,098,232.95","1,450,566,417.37","1,396,984,980.58","1,507,573,796.04","1,586,790,853.84","1,623,053,713.28","1,466,797,872.13","1,590,839,664.07","1,644,185,336.90","1,666,118,042.05","1,596,065,215.78","1,549,450,145.29","1,629,486,532.72","1,541,165,108.45","1,874,117,264.09"
应付账款,"482,618,803.44","598,887,188.28","708,994,374.49","742,437,548.56","746,497,428.69","736,091,994.77","714,905,990.04","738,772,368.20","878,671,003.31","820,543,512.70","769,775,461.08","752,804,453.03","840,119,116.42","851,308,051.79","740,998,565.55","748,179,314.08","827,015,698.34","768,379,838.39","708,689,679.99"
预付款项,"182,361,386.63","154,766,197.61","129,405,575.45","140,441,424.77","143,884,968.90","164,962,676.17","103,580,327.84","123,344,813.28","136,687,348.42","145,148,654.65","166,338,304.39","186,888,142.52","184,893,521.08","214,645,617.50","194,476,728.02","171,480,492.95","204,511,189.08","230,981,184.91","137,831,927.39"
预收款项,"209,712,946.77","236,361,939.32","190,795,857.03","191,311,390.23","186,270,965.95","219,777,490.44","219,604,755.86","209,603,847.61","229,767,105.70","238,931,374.09","256,489,792.34","238,105,336.67","236,051,914.48","256,494,966.78","204,650,909.46","227,106,528.41","233,065,074.80","249,444,901.80","250,318,580.20"
其他应收款,"33,019,854.83","63,400,496.06","69,208,793.25","73,608,494.48","81,878,740.94","87,723,716.18","60,068,755.51","77,045,426.45","107,604,863.56","92,364,377.12","55,156,773.24","82,102,222.02","85,373,575.72","83,509,681.14","52,750,092.39","62,872,776.48","72,959,090.66","77,258,308.84","60,071,792.19"
应付职工薪酬,"38,167,761.25","50,010,578.83","74,873,956.47","34,827,289.34","60,047,529.06","62,477,926.89","80,084,279.91","59,570,648.91","70,822,691.54","71,057,489.77","88,052,764.11","53,436,771.87","65,337,108.46","81,053,205.28","122,671,982.76","84,148,342.12","106,781,790.69","126,744,459.54","147,595,910.59"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"50,128,856.50","33,366,850.76","40,422,788.74","25,237,358.99","40,188,371.68","21,977,206.16","47,112,911.29","35,326,969.03","39,510,592.79","28,759,325.85","46,784,558.26","44,367,462.69","32,746,117.71","31,238,899.71","40,019,593.52","29,846,151.36","19,972,940.39","26,923,993.58","66,894,375.77"
应收利息,,"114,915.14",,,,,"2,669,333.33",,,,,,,,,,,,
应付利息,,,,,"203,480.58",,,,,,,,,,,,,,
应收股利,,,,"39,872,000.00","19,936,000.00",,,"23,660,000.00","6,387,217.47",,,"36,092,000.00","7,827,438.17","1,569,256.51",,"25,408,373.60",,,
应付股利,,,,,,,,,,,,,"3,889,702.08",,,,,,
存货,"379,749,256.09","415,293,826.80","494,833,517.11","487,419,904.45","434,880,311.61","500,013,600.56","417,511,292.50","435,421,788.83","451,934,669.05","476,475,413.51","471,147,361.65","546,944,260.46","544,701,460.75","707,271,846.21","632,475,964.65","719,094,722.72","843,772,197.48","901,500,122.64","510,486,718.25"
其他应付款,"198,367,134.43","186,340,003.57","197,123,457.99","200,296,098.51","194,836,999.22","186,890,126.85","89,752,648.33","77,767,158.72","100,921,006.64","112,256,981.10","118,816,079.08","185,206,230.58","167,862,149.83","161,657,000.13","124,411,980.35","107,825,387.69","139,638,899.10","151,917,695.94","147,130,327.12"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"2,500,000.00","39,000,000.00","19,000,000.00","48,000,000.00","51,500,000.00","49,500,000.00","59,250,000.00","21,000,000.00","32,000,000.00","42,750,000.00","50,000,000.00","29,000,000.00","46,500,000.00","35,500,000.00","68,000,000.00","75,750,000.00","58,000,000.00","64,750,000.00","14,000,000.00"
其他流动资产,,,"7,617,239.23","7,046,687.72","2,753,441.53","3,322,678.63","3,050,941.83","3,003,031.62","5,085,845.74","2,520,880.68","11,139,186.89","4,464,153.38","22,834,736.61","31,958,779.24","6,622,916.64","6,857,902.65","12,038,486.72","6,461,616.16","8,645,834.36"
其他流动负债,,,"6,030,691.08","5,541,905.04","6,210,546.07","6,378,376.98",,,,,,,,,,,,,
流动资产合计,"2,352,166,052.67","2,328,063,018.13","2,434,686,538.18","2,492,983,256.20","2,638,516,681.87","3,136,511,266.23","2,973,593,682.85","2,993,566,764.68","2,984,152,627.97","3,033,424,852.97","3,182,642,338.58","3,384,361,798.49","3,334,595,963.88","3,430,834,627.92","3,380,061,232.89","3,377,683,216.70","3,530,796,611.03","3,578,465,837.86","3,486,941,439.06"
流动负债合计,"1,800,778,260.23","1,816,972,769.18","2,227,921,043.73","2,277,973,007.66","2,402,744,719.29","2,252,212,781.01","2,047,082,115.94","2,012,141,113.81","2,041,150,423.59","2,061,072,128.57","2,148,467,404.34","2,301,604,277.56","2,295,077,559.61","2,367,576,739.30","2,356,388,143.59","2,165,160,795.37","2,332,422,488.41","2,390,157,152.52","2,255,221,475.77"
可供出售金融资产,,,,,,"37,188,624.92","115,581,046.40","122,765,068.24","144,288,314.83","107,887,930.22","135,007,354.28","119,907,079.16","116,787,657.76","130,778,153.40","136,729,943.80","144,081,596.64","134,310,384.84","130,387,795.32","131,161,900.12"
长期借款,"76,750,000.00","19,000,000.00","90,750,000.00","42,500,000.00","78,500,000.00","78,250,000.00","68,000,000.00","58,000,000.00","46,500,000.00","35,500,000.00","68,000,000.00","68,000,000.00","50,000,000.00","65,000,000.00","14,000,000.00","156,750,000.00","156,250,000.00","148,750,000.00","197,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,"198,146,281.58","212,945,822.98","253,097,644.26","223,145,929.32","242,109,660.43","232,944,857.62","253,230,910.90","216,495,394.99","241,736,808.47","258,550,161.92","266,521,558.98","234,159,594.37","240,516,321.11","252,055,626.92","256,845,198.66","231,642,572.54","242,849,332.59","255,521,952.89","267,999,518.34"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,"56,544,389.80","54,746,936.31","51,173,015.86","50,741,703.55","50,310,391.25","49,879,078.94","49,089,135.72","49,059,466.01","48,628,666.30","48,197,866.60","47,382,438.81","46,955,764.59","46,529,090.34","46,102,416.12","116,374,556.08","115,915,909.96","114,971,650.17","113,991,635.58","112,992,555.50"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"301,570,976.34","312,532,936.40","450,456,490.65","447,475,594.02","455,169,294.74","448,979,980.71","450,625,360.08","443,118,257.14","440,648,766.89","434,201,680.40","436,842,787.86","428,443,904.47","426,972,580.11","420,620,260.51","436,761,435.19","428,836,908.98","422,205,112.53","416,513,568.82","502,815,140.85"
递延所得税负债,"16,563.14","202,166.82","13,894.34","5,825.02","2,508.71",,"11,758,863.22","12,836,466.50","16,064,953.49","10,604,895.79","14,672,809.40","12,407,768.14","11,939,854.93","14,038,429.27","14,937,718.62","16,040,466.55","14,568,263.99","13,986,396.35","14,095,991.28"
在建工程,"10,507,108.87","57,035,090.82","7,889,798.25","7,656,483.98","2,820,088.26","10,440,305.36","2,514,467.80","6,879,143.96","11,317,000.08","18,493,789.61","25,380,923.11","42,268,417.81","55,244,284.22","73,451,997.11","26,702,861.58","40,392,481.50","50,990,588.86","80,276,640.36","33,888,094.59"
其他非流动负债,,,"13,343,112.65","12,933,913.26","12,524,713.87","12,115,447.14","100,140,000.00","100,140,000.00","104,240,000.00",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"76,766,563.14","19,202,166.82","104,107,006.99","55,439,738.28","91,027,222.58","90,365,447.14","223,176,356.14","213,470,627.79","209,537,136.72","207,146,951.89","270,418,292.72","269,541,731.37","254,243,786.16","272,962,954.23","236,187,422.08","381,985,069.89","385,308,416.37","377,502,302.93","422,083,445.02"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"1,877,544,823.37","1,836,174,936.00","2,332,028,050.72","2,333,412,745.94","2,493,771,941.87","2,342,578,228.15","2,270,258,472.08","2,225,611,741.60","2,250,687,560.31","2,268,219,080.46","2,418,885,697.06","2,571,146,008.93","2,549,321,345.77","2,640,539,693.53","2,592,575,565.67","2,547,145,865.26","2,717,730,904.78","2,767,659,455.45","2,677,304,920.79"
生产性生物资产,,,,,,,,,,,,,,,,,,,
