科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
实收资本(或股本),"295,000,000.00","295,000,000.00","295,000,000.00","295,000,000.00","295,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00","395,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"368,418,692.72","373,518,447.24","179,265,592.83","179,265,592.83","179,265,592.83","705,803,428.90","705,803,428.90","705,803,428.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90","705,494,628.90"
无形资产,"83,611,463.43","81,130,984.99","78,650,506.54","77,965,387.18","77,350,267.59","76,735,148.00","76,120,028.39","75,746,447.26","74,889,789.17","74,394,669.56","91,292,819.80","90,649,090.77","89,905,661.80","89,232,382.78","71,512,458.04","70,587,406.34","70,350,294.41","69,754,031.62","69,426,049.77"
盈余公积,"29,228,735.40","39,065,468.82","48,901,044.56","48,901,044.56","48,901,044.56","48,901,044.56","61,569,139.50","61,569,139.50","61,569,139.50","61,569,139.50","77,408,306.10","77,408,306.10","77,408,306.10","77,408,306.10","91,123,525.58","91,123,525.58","91,123,525.58","91,123,525.58","104,955,742.46"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"321,175,387.90","394,792,320.08","467,377,154.57","491,573,834.21","501,105,053.85","550,099,482.11","497,755,170.89","522,808,020.33","522,885,811.50","564,245,643.38","586,534,276.86","610,594,035.97","602,941,209.13","634,553,100.23","654,423,537.99","678,112,254.93","685,800,801.18","725,688,992.39","760,240,275.79"
长期待摊费用,"7,228,923.79","15,575,537.69","23,881,863.62","23,870,913.72","24,912,867.21","22,278,596.90","23,421,180.18","21,341,742.56","21,541,454.64","19,621,340.02","18,454,230.51","17,641,792.82","16,085,343.96","16,381,702.62","16,611,202.71","15,144,621.57","14,572,608.75","13,231,186.91","33,622,837.16"
少数股东权益,"137,146,130.52","143,252,862.51","20,211,067.25","19,856,606.53","19,464,932.23","19,693,302.04","15,009,105.68","14,308,827.55","13,882,199.60","13,378,941.65","20,220,081.16","19,091,705.98","17,834,121.47","16,440,039.24","15,680,607.43","16,382,842.13","16,040,158.53","15,010,338.71","18,899,035.15"
递延所得税资产,"18,738,573.43","19,773,707.33","25,225,173.37","26,448,676.90","28,597,434.79","29,395,747.88","31,108,485.39","32,124,272.26","36,476,650.14","37,375,695.66","35,371,409.58","36,679,306.98","41,765,806.10","42,474,367.14","44,354,680.92","45,633,444.99","47,714,745.41","50,607,664.33","50,148,107.10"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,"17,721,879.20","17,721,879.20","17,721,879.20","17,721,879.20","17,721,879.20","17,721,879.20","17,721,879.20","17,721,879.20",,,,,"3,815,170.76","4,925,337.92","15,043,266.47","20,005,830.64","4,827,707.11"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"676,347,717.24","753,741,016.52","908,096,371.75","875,026,567.87","898,991,883.47","925,564,219.53","1,019,412,494.06","985,251,671.62","1,037,249,329.72","1,016,445,013.19","1,056,253,522.93","1,016,704,950.97","1,033,806,745.40","1,071,096,906.60","1,109,707,507.74","1,097,160,280.44","1,113,007,984.03","1,150,290,306.47","1,206,881,910.54"
所有者权益(或股东权益)合计,"1,150,968,946.54","1,245,629,098.65","1,010,754,859.21","1,034,597,078.13","1,043,736,623.47","1,719,497,257.61","1,722,747,704.83","1,753,206,694.70","1,770,714,397.38","1,781,650,785.70","1,820,010,164.45","1,829,920,740.53","1,819,081,363.51","1,861,391,840.99","1,897,193,174.96","1,927,697,631.88","1,926,073,690.28","1,961,096,688.88","2,016,518,428.81"
资产总计,"3,028,513,769.91","3,081,804,034.65","3,342,782,909.93","3,368,009,824.07","3,537,508,565.34","4,062,075,485.76","3,993,006,176.91","3,978,818,436.30","4,021,401,957.69","4,049,869,866.16","4,238,895,861.51","4,401,066,749.46","4,368,402,709.28","4,501,931,534.52","4,489,768,740.63","4,474,843,497.14","4,643,804,595.06","4,728,756,144.33","4,693,823,349.60"
负债和所有者(或股东权益)合计,"3,028,513,769.91","3,081,804,034.65","3,342,782,909.93","3,368,009,824.07","3,537,508,565.34","4,062,075,485.76","3,993,006,176.91","3,978,818,436.30","4,021,401,957.69","4,049,869,866.16","4,238,895,861.51","4,401,066,749.46","4,368,402,709.28","4,501,931,534.52","4,489,768,740.63","4,474,843,497.14","4,643,804,595.06","4,728,756,144.33","4,693,823,349.60"
